strategy,ticker,entry_date,entry_price,initial_stop,risk_per_share,exit_date,exit_price,exit_reason,shares,position_size,pnl,pnl_pct,r_multiple,mae,mfe,holding_days,rs_rank_at_entry,signal_details
rsi2,KRMN,2025-05-27,42.419998,41.290001,1.129997,2025-05-28,44.323689,atr_trail_stop,239,10138.38,454.98,0.044877,1.684686,-0.265487,2.929212,1,98.0,setup_rsi2=3.73; next_open_entry; avg_value_10=41.3623M; adr20=5.4854; close=45.2900; ma50=36.3930
rsi2,TPR,2025-05-27,77.547215,75.201179,2.346036,2025-05-29,78.979229,atr_trail_stop,131,10158.69,187.59,0.018466,0.610397,-0.315125,1.17647,2,90.0,setup_rsi2=1.04; next_open_entry; avg_value_10=279.1180M; adr20=2.8822; close=79.7454; ma50=71.0954
rsi2,FRHC,2025-05-28,161.5,155.181,6.319,2025-05-29,167.083197,atr_trail_stop,62,10013.0,346.16,0.034571,0.883557,-0.006329,1.803925,1,91.0,setup_rsi2=2.66; next_open_entry; avg_value_10=28.0088M; adr20=3.7341; close=166.7000; ma50=144.1395
rsi2,NXT,2025-05-30,55.419998,55.330002,0.089996,2025-05-30,55.330002,same_day_stop_loss,183,10141.86,-16.47,-0.001624,-1.0,-4.666836,27.001102,0,93.0,setup_rsi2=4.85; next_open_entry; avg_value_10=173.4458M; adr20=5.0972; close=56.6900; ma50=45.9399
rsi2,LRN,2025-05-30,149.0,148.759995,0.240005,2025-05-30,148.759995,same_day_stop_loss,68,10132.0,-16.32,-0.001611,-1.0,-5.416555,12.166381,0,90.0,setup_rsi2=3.11; next_open_entry; avg_value_10=101.2696M; adr20=3.0951; close=151.3900; ma50=141.6860
rsi2,PRCH,2025-06-02,9.12,9.08,0.04,2025-06-02,9.08,same_day_stop_loss,1114,10159.68,-44.56,-0.004386,-1.0,-6.749994,6.750018,0,98.0,setup_rsi2=4.87; next_open_entry; avg_value_10=32.6444M; adr20=11.0863; close=9.3500; ma50=7.5522
rsi2,ACHR,2025-06-03,10.2,9.68,0.52,2025-06-03,9.68,same_day_stop_loss,997,10169.4,-518.44,-0.05098,-1.0,-1.038462,0.461538,0,93.0,setup_rsi2=3.52; next_open_entry; avg_value_10=300.2588M; adr20=7.2583; close=9.7200; ma50=8.7898
rsi2,ACHR,2025-06-04,9.76,9.66,0.1,2025-06-04,9.66,same_day_stop_loss,1041,10160.16,-104.1,-0.010246,-1.0,-4.099983,0.899998,0,93.0,setup_rsi2=3.43; next_open_entry; avg_value_10=285.4702M; adr20=7.3192; close=9.6400; ma50=8.8040
rsi2,HSAI,2025-06-02,18.684999,18.35,0.334999,2025-06-05,19.449917,atr_trail_stop,543,10145.95,415.35,0.040938,2.283343,-0.552239,7.179126,3,95.0,setup_rsi2=2.76; next_open_entry; avg_value_10=106.5273M; adr20=8.3190; close=18.6500; ma50=16.6626
rsi2,ACHR,2025-06-05,9.65,9.35,0.299999,2025-06-05,9.35,same_day_stop_loss,1053,10161.45,-315.9,-0.031088,-1.0,-1.350003,0.400004,0,92.0,setup_rsi2=2.41; next_open_entry; avg_value_10=280.2396M; adr20=7.4206; close=9.3600; ma50=8.8154
rsi2,HTZ,2025-06-06,5.97,5.95,0.02,2025-06-06,5.95,same_day_stop_loss,1707,10190.79,-34.14,-0.00335,-1.0,-5.499988,8.500012,0,91.0,setup_rsi2=1.67; next_open_entry; avg_value_10=48.2491M; adr20=8.5085; close=6.0600; ma50=6.0433
rsi2,RGTI,2025-06-06,11.22,10.71,0.51,2025-06-09,11.171632,atr_trail_stop,907,10176.54,-43.87,-0.004311,-0.094839,-0.470589,1.196077,3,97.0,setup_rsi2=2.17; next_open_entry; avg_value_10=667.7428M; adr20=10.6839; close=11.2800; ma50=10.1291
rsi2,DXYZ,2025-06-06,39.119999,34.580002,4.539997,2025-06-09,38.653481,atr_trail_stop,260,10171.2,-121.29,-0.011925,-0.102757,-0.246696,0.984582,3,91.0,setup_rsi2=2.99; next_open_entry; avg_value_10=33.1821M; adr20=7.9581; close=39.7400; ma50=37.4318
rsi2,OKLO,2025-06-06,47.099998,46.009998,1.09,2025-06-10,52.369587,atr_trail_stop,216,10173.6,1138.23,0.111881,4.834484,-0.642199,8.623853,4,98.0,setup_rsi2=3.24; next_open_entry; avg_value_10=1581.8740M; adr20=11.7638; close=50.2900; ma50=31.3886
rsi2,IONQ,2025-06-06,37.669998,35.926998,1.743,2025-06-10,40.639999,atr_trail_stop,270,10170.9,801.9,0.078843,1.703959,-0.499139,3.660356,4,96.0,setup_rsi2=1.96; next_open_entry; avg_value_10=1034.0157M; adr20=10.1332; close=39.0200; ma50=30.9842
rsi2,ACHR,2025-06-06,9.66,9.245,0.415,2025-06-10,11.269351,atr_trail_stop,1054,10181.64,1696.26,0.1666,3.877955,-0.33494,4.843374,4,93.0,setup_rsi2=0.79; next_open_entry; avg_value_10=288.9107M; adr20=7.5564; close=10.1900; ma50=8.8566
rsi2,ODD,2025-06-10,69.830002,69.43,0.400002,2025-06-10,69.43,same_day_stop_loss,146,10195.18,-58.4,-0.005728,-1.0,-1.774991,4.109977,0,93.0,setup_rsi2=3.47; next_open_entry; avg_value_10=100.1044M; adr20=4.3226; close=71.1900; ma50=57.6046
rsi2,MVST,2025-06-05,3.39,3.33,0.06,2025-06-11,4.139418,atr_trail_stop,2997,10159.83,2246.01,0.221067,12.490268,-0.166666,15.166622,6,99.0,setup_rsi2=3.24; next_open_entry; avg_value_10=28.4300M; adr20=12.0768; close=3.4400; ma50=2.4191
rsi2,DUOL,2025-06-11,486.940002,475.410004,11.529999,2025-06-11,475.410004,same_day_stop_loss,20,9738.8,-230.6,-0.023678,-1.0,-1.302688,0.08326,0,91.0,setup_rsi2=4.41; next_open_entry; avg_value_10=432.8184M; adr20=3.4821; close=473.7800; ma50=437.0802
rsi2,NRG,2025-06-11,148.807919,146.019817,2.788102,2025-06-12,146.553695,atr_trail_stop,68,10118.94,-153.29,-0.015149,-0.808516,-0.808516,0.57092,1,92.0,setup_rsi2=1.81; next_open_entry; avg_value_10=510.3340M; adr20=2.8229; close=147.3842; ma50=124.6748
rsi2,DUOL,2025-06-12,475.359985,471.920013,3.439972,2025-06-12,471.920013,same_day_stop_loss,21,9982.56,-72.24,-0.007237,-1.0,-1.514545,2.095954,0,91.0,setup_rsi2=2.16; next_open_entry; avg_value_10=432.4195M; adr20=3.4981; close=481.4800; ma50=440.1622
rsi2,RBRK,2025-06-11,87.550003,86.540001,1.010002,2025-06-13,87.379997,atr_trail_stop,116,10155.8,-19.72,-0.001942,-0.168322,-0.891089,4.732662,2,94.0,setup_rsi2=1.33; next_open_entry; avg_value_10=466.7917M; adr20=4.1272; close=88.8600; ma50=76.5770
rsi2,GEV,2025-06-11,468.491673,457.641487,10.850186,2025-06-13,476.633797,atr_trail_stop,21,9838.33,170.98,0.017379,0.750413,-0.507632,1.856724,2,94.0,setup_rsi2=3.53; next_open_entry; avg_value_10=1506.5449M; adr20=3.2190; close=482.4111; ma50=395.6001
rsi2,TNXP,2025-06-13,33.5,29.0,4.5,2025-06-16,32.0,atr_trail_stop,304,10184.0,-456.0,-0.044776,-0.333333,-0.477778,0.771111,3,96.0,setup_rsi2=4.19; next_open_entry; avg_value_10=29.0933M; adr20=13.9946; close=31.9800; ma50=24.8448
rsi2,TNXP,2025-06-16,32.0,31.5,0.5,2025-06-16,31.5,same_day_stop_loss,318,10176.0,-159.0,-0.015625,-1.0,-1.299999,9.940002,0,97.0,setup_rsi2=1.83; next_open_entry; avg_value_10=29.4758M; adr20=13.8510; close=36.9700; ma50=25.2344
rsi2,AS,2025-06-16,36.75,36.02,0.73,2025-06-17,36.02,stop_loss,277,10179.75,-202.21,-0.019864,-1.0,-1.123288,1.068492,1,94.0,setup_rsi2=2.92; next_open_entry; avg_value_10=154.5060M; adr20=3.3713; close=37.1200; ma50=29.8136
rsi2,APP,2025-06-16,367.790009,360.748993,7.041016,2025-06-17,360.748993,stop_loss,27,9930.33,-190.11,-0.019144,-1.0,-1.289589,1.30947,1,92.0,setup_rsi2=1.45; next_open_entry; avg_value_10=2029.1444M; adr20=5.0174; close=370.6800; ma50=323.6267
rsi2,URBN,2025-06-16,68.589996,67.410004,1.179993,2025-06-17,69.788159,atr_trail_stop,148,10151.32,177.33,0.017468,1.015399,-0.228812,2.347476,1,92.0,setup_rsi2=1.20; next_open_entry; avg_value_10=119.9752M; adr20=3.6692; close=70.8200; ma50=58.9184
rsi2,INOD,2025-06-16,40.990002,39.150002,1.84,2025-06-17,44.452941,atr_trail_stop,249,10206.51,862.27,0.084483,1.882032,-0.103262,3.369563,1,91.0,setup_rsi2=4.49; next_open_entry; avg_value_10=125.8722M; adr20=9.2736; close=44.5700; ma50=38.1348
rsi2,PL,2025-06-18,5.1,5.02,0.08,2025-06-20,5.02,stop_loss,2004,10220.4,-160.32,-0.015686,-1.0,-1.75,1.5,2,94.0,setup_rsi2=3.83; next_open_entry; avg_value_10=99.7524M; adr20=7.7253; close=5.1100; ma50=3.9370
rsi2,ASPI,2025-06-18,7.72,7.545,0.175,2025-06-20,7.545,stop_loss,1324,10221.28,-231.7,-0.022668,-1.0,-1.485715,2.285719,2,94.0,setup_rsi2=4.32; next_open_entry; avg_value_10=35.5274M; adr20=10.1122; close=7.8100; ma50=6.7996
rsi2,SRRK,2025-06-18,33.5,30.965,2.535,2025-06-20,35.985278,atr_trail_stop,305,10217.5,758.01,0.074187,0.980386,-0.183432,1.380671,2,91.0,setup_rsi2=4.28; next_open_entry; avg_value_10=51.8122M; adr20=5.7957; close=36.3200; ma50=31.1326
rsi2,CVNA,2025-06-17,57.700001,56.734001,0.966,2025-06-23,62.856271,atr_trail_stop,176,10155.2,907.5,0.089363,5.337756,0.0,7.221537,6,90.0,setup_rsi2=1.16; next_open_entry; avg_value_10=1227.4384M; adr20=3.9152; close=58.7960; ma50=54.6658
rsi2,HSAI,2025-06-18,17.83,17.695,0.135,2025-06-23,17.695,stop_loss,573,10216.59,-77.36,-0.007572,-1.0,-2.074076,5.259258,5,95.0,setup_rsi2=4.98; next_open_entry; avg_value_10=50.1100M; adr20=7.7084; close=18.2400; ma50=17.3377
rsi2,PL,2025-06-23,4.97,4.96,0.01,2025-06-23,4.96,same_day_stop_loss,2068,10277.96,-20.68,-0.002012,-1.0,-7.000143,39.500978,0,95.0,setup_rsi2=4.91; next_open_entry; avg_value_10=57.2030M; adr20=7.7550; close=5.3000; ma50=4.0106
rsi2,TMDX,2025-06-23,123.0,121.300003,1.699997,2025-06-23,121.300003,same_day_stop_loss,83,10209.0,-141.1,-0.013821,-1.0,-1.552944,3.058827,0,90.0,setup_rsi2=0.78; next_open_entry; avg_value_10=128.8500M; adr20=4.1670; close=127.5300; ma50=113.1663
rsi2,AAP,2025-06-18,47.404949,46.875391,0.529558,2025-06-24,46.875391,stop_loss,215,10192.06,-113.85,-0.011171,-1.0,-2.981468,6.833289,6,90.0,setup_rsi2=4.05; next_open_entry; avg_value_10=94.9320M; adr20=5.3424; close=47.6109; ma50=38.5636
rsi2,IBO,2025-06-23,1.08,0.362,0.718,2025-06-24,1.13,atr_trail_stop,9474,10231.92,473.7,0.046296,0.069638,-0.334262,1.211699,1,98.0,setup_rsi2=1.84; next_open_entry; avg_value_10=68.9159M; adr20=13.2542; close=1.6100; ma50=0.5160
rsi2,AGX,2025-06-23,201.83268,192.705478,9.127203,2025-06-25,208.961708,atr_trail_stop,50,10091.63,356.45,0.035321,0.781075,-0.326798,1.611114,2,94.0,setup_rsi2=3.80; next_open_entry; avg_value_10=122.5806M; adr20=5.6380; close=207.3508; ma50=182.4478
rsi2,OKLO,2025-06-24,57.830002,52.119999,5.710003,2025-06-25,58.392985,atr_trail_stop,176,10178.08,99.09,0.009735,0.098596,-0.434501,1.217162,1,98.0,setup_rsi2=4.25; next_open_entry; avg_value_10=1644.9282M; adr20=11.9471; close=60.7100; ma50=39.8538
rsi2,APLD,2025-06-24,10.15,9.41,0.74,2025-06-25,10.013021,atr_trail_stop,1008,10231.2,-138.07,-0.013495,-0.185106,-0.608108,0.810812,1,95.0,setup_rsi2=3.82; next_open_entry; avg_value_10=517.0175M; adr20=11.2722; close=10.3200; ma50=7.4518
rsi2,ASPI,2025-06-24,7.38,7.11,0.27,2025-06-25,7.11,stop_loss,1387,10236.06,-374.49,-0.036585,-1.0,-2.018519,1.62963,1,93.0,setup_rsi2=2.76; next_open_entry; avg_value_10=27.8216M; adr20=9.2587; close=7.6900; ma50=6.9552
rsi2,HERE,2025-06-26,9.14,8.7,0.440001,2025-06-26,8.7,same_day_stop_loss,1118,10218.52,-491.92,-0.04814,-1.0,-1.613634,0.363636,0,98.0,setup_rsi2=4.60; next_open_entry; avg_value_10=28.9538M; adr20=17.3295; close=8.8200; ma50=7.3334
rsi2,QBTS,2025-06-26,14.17,14.16,0.01,2025-06-26,14.16,same_day_stop_loss,721,10216.57,-7.21,-0.000706,-1.0,-21.999523,24.499428,0,98.0,setup_rsi2=3.71; next_open_entry; avg_value_10=686.9319M; adr20=8.2144; close=14.0600; ma50=12.6200
rsi2,ASTI,2025-06-26,2.87,1.1,1.77,2025-06-27,2.85,atr_trail_stop,3561,10220.07,-71.22,-0.006969,-0.011299,-0.480226,0.559322,1,93.0,setup_rsi2=4.59; next_open_entry; avg_value_10=32.1347M; adr20=12.3182; close=2.8400; ma50=1.6719
rsi2,QBTS,2025-06-27,14.1,13.95,0.150001,2025-06-27,13.95,same_day_stop_loss,724,10208.4,-108.6,-0.010638,-1.0,-3.533324,1.999987,0,98.0,setup_rsi2=3.02; next_open_entry; avg_value_10=695.5820M; adr20=7.9588; close=14.0200; ma50=12.7620
rsi2,HERE,2025-06-27,8.56,8.43,0.13,2025-06-27,8.43,same_day_stop_loss,1193,10212.08,-155.09,-0.015187,-1.0,-5.84615,8.538451,0,98.0,setup_rsi2=2.70; next_open_entry; avg_value_10=28.1618M; adr20=18.1740; close=8.0000; ma50=7.4082
rsi2,LEU,2025-06-30,168.949997,161.740005,7.209991,2025-07-01,173.169998,atr_trail_stop,60,10137.0,253.2,0.024978,0.585299,-0.782248,2.14702,1,98.0,setup_rsi2=4.80; next_open_entry; avg_value_10=320.3853M; adr20=9.2052; close=183.1800; ma50=117.6506
rsi2,HERE,2025-06-30,8.07,7.8,0.27,2025-07-02,10.02,atr_trail_stop,1266,10216.62,2468.7,0.241636,7.222238,-0.185183,10.777797,2,98.0,setup_rsi2=1.17; next_open_entry; avg_value_10=29.5175M; adr20=18.9142; close=9.4500; ma50=7.5192
rsi2,KYMR,2025-07-01,45.02,43.580002,1.439999,2025-07-02,44.269012,atr_trail_stop,227,10219.54,-170.47,-0.016681,-0.52152,-0.819445,0.305555,1,90.0,setup_rsi2=4.13; next_open_entry; avg_value_10=50.4140M; adr20=5.2790; close=44.4400; ma50=37.3306
rsi2,SNDK,2025-07-02,44.52,44.299999,0.220001,2025-07-02,44.299999,same_day_stop_loss,230,10239.6,-50.6,-0.004942,-1.0,-1.590911,7.818144,0,92.0,setup_rsi2=3.81; next_open_entry; avg_value_10=142.0412M; adr20=5.1859; close=46.2100; ma50=39.4960
rsi2,CRK,2025-07-02,25.379999,24.9,0.48,2025-07-02,24.9,same_day_stop_loss,404,10253.52,-193.92,-0.018913,-1.0,-1.624999,0.666671,0,90.0,setup_rsi2=3.55; next_open_entry; avg_value_10=96.8404M; adr20=5.0388; close=24.8500; ma50=23.8690
rsi2,QBTS,2025-06-30,14.12,13.57,0.55,2025-07-07,16.213602,atr_trail_stop,724,10222.88,1515.77,0.148272,3.806549,-0.527272,5.545453,7,98.0,setup_rsi2=2.68; next_open_entry; avg_value_10=688.6238M; adr20=7.9819; close=14.6400; ma50=12.9260
rsi2,GRAL,2025-07-09,43.549999,42.419998,1.130001,2025-07-09,42.419998,same_day_stop_loss,235,10234.25,-265.55,-0.025947,-1.0,-1.451326,0.823008,0,93.0,setup_rsi2=3.61; next_open_entry; avg_value_10=76.2919M; adr20=7.5834; close=42.1300; ma50=40.6802
rsi2,GRAL,2025-07-10,42.130001,41.91,0.220001,2025-07-10,41.91,same_day_stop_loss,243,10237.59,-53.46,-0.005222,-1.0,-3.999983,9.863573,0,93.0,setup_rsi2=2.60; next_open_entry; avg_value_10=75.8443M; adr20=7.5500; close=43.3900; ma50=40.8100
rsi2,NBIS,2025-07-10,46.5,45.810001,0.689999,2025-07-10,45.810001,same_day_stop_loss,220,10230.0,-151.8,-0.014839,-1.0,-1.811598,1.06522,0,93.0,setup_rsi2=4.70; next_open_entry; avg_value_10=493.3070M; adr20=6.6656; close=46.4300; ma50=41.0581
rsi2,ASTS,2025-07-10,43.279999,42.439999,0.84,2025-07-11,43.48,atr_trail_stop,236,10214.08,47.2,0.004621,0.238096,-0.617854,5.285716,1,95.0,setup_rsi2=2.10; next_open_entry; avg_value_10=556.1720M; adr20=8.1232; close=43.9700; ma50=33.6519
rsi2,TSSI,2025-07-11,22.450001,22.370001,0.08,2025-07-11,22.370001,same_day_stop_loss,456,10237.2,-36.48,-0.003563,-1.0,-25.25003,3.125003,0,97.0,setup_rsi2=4.83; next_open_entry; avg_value_10=75.3226M; adr20=11.5387; close=20.5100; ma50=17.5862
rsi2,ATRO,2025-07-11,32.849998,29.91,2.939999,2025-07-14,35.652159,atr_trail_stop,312,10249.2,874.27,0.085302,0.953116,-0.006802,1.234695,3,92.0,setup_rsi2=2.42; next_open_entry; avg_value_10=26.9424M; adr20=5.1301; close=36.1100; ma50=31.0720
rsi2,SEZL,2025-07-14,133.0,132.039993,0.960007,2025-07-14,132.039993,same_day_stop_loss,77,10241.0,-73.92,-0.007218,-1.0,-2.406231,4.979131,0,98.0,setup_rsi2=3.64; next_open_entry; avg_value_10=192.2872M; adr20=8.6706; close=135.8100; ma50=121.8247
rsi2,TSSI,2025-07-14,20.440001,20.43,0.01,2025-07-14,20.43,same_day_stop_loss,502,10260.88,-5.02,-0.000489,-1.0,-64.998474,87.997902,0,97.0,setup_rsi2=2.04; next_open_entry; avg_value_10=65.2804M; adr20=11.4719; close=21.3200; ma50=17.8758
rsi2,QUBT,2025-07-14,17.895,17.379999,0.515001,2025-07-15,18.213362,atr_trail_stop,573,10253.84,182.42,0.017791,0.618175,-0.902911,2.378636,1,98.0,setup_rsi2=3.69; next_open_entry; avg_value_10=400.4998M; adr20=10.3852; close=18.9400; ma50=14.2962
rsi2,DAVE,2025-07-14,206.880005,196.317993,10.562012,2025-07-15,196.317993,stop_loss,49,10137.12,-517.54,-0.051054,-1.0,-1.735465,1.081233,1,96.0,setup_rsi2=1.47; next_open_entry; avg_value_10=141.1617M; adr20=8.6038; close=214.0500; ma50=204.8981
rsi2,CRWV,2025-07-14,130.380005,125.669998,4.710007,2025-07-16,140.080257,atr_trail_stop,78,10169.64,756.62,0.0744,2.059498,-0.082802,3.526534,2,98.0,setup_rsi2=3.77; next_open_entry; avg_value_10=1803.4963M; adr20=8.5252; close=132.3750; ma50=122.3390
rsi2,APPS,2025-07-14,5.12,5.04,0.08,2025-07-16,5.04,stop_loss,2005,10265.6,-160.4,-0.015625,-1.0,-1.124997,3.500006,2,93.0,setup_rsi2=1.65; next_open_entry; avg_value_10=28.3300M; adr20=11.9023; close=5.3400; ma50=4.9086
rsi2,LAES,2025-07-16,3.485,3.33,0.155,2025-07-21,3.802136,atr_trail_stop,2944,10259.84,933.65,0.091,2.046042,-0.806452,3.064518,5,95.0,setup_rsi2=1.28; next_open_entry; avg_value_10=38.0546M; adr20=7.9968; close=3.5900; ma50=3.4762
rsi2,TGB,2025-07-21,3.29,3.17,0.12,2025-07-22,3.235184,atr_trail_stop,3121,10268.09,-171.08,-0.016661,-0.456797,-0.583333,1.333335,1,90.0,setup_rsi2=4.70; next_open_entry; avg_value_10=31.2518M; adr20=5.3343; close=3.2400; ma50=2.7662
rsi2,RYTM,2025-07-28,86.879997,85.809998,1.07,2025-07-28,85.809998,same_day_stop_loss,118,10251.84,-126.26,-0.012316,-1.0,-2.485978,0.0,0,93.0,setup_rsi2=2.11; next_open_entry; avg_value_10=53.7732M; adr20=4.1434; close=85.6800; ma50=70.3604
rsi2,GAME,2025-07-28,1.17,1.1,0.07,2025-07-28,1.1,same_day_stop_loss,8776,10267.92,-614.32,-0.059829,-1.0,-1.285714,0.928573,0,92.0,setup_rsi2=3.20; next_open_entry; avg_value_10=57.6353M; adr20=22.5028; close=1.1200; ma50=1.0438
rsi2,COIN,2025-07-29,383.589996,375.26001,8.329987,2025-07-29,375.26001,same_day_stop_loss,26,9973.34,-216.58,-0.021716,-1.0,-2.142861,0.142858,0,92.0,setup_rsi2=1.73; next_open_entry; avg_value_10=5655.1192M; adr20=5.0359; close=371.4400; ma50=319.6870
rsi2,PCT,2025-07-29,15.1,14.67,0.43,2025-07-29,14.67,same_day_stop_loss,679,10252.9,-291.97,-0.028477,-1.0,-2.64186,0.186046,0,91.0,setup_rsi2=1.89; next_open_entry; avg_value_10=57.4221M; adr20=5.9633; close=14.0200; ma50=12.7424
rsi2,RYTM,2025-07-29,85.93,84.220001,1.709999,2025-07-30,84.220001,stop_loss,119,10225.67,-203.49,-0.0199,-1.0,-1.046785,0.678361,1,93.0,setup_rsi2=0.97; next_open_entry; avg_value_10=49.7432M; adr20=4.0776; close=85.6300; ma50=70.8694
rsi2,QS,2025-07-30,9.31,9.2,0.110001,2025-07-30,9.2,same_day_stop_loss,1101,10250.31,-121.11,-0.011815,-1.0,-7.545421,0.0,0,96.0,setup_rsi2=2.33; next_open_entry; avg_value_10=1114.0691M; adr20=12.9156; close=8.7800; ma50=6.9326
rsi2,ARQQ,2025-07-30,34.25,33.619999,0.630001,2025-07-30,33.619999,same_day_stop_loss,299,10240.75,-188.37,-0.018394,-1.0,-2.349202,1.984124,0,95.0,setup_rsi2=2.16; next_open_entry; avg_value_10=32.8415M; adr20=9.8527; close=33.3500; ma50=32.6354
rsi2,SEDG,2025-07-30,25.379999,24.76,0.619999,2025-07-30,24.76,same_day_stop_loss,404,10253.52,-250.48,-0.024429,-1.0,-1.5,4.427428,0,94.0,setup_rsi2=4.91; next_open_entry; avg_value_10=141.5677M; adr20=9.2809; close=25.8100; ma50=22.0552
rsi2,RYTM,2025-07-30,87.029999,84.720001,2.309998,2025-07-30,84.720001,same_day_stop_loss,117,10182.51,-270.27,-0.026543,-1.0,-1.251083,0.025973,0,93.0,setup_rsi2=0.91; next_open_entry; avg_value_10=47.4774M; adr20=3.9843; close=84.6600; ma50=71.3640
rsi2,KC,2025-07-30,13.89,13.88,0.01,2025-07-30,13.88,same_day_stop_loss,738,10250.82,-7.38,-0.00072,-1.0,-27.999428,8.899771,0,91.0,setup_rsi2=4.01; next_open_entry; avg_value_10=34.3661M; adr20=3.7462; close=13.6800; ma50=13.0577
rsi2,CIFR,2025-07-30,5.8,5.64,0.16,2025-07-30,5.64,same_day_stop_loss,1768,10254.4,-282.88,-0.027586,-1.0,-3.124994,0.374999,0,91.0,setup_rsi2=3.15; next_open_entry; avg_value_10=201.4927M; adr20=9.3597; close=5.4500; ma50=4.7388
rsi2,PCT,2025-07-30,14.07,13.964,0.106,2025-07-30,13.964,same_day_stop_loss,728,10242.96,-77.17,-0.007534,-1.0,-6.226417,0.849058,0,90.0,setup_rsi2=0.60; next_open_entry; avg_value_10=54.9512M; adr20=5.9619; close=13.6400; ma50=12.8294
rsi2,CRSP,2025-07-30,60.59,58.68,1.91,2025-07-30,58.68,same_day_stop_loss,169,10239.71,-322.79,-0.031523,-1.0,-2.146596,0.416229,0,90.0,setup_rsi2=4.01; next_open_entry; avg_value_10=271.1196M; adr20=6.5979; close=57.6800; ma50=48.5105
rsi2,DPRO,2025-07-30,5.07,4.44,0.63,2025-07-31,4.97,atr_trail_stop,2022,10251.54,-202.2,-0.019724,-0.158731,-0.492063,0.603174,1,97.0,setup_rsi2=4.36; next_open_entry; avg_value_10=59.9041M; adr20=15.1760; close=4.9700; ma50=3.3265
rsi2,COIN,2025-07-30,382.950012,365.73999,17.210022,2025-07-31,377.009042,atr_trail_stop,26,9956.7,-154.47,-0.015514,-0.345204,-0.595003,0.243463,1,93.0,setup_rsi2=0.89; next_open_entry; avg_value_10=5502.4740M; adr20=4.9315; close=377.4800; ma50=321.9074
rsi2,FUTU,2025-07-31,149.207087,148.016189,1.190898,2025-07-31,148.016189,same_day_stop_loss,69,10295.29,-82.17,-0.007982,-1.0,-4.537205,1.884301,0,94.0,setup_rsi2=2.90; next_open_entry; avg_value_10=421.0590M; adr20=4.7950; close=151.2542; ma50=126.1436
rsi2,CAR,2025-07-31,168.990005,167.649994,1.340012,2025-07-31,167.649994,same_day_stop_loss,60,10139.4,-80.4,-0.00793,-1.0,-2.604459,3.291008,0,94.0,setup_rsi2=1.23; next_open_entry; avg_value_10=255.9856M; adr20=4.8173; close=170.2400; ma50=157.4890
rsi2,PCT,2025-07-31,13.64,13.41,0.23,2025-07-31,13.41,same_day_stop_loss,754,10284.56,-173.42,-0.016862,-1.0,-1.608692,0.3913,0,90.0,setup_rsi2=0.37; next_open_entry; avg_value_10=50.1969M; adr20=5.8071; close=13.4100; ma50=12.9220
rsi2,IREN,2025-07-30,15.995,15.28,0.715,2025-08-01,15.28,stop_loss,640,10236.8,-457.6,-0.044701,-1.0,-1.783216,1.53846,2,95.0,setup_rsi2=2.86; next_open_entry; avg_value_10=573.2526M; adr20=9.2331; close=16.1400; ma50=13.0386
rsi2,ONDS,2025-07-30,1.865,1.78,0.085,2025-08-01,2.05,atr_trail_stop,5497,10251.91,1016.94,0.099196,2.176469,-0.17647,4.764703,2,95.0,setup_rsi2=2.15; next_open_entry; avg_value_10=42.3130M; adr20=11.3514; close=2.0700; ma50=1.7015
rsi2,TPC,2025-07-30,47.638556,46.660225,0.978331,2025-08-01,46.340769,stop_loss,215,10242.29,-279.02,-0.027242,-1.326532,-4.285702,1.020403,2,94.0,setup_rsi2=4.01; next_open_entry; avg_value_10=30.3849M; adr20=3.2640; close=47.5687; ma50=43.6590
rsi2,SLDP,2025-07-31,3.15,3.13,0.02,2025-08-01,2.95,stop_loss,3254,10250.1,-650.8,-0.063492,-10.000012,-12.500012,8.849999,1,98.0,setup_rsi2=4.98; next_open_entry; avg_value_10=62.2014M; adr20=13.2946; close=3.1900; ma50=2.3532
rsi2,NVTS,2025-07-31,7.55,7.1,0.45,2025-08-01,7.015,stop_loss,1358,10252.9,-726.53,-0.070861,-1.188889,-1.333333,1.411111,1,97.0,setup_rsi2=3.61; next_open_entry; avg_value_10=316.8759M; adr20=8.8614; close=7.3300; ma50=6.6030
rsi2,OUST,2025-07-31,23.15,22.07,1.08,2025-08-01,22.07,stop_loss,442,10232.3,-477.36,-0.046652,-1.0,-1.703704,0.850927,1,97.0,setup_rsi2=4.37; next_open_entry; avg_value_10=68.8093M; adr20=8.4898; close=23.3800; ma50=20.5864
rsi2,QS,2025-07-31,8.8,8.48,0.320001,2025-08-01,8.2,stop_loss,1164,10243.2,-698.4,-0.068182,-1.874997,-2.187495,0.781248,1,96.0,setup_rsi2=1.67; next_open_entry; avg_value_10=994.9826M; adr20=12.7286; close=8.6000; ma50=7.0252
rsi2,ARQQ,2025-07-31,34.869999,32.77,2.099998,2025-08-01,31.459999,stop_loss,293,10216.91,-999.13,-0.097792,-1.623811,-1.895239,0.485715,1,95.0,setup_rsi2=1.63; next_open_entry; avg_value_10=30.7205M; adr20=9.8318; close=33.2450; ma50=32.8149
rsi2,BBAI,2025-07-31,6.61,6.28,0.33,2025-08-01,6.045,stop_loss,1549,10238.89,-875.19,-0.085477,-1.712122,-1.818182,0.60606,1,95.0,setup_rsi2=3.20; next_open_entry; avg_value_10=579.3610M; adr20=9.9925; close=6.3500; ma50=5.5750
