date,equity,cash_realized,open_positions,exposure,exposure_pct
2025-08-01,992970.2480091667,992239.96,1,99865.78616952896,0.10057278792567312
2025-08-04,1081844.3634732226,988594.36,14,1457840.8339834807,1.3475513513821293
2025-08-05,1094910.7168164155,980598.77,12,1256016.994606047,1.1471410182723092
2025-08-06,1060315.8809417533,979982.9100000001,8,831222.0106170466,0.7839380938808257
2025-08-07,1054296.9466058705,1025155.5200000001,4,421569.6564043263,0.3998585576497191
2025-08-08,1042956.1021168873,1037953.1400000001,1,107849.70679790774,0.10340771445605933
2025-08-11,1042354.5800000001,1042354.5800000001,0,0.0,0.0
2025-08-12,1039354.4253445435,1042354.5800000001,1,104211.99124145508,0.10026607738443895
2025-08-13,1038825.5900000001,1038825.5900000001,0,0.0,0.0
2025-08-14,1038825.5900000001,1038825.5900000001,0,0.0,0.0
2025-08-15,1038825.5900000001,1038825.5900000001,0,0.0,0.0
2025-08-18,1043720.3392010499,1037166.3300000001,2,207911.69861221313,0.1992024978370796
2025-08-19,1038231.5497250367,1035690.7300000001,1,104029.45917510986,0.10019870731404842
2025-08-20,1041086.5986390244,1034234.7600000001,2,207333.76594471597,0.19915131576542822
2025-08-21,1031711.9226538402,1029065.6800000002,8,825730.4209327765,0.8003497902871726
2025-08-22,1054562.503083153,1020541.1700000002,8,830519.187464714,0.787548566383293
2025-08-25,1045731.4895680429,1017108.3000000002,5,518850.2421388626,0.49616010162721835
2025-08-26,1052080.7469127658,1019409.8000000002,4,414362.1430168152,0.3938501338730157
2025-08-27,1051776.4021907807,1021001.6000000002,3,310955.78440475464,0.2956481850677143
2025-08-28,1058769.697562256,1032320.5400000002,2,207975.62384033203,0.19643140932270875
2025-08-29,1049851.9500000002,1049851.9500000002,0,0.0,0.0
2025-09-02,1049851.9500000002,1049851.9500000002,0,0.0,0.0
2025-09-03,1049529.7558754922,1048666.1500000001,2,210214.68702220917,0.20029416588275115
2025-09-04,1062737.589531746,1041578.8400000001,2,211001.52897548676,0.19854527689046586
2025-09-05,1048262.9346504213,1033807.2500000001,2,210120.0647764206,0.2004459547608561
