strategy,ticker,entry_date,entry_price,initial_stop,risk_per_share,exit_date,exit_price,exit_reason,shares,position_size,pnl,pnl_pct,r_multiple,mae,mfe,holding_days,rs_rank_at_entry,signal_details
rs90_100_rsi2_next_open_rsi2_gt_50,IOVA,2024-09-09,10.151,9.68,0.471,2024-09-09,9.679,same_day_stop_loss_red_candle,988,10029.2,-466.32,-0.046496,-1.0021,-1.4883,0.0191,0,90.0,entry=rsi2_next_open; setup_rsi2=2.96; raw_entry=open:10.1500; slippage_bps=1.0; decision_date=2024-09-06 00:00:00; filter_close=10.0100; filter_ma50=9.3366; filter_avg_value_10=59.81; filter_adr20=6.67; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50,ONON,2024-09-09,44.9945,43.32,1.6745,2024-09-10,45.2555,rsi2_gt_50,222,9988.78,57.94,0.0058,0.1559,-0.5163,0.2481,1,93.0,entry=rsi2_next_open; setup_rsi2=4.23; raw_entry=open:44.9900; slippage_bps=1.0; decision_date=2024-09-06 00:00:00; filter_close=44.4400; filter_ma50=40.7196; filter_avg_value_10=269.64; filter_adr20=4.65; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50,BFH,2024-09-10,51.5679,51.3474,0.2205,2024-09-10,51.3423,same_day_stop_loss_red_candle,194,10004.18,-43.78,-0.004376,-1.0233,-24.084,0.3318,0,94.0,entry=rsi2_next_open; setup_rsi2=1.03; raw_entry=open:51.5628; slippage_bps=1.0; decision_date=2024-09-09 00:00:00; filter_close=52.7767; filter_ma50=50.1597; filter_avg_value_10=51.71; filter_adr20=3.07; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50,CVLT,2024-09-09,140.7141,139.43,1.2841,2024-09-11,145.4954,rsi2_gt_50,71,9990.7,339.48,0.033979,3.7236,-0.6184,4.833,2,91.0,entry=rsi2_next_open; setup_rsi2=2.48; raw_entry=open:140.7000; slippage_bps=1.0; decision_date=2024-09-06 00:00:00; filter_close=139.5300; filter_ma50=137.1470; filter_avg_value_10=45.04; filter_adr20=2.75; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50,THC,2024-09-10,153.8554,151.58,2.2754,2024-09-11,157.6442,rsi2_gt_50,65,10000.6,246.28,0.024626,1.6652,-0.6704,3.2279,1,94.0,entry=rsi2_next_open; setup_rsi2=2.65; raw_entry=open:153.8400; slippage_bps=1.0; decision_date=2024-09-09 00:00:00; filter_close=153.2200; filter_ma50=147.3616; filter_avg_value_10=165.83; filter_adr20=2.56; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50,ONON,2024-09-10,44.5044,44.13,0.3744,2024-09-11,44.1256,stop_loss,225,10013.5,-85.24,-0.008513,-1.0118,-3.0029,5.7833,1,92.0,entry=rsi2_next_open; setup_rsi2=3.68; raw_entry=open:44.5000; slippage_bps=1.0; decision_date=2024-09-09 00:00:00; filter_close=44.3600; filter_ma50=40.8262; filter_avg_value_10=263.21; filter_adr20=4.60; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50,GRBK,2024-09-11,72.4272,72.25,0.1772,2024-09-12,75.6124,rsi2_gt_50,138,9994.96,439.56,0.043978,17.9711,-6.6421,22.2453,1,92.0,entry=rsi2_next_open; setup_rsi2=1.73; raw_entry=open:72.4200; slippage_bps=1.0; decision_date=2024-09-10 00:00:00; filter_close=73.1600; filter_ma50=69.9222; filter_avg_value_10=25.03; filter_adr20=2.92; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50,RKT,2024-09-12,17.7545,17.3458,0.4087,2024-09-13,18.5647,rsi2_gt_50,565,10031.31,457.76,0.045633,1.9824,-0.8842,3.33,1,94.0,entry=rsi2_next_open; setup_rsi2=3.13; raw_entry=open:17.7528; slippage_bps=1.0; decision_date=2024-09-11 00:00:00; filter_close=17.4689; filter_ma50=16.2218; filter_avg_value_10=60.03; filter_adr20=3.85; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50,TRUP,2024-09-20,43.1243,41.58,1.5443,2024-09-23,41.5758,stop_loss,232,10004.84,-359.24,-0.035907,-1.0027,-1.0065,0.9879,1,91.0,entry=rsi2_next_open; setup_rsi2=4.82; raw_entry=open:43.1200; slippage_bps=1.0; decision_date=2024-09-19 00:00:00; filter_close=42.0000; filter_ma50=40.0200; filter_avg_value_10=27.68; filter_adr20=5.77; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50,CNK,2024-09-24,26.9786,26.9464,0.0322,2024-09-25,26.9437,stop_loss,372,10036.04,-13.0,-0.001295,-1.0836,-19.6326,11.8289,1,93.0,entry=rsi2_next_open; setup_rsi2=2.59; raw_entry=open:26.9759; slippage_bps=1.0; decision_date=2024-09-23 00:00:00; filter_close=27.2024; filter_ma50=25.5017; filter_avg_value_10=66.29; filter_adr20=2.66; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50,TGTX,2024-09-24,23.2523,23.22,0.0323,2024-09-25,23.2177,stop_loss,431,10021.75,-14.93,-0.00149,-1.0718,-17.705,11.3741,1,90.0,entry=rsi2_next_open; setup_rsi2=4.89; raw_entry=open:23.2500; slippage_bps=1.0; decision_date=2024-09-23 00:00:00; filter_close=23.2500; filter_ma50=22.0751; filter_avg_value_10=161.95; filter_adr20=5.95; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50,GGAL,2024-09-26,41.4186,40.8926,0.526,2024-09-26,40.8885,same_day_stop_loss_red_candle,242,10023.3,-128.28,-0.012798,-1.0078,-1.9921,0.9482,0,98.0,entry=rsi2_next_open; setup_rsi2=4.93; raw_entry=open:41.4144; slippage_bps=1.0; decision_date=2024-09-25 00:00:00; filter_close=40.9211; filter_ma50=33.5250; filter_avg_value_10=42.58; filter_adr20=4.86; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50,AFRM,2024-09-26,43.5444,43.15,0.3944,2024-09-26,43.1457,same_day_stop_loss_red_candle,230,10015.2,-91.69,-0.009155,-1.0109,-5.4884,0.6229,0,95.0,entry=rsi2_next_open; setup_rsi2=4.38; raw_entry=open:43.5400; slippage_bps=1.0; decision_date=2024-09-25 00:00:00; filter_close=43.2400; filter_ma50=33.4745; filter_avg_value_10=492.94; filter_adr20=7.11; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50,CNK,2024-09-26,26.6339,26.3456,0.2883,2024-09-27,27.4164,rsi2_gt_50,376,10014.33,294.22,0.02938,2.7144,-0.4192,2.9288,1,92.0,entry=rsi2_next_open; setup_rsi2=4.58; raw_entry=open:26.6312; slippage_bps=1.0; decision_date=2024-09-25 00:00:00; filter_close=26.4539; filter_ma50=25.7466; filter_avg_value_10=57.37; filter_adr20=2.63; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50,JANX,2024-09-27,46.7747,46.46,0.3147,2024-09-27,46.4554,same_day_stop_loss_red_candle,214,10009.78,-68.34,-0.006827,-1.0148,-4.0507,4.7519,0,95.0,entry=rsi2_next_open; setup_rsi2=3.91; raw_entry=open:46.7700; slippage_bps=1.0; decision_date=2024-09-26 00:00:00; filter_close=46.6200; filter_ma50=43.8052; filter_avg_value_10=32.11; filter_adr20=6.66; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50,AFRM,2024-09-27,42.1942,41.38,0.8142,2024-09-27,41.3759,same_day_stop_loss_red_candle,237,10000.03,-193.95,-0.019395,-1.0051,-1.6264,0.6089,0,94.0,entry=rsi2_next_open; setup_rsi2=1.43; raw_entry=open:42.1900; slippage_bps=1.0; decision_date=2024-09-26 00:00:00; filter_close=41.6400; filter_ma50=33.6619; filter_avg_value_10=483.15; filter_adr20=7.07; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50,SLG,2024-09-27,64.7796,63.98,0.7995,2024-09-27,63.9736,same_day_stop_loss_red_candle,154,9976.05,-124.11,-0.012441,-1.008,-1.1499,0.2802,0,90.0,entry=rsi2_next_open; setup_rsi2=3.86; raw_entry=open:64.7731; slippage_bps=1.0; decision_date=2024-09-26 00:00:00; filter_close=64.0538; filter_ma50=60.0514; filter_avg_value_10=51.17; filter_adr20=3.28; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50,FTAI,2024-09-27,126.0991,124.0376,2.0615,2024-09-30,130.9001,rsi2_gt_50,79,9961.83,379.28,0.038073,2.3289,-0.4744,2.8178,1,96.0,entry=rsi2_next_open; setup_rsi2=4.20; raw_entry=open:126.0865; slippage_bps=1.0; decision_date=2024-09-26 00:00:00; filter_close=124.1558; filter_ma50=113.2329; filter_avg_value_10=160.13; filter_adr20=4.04; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50,OSCR,2024-09-27,20.392,20.31,0.082,2024-09-30,21.2079,rsi2_gt_50,492,10032.88,401.39,0.040008,9.9445,-1.7314,19.7219,1,93.0,entry=rsi2_next_open; setup_rsi2=2.47; raw_entry=open:20.3900; slippage_bps=1.0; decision_date=2024-09-26 00:00:00; filter_close=20.4800; filter_ma50=18.3020; filter_avg_value_10=70.41; filter_adr20=5.36; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50,JANX,2024-10-01,45.1545,44.33,0.8245,2024-10-01,44.3256,same_day_stop_loss_red_candle,222,10024.3,-184.03,-0.018358,-1.0054,-3.171,1.0133,0,93.0,entry=rsi2_next_open; setup_rsi2=1.36; raw_entry=open:45.1500; slippage_bps=1.0; decision_date=2024-09-30 00:00:00; filter_close=45.4300; filter_ma50=43.8842; filter_avg_value_10=33.48; filter_adr20=6.71; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50,JANX,2024-10-02,44.2244,42.54,1.6844,2024-10-04,45.0155,rsi2_gt_50,227,10038.94,179.57,0.017888,0.4696,-0.8813,0.7454,2,92.0,entry=rsi2_next_open; setup_rsi2=0.62; raw_entry=open:44.2200; slippage_bps=1.0; decision_date=2024-10-01 00:00:00; filter_close=44.5000; filter_ma50=43.8198; filter_avg_value_10=33.72; filter_adr20=6.81; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50,AHR,2024-10-03,23.9391,23.8503,0.0888,2024-10-04,23.8479,stop_loss,419,10030.47,-38.21,-0.003809,-1.0269,-1.9731,3.0003,1,98.0,entry=rsi2_next_open; setup_rsi2=2.45; raw_entry=open:23.9367; slippage_bps=1.0; decision_date=2024-10-02 00:00:00; filter_close=24.0807; filter_ma50=19.8808; filter_avg_value_10=124.90; filter_adr20=3.30; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50,AHR,2024-10-04,24.1791,23.7638,0.4153,2024-10-07,23.7615,stop_loss,415,10034.34,-173.33,-0.017274,-1.0057,-1.3006,0.0635,1,97.0,entry=rsi2_next_open; setup_rsi2=2.39; raw_entry=open:24.1767; slippage_bps=1.0; decision_date=2024-10-03 00:00:00; filter_close=24.0711; filter_ma50=20.0494; filter_avg_value_10=101.75; filter_adr20=3.19; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50,TVTX,2024-10-04,13.8714,13.24,0.6314,2024-10-07,15.2585,rsi2_gt_50,723,10029.01,1002.86,0.099996,2.1969,-0.0814,2.7061,1,97.0,entry=rsi2_next_open; setup_rsi2=4.69; raw_entry=open:13.8700; slippage_bps=1.0; decision_date=2024-10-03 00:00:00; filter_close=13.6500; filter_ma50=10.9952; filter_avg_value_10=32.27; filter_adr20=6.76; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50,SG,2024-10-04,34.4935,33.318,1.1754,2024-10-07,34.8465,rsi2_gt_50,291,10037.59,102.74,0.010236,0.3004,-0.5474,0.9244,1,95.0,entry=rsi2_next_open; setup_rsi2=4.75; raw_entry=open:34.4900; slippage_bps=1.0; decision_date=2024-10-03 00:00:00; filter_close=33.6300; filter_ma50=32.1572; filter_avg_value_10=91.87; filter_adr20=6.23; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50,AUR,2024-10-04,5.3005,5.13,0.1705,2024-10-08,5.4395,rsi2_gt_50,1896,10049.81,263.4,0.02621,0.8147,-0.5309,1.8734,2,96.0,entry=rsi2_next_open; setup_rsi2=4.93; raw_entry=open:5.3000; slippage_bps=1.0; decision_date=2024-10-03 00:00:00; filter_close=5.1900; filter_ma50=4.4073; filter_avg_value_10=67.93; filter_adr20=9.48; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50,AHR,2024-10-07,23.891,23.7725,0.1186,2024-10-08,23.7701,stop_loss,420,10034.24,-50.8,-0.005062,-1.0201,-2.1257,2.0854,1,97.0,entry=rsi2_next_open; setup_rsi2=2.15; raw_entry=open:23.8887; slippage_bps=1.0; decision_date=2024-10-04 00:00:00; filter_close=24.0519; filter_ma50=20.2163; filter_avg_value_10=72.30; filter_adr20=3.15; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50,AHR,2024-10-08,24.0447,23.639,0.4057,2024-10-09,23.6367,stop_loss,418,10050.68,-170.56,-0.01697,-1.0058,-2.0414,0.2308,1,97.0,entry=rsi2_next_open; setup_rsi2=1.03; raw_entry=open:24.0423; slippage_bps=1.0; decision_date=2024-10-07 00:00:00; filter_close=23.9463; filter_ma50=20.3793; filter_avg_value_10=54.47; filter_adr20=3.09; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50,AHR,2024-10-09,23.7182,23.639,0.0792,2024-10-09,23.6367,same_day_stop_loss_red_candle,423,10032.8,-34.49,-0.003438,-1.0299,-6.3354,0.3338,0,97.0,entry=rsi2_next_open; setup_rsi2=0.53; raw_entry=open:23.7158; slippage_bps=1.0; decision_date=2024-10-08 00:00:00; filter_close=23.8503; filter_ma50=20.5427; filter_avg_value_10=52.33; filter_adr20=3.06; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50,APLD,2024-10-08,7.0507,7.005,0.0457,2024-10-10,7.0043,stop_loss,1425,10047.25,-66.13,-0.006582,-1.0153,-8.5484,22.7392,2,96.0,entry=rsi2_next_open; setup_rsi2=3.36; raw_entry=open:7.0500; slippage_bps=1.0; decision_date=2024-10-07 00:00:00; filter_close=7.1000; filter_ma50=5.3178; filter_avg_value_10=101.46; filter_adr20=11.65; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50,COMP,2024-10-08,5.7106,5.578,0.1326,2024-10-10,5.4995,stop_loss,1762,10062.03,-372.0,-0.03697,-1.5925,-1.7015,1.4666,2,93.0,entry=rsi2_next_open; setup_rsi2=2.24; raw_entry=open:5.7100; slippage_bps=1.0; decision_date=2024-10-07 00:00:00; filter_close=5.6700; filter_ma50=5.3474; filter_avg_value_10=25.99; filter_adr20=4.98; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50,AHR,2024-10-10,23.2573,23.2166,0.0407,2024-10-10,23.2142,same_day_stop_loss_red_candle,432,10047.15,-18.6,-0.001851,-1.057,-13.2588,3.2434,0,96.0,entry=rsi2_next_open; setup_rsi2=0.10; raw_entry=open:23.2550; slippage_bps=1.0; decision_date=2024-10-09 00:00:00; filter_close=23.4086; filter_ma50=20.6989; filter_avg_value_10=51.20; filter_adr20=3.02; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50,AHR,2024-10-11,23.3629,22.7173,0.6456,2024-10-14,23.7135,rsi2_gt_50,430,10046.05,150.73,0.015004,0.5429,-0.1821,0.6879,1,96.0,entry=rsi2_next_open; setup_rsi2=0.06; raw_entry=open:23.3606; slippage_bps=1.0; decision_date=2024-10-10 00:00:00; filter_close=23.2358; filter_ma50=20.8605; filter_avg_value_10=48.72; filter_adr20=2.92; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50,BOOT,2024-10-14,160.056,159.17,0.886,2024-10-15,163.0837,rsi2_gt_50,62,9923.47,187.72,0.018916,3.4173,-1.1129,4.9932,1,91.0,entry=rsi2_next_open; setup_rsi2=4.10; raw_entry=open:160.0400; slippage_bps=1.0; decision_date=2024-10-11 00:00:00; filter_close=159.3600; filter_ma50=147.1884; filter_avg_value_10=81.50; filter_adr20=2.63; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50,TLN,2024-10-14,159.766,148.02,11.746,2024-10-16,171.0329,rsi2_gt_50,62,9905.49,698.55,0.070521,0.9592,-0.1078,1.1267,2,94.0,entry=rsi2_next_open; setup_rsi2=2.76; raw_entry=open:159.7500; slippage_bps=1.0; decision_date=2024-10-11 00:00:00; filter_close=159.1900; filter_ma50=153.4636; filter_avg_value_10=183.15; filter_adr20=5.35; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50,BILI,2024-10-16,20.5421,20.235,0.3071,2024-10-17,19.4381,stop_loss,489,10045.06,-539.86,-0.053743,-3.5954,-4.957,0.9866,1,96.0,entry=rsi2_next_open; setup_rsi2=3.26; raw_entry=open:20.5400; slippage_bps=1.0; decision_date=2024-10-15 00:00:00; filter_close=20.3100; filter_ma50=17.4292; filter_avg_value_10=380.93; filter_adr20=6.92; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50,PI,2024-10-21,218.9419,218.24,0.7019,2024-10-23,218.2182,stop_loss,45,9852.39,-32.57,-0.003305,-1.0311,-6.2858,13.3186,2,94.0,entry=rsi2_next_open; setup_rsi2=3.54; raw_entry=open:218.9200; slippage_bps=1.0; decision_date=2024-10-18 00:00:00; filter_close=218.3000; filter_ma50=190.4096; filter_avg_value_10=84.69; filter_adr20=3.36; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50,LBRDK,2024-10-22,72.3574,72.2191,0.1383,2024-10-23,76.1347,rsi2_gt_50,138,9985.32,521.26,0.052203,27.3076,-0.0523,30.138,1,90.0,entry=rsi2_next_open; setup_rsi2=2.10; raw_entry=open:72.3502; slippage_bps=1.0; decision_date=2024-10-21 00:00:00; filter_close=72.5187; filter_ma50=64.0397; filter_avg_value_10=67.05; filter_adr20=2.93; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50,FTAI,2024-10-23,137.448,137.4441,0.0039,2024-10-24,141.0254,rsi2_gt_50,73,10033.7,261.15,0.026027,921.835,-749.801,1174.2251,1,95.0,entry=rsi2_next_open; setup_rsi2=2.99; raw_entry=open:137.4343; slippage_bps=1.0; decision_date=2024-10-22 00:00:00; filter_close=138.1337; filter_ma50=125.7652; filter_avg_value_10=156.37; filter_adr20=3.21; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50,FUTU,2024-10-18,93.2021,83.0869,10.1151,2024-10-25,89.0108,rsi2_gt_50,107,9972.62,-448.47,-0.04497,-0.4144,-0.9701,0.0419,5,95.0,entry=rsi2_next_open; setup_rsi2=2.80; raw_entry=open:93.1928; slippage_bps=1.0; decision_date=2024-10-17 00:00:00; filter_close=86.2600; filter_ma50=72.8559; filter_avg_value_10=980.43; filter_adr20=8.82; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50,CNK,2024-10-25,27.8651,27.5668,0.2983,2024-10-28,28.9231,rsi2_gt_50,360,10031.43,380.88,0.037969,3.5473,-0.1414,4.1514,1,90.0,entry=rsi2_next_open; setup_rsi2=4.30; raw_entry=open:27.8623; slippage_bps=1.0; decision_date=2024-10-24 00:00:00; filter_close=27.7835; filter_ma50=27.5139; filter_avg_value_10=61.69; filter_adr20=2.81; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50,HROW,2024-10-28,51.6652,50.56,1.1052,2024-10-28,50.5549,same_day_stop_loss_red_candle,194,10023.04,-215.38,-0.021489,-1.0046,-4.9542,0.2215,0,98.0,entry=rsi2_next_open; setup_rsi2=3.82; raw_entry=open:51.6600; slippage_bps=1.0; decision_date=2024-10-25 00:00:00; filter_close=50.6000; filter_ma50=45.8970; filter_avg_value_10=28.16; filter_adr20=5.35; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50,BWIN,2024-10-28,50.8351,50.12,0.7151,2024-10-29,50.115,stop_loss,197,10014.51,-141.86,-0.014165,-1.007,-1.3077,0.8459,1,92.0,entry=rsi2_next_open; setup_rsi2=2.38; raw_entry=open:50.8300; slippage_bps=1.0; decision_date=2024-10-25 00:00:00; filter_close=50.2400; filter_ma50=48.6701; filter_avg_value_10=30.50; filter_adr20=3.14; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50,HROW,2024-10-29,46.9147,46.19,0.7247,2024-10-29,46.1854,same_day_stop_loss_red_candle,214,10039.74,-156.07,-0.015545,-1.0064,-2.2143,0.3109,0,98.0,entry=rsi2_next_open; setup_rsi2=1.40; raw_entry=open:46.9100; slippage_bps=1.0; decision_date=2024-10-28 00:00:00; filter_close=47.2000; filter_ma50=46.0626; filter_avg_value_10=31.23; filter_adr20=5.61; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50,HROW,2024-10-30,46.0546,45.31,0.7446,2024-10-30,45.3055,same_day_stop_loss_red_candle,218,10039.9,-163.31,-0.016266,-1.0061,-2.5042,0.061,0,98.0,entry=rsi2_next_open; setup_rsi2=1.13; raw_entry=open:46.0500; slippage_bps=1.0; decision_date=2024-10-29 00:00:00; filter_close=46.5500; filter_ma50=46.2040; filter_avg_value_10=31.10; filter_adr20=5.58; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50,VS,2024-10-30,2.1302,2.07,0.0602,2024-10-30,2.0698,same_day_stop_loss_red_candle,4718,10050.35,-285.06,-0.028363,-1.0034,-1.9965,0.4117,0,94.0,entry=rsi2_next_open; setup_rsi2=3.04; raw_entry=open:2.1300; slippage_bps=1.0; decision_date=2024-10-29 00:00:00; filter_close=2.1100; filter_ma50=1.5906; filter_avg_value_10=45.34; filter_adr20=20.65; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50,AAOI,2024-10-30,15.2915,15.19,0.1015,2024-11-01,16.8383,rsi2_gt_50,657,10046.53,1016.24,0.101153,15.2349,-2.8714,17.4183,2,91.0,entry=rsi2_next_open; setup_rsi2=3.97; raw_entry=open:15.2900; slippage_bps=1.0; decision_date=2024-10-29 00:00:00; filter_close=15.6700; filter_ma50=14.2149; filter_avg_value_10=43.69; filter_adr20=8.34; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50,GEVO,2024-11-01,2.3702,2.3,0.0702,2024-11-01,2.2998,same_day_stop_loss_red_candle,4244,10059.29,-299.06,-0.02973,-1.0033,-2.2814,0.9933,0,99.0,entry=rsi2_next_open; setup_rsi2=2.42; raw_entry=open:2.3700; slippage_bps=1.0; decision_date=2024-10-31 00:00:00; filter_close=2.3300; filter_ma50=1.6554; filter_avg_value_10=33.39; filter_adr20=12.83; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50,APLD,2024-11-01,6.8207,6.7,0.1207,2024-11-01,6.6993,same_day_stop_loss_red_candle,1474,10053.69,-178.87,-0.017792,-1.0056,-4.8117,3.516,0,93.0,entry=rsi2_next_open; setup_rsi2=3.42; raw_entry=open:6.8200; slippage_bps=1.0; decision_date=2024-10-31 00:00:00; filter_close=6.7600; filter_ma50=6.6652; filter_avg_value_10=111.12; filter_adr20=10.17; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50,VNO,2024-11-01,40.5299,39.785,0.7449,2024-11-01,39.781,same_day_stop_loss_red_candle,248,10051.41,-185.72,-0.018477,-1.0053,-1.3487,0.0204,0,92.0,entry=rsi2_next_open; setup_rsi2=3.51; raw_entry=open:40.5258; slippage_bps=1.0; decision_date=2024-10-31 00:00:00; filter_close=39.8427; filter_ma50=36.9838; filter_avg_value_10=60.69; filter_adr20=2.64; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50,NVDA,2024-11-01,134.6601,132.0576,2.6024,2024-11-04,135.9825,rsi2_gt_50,74,9964.85,97.86,0.00982,0.5081,-0.0551,1.6311,1,92.0,entry=rsi2_next_open; setup_rsi2=3.83; raw_entry=open:134.6466; slippage_bps=1.0; decision_date=2024-10-31 00:00:00; filter_close=132.7074; filter_ma50=125.1682; filter_avg_value_10=29533.93; filter_adr20=3.04; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50,SATS,2024-11-04,25.0825,24.53,0.5525,2024-11-04,24.5275,same_day_stop_loss_red_candle,400,10033.0,-221.98,-0.022125,-1.0044,-1.8145,0.3755,0,91.0,entry=rsi2_next_open; setup_rsi2=3.76; raw_entry=open:25.0800; slippage_bps=1.0; decision_date=2024-11-01 00:00:00; filter_close=24.6800; filter_ma50=23.8540; filter_avg_value_10=25.64; filter_adr20=3.92; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50,PLTR,2024-11-01,41.9342,40.9,1.0342,2024-11-05,51.1249,rsi2_gt_50,239,10022.27,2196.58,0.219169,8.8868,-0.8724,9.3221,2,96.0,entry=rsi2_next_open; setup_rsi2=4.46; raw_entry=open:41.9300; slippage_bps=1.0; decision_date=2024-10-31 00:00:00; filter_close=41.5600; filter_ma50=37.7808; filter_avg_value_10=1554.40; filter_adr20=3.53; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50,SE,2024-11-01,94.4895,92.5,1.9895,2024-11-05,95.7304,rsi2_gt_50,106,10015.88,131.54,0.013133,0.6238,-0.3817,1.0961,2,93.0,entry=rsi2_next_open; setup_rsi2=2.14; raw_entry=open:94.4800; slippage_bps=1.0; decision_date=2024-10-31 00:00:00; filter_close=94.0500; filter_ma50=89.7818; filter_avg_value_10=248.79; filter_adr20=2.61; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50,VNO,2024-11-04,39.6446,39.5252,0.1194,2024-11-05,39.5212,stop_loss,253,10030.08,-31.21,-0.003112,-1.0331,-5.9952,15.5164,1,92.0,entry=rsi2_next_open; setup_rsi2=2.82; raw_entry=open:39.6406; slippage_bps=1.0; decision_date=2024-11-01 00:00:00; filter_close=39.6695; filter_ma50=37.1235; filter_avg_value_10=58.87; filter_adr20=2.60; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50,CAPR,2024-11-05,18.6519,18.56,0.0919,2024-11-05,18.5581,same_day_stop_loss_red_candle,540,10072.01,-50.61,-0.005025,-1.0202,-6.987,7.0553,0,99.0,entry=rsi2_next_open; setup_rsi2=3.00; raw_entry=open:18.6500; slippage_bps=1.0; decision_date=2024-11-04 00:00:00; filter_close=18.6000; filter_ma50=12.6860; filter_avg_value_10=25.81; filter_adr20=11.99; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50,EXK,2024-11-05,4.8305,4.7,0.1305,2024-11-05,4.6995,same_day_stop_loss_red_candle,2087,10081.22,-273.3,-0.02711,-1.0036,-1.1533,2.8319,0,95.0,entry=rsi2_next_open; setup_rsi2=4.61; raw_entry=open:4.8300; slippage_bps=1.0; decision_date=2024-11-04 00:00:00; filter_close=4.7700; filter_ma50=4.0744; filter_avg_value_10=33.96; filter_adr20=5.28; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50,PCT,2024-11-05,12.5913,12.13,0.4613,2024-11-06,13.3587,rsi2_gt_50,800,10073.01,613.92,0.060947,1.6637,-0.2195,1.6666,1,98.0,entry=rsi2_next_open; setup_rsi2=4.80; raw_entry=open:12.5900; slippage_bps=1.0; decision_date=2024-11-04 00:00:00; filter_close=12.5100; filter_ma50=9.2122; filter_avg_value_10=56.40; filter_adr20=8.35; rs_bucket=rs90_100
