strategy,ticker,entry_date,entry_price,initial_stop,risk_per_share,exit_date,exit_price,exit_reason,shares,position_size,pnl,pnl_pct,r_multiple,mae,mfe,holding_days,rs_rank_at_entry,signal_details
rsi2,MVST,2025-11-05,5.05,4.96,0.09,2025-11-06,4.96,stop_loss,2018,10190.9,-181.62,-0.017822,-1.0,-3.111108,2.999995,1,97.0,setup_rsi2=4.15; next_open_entry; avg_value_10=36.6807M; adr20=9.9436; close=5.3000; ma50=4.2656
rsi2,OKLO,2025-11-05,116.370003,111.790001,4.580002,2025-11-06,111.790001,stop_loss,87,10124.19,-398.46,-0.039357,-1.0,-2.266376,1.543667,1,97.0,setup_rsi2=4.04; next_open_entry; avg_value_10=1899.5600M; adr20=11.6834; close=121.2300; ma50=118.3968
rsi2,TMQ,2025-11-05,4.0,3.79,0.21,2025-11-06,4.13,pivot_low_break,2550,10200.0,331.5,0.0325,0.619048,-0.571428,0.857142,1,97.0,setup_rsi2=2.86; next_open_entry; avg_value_10=42.0927M; adr20=15.5263; close=4.0000; ma50=3.6862
rsi2,REAL,2025-11-05,11.87,11.16,0.71,2025-11-06,11.16,stop_loss,859,10196.33,-609.89,-0.059815,-1.0,-1.633803,0.492958,1,94.0,setup_rsi2=2.45; next_open_entry; avg_value_10=37.3679M; adr20=5.9670; close=11.4800; ma50=10.3419
rsi2,MUX,2025-11-05,17.690001,16.719999,0.970001,2025-11-06,16.5,stop_loss,576,10189.44,-685.44,-0.06727,-1.226803,-2.134019,0.061855,1,93.0,setup_rsi2=4.40; next_open_entry; avg_value_10=25.1634M; adr20=6.2897; close=17.4000; ma50=16.6568
rsi2,TAC,2025-11-05,16.807856,16.489033,0.318823,2025-11-06,13.759127,stop_loss,606,10185.56,-1847.53,-0.181387,-9.562456,-10.468701,0.593743,1,92.0,setup_rsi2=4.94; next_open_entry; avg_value_10=29.3500M; adr20=3.7967; close=16.8079; ma50=14.6619
rsi2,CLSK,2025-11-05,16.309999,16.030001,0.279999,2025-11-06,16.030001,stop_loss,625,10193.75,-175.0,-0.017167,-1.0,-3.428583,2.275014,1,91.0,setup_rsi2=3.48; next_open_entry; avg_value_10=448.4282M; adr20=10.4293; close=16.5800; ma50=15.0940
rsi2,BETR,2025-11-06,61.919998,60.509998,1.41,2025-11-06,60.509998,same_day_stop_loss,163,10092.96,-229.83,-0.022771,-1.0,-2.156027,1.510642,0,99.0,setup_rsi2=2.67; next_open_entry; avg_value_10=45.9046M; adr20=15.6905; close=60.5800; ma50=51.8099
rsi2,TMQ,2025-11-06,4.13,3.88,0.25,2025-11-06,3.88,same_day_stop_loss,2447,10106.11,-611.75,-0.060533,-1.0,-1.0,0.0,0,97.0,setup_rsi2=2.86; next_open_entry; avg_value_10=39.7692M; adr20=15.5079; close=3.9700; ma50=3.7322
rsi2,REPL,2025-11-06,8.56,8.3,0.26,2025-11-06,8.3,same_day_stop_loss,1180,10100.8,-306.8,-0.030374,-1.0,-1.076925,0.307692,0,91.0,setup_rsi2=3.55; next_open_entry; avg_value_10=29.1655M; adr20=8.7502; close=8.5000; ma50=6.0798
rsi2,AVAV,2025-11-06,350.809998,345.799988,5.01001,2025-11-06,345.799988,same_day_stop_loss,28,9822.68,-140.28,-0.014281,-1.0,-5.255476,0.0,0,90.0,setup_rsi2=3.52; next_open_entry; avg_value_10=256.2803M; adr20=5.2951; close=328.2300; ma50=324.0274
rsi2,WULF,2025-10-23,12.77,11.78,0.990001,2025-11-07,13.78,pivot_low_break,796,10164.92,803.96,0.079092,1.020201,-0.373738,4.323228,15,97.0,setup_rsi2=3.73; next_open_entry; avg_value_10=578.7328M; adr20=9.3000; close=12.8800; ma50=11.1050
rsi2,UI,2025-10-23,693.233542,664.067825,29.165717,2025-11-07,664.067825,stop_loss,14,9705.27,-408.32,-0.042072,-1.0,-3.023255,3.714084,15,93.0,setup_rsi2=3.72; next_open_entry; avg_value_10=142.7017M; adr20=4.8213; close=713.1229; ma50=605.1674
rsi2,PRAX,2025-11-06,164.009995,154.449997,9.559998,2025-11-07,168.160004,pivot_low_break,61,10004.61,253.15,0.025303,0.434101,-0.447175,1.291842,1,99.0,setup_rsi2=3.70; next_open_entry; avg_value_10=146.5052M; adr20=9.6070; close=172.3500; ma50=91.1369
rsi2,ATRO,2025-11-06,47.580002,41.5,6.080002,2025-11-07,46.619999,pivot_low_break,212,10086.96,-203.52,-0.020177,-0.157895,-0.439145,0.09046,1,93.0,setup_rsi2=1.82; next_open_entry; avg_value_10=31.6940M; adr20=4.4710; close=47.0100; ma50=44.6954
rsi2,TMQ,2025-11-07,3.9,3.88,0.02,2025-11-07,3.88,same_day_stop_loss,2583,10073.7,-51.66,-0.005128,-1.0,-7.500012,10.500012,0,97.0,setup_rsi2=2.21; next_open_entry; avg_value_10=31.5697M; adr20=14.9423; close=4.0600; ma50=3.7796
rsi2,IREN,2025-10-23,52.73,48.200001,4.529999,2025-11-11,57.279999,pivot_low_break,192,10124.16,873.6,0.086289,1.004415,-0.145695,5.32892,19,99.0,setup_rsi2=2.01; next_open_entry; avg_value_10=2832.2375M; adr20=11.3004; close=55.8600; ma50=40.3139
rsi2,BETR,2025-11-10,64.620003,52.380001,12.240002,2025-11-11,61.5,pivot_low_break,155,10016.1,-483.6,-0.048282,-0.254902,-0.410131,0.320997,1,99.0,setup_rsi2=0.99; next_open_entry; avg_value_10=40.1800M; adr20=15.3246; close=66.0700; ma50=53.4025
rsi2,NVTS,2025-11-10,8.4,7.18,1.22,2025-11-11,9.47,pivot_low_break,1198,10063.2,1281.86,0.127381,0.87705,-0.040983,1.262295,1,97.0,setup_rsi2=1.72; next_open_entry; avg_value_10=359.9353M; adr20=13.1919; close=9.6000; ma50=9.2423
rsi2,SEI,2025-11-10,51.263663,46.147251,5.116411,2025-11-11,46.147251,stop_loss,196,10047.68,-1002.82,-0.099806,-1.0,-1.044747,0.077821,1,95.0,setup_rsi2=3.55; next_open_entry; avg_value_10=234.8153M; adr20=8.3072; close=50.1289; ma50=42.6733
rsi2,SEI,2025-11-11,49.163346,48.27743,0.885917,2025-11-11,48.27743,same_day_stop_loss,204,10029.32,-180.73,-0.01802,-1.0,-3.662916,0.887641,0,95.0,setup_rsi2=2.87; next_open_entry; avg_value_10=245.6380M; adr20=8.2934; close=49.9199; ma50=43.0793
rsi2,BE,2025-10-23,94.239998,88.230003,6.009995,2025-11-12,123.239998,pivot_low_break,107,10083.68,3103.0,0.307725,4.825296,-0.168052,8.921806,20,99.0,setup_rsi2=2.36; next_open_entry; avg_value_10=1487.6426M; adr20=10.1869; close=101.4200; ma50=73.8470
rsi2,DGXX,2025-11-12,4.24,4.1,0.14,2025-11-12,4.1,same_day_stop_loss,2372,10057.28,-332.08,-0.033019,-1.0,-2.357143,0.871431,0,96.0,setup_rsi2=1.28; next_open_entry; avg_value_10=38.3101M; adr20=19.0310; close=4.0900; ma50=3.5476
rsi2,LUMN,2025-11-12,9.37,9.22,0.15,2025-11-12,9.22,same_day_stop_loss,1073,10054.01,-160.95,-0.016008,-1.0,-5.666677,1.733339,0,95.0,setup_rsi2=3.94; next_open_entry; avg_value_10=307.4121M; adr20=10.3292; close=8.5500; ma50=7.3674
rsi2,BMA,2025-11-12,82.925296,82.787918,0.137377,2025-11-12,82.787918,same_day_stop_loss,121,10033.96,-16.62,-0.001657,-1.0,-2.571382,34.142176,0,93.0,setup_rsi2=3.72; next_open_entry; avg_value_10=50.2204M; adr20=6.8776; close=84.6621; ma50=56.8439
rsi2,INTC,2025-11-05,37.419998,36.630001,0.789997,2025-11-13,36.630001,stop_loss,272,10178.24,-214.88,-0.021112,-1.0,-2.493677,3.063305,8,94.0,setup_rsi2=2.94; next_open_entry; avg_value_10=4805.8690M; adr20=4.7883; close=38.3800; ma50=32.8416
rsi2,SEI,2025-11-12,50.218481,45.918308,4.300173,2025-11-13,45.918308,stop_loss,200,10043.7,-860.03,-0.085629,-1.0,-1.842593,0.159722,1,92.0,setup_rsi2=2.34; next_open_entry; avg_value_10=241.1054M; adr20=8.5073; close=47.0730; ma50=43.4856
rsi2,SEI,2025-11-13,47.132709,46.664864,0.467844,2025-11-13,46.664864,same_day_stop_loss,213,10039.27,-99.65,-0.009926,-1.0,-10.340393,0.127662,0,92.0,setup_rsi2=0.39; next_open_entry; avg_value_10=253.5369M; adr20=8.7447; close=44.7338; ma50=43.8549
rsi2,SEI,2025-11-14,42.772807,42.295015,0.477792,2025-11-14,42.295015,same_day_stop_loss,235,10051.61,-112.28,-0.01117,-1.0,-3.812542,8.135495,0,91.0,setup_rsi2=0.16; next_open_entry; avg_value_10=256.7734M; adr20=9.0104; close=45.0025; ma50=44.2303
rsi2,LBRT,2025-11-14,14.970621,14.732521,0.2381,2025-11-14,14.732521,same_day_stop_loss,671,10045.29,-159.77,-0.015904,-1.0,-1.370842,3.520851,0,90.0,setup_rsi2=4.49; next_open_entry; avg_value_10=65.6450M; adr20=6.3131; close=15.7941; ma50=13.8654
rsi2,DGXX,2025-11-17,3.31,3.19,0.12,2025-11-17,3.19,same_day_stop_loss,3024,10009.44,-362.88,-0.036254,-1.0,-1.666669,5.083339,0,94.0,setup_rsi2=0.18; next_open_entry; avg_value_10=28.4415M; adr20=18.9723; close=3.7000; ma50=3.6212
rsi2,GTX,2025-11-17,16.672826,16.494401,0.178425,2025-11-17,16.494401,same_day_stop_loss,600,10003.7,-107.05,-0.010702,-1.0,-2.222222,0.833332,0,93.0,setup_rsi2=3.30; next_open_entry; avg_value_10=53.6248M; adr20=3.7398; close=16.3160; ma50=14.4453
rsi2,GGAL,2025-11-17,50.547064,49.725557,0.821507,2025-11-17,49.725557,same_day_stop_loss,197,9957.77,-161.84,-0.016252,-1.0,-1.423534,0.705888,0,90.0,setup_rsi2=4.41; next_open_entry; avg_value_10=94.4403M; adr20=6.4276; close=49.7352; ma50=37.2973
rsi2,LUMN,2025-11-17,7.99,7.6,0.39,2025-11-18,7.6,stop_loss,1252,10003.48,-488.28,-0.048811,-1.0,-1.307692,1.025643,1,95.0,setup_rsi2=1.02; next_open_entry; avg_value_10=202.2815M; adr20=10.7588; close=8.0600; ma50=7.5540
rsi2,NEGG,2025-11-18,64.860001,64.510002,0.349998,2025-11-18,64.510002,same_day_stop_loss,154,9988.44,-53.9,-0.005396,-1.0,-10.342899,5.428599,0,99.0,setup_rsi2=1.67; next_open_entry; avg_value_10=32.0198M; adr20=15.5729; close=61.4700; ma50=57.6896
rsi2,FORM,2025-11-18,50.759998,48.599998,2.16,2025-11-18,48.599998,same_day_stop_loss,196,9948.96,-423.36,-0.042553,-1.0,-1.35648,0.231481,0,91.0,setup_rsi2=3.21; next_open_entry; avg_value_10=46.7809M; adr20=5.6885; close=48.6800; ma50=42.4060
rsi2,NEGG,2025-11-19,61.869999,61.240002,0.629997,2025-11-19,61.240002,same_day_stop_loss,161,9961.07,-101.43,-0.010183,-1.0,-10.031789,2.746043,0,99.0,setup_rsi2=0.85; next_open_entry; avg_value_10=27.8772M; adr20=15.8829; close=59.0000; ma50=58.1514
rsi2,W,2025-11-19,96.120003,94.190002,1.93,2025-11-19,94.190002,same_day_stop_loss,103,9900.36,-198.79,-0.020079,-1.0,-1.016065,2.494816,0,96.0,setup_rsi2=3.27; next_open_entry; avg_value_10=389.5403M; adr20=5.5656; close=97.9400; ma50=90.8944
rsi2,TER,2025-11-19,164.386986,162.808843,1.578143,2025-11-19,162.808843,same_day_stop_loss,60,9863.22,-94.69,-0.0096,-1.0,-1.151906,3.683548,0,94.0,setup_rsi2=4.13; next_open_entry; avg_value_10=578.5354M; adr20=4.5463; close=168.0327; ma50=148.1471
rsi2,VIAV,2025-11-19,16.620001,16.33,0.290001,2025-11-19,16.33,same_day_stop_loss,601,9988.62,-174.29,-0.017449,-1.0,-1.758616,0.758616,0,93.0,setup_rsi2=2.73; next_open_entry; avg_value_10=62.5837M; adr20=4.2247; close=16.1400; ma50=14.1246
rsi2,DDOG,2025-11-19,177.270004,175.0,2.270004,2025-11-19,175.0,same_day_stop_loss,56,9927.12,-127.12,-0.012805,-1.0,-1.079292,0.982375,0,90.0,setup_rsi2=3.55; next_open_entry; avg_value_10=1260.7527M; adr20=3.7307; close=176.3100; ma50=157.9645
rsi2,HBM,2025-11-05,15.155283,14.84538,0.309903,2025-11-20,14.84538,stop_loss,673,10199.51,-208.56,-0.020448,-1.0,-2.000004,6.935504,15,91.0,setup_rsi2=4.87; next_open_entry; avg_value_10=100.1104M; adr20=4.0554; close=15.6351; ma50=14.7724
rsi2,IAG,2025-11-05,12.28,10.87,1.41,2025-11-20,12.98,pivot_low_break,830,10192.4,581.0,0.057003,0.496454,-0.326241,1.702128,15,90.0,setup_rsi2=3.62; next_open_entry; avg_value_10=156.3198M; adr20=4.8196; close=11.9200; ma50=11.7796
rsi2,ATRO,2025-11-10,47.709999,44.91,2.799999,2025-11-20,47.150002,pivot_low_break,210,10019.1,-117.6,-0.011738,-0.199999,-0.385714,2.039286,10,91.0,setup_rsi2=1.10; next_open_entry; avg_value_10=30.8523M; adr20=4.4275; close=47.8300; ma50=45.1076
rsi2,CIEN,2025-11-19,187.929993,182.889999,5.039993,2025-11-20,182.889999,stop_loss,53,9960.29,-267.12,-0.026818,-1.0,-2.480162,2.910721,1,97.0,setup_rsi2=4.67; next_open_entry; avg_value_10=659.9623M; adr20=4.9328; close=188.7800; ma50=167.1332
rsi2,FORM,2025-11-19,49.299999,47.830002,1.469997,2025-11-20,50.900002,pivot_low_break,202,9958.6,323.2,0.032454,1.088439,-0.544218,2.557829,1,92.0,setup_rsi2=2.30; next_open_entry; avg_value_10=43.4490M; adr20=5.5469; close=50.4200; ma50=42.8256
rsi2,LRCX,2025-11-19,146.353418,142.095545,4.257873,2025-11-20,142.095545,stop_loss,68,9952.03,-289.54,-0.029093,-1.0,-1.983607,1.779864,1,92.0,setup_rsi2=3.63; next_open_entry; avg_value_10=1709.6247M; adr20=3.8509; close=148.3777; ma50=142.7283
rsi2,VIAV,2025-11-20,16.709999,16.110001,0.599998,2025-11-20,16.110001,same_day_stop_loss,595,9942.45,-357.0,-0.035907,-1.0,-1.416669,0.26667,0,93.0,setup_rsi2=0.79; next_open_entry; avg_value_10=63.9724M; adr20=4.4448; close=15.9200; ma50=14.1978
rsi2,LVS,2025-11-20,63.942402,63.190716,0.751686,2025-11-20,63.190716,same_day_stop_loss,155,9911.07,-116.51,-0.011756,-1.0,-1.618416,1.671039,0,92.0,setup_rsi2=3.12; next_open_entry; avg_value_10=372.3550M; adr20=2.9409; close=62.7852; ma50=55.5405
rsi2,HCC,2025-11-20,76.729288,75.35181,1.377479,2025-11-20,75.35181,same_day_stop_loss,129,9898.08,-177.69,-0.017952,-1.0,-2.811588,0.311593,0,91.0,setup_rsi2=3.69; next_open_entry; avg_value_10=69.0676M; adr20=4.8482; close=72.9362; ma50=67.5060
rsi2,ASX,2025-11-20,14.61,13.79,0.82,2025-11-20,13.79,same_day_stop_loss,680,9934.8,-557.6,-0.056126,-1.0,-1.085366,0.085367,0,90.0,setup_rsi2=0.81; next_open_entry; avg_value_10=109.9971M; adr20=2.8837; close=13.7500; ma50=12.8700
rsi2,NEGG,2025-11-20,60.77,55.549999,5.220001,2025-11-21,58.849998,pivot_low_break,163,9905.51,-312.96,-0.031595,-0.367816,-0.651341,2.306512,1,99.0,setup_rsi2=0.60; next_open_entry; avg_value_10=26.2456M; adr20=15.9256; close=58.8500; ma50=58.5730
rsi2,INCY,2025-11-20,102.5,100.300003,2.199997,2025-11-21,102.0,pivot_low_break,97,9942.5,-48.5,-0.004878,-0.227273,-0.645455,0.33182,1,91.0,setup_rsi2=1.64; next_open_entry; avg_value_10=222.8405M; adr20=4.2470; close=101.7600; ma50=91.6682
rsi2,MU,2025-11-21,204.361546,199.435616,4.92593,2025-11-21,199.435616,same_day_stop_loss,48,9809.35,-236.44,-0.024104,-1.0,-2.421912,1.515216,0,95.0,setup_rsi2=2.42; next_open_entry; avg_value_10=7345.4775M; adr20=6.2020; close=207.1992; ma50=201.1682
rsi2,VIAV,2025-11-21,16.0,15.86,0.14,2025-11-21,15.86,same_day_stop_loss,621,9936.0,-86.94,-0.00875,-1.0,-3.49999,0.21429,0,93.0,setup_rsi2=0.46; next_open_entry; avg_value_10=61.8813M; adr20=4.4300; close=15.9600; ma50=14.2764
rsi2,SANM,2025-11-21,144.449997,142.75,1.699997,2025-11-21,142.75,same_day_stop_loss,68,9822.6,-115.6,-0.011769,-1.0,-1.058827,2.252946,0,93.0,setup_rsi2=3.03; next_open_entry; avg_value_10=120.3960M; adr20=6.2003; close=146.8800; ma50=135.8478
rsi2,GTX,2025-11-21,15.483326,15.473414,0.009913,2025-11-21,15.473414,same_day_stop_loss,642,9940.3,-6.36,-0.00064,-1.0,-7.999833,53.499016,0,91.0,setup_rsi2=4.69; next_open_entry; avg_value_10=43.9423M; adr20=3.0418; close=15.9393; ma50=14.6776
rsi2,FSLR,2025-11-21,244.639999,244.220001,0.419998,2025-11-21,244.220001,same_day_stop_loss,40,9785.6,-16.8,-0.001717,-1.0,-8.666703,22.285813,0,90.0,setup_rsi2=1.90; next_open_entry; avg_value_10=505.7860M; adr20=5.1888; close=249.9100; ma50=237.5788
rsi2,LVS,2025-11-21,63.170934,62.725861,0.445073,2025-11-21,62.725861,same_day_stop_loss,157,9917.84,-69.88,-0.007046,-1.0,-1.466671,2.377793,0,90.0,setup_rsi2=1.49; next_open_entry; avg_value_10=366.6213M; adr20=2.9166; close=63.6061; ma50=55.7586
rsi2,MOVE,2025-11-10,9.963181,3.438881,6.5243,2025-12-01,6.998527,pivot_low_break,1011,10072.78,-2997.26,-0.297561,-0.454402,-0.560948,0.869075,21,91.0,setup_rsi2=4.30; next_open_entry; avg_value_10=55.8681M; adr20=13.1555; close=8.7703; ma50=5.0980
rsi2,ABVX,2025-12-04,112.5,109.0,3.5,2025-12-04,109.0,same_day_stop_loss,88,9900.0,-308.0,-0.031111,-1.0,-1.555714,0.018572,0,99.0,setup_rsi2=2.74; next_open_entry; avg_value_10=202.9008M; adr20=5.6560; close=110.6400; ma50=100.6145
rsi2,ADPT,2025-12-04,16.860001,16.5,0.360001,2025-12-04,16.5,same_day_stop_loss,593,9997.98,-213.48,-0.021352,-1.0,-1.138887,1.999995,0,90.0,setup_rsi2=2.79; next_open_entry; avg_value_10=54.7230M; adr20=7.2380; close=17.4600; ma50=16.2000
rsi2,W,2025-12-05,94.529999,92.519997,2.010002,2025-12-09,91.870003,stop_loss,106,10020.18,-281.96,-0.028139,-1.32338,-1.727859,1.796018,4,90.0,setup_rsi2=3.00; next_open_entry; avg_value_10=335.4217M; adr20=5.5463; close=95.2100; ma50=94.5786
rsi2,BKD,2025-12-04,10.59,10.48,0.110001,2025-12-10,10.48,stop_loss,944,9996.96,-103.84,-0.010387,-1.0,-1.272723,3.727251,6,90.0,setup_rsi2=2.40; next_open_entry; avg_value_10=43.5113M; adr20=4.2922; close=10.6400; ma50=9.4178
rsi2,IONS,2025-12-10,79.379997,78.32,1.059998,2025-12-10,78.32,same_day_stop_loss,126,10001.88,-133.56,-0.013353,-1.0,-1.5,0.311323,0,93.0,setup_rsi2=1.72; next_open_entry; avg_value_10=168.7257M; adr20=3.6536; close=78.6300; ma50=74.1274
rsi2,INSM,2025-12-10,194.869995,193.289993,1.580002,2025-12-10,193.289993,same_day_stop_loss,51,9938.37,-80.58,-0.008108,-1.0,-3.341768,1.670884,0,92.0,setup_rsi2=1.55; next_open_entry; avg_value_10=428.1757M; adr20=3.3709; close=189.8500; ma50=182.3344
rsi2,INSM,2025-12-11,190.240005,189.589996,0.650009,2025-12-12,194.649994,pivot_low_break,52,9892.48,229.32,0.023181,6.784502,-0.723069,12.13829,1,93.0,setup_rsi2=0.69; next_open_entry; avg_value_10=430.9248M; adr20=3.4027; close=195.2400; ma50=183.2936
rsi2,IONS,2025-12-11,78.629997,77.790001,0.839996,2025-12-12,79.190002,pivot_low_break,127,9986.01,71.12,0.007122,0.666676,-0.690472,2.726203,1,93.0,setup_rsi2=1.48; next_open_entry; avg_value_10=160.5256M; adr20=3.4783; close=79.1400; ma50=74.3942
rsi2,INBX,2025-10-24,49.130001,28.16,20.970001,2025-12-15,79.0,pivot_low_break,209,10268.17,6242.83,0.607979,1.424416,-0.148784,2.162136,52,99.0,setup_rsi2=3.25; next_open_entry; avg_value_10=43.3025M; adr20=9.9185; close=57.2900; ma50=30.5744
rsi2,GRAL,2025-12-15,92.239998,90.5,1.739998,2025-12-15,90.5,same_day_stop_loss,108,9961.92,-187.92,-0.018864,-1.0,-1.367816,1.066095,0,97.0,setup_rsi2=2.82; next_open_entry; avg_value_10=83.7362M; adr20=8.7691; close=91.0400; ma50=87.1356
rsi2,WGS,2025-12-15,151.740005,149.070007,2.669998,2025-12-15,149.070007,same_day_stop_loss,66,10014.84,-176.22,-0.017596,-1.0,-1.138581,1.942697,0,92.0,setup_rsi2=3.31; next_open_entry; avg_value_10=63.2475M; adr20=5.4461; close=150.6100; ma50=138.9601
rsi2,ARQT,2025-12-15,29.200001,28.299999,0.900002,2025-12-16,28.639999,pivot_low_break,343,10015.6,-192.08,-0.019178,-0.622223,-0.922221,0.333332,1,95.0,setup_rsi2=3.38; next_open_entry; avg_value_10=60.3200M; adr20=4.8480; close=28.9500; ma50=25.2296
rsi2,RCUS,2025-12-15,21.51,20.35,1.16,2025-12-16,21.620001,pivot_low_break,466,10023.66,51.26,0.005114,0.094828,-0.603449,0.775,1,95.0,setup_rsi2=2.87; next_open_entry; avg_value_10=60.9389M; adr20=6.1442; close=21.9100; ma50=20.2914
rsi2,ARQT,2025-12-16,28.639999,28.450001,0.189999,2025-12-16,28.450001,same_day_stop_loss,349,9995.36,-66.31,-0.006634,-1.0,-1.421055,4.15793,0,95.0,setup_rsi2=2.88; next_open_entry; avg_value_10=63.7130M; adr20=4.6329; close=28.5300; ma50=25.4050
rsi2,AEIS,2025-11-21,189.396091,187.557591,1.838501,2025-12-17,210.256515,pivot_low_break,52,9848.6,1084.74,0.110142,11.346433,-0.494569,18.986216,26,90.0,setup_rsi2=1.73; next_open_entry; avg_value_10=92.1645M; adr20=4.9491; close=195.8409; ma50=189.0316
rsi2,ARQT,2025-12-17,28.58,28.370001,0.209999,2025-12-17,28.370001,same_day_stop_loss,349,9974.42,-73.29,-0.007348,-1.0,-2.523824,0.523815,0,94.0,setup_rsi2=1.03; next_open_entry; avg_value_10=62.2425M; adr20=4.2832; close=28.3400; ma50=25.5604
rsi2,AMKR,2025-12-17,40.901623,39.04518,1.856444,2025-12-17,39.04518,same_day_stop_loss,244,9980.0,-452.97,-0.045388,-1.0,-1.241936,0.107527,0,94.0,setup_rsi2=4.20; next_open_entry; avg_value_10=175.3023M; adr20=5.7029; close=38.7957; ma50=35.2008
rsi2,PUMP,2025-12-17,9.63,9.32,0.31,2025-12-17,9.32,same_day_stop_loss,1037,9986.31,-321.47,-0.032191,-1.0,-2.709674,0.258064,0,90.0,setup_rsi2=3.07; next_open_entry; avg_value_10=28.8646M; adr20=6.2164; close=9.0400; ma50=8.9038
rsi2,SVRA,2025-12-18,6.24,5.95,0.29,2025-12-18,5.95,same_day_stop_loss,1602,9996.48,-464.58,-0.046474,-1.0,-1.103447,0.103449,0,97.0,setup_rsi2=4.73; next_open_entry; avg_value_10=29.4616M; adr20=7.6292; close=6.0600; ma50=4.8464
rsi2,NRIX,2025-12-18,18.24,17.969999,0.27,2025-12-18,17.969999,same_day_stop_loss,547,9977.28,-147.69,-0.014803,-1.0,-2.962955,1.481478,0,95.0,setup_rsi2=3.81; next_open_entry; avg_value_10=46.2573M; adr20=6.8478; close=18.0100; ma50=14.1721
rsi2,ARQT,2025-12-18,28.540001,28.049999,0.490002,2025-12-18,28.049999,same_day_stop_loss,349,9960.46,-171.01,-0.017169,-1.0,-2.030607,0.734689,0,93.0,setup_rsi2=0.65; next_open_entry; avg_value_10=61.2330M; adr20=4.1662; close=27.7800; ma50=25.6912
rsi2,VISN,2025-12-18,8.866365,8.595543,0.270822,2025-12-19,8.724854,pivot_low_break,1126,9983.53,-159.34,-0.01596,-0.522525,-0.639638,0.504505,1,95.0,setup_rsi2=3.40; next_open_entry; avg_value_10=36.9094M; adr20=4.6598; close=8.7102; ma50=8.4470
rsi2,PRM,2025-12-18,27.959999,26.919001,1.040998,2025-12-19,27.635,pivot_low_break,357,9981.72,-116.02,-0.011624,-0.312199,-0.312199,0.537946,1,94.0,setup_rsi2=2.95; next_open_entry; avg_value_10=33.0535M; adr20=3.6373; close=27.7700; ma50=25.1916
rsi2,GOOGL,2025-12-18,301.507753,295.911677,5.596076,2025-12-19,301.517766,pivot_low_break,33,9949.76,0.33,3.3e-05,0.001789,-0.44464,0.987499,1,90.0,setup_rsi2=1.40; next_open_entry; avg_value_10=10598.7789M; adr20=2.7941; close=302.2472; ma50=285.8623
rsi2,GOOG,2025-12-18,302.846647,297.240603,5.606044,2025-12-19,303.056494,pivot_low_break,32,9691.09,6.72,0.000693,0.037432,-0.433154,1.057042,1,90.0,setup_rsi2=1.46; next_open_entry; avg_value_10=6690.3362M; adr20=2.7646; close=303.5362; ma50=286.4942
rsi2,SVRA,2025-12-19,6.07,5.92,0.15,2025-12-22,5.92,stop_loss,1655,10045.85,-248.25,-0.024712,-1.0,-1.399999,2.733331,3,96.0,setup_rsi2=3.96; next_open_entry; avg_value_10=32.7147M; adr20=7.4914; close=6.0500; ma50=4.8990
rsi2,ARQT,2025-12-19,27.995001,27.545,0.450001,2025-12-22,28.26,pivot_low_break,359,10050.21,95.13,0.009466,0.588887,-0.384445,4.455546,3,92.0,setup_rsi2=0.21; next_open_entry; avg_value_10=68.3781M; adr20=4.0835; close=28.0100; ma50=25.8372
rsi2,EWTX,2025-12-19,21.85,20.139999,1.710001,2025-12-22,20.139999,stop_loss,460,10051.0,-786.6,-0.078261,-1.0,-1.222222,2.216372,3,92.0,setup_rsi2=3.35; next_open_entry; avg_value_10=51.2479M; adr20=6.8243; close=25.5500; ma50=20.1279
rsi2,HLF,2025-12-23,13.64,13.6,0.04,2025-12-23,13.6,same_day_stop_loss,747,10189.08,-29.88,-0.002933,-1.0,-4.000024,4.499988,0,92.0,setup_rsi2=4.48; next_open_entry; avg_value_10=37.7255M; adr20=4.7050; close=13.7300; ma50=10.6556
rsi2,SANA,2025-12-22,4.43,4.36,0.07,2025-12-26,4.36,stop_loss,2320,10277.6,-162.4,-0.015801,-1.0,-1.428576,4.285736,4,90.0,setup_rsi2=2.88; next_open_entry; avg_value_10=28.1741M; adr20=10.8844; close=4.5700; ma50=4.5526
rsi2,SLI,2025-12-29,4.62,4.52,0.1,2025-12-29,4.52,same_day_stop_loss,2197,10150.14,-219.7,-0.021645,-1.0,-1.700002,1.900002,0,96.0,setup_rsi2=3.56; next_open_entry; avg_value_10=25.5891M; adr20=6.8394; close=4.6400; ma50=4.1518
rsi2,DMRA,2025-11-10,21.440001,4.95,16.490001,2025-12-30,24.530001,pivot_low_break,470,10076.8,1452.3,0.144123,0.187386,-0.39054,1.023954,50,99.0,setup_rsi2=0.26; next_open_entry; avg_value_10=75.8653M; adr20=12.9781; close=17.2500; ma50=6.4260
rsi2,OLMA,2025-12-30,25.49,25.389999,0.1,2025-12-30,25.389999,same_day_stop_loss,396,10094.04,-39.6,-0.003923,-1.0,-5.199985,4.999981,0,99.0,setup_rsi2=1.62; next_open_entry; avg_value_10=63.2430M; adr20=8.3493; close=25.0700; ma50=19.5250
rsi2,LMND,2025-12-30,71.300003,71.120003,0.18,2025-12-30,71.120003,same_day_stop_loss,141,10053.3,-25.38,-0.002525,-1.0,-8.944433,10.555504,0,91.0,setup_rsi2=4.54; next_open_entry; avg_value_10=173.1220M; adr20=6.9793; close=71.8000; ma50=70.9780
