strategy,ticker,entry_date,entry_price,initial_stop,risk_per_share,exit_date,exit_price,exit_reason,shares,position_size,pnl,pnl_pct,r_multiple,mae,mfe,holding_days,rs_rank_at_entry,signal_details
rsi2,WWW,2025-09-16,29.711255,29.701405,0.00985,2025-09-16,29.701405,same_day_stop_loss,337,10012.69,-3.32,-0.000332,-1.0,-79.985263,33.993784,0,91.0,setup_rsi2=1.92; next_open_entry; avg_value_10=48.5375M; adr20=3.2753; close=29.9378; ma50=25.9568
rsi2,INDV,2025-09-17,22.889999,22.27,0.619999,2025-09-18,22.27,stop_loss,438,10025.82,-271.56,-0.027086,-1.0,-1.080647,0.717743,1,93.0,setup_rsi2=0.42; next_open_entry; avg_value_10=49.2398M; adr20=3.0143; close=22.9700; ma50=21.0691
rsi2,WLDN,2025-09-10,96.43,93.800003,2.629997,2025-09-23,96.139999,pivot_low_break,103,9932.29,-29.87,-0.003007,-0.110267,-0.463879,4.30799,13,94.0,setup_rsi2=0.18; next_open_entry; avg_value_10=45.2195M; adr20=5.3914; close=101.1100; ma50=93.0712
rsi2,AEO,2025-09-23,17.808157,17.602226,0.205931,2025-09-23,17.602226,same_day_stop_loss,566,10079.42,-116.56,-0.011564,-1.0,-1.619053,1.761914,0,90.0,setup_rsi2=4.46; next_open_entry; avg_value_10=217.8939M; adr20=5.9055; close=17.6218; ma50=13.6638
rsi2,LDI,2025-09-24,3.26,3.25,0.01,2025-09-24,3.25,same_day_stop_loss,3087,10063.62,-30.87,-0.003067,-1.0,-8.0,13.000024,0,97.0,setup_rsi2=3.19; next_open_entry; avg_value_10=94.4273M; adr20=13.6857; close=3.2600; ma50=2.4246
rsi2,RDDT,2025-09-24,241.509995,235.850006,5.659988,2025-09-24,235.850006,same_day_stop_loss,41,9901.91,-232.06,-0.023436,-1.0,-1.169613,0.439931,0,91.0,setup_rsi2=3.18; next_open_entry; avg_value_10=1609.0929M; adr20=5.7534; close=235.6900; ma50=212.4730
rsi2,PGEN,2025-09-16,3.63,3.47,0.16,2025-09-25,3.47,stop_loss,2759,10015.17,-441.44,-0.044077,-1.0,-1.0,3.187497,9,98.0,setup_rsi2=3.81; next_open_entry; avg_value_10=27.0246M; adr20=10.1416; close=3.8900; ma50=2.7544
rsi2,OPEN,2025-09-24,7.6,6.91,0.69,2025-09-25,8.24,pivot_low_break,1323,10054.8,846.72,0.084211,0.927536,-0.42029,2.333333,1,99.0,setup_rsi2=4.93; next_open_entry; avg_value_10=3991.9876M; adr20=17.3355; close=8.2300; ma50=4.5339
rsi2,LASR,2025-09-26,28.219999,27.924999,0.295,2025-09-26,27.924999,same_day_stop_loss,355,10018.1,-104.73,-0.010454,-1.0,-1.457621,3.881356,0,94.0,setup_rsi2=4.78; next_open_entry; avg_value_10=31.3649M; adr20=4.6783; close=29.1300; ma50=26.0050
rsi2,LDI,2025-09-26,3.25,3.081,0.169,2025-09-29,3.081,stop_loss,3090,10042.5,-522.21,-0.052,-1.0,-1.538462,0.650887,3,96.0,setup_rsi2=1.98; next_open_entry; avg_value_10=74.9187M; adr20=13.8355; close=3.1300; ma50=2.4848
rsi2,PRCH,2025-09-26,17.450001,16.860001,0.59,2025-09-29,16.860001,stop_loss,575,10033.75,-339.25,-0.033811,-1.0,-1.135593,0.169489,3,95.0,setup_rsi2=3.91; next_open_entry; avg_value_10=43.6916M; adr20=4.7759; close=17.0900; ma50=15.9489
rsi2,CRDO,2025-09-26,146.304993,138.0,8.304993,2025-09-29,148.449997,pivot_low_break,68,9948.74,145.86,0.014661,0.258279,-0.849488,0.77604,3,95.0,setup_rsi2=2.18; next_open_entry; avg_value_10=963.4774M; adr20=5.8539; close=142.9300; ma50=127.8023
rsi2,PGY,2025-09-26,35.0,33.130001,1.869999,2025-09-29,33.130001,stop_loss,286,10010.0,-534.82,-0.053429,-1.0,-1.791445,0.278075,3,94.0,setup_rsi2=2.73; next_open_entry; avg_value_10=162.4776M; adr20=6.8688; close=34.6400; ma50=34.4854
rsi2,RDDT,2025-09-26,234.080002,223.5,10.580002,2025-09-29,244.804001,pivot_low_break,42,9831.36,450.41,0.045813,1.01361,-0.26862,1.167296,3,92.0,setup_rsi2=2.00; next_open_entry; avg_value_10=1605.2207M; adr20=5.4612; close=240.1100; ma50=216.1936
rsi2,PRCH,2025-09-29,17.1,17.0,0.1,2025-09-29,17.0,same_day_stop_loss,587,10037.7,-58.7,-0.005848,-1.0,-3.199985,2.329989,0,95.0,setup_rsi2=2.30; next_open_entry; avg_value_10=41.6557M; adr20=4.6211; close=17.0400; ma50=16.0201
rsi2,ALAB,2025-09-26,200.535004,191.660004,8.875,2025-09-30,191.660004,stop_loss,50,10026.75,-443.75,-0.044257,-1.0,-1.26817,1.014647,4,95.0,setup_rsi2=1.57; next_open_entry; avg_value_10=1790.1716M; adr20=6.5159; close=197.7800; ma50=180.2788
rsi2,PRCH,2025-09-30,17.030001,16.780001,0.25,2025-09-30,16.780001,same_day_stop_loss,589,10030.67,-147.25,-0.01468,-1.0,-2.240005,0.599998,0,95.0,setup_rsi2=2.02; next_open_entry; avg_value_10=43.4696M; adr20=4.4115; close=16.7800; ma50=16.0865
rsi2,RZLV,2025-09-30,5.42,5.01,0.41,2025-09-30,5.01,same_day_stop_loss,1851,10032.42,-758.91,-0.075646,-1.0,-1.756099,0.085366,0,94.0,setup_rsi2=4.20; next_open_entry; avg_value_10=149.3441M; adr20=13.4920; close=4.9800; ma50=4.2942
rsi2,IONQ,2025-10-01,61.384998,60.59,0.794998,2025-10-01,60.59,same_day_stop_loss,164,10067.14,-130.38,-0.012951,-1.0,-1.56604,4.358501,0,95.0,setup_rsi2=3.05; next_open_entry; avg_value_10=2524.6813M; adr20=8.0915; close=63.0900; ma50=48.2908
rsi2,RZLV,2025-10-01,6.05,4.7,1.35,2025-10-02,5.4,pivot_low_break,1665,10073.25,-1082.25,-0.107438,-0.481481,-0.822222,0.318518,1,95.0,setup_rsi2=2.94; next_open_entry; avg_value_10=173.1149M; adr20=14.1644; close=5.0600; ma50=4.3356
rsi2,PRCH,2025-10-01,16.76,16.469999,0.290001,2025-10-02,17.09,pivot_low_break,600,10056.0,198.0,0.01969,1.137927,-0.586205,1.448272,1,94.0,setup_rsi2=0.89; next_open_entry; avg_value_10=42.0800M; adr20=4.4754; close=16.9100; ma50=16.1571
rsi2,PSIX,2025-10-02,93.900002,90.559998,3.340004,2025-10-02,90.559998,same_day_stop_loss,107,10047.3,-357.38,-0.03557,-1.0,-1.032934,1.065866,0,94.0,setup_rsi2=0.83; next_open_entry; avg_value_10=76.2003M; adr20=7.5711; close=96.3900; ma50=92.6388
rsi2,CRDO,2025-09-29,148.449997,139.25,9.199997,2025-10-07,139.25,stop_loss,67,9946.15,-616.4,-0.061974,-1.0,-1.483695,0.917392,8,94.0,setup_rsi2=1.65; next_open_entry; avg_value_10=970.0896M; adr20=5.6733; close=146.0100; ma50=128.8531
rsi2,APP,2025-10-07,595.215027,545.0,50.215027,2025-10-08,619.48999,pivot_low_break,17,10118.66,412.67,0.040784,0.48342,-0.058847,1.190181,1,92.0,setup_rsi2=2.10; next_open_entry; avg_value_10=5271.9606M; adr20=5.3873; close=631.8500; ma50=521.9628
rsi2,WBD,2025-10-09,17.84,17.68,0.16,2025-10-09,17.68,same_day_stop_loss,570,10168.8,-91.2,-0.008969,-1.0,-3.687504,2.562501,0,92.0,setup_rsi2=3.24; next_open_entry; avg_value_10=616.9858M; adr20=5.1571; close=17.6700; ma50=14.8776
rsi2,NKTR,2025-10-10,55.700001,53.75,1.950001,2025-10-10,53.75,same_day_stop_loss,182,10137.4,-354.9,-0.035009,-1.0,-1.430769,0.405129,0,98.0,setup_rsi2=4.05; next_open_entry; avg_value_10=46.4214M; adr20=6.3165; close=54.3400; ma50=41.0016
rsi2,STX,2025-10-10,219.440482,217.678206,1.762276,2025-10-10,217.678206,same_day_stop_loss,46,10094.26,-81.06,-0.008031,-1.0,-4.389869,2.180814,0,92.0,setup_rsi2=4.63; next_open_entry; avg_value_10=1362.7821M; adr20=4.7587; close=213.4467; ma50=189.5475
rsi2,WBD,2025-10-10,17.719999,17.25,0.469999,2025-10-10,17.25,same_day_stop_loss,574,10171.28,-269.78,-0.026524,-1.0,-1.361703,1.680855,0,90.0,setup_rsi2=2.27; next_open_entry; avg_value_10=610.3729M; adr20=4.9630; close=17.1000; ma50=14.9562
rsi2,UMAC,2025-10-13,13.78,13.26,0.52,2025-10-14,13.26,stop_loss,750,10335.0,-390.0,-0.037736,-1.0,-1.21154,3.40385,1,93.0,setup_rsi2=2.34; next_open_entry; avg_value_10=67.7619M; adr20=11.3554; close=14.3200; ma50=11.6690
rsi2,STX,2025-10-13,224.578032,211.70432,12.873712,2025-10-14,211.70432,stop_loss,46,10330.59,-592.19,-0.057324,-1.0,-1.159319,0.00696,1,92.0,setup_rsi2=1.80; next_open_entry; avg_value_10=1319.7935M; adr20=4.6053; close=218.5544; ma50=190.8456
rsi2,TTMI,2025-10-13,55.810001,53.5,2.310001,2025-10-14,53.5,stop_loss,185,10324.85,-427.35,-0.04139,-1.0,-1.060606,0.290042,1,91.0,setup_rsi2=4.74; next_open_entry; avg_value_10=160.2711M; adr20=5.2680; close=55.5300; ma50=49.2512
rsi2,TLN,2025-08-25,358.5,348.859985,9.640015,2025-10-15,410.119995,pivot_low_break,28,10038.0,1445.36,0.143989,5.354763,-0.566388,9.624467,51,90.0,setup_rsi2=0.78; next_open_entry; avg_value_10=270.0686M; adr20=3.7136; close=355.5300; ma50=325.4160
rsi2,RZLV,2025-10-13,5.38,5.07,0.31,2025-10-16,5.07,stop_loss,1923,10345.74,-596.13,-0.057621,-1.0,-1.354839,1.193548,3,92.0,setup_rsi2=3.67; next_open_entry; avg_value_10=210.2421M; adr20=13.3381; close=5.4600; ma50=4.8310
rsi2,INOD,2025-10-15,80.760002,73.279999,7.480003,2025-10-16,82.129997,pivot_low_break,127,10256.52,173.99,0.016964,0.183154,-0.532086,1.203208,1,94.0,setup_rsi2=4.75; next_open_entry; avg_value_10=160.2399M; adr20=8.0200; close=82.9800; ma50=58.9568
rsi2,IVZ,2025-08-04,20.221767,19.400529,0.821238,2025-10-17,21.894322,pivot_low_break,502,10151.33,839.62,0.082711,2.036627,-0.611766,4.531563,74,90.0,setup_rsi2=3.54; next_open_entry; avg_value_10=167.0683M; adr20=3.3261; close=20.2894; ma50=16.2551
rsi2,AMPX,2025-10-01,10.48,10.05,0.429999,2025-10-17,11.77,pivot_low_break,960,10060.8,1238.4,0.123092,3.000007,-0.27907,12.906999,16,99.0,setup_rsi2=3.81; next_open_entry; avg_value_10=112.0482M; adr20=9.8740; close=12.0400; ma50=8.3636
rsi2,DGNX,2025-10-17,126.400002,125.279999,1.120003,2025-10-17,125.279999,same_day_stop_loss,80,10112.0,-89.6,-0.008861,-1.0,-13.857113,3.499997,0,96.0,setup_rsi2=4.10; next_open_entry; avg_value_10=36.6254M; adr20=20.4750; close=118.4000; ma50=100.3646
rsi2,NBIS,2025-10-20,116.790001,110.879997,5.910004,2025-10-20,110.879997,same_day_stop_loss,88,10277.52,-520.08,-0.050604,-1.0,-1.570219,0.115059,0,96.0,setup_rsi2=4.36; next_open_entry; avg_value_10=2156.5319M; adr20=7.5425; close=109.0000; ma50=94.1804
rsi2,DGNX,2025-10-20,141.360001,110.879997,30.480003,2025-10-20,110.879997,same_day_stop_loss,72,10177.92,-2194.56,-0.21562,-1.0,-1.015748,0.007874,0,95.0,setup_rsi2=2.60; next_open_entry; avg_value_10=36.8583M; adr20=20.6642; close=117.4400; ma50=101.8314
rsi2,KGC,2025-09-19,22.472554,21.913236,0.559318,2025-10-21,23.900808,pivot_low_break,447,10045.23,638.43,0.063556,2.553567,-0.160714,9.535702,32,92.0,setup_rsi2=4.71; next_open_entry; avg_value_10=357.9225M; adr20=2.5211; close=23.4613; ma50=19.0261
rsi2,JMIA,2025-10-20,10.89,10.615,0.275001,2025-10-21,10.615,stop_loss,944,10280.16,-259.6,-0.025253,-1.0,-1.745453,0.94545,1,96.0,setup_rsi2=4.89; next_open_entry; avg_value_10=36.8526M; adr20=6.4580; close=11.0300; ma50=10.0816
rsi2,HOOD,2025-10-20,133.425003,125.599998,7.825005,2025-10-21,135.289993,pivot_low_break,76,10140.3,141.74,0.013978,0.238337,-0.265175,0.865558,1,93.0,setup_rsi2=4.27; next_open_entry; avg_value_10=3725.0914M; adr20=5.3517; close=135.8000; ma50=121.8932
rsi2,SKYT,2025-10-20,15.89,14.92,0.97,2025-10-21,15.9,pivot_low_break,645,10249.05,6.45,0.000629,0.010309,-0.474227,0.57732,1,90.0,setup_rsi2=3.33; next_open_entry; avg_value_10=36.6383M; adr20=10.4115; close=15.9000; ma50=14.1343
rsi2,NBIS,2025-10-21,107.879997,107.510002,0.369995,2025-10-21,107.510002,same_day_stop_loss,94,10140.72,-34.78,-0.00343,-1.0,-17.513733,0.81083,0,96.0,setup_rsi2=2.61; next_open_entry; avg_value_10=2118.6041M; adr20=7.6020; close=104.2800; ma50=94.8612
rsi2,MP,2025-09-09,63.369999,61.575001,1.794998,2025-10-22,69.610001,pivot_low_break,157,9949.09,979.68,0.098469,3.476328,-0.988858,20.546539,43,96.0,setup_rsi2=2.85; next_open_entry; avg_value_10=555.0282M; adr20=5.6311; close=63.1500; ma50=60.5280
rsi2,BMNR,2025-09-26,49.565444,47.196139,2.369305,2025-10-22,47.196139,stop_loss,202,10012.22,-478.6,-0.047802,-1.0,-1.274261,6.759488,26,99.0,setup_rsi2=4.80; next_open_entry; avg_value_10=3019.8563M; adr20=8.6871; close=50.4852; ma50=47.1490
rsi2,AEHR,2025-10-13,24.610001,23.440001,1.17,2025-10-22,23.440001,stop_loss,420,10336.2,-491.4,-0.047542,-1.0,-1.709402,4.358973,9,91.0,setup_rsi2=2.24; next_open_entry; avg_value_10=72.4905M; adr20=8.1269; close=25.5200; ma50=25.1414
rsi2,KTOS,2025-10-20,87.279999,81.709999,5.57,2025-10-22,81.709999,stop_loss,117,10211.76,-651.69,-0.063818,-1.0,-1.16158,0.631958,2,93.0,setup_rsi2=1.75; next_open_entry; avg_value_10=497.2144M; adr20=6.0920; close=86.6500; ma50=78.0876
rsi2,AVAV,2025-10-20,361.109985,349.089996,12.019989,2025-10-22,349.089996,stop_loss,28,10111.08,-336.56,-0.033286,-1.0,-1.316972,1.544097,2,93.0,setup_rsi2=3.56; next_open_entry; avg_value_10=498.3162M; adr20=5.2290; close=364.0400; ma50=292.1590
rsi2,DPRO,2025-10-21,8.81,8.52,0.29,2025-10-22,8.52,stop_loss,1155,10175.55,-334.95,-0.032917,-1.0,-4.344829,1.858619,1,97.0,setup_rsi2=4.41; next_open_entry; avg_value_10=69.1691M; adr20=17.0927; close=8.9500; ma50=6.8137
rsi2,DGNX,2025-10-21,120.239998,110.400002,9.839996,2025-10-22,110.400002,stop_loss,84,10100.16,-826.56,-0.081836,-1.0,-1.829269,0.169919,1,95.0,setup_rsi2=2.48; next_open_entry; avg_value_10=34.7557M; adr20=20.4061; close=121.6000; ma50=103.3404
rsi2,IREN,2025-10-22,53.650002,52.645,1.005001,2025-10-22,52.645,same_day_stop_loss,188,10086.2,-188.94,-0.018733,-1.0,-5.422881,4.201985,0,99.0,setup_rsi2=4.19; next_open_entry; avg_value_10=3027.4737M; adr20=11.4200; close=51.8300; ma50=39.5513
rsi2,NBIS,2025-10-22,106.675003,101.400002,5.275002,2025-10-22,101.400002,same_day_stop_loss,94,10027.45,-495.85,-0.049449,-1.0,-2.283413,0.21327,0,96.0,setup_rsi2=1.41; next_open_entry; avg_value_10=2161.5720M; adr20=7.8210; close=98.6200; ma50=95.3270
rsi2,QBTS,2025-10-23,32.599998,26.370001,6.229998,2025-10-24,32.490002,pivot_low_break,311,10138.6,-34.21,-0.003374,-0.017656,-0.47191,0.415731,1,98.0,setup_rsi2=2.01; next_open_entry; avg_value_10=2473.9153M; adr20=13.7535; close=31.0600; ma50=24.4200
rsi2,BKKT,2025-10-23,28.030001,27.049999,0.980001,2025-10-24,30.4,pivot_low_break,362,10146.86,857.94,0.084552,2.418363,-0.785714,2.755097,1,97.0,setup_rsi2=2.32; next_open_entry; avg_value_10=83.8104M; adr20=20.6655; close=28.5800; ma50=20.3910
rsi2,NBIS,2025-10-23,100.330002,94.629997,5.700005,2025-10-24,111.160004,pivot_low_break,101,10133.33,1093.83,0.107944,1.899999,-0.152632,3.003506,1,96.0,setup_rsi2=0.67; next_open_entry; avg_value_10=2088.9404M; adr20=7.7937; close=106.1600; ma50=96.0376
rsi2,PLUG,2025-10-23,3.04,2.77,0.27,2025-10-24,3.02,pivot_low_break,3348,10177.92,-66.96,-0.006579,-0.074074,-0.666667,0.074074,1,95.0,setup_rsi2=1.69; next_open_entry; avg_value_10=507.4935M; adr20=13.4768; close=2.8800; ma50=2.3714
rsi2,COGT,2025-10-23,14.86,14.2,0.66,2025-10-24,15.21,pivot_low_break,684,10164.24,239.4,0.023553,0.530304,-0.401514,0.583334,1,93.0,setup_rsi2=3.17; next_open_entry; avg_value_10=40.2930M; adr20=5.7030; close=14.8400; ma50=13.6389
rsi2,METC,2025-10-24,36.950001,35.560001,1.389999,2025-10-24,35.560001,same_day_stop_loss,278,10272.1,-386.42,-0.037618,-1.0,-2.050362,0.654676,0,96.0,setup_rsi2=4.80; next_open_entry; avg_value_10=190.4145M; adr20=9.6835; close=34.8700; ma50=32.4920
rsi2,TMC,2025-10-24,7.35,7.125,0.225,2025-10-24,7.125,same_day_stop_loss,1401,10297.35,-315.22,-0.030612,-1.0,-1.066666,0.844445,0,94.0,setup_rsi2=4.95; next_open_entry; avg_value_10=116.6080M; adr20=9.9045; close=7.1300; ma50=6.5273
rsi2,UAMY,2025-09-03,4.38,4.14,0.24,2025-10-27,10.16,pivot_low_break,2288,10021.44,13224.64,1.319635,24.083307,-0.541667,63.87493,54,97.0,setup_rsi2=4.90; next_open_entry; avg_value_10=28.9359M; adr20=9.2389; close=4.3100; ma50=3.4716
rsi2,WWR,2025-10-23,1.53,1.37,0.16,2025-10-27,1.33,stop_loss,6638,10156.14,-1327.6,-0.130719,-1.25,-1.375,1.312501,4,98.0,setup_rsi2=4.18; next_open_entry; avg_value_10=53.3270M; adr20=21.9563; close=1.5600; ma50=1.1450
rsi2,PLUG,2025-10-24,3.02,2.86,0.16,2025-10-28,2.86,stop_loss,3410,10298.2,-545.6,-0.05298,-1.0,-1.499999,0.75,4,95.0,setup_rsi2=1.40; next_open_entry; avg_value_10=474.9318M; adr20=13.3948; close=2.9500; ma50=2.3974
rsi2,MLYS,2025-10-27,40.259998,39.330002,0.929996,2025-10-28,40.34,pivot_low_break,254,10226.04,20.32,0.001987,0.086024,-0.491396,1.440866,1,97.0,setup_rsi2=3.23; next_open_entry; avg_value_10=42.8018M; adr20=5.7007; close=40.5600; ma50=34.0912
rsi2,ALM,2025-10-28,7.27,6.174,1.096,2025-10-29,7.37,pivot_low_break,1410,10250.7,141.0,0.013755,0.091241,-0.241788,0.529197,1,96.0,setup_rsi2=3.54; next_open_entry; avg_value_10=34.1203M; adr20=10.1243; close=7.4300; ma50=5.9476
rsi2,TMC,2025-10-28,6.85,6.64,0.21,2025-10-29,6.975,pivot_low_break,1497,10254.45,187.12,0.018248,0.595238,-0.666666,1.761904,1,94.0,setup_rsi2=1.88; next_open_entry; avg_value_10=73.1618M; adr20=9.8829; close=6.9900; ma50=6.6105
rsi2,NG,2025-10-29,8.44,7.67,0.77,2025-10-30,8.03,pivot_low_break,1222,10313.68,-501.02,-0.048578,-0.532468,-0.662338,0.012987,1,91.0,setup_rsi2=3.57; next_open_entry; avg_value_10=29.8367M; adr20=6.2413; close=8.1000; ma50=8.0624
rsi2,UAMY,2025-10-30,9.25,8.15,1.1,2025-10-30,8.15,same_day_stop_loss,1112,10286.0,-1223.2,-0.118919,-1.0,-1.236363,0.072727,0,98.0,setup_rsi2=4.37; next_open_entry; avg_value_10=240.7969M; adr20=16.4339; close=8.3400; ma50=7.7912
rsi2,IE,2025-10-30,14.0,13.882,0.118,2025-10-30,13.882,same_day_stop_loss,735,10290.0,-86.73,-0.008429,-1.0,-3.474574,4.57627,0,94.0,setup_rsi2=4.56; next_open_entry; avg_value_10=36.6143M; adr20=7.8674; close=14.3600; ma50=11.8098
rsi2,IDR,2025-10-30,30.99,28.629999,2.360001,2025-10-31,33.009998,pivot_low_break,331,10257.69,668.62,0.065182,0.855931,-0.673729,1.80678,1,95.0,setup_rsi2=0.78; next_open_entry; avg_value_10=26.3296M; adr20=11.2291; close=34.9600; ma50=33.2098
rsi2,NG,2025-10-30,8.03,7.93,0.1,2025-10-31,7.93,stop_loss,1281,10286.43,-128.1,-0.012453,-1.0,-2.0,3.000005,1,91.0,setup_rsi2=2.95; next_open_entry; avg_value_10=27.7843M; adr20=5.8729; close=8.2900; ma50=8.1098
rsi2,UAMY,2025-10-31,8.14,7.89,0.25,2025-10-31,7.89,same_day_stop_loss,1266,10305.24,-316.5,-0.030713,-1.0,-1.719998,0.679999,0,98.0,setup_rsi2=4.09; next_open_entry; avg_value_10=229.7960M; adr20=16.1930; close=8.0700; ma50=7.8618
rsi2,PLUG,2025-10-31,2.66,2.64,0.02,2025-10-31,2.64,same_day_stop_loss,3881,10323.46,-77.62,-0.007519,-1.0,-5.000012,3.0,0,93.0,setup_rsi2=3.17; next_open_entry; avg_value_10=285.1859M; adr20=11.7058; close=2.6900; ma50=2.5136
rsi2,LAC,2025-10-31,5.6,5.524,0.076,2025-10-31,5.524,same_day_stop_loss,1843,10320.8,-140.07,-0.013571,-1.0,-2.763168,0.263159,0,92.0,setup_rsi2=4.98; next_open_entry; avg_value_10=158.5916M; adr20=11.3366; close=5.5000; ma50=5.2890
rsi2,DK,2025-10-08,31.024628,29.640299,1.384329,2025-11-03,36.23794,pivot_low_break,326,10114.03,1699.54,0.168038,3.765949,-0.276596,5.702116,26,91.0,setup_rsi2=2.70; next_open_entry; avg_value_10=54.6354M; adr20=5.2106; close=33.9995; ma50=27.0606
rsi2,BKKT,2025-10-31,24.0,22.950001,1.049999,2025-11-03,27.049999,pivot_low_break,429,10296.0,1308.45,0.127083,2.904763,-0.552381,4.285717,3,95.0,setup_rsi2=1.47; next_open_entry; avg_value_10=49.2421M; adr20=16.3398; close=27.6700; ma50=22.5456
rsi2,CAN,2025-10-31,1.41,1.23,0.18,2025-11-03,1.385,pivot_low_break,7321,10322.61,-183.02,-0.01773,-0.138889,-0.777778,0.388889,3,92.0,setup_rsi2=4.24; next_open_entry; avg_value_10=120.1388M; adr20=17.7224; close=1.4300; ma50=1.1175
rsi2,BTU,2025-10-31,26.873121,24.479424,2.393697,2025-11-03,27.694247,pivot_low_break,384,10319.28,315.31,0.030556,0.343037,-0.395011,1.384617,3,90.0,setup_rsi2=1.53; next_open_entry; avg_value_10=122.0638M; adr20=5.9773; close=27.2911; ma50=24.7253
rsi2,KEEL,2025-10-23,4.01,3.701,0.309,2025-11-04,3.701,stop_loss,2533,10157.33,-782.7,-0.077057,-1.0,-1.067961,2.847893,12,99.0,setup_rsi2=3.84; next_open_entry; avg_value_10=829.9740M; adr20=13.4998; close=4.1650; ma50=2.7448
rsi2,RGTI,2025-10-23,40.380001,34.139999,6.240002,2025-11-04,36.900002,pivot_low_break,251,10135.38,-873.48,-0.086181,-0.557692,-0.91907,0.663461,12,98.0,setup_rsi2=1.68; next_open_entry; avg_value_10=6161.9988M; adr20=13.4498; close=39.5950; ma50=28.1433
rsi2,NAK,2025-10-23,1.83,1.74,0.09,2025-11-04,1.79,pivot_low_break,5551,10158.33,-222.04,-0.021858,-0.444445,-0.888889,3.222219,12,97.0,setup_rsi2=3.64; next_open_entry; avg_value_10=89.5526M; adr20=14.8922; close=1.8900; ma50=1.2626
rsi2,OKLO,2025-10-23,119.989998,114.0,5.989998,2025-11-04,114.0,stop_loss,84,10079.16,-503.16,-0.049921,-1.0,-1.368948,5.353925,12,97.0,setup_rsi2=1.40; next_open_entry; avg_value_10=4046.7389M; adr20=11.1453; close=124.7000; ma50=107.3826
rsi2,SEI,2025-10-23,46.943579,43.708494,3.235085,2025-11-04,47.297947,pivot_low_break,216,10139.81,76.54,0.007549,0.109539,-0.435385,3.078462,12,94.0,setup_rsi2=3.24; next_open_entry; avg_value_10=180.3261M; adr20=7.8626; close=47.4811; ma50=37.1121
rsi2,P,2025-10-23,89.599998,86.522003,3.077995,2025-11-04,93.364998,pivot_low_break,113,10124.8,425.44,0.04202,1.223199,0.0,3.570505,12,91.0,setup_rsi2=1.46; next_open_entry; avg_value_10=230.2496M; adr20=3.9933; close=93.6300; ma50=80.5082
rsi2,HBM,2025-10-23,15.445193,14.805393,0.6398,2025-11-04,14.935351,pivot_low_break,659,10178.38,-335.99,-0.03301,-0.796876,-0.9375,1.875,12,90.0,setup_rsi2=2.62; next_open_entry; avg_value_10=120.8047M; adr20=3.9711; close=15.4252; ma50=13.9589
rsi2,COGT,2025-10-24,15.21,14.595,0.615,2025-11-04,14.595,stop_loss,676,10281.96,-415.74,-0.040434,-1.0,-2.000002,2.512195,11,93.0,setup_rsi2=3.12; next_open_entry; avg_value_10=40.3277M; adr20=5.4983; close=15.1300; ma50=13.7073
rsi2,BETR,2025-10-15,52.5,47.275002,5.224998,2025-11-05,61.5,pivot_low_break,195,10237.5,1755.0,0.171429,1.722489,-0.334928,7.691869,21,99.0,setup_rsi2=4.32; next_open_entry; avg_value_10=59.2870M; adr20=23.6684; close=59.8700; ma50=34.2751
rsi2,BETR,2025-11-05,66.050003,63.509998,2.540005,2025-11-05,63.509998,same_day_stop_loss,154,10171.7,-391.16,-0.038456,-1.0,-2.1811,0.893698,0,99.0,setup_rsi2=4.73; next_open_entry; avg_value_10=54.3652M; adr20=15.9723; close=61.2200; ma50=51.0243
rsi2,DVLT,2025-11-05,1.92,1.68,0.24,2025-11-05,1.68,same_day_stop_loss,5315,10204.8,-1275.6,-0.125,-1.0,-1.458333,0.083334,0,97.0,setup_rsi2=2.89; next_open_entry; avg_value_10=214.2707M; adr20=23.1501; close=1.6000; ma50=1.3730
rsi2,REZI,2025-11-05,41.529999,41.419998,0.110001,2025-11-05,41.419998,same_day_stop_loss,245,10174.85,-26.95,-0.002649,-1.0,-6.181787,8.727251,0,92.0,setup_rsi2=1.09; next_open_entry; avg_value_10=64.4893M; adr20=3.3733; close=41.0600; ma50=40.3666
rsi2,COGT,2025-11-05,14.29,13.98,0.31,2025-11-05,13.98,same_day_stop_loss,713,10188.77,-221.03,-0.021694,-1.0,-1.64516,1.45161,0,90.0,setup_rsi2=3.67; next_open_entry; avg_value_10=43.3249M; adr20=6.0266; close=14.4200; ma50=14.2936
rsi2,NKTR,2025-10-13,55.299999,52.91,2.389999,2025-11-06,53.73,pivot_low_break,186,10285.8,-292.02,-0.028391,-0.656904,-0.711298,4.861925,24,98.0,setup_rsi2=1.91; next_open_entry; avg_value_10=42.4650M; adr20=6.4371; close=57.4000; ma50=41.6904
rsi2,HIVE,2025-10-23,4.97,4.74,0.23,2025-11-06,4.74,stop_loss,2047,10173.59,-470.81,-0.046278,-1.0,-1.173913,5.78261,14,96.0,setup_rsi2=0.75; next_open_entry; avg_value_10=199.0861M; adr20=11.1425; close=5.1200; ma50=4.0374
rsi2,ASTS,2025-10-23,71.875,66.670998,5.204002,2025-11-06,66.670998,stop_loss,141,10134.38,-733.76,-0.072404,-1.0,-1.313412,2.329937,14,95.0,setup_rsi2=1.71; next_open_entry; avg_value_10=1296.0112M; adr20=10.2140; close=71.7200; ma50=57.0876
