strategy,ticker,entry_date,entry_price,initial_stop,risk_per_share,exit_date,exit_price,exit_reason,shares,position_size,pnl,pnl_pct,r_multiple,mae,mfe,holding_days,rs_rank_at_entry,signal_details
rs90_100_rsi2_next_open_hold_1d_open,PTGX,2025-04-02,46.6847,46.54,0.1447,2025-04-03,46.5353,stop_loss,215,10037.2,-32.1,-0.003199,-1.0322,-6.1843,15.5207,1,93.0,entry=rsi2_next_open; setup_rsi2=0.09; raw_entry=open:46.6800; slippage_bps=1.0; decision_date=2025-04-01 00:00:00; filter_close=46.8800; filter_ma50=42.9330; filter_avg_value_10=64.06; filter_adr20=5.54; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,QBTS,2025-04-04,6.8807,6.75,0.1307,2025-04-04,6.7493,same_day_stop_loss_red_candle,1460,10045.8,-191.79,-0.019092,-1.0052,-5.6676,0.6834,0,99.0,entry=rsi2_next_open; setup_rsi2=1.50; raw_entry=open:6.8800; slippage_bps=1.0; decision_date=2025-04-03 00:00:00; filter_close=7.1600; filter_ma50=6.7324; filter_avg_value_10=458.52; filter_adr20=15.11; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,GRPN,2025-04-08,17.6018,15.84,1.7618,2025-04-10,17.2083,hold_1d_open,570,10033.0,-224.28,-0.022355,-0.2233,-0.8865,0.3623,2,98.0,entry=rsi2_next_open; setup_rsi2=1.70; raw_entry=open:17.6000; slippage_bps=1.0; decision_date=2025-04-07 00:00:00; filter_close=16.8000; filter_ma50=13.5618; filter_avg_value_10=27.51; filter_adr20=7.12; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,AU,2025-04-08,32.849,30.5215,2.3275,2025-04-10,35.9125,hold_1d_open,305,10018.95,934.35,0.093258,1.3162,-0.6055,2.0451,2,96.0,entry=rsi2_next_open; setup_rsi2=2.89; raw_entry=open:32.8457; slippage_bps=1.0; decision_date=2025-04-07 00:00:00; filter_close=31.9084; filter_ma50=30.7513; filter_avg_value_10=98.27; filter_adr20=3.43; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,ALP,2025-04-09,4.9005,4.9,0.0005,2025-04-10,4.8995,stop_loss,2053,10060.71,-2.01,-0.0002,-2.0,-662.2242,1488.7959,1,93.0,entry=rsi2_next_open; setup_rsi2=4.28; raw_entry=open:4.9000; slippage_bps=1.0; decision_date=2025-04-08 00:00:00; filter_close=4.9000; filter_ma50=4.8604; filter_avg_value_10=30.92; filter_adr20=13.88; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,CIB,2025-04-09,34.6707,34.5509,0.1198,2025-04-11,35.6522,hold_1d_open,289,10019.82,283.66,0.02831,8.1952,-2.6994,27.6461,2,96.0,entry=rsi2_next_open; setup_rsi2=4.79; raw_entry=open:34.6672; slippage_bps=1.0; decision_date=2025-04-08 00:00:00; filter_close=34.9967; filter_ma50=34.1215; filter_avg_value_10=25.27; filter_adr20=3.16; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,ANIP,2025-04-09,62.2662,61.74,0.5262,2025-04-11,65.4435,hold_1d_open,161,10024.86,511.53,0.051027,6.0378,-1.5891,11.2952,2,91.0,entry=rsi2_next_open; setup_rsi2=2.67; raw_entry=open:62.2600; slippage_bps=1.0; decision_date=2025-04-08 00:00:00; filter_close=63.0500; filter_ma50=61.6576; filter_avg_value_10=28.96; filter_adr20=4.27; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,ESLT,2025-04-23,374.7649,369.3855,5.3794,2025-04-24,368.7119,stop_loss,26,9743.89,-157.38,-0.016151,-1.1252,-1.4309,0.5108,1,96.0,entry=rsi2_next_open; setup_rsi2=3.73; raw_entry=open:374.7274; slippage_bps=1.0; decision_date=2025-04-22 00:00:00; filter_close=374.7373; filter_ma50=356.5585; filter_avg_value_10=31.86; filter_adr20=2.78; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,FSM,2025-04-24,6.1906,5.81,0.3806,2025-04-28,6.0694,hold_1d_open,1624,10053.57,-196.87,-0.019582,-0.3185,-0.7898,0.1035,2,94.0,entry=rsi2_next_open; setup_rsi2=4.47; raw_entry=open:6.1900; slippage_bps=1.0; decision_date=2025-04-23 00:00:00; filter_close=6.0900; filter_ma50=5.4834; filter_avg_value_10=101.24; filter_adr20=7.57; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,IAG,2025-04-28,7.0007,6.9,0.1007,2025-04-30,6.9493,hold_1d_open,1436,10053.01,-73.8,-0.007341,-0.5104,-0.5035,2.1778,2,94.0,entry=rsi2_next_open; setup_rsi2=4.04; raw_entry=open:7.0000; slippage_bps=1.0; decision_date=2025-04-25 00:00:00; filter_close=7.0300; filter_ma50=6.2686; filter_avg_value_10=122.90; filter_adr20=6.57; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,HTZ,2025-05-06,6.1606,6.14,0.0206,2025-05-06,6.1394,same_day_stop_loss_red_candle,1632,10054.13,-34.65,-0.003446,-1.0298,-10.2162,3.123,0,97.0,entry=rsi2_next_open; setup_rsi2=2.54; raw_entry=open:6.1600; slippage_bps=1.0; decision_date=2025-05-05 00:00:00; filter_close=6.2000; filter_ma50=4.8369; filter_avg_value_10=178.54; filter_adr20=14.28; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,STNE,2025-05-06,10.9554,10.8221,0.1333,2025-05-07,10.821,stop_loss,917,10046.11,-123.2,-0.012264,-1.0081,-1.062,1.4795,1,93.0,entry=rsi2_next_open; setup_rsi2=4.46; raw_entry=open:10.9543; slippage_bps=1.0; decision_date=2025-05-05 00:00:00; filter_close=11.0204; filter_ma50=9.1863; filter_avg_value_10=60.13; filter_adr20=5.02; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,STNE,2025-05-07,10.9554,10.913,0.0424,2025-05-07,10.9119,same_day_stop_loss_red_candle,917,10046.11,-39.88,-0.00397,-1.0257,-3.338,1.7277,0,92.0,entry=rsi2_next_open; setup_rsi2=3.92; raw_entry=open:10.9543; slippage_bps=1.0; decision_date=2025-05-06 00:00:00; filter_close=10.9874; filter_ma50=9.2464; filter_avg_value_10=55.12; filter_adr20=4.47; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,HTZ,2025-05-07,6.3206,5.95,0.3706,2025-05-08,5.9494,stop_loss,1590,10049.81,-590.25,-0.058733,-1.0016,-1.3508,0.6998,1,97.0,entry=rsi2_next_open; setup_rsi2=2.18; raw_entry=open:6.3200; slippage_bps=1.0; decision_date=2025-05-06 00:00:00; filter_close=6.1400; filter_ma50=4.8749; filter_avg_value_10=123.86; filter_adr20=13.70; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,STNE,2025-05-08,11.0711,10.8139,0.2572,2025-05-09,10.8128,stop_loss,907,10041.46,-234.26,-0.02333,-1.0042,-1.9315,1.4089,1,92.0,entry=rsi2_next_open; setup_rsi2=2.74; raw_entry=open:11.0700; slippage_bps=1.0; decision_date=2025-05-07 00:00:00; filter_close=10.9295; filter_ma50=9.3054; filter_avg_value_10=51.91; filter_adr20=4.09; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,LRN,2025-05-13,150.195,142.42,7.775,2025-05-15,153.5446,hold_1d_open,66,9912.87,221.08,0.022302,0.4308,-0.0251,0.7492,2,92.0,entry=rsi2_next_open; setup_rsi2=3.94; raw_entry=open:150.1800; slippage_bps=1.0; decision_date=2025-05-12 00:00:00; filter_close=149.3000; filter_ma50=134.5246; filter_avg_value_10=164.57; filter_adr20=4.15; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,MRX,2025-05-21,43.8032,43.1709,0.6323,2025-05-21,43.1666,same_day_stop_loss_red_candle,229,10030.94,-145.79,-0.014534,-1.0068,-2.0707,0.6293,0,93.0,entry=rsi2_next_open; setup_rsi2=3.72; raw_entry=open:43.7989; slippage_bps=1.0; decision_date=2025-05-20 00:00:00; filter_close=43.9068; filter_ma50=38.7017; filter_avg_value_10=51.12; filter_adr20=4.29; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,AVPT,2025-05-22,18.3218,18.211,0.1108,2025-05-22,18.2092,same_day_stop_loss_red_candle,548,10040.36,-61.73,-0.006149,-1.0164,-2.0918,1.5173,0,90.0,entry=rsi2_next_open; setup_rsi2=3.61; raw_entry=open:18.3200; slippage_bps=1.0; decision_date=2025-05-21 00:00:00; filter_close=18.3200; filter_ma50=15.8496; filter_avg_value_10=32.84; filter_adr20=2.97; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,MRX,2025-05-22,42.557,42.4939,0.0631,2025-05-23,42.2836,stop_loss,236,10043.46,-64.52,-0.006424,-4.331,-11.7244,29.2304,1,93.0,entry=rsi2_next_open; setup_rsi2=0.96; raw_entry=open:42.5528; slippage_bps=1.0; decision_date=2025-05-21 00:00:00; filter_close=42.5430; filter_ma50=38.9321; filter_avg_value_10=50.03; filter_adr20=4.31; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,MSTR,2025-05-27,381.1581,367.31,13.8481,2025-05-27,367.2733,same_day_stop_loss_red_candle,26,9910.11,-361.01,-0.036428,-1.0027,-1.226,0.0102,0,90.0,entry=rsi2_next_open; setup_rsi2=3.94; raw_entry=open:381.1200; slippage_bps=1.0; decision_date=2025-05-23 00:00:00; filter_close=369.5100; filter_ma50=343.6914; filter_avg_value_10=5946.38; filter_adr20=4.93; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,KRMN,2025-05-27,42.4242,41.29,1.1342,2025-05-29,43.9956,hold_1d_open,236,10012.12,370.84,0.037039,1.3854,-0.2682,2.9145,2,96.0,entry=rsi2_next_open; setup_rsi2=3.73; raw_entry=open:42.4200; slippage_bps=1.0; decision_date=2025-05-23 00:00:00; filter_close=41.8500; filter_ma50=36.1504; filter_avg_value_10=40.29; filter_adr20=5.26; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,MRP,2025-05-29,24.9733,24.8712,0.1021,2025-06-02,24.8687,stop_loss,402,10039.27,-42.05,-0.004189,-1.0244,-1.3104,3.8778,2,91.0,entry=rsi2_next_open; setup_rsi2=1.80; raw_entry=open:24.9708; slippage_bps=1.0; decision_date=2025-05-28 00:00:00; filter_close=24.9708; filter_ma50=23.1277; filter_avg_value_10=26.60; filter_adr20=2.64; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,NXT,2025-05-30,55.4255,55.33,0.0955,2025-06-02,55.3245,stop_loss,181,10032.02,-18.29,-0.001824,-1.0579,-12.8277,25.3768,1,92.0,entry=rsi2_next_open; setup_rsi2=4.85; raw_entry=open:55.4200; slippage_bps=1.0; decision_date=2025-05-29 00:00:00; filter_close=55.4250; filter_ma50=45.7095; filter_avg_value_10=211.20; filter_adr20=5.05; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,ACHR,2025-06-03,10.201,9.68,0.521,2025-06-03,9.679,same_day_stop_loss_red_candle,985,10048.0,-514.16,-0.05117,-1.0019,-1.0384,0.4587,0,94.0,entry=rsi2_next_open; setup_rsi2=3.52; raw_entry=open:10.2000; slippage_bps=1.0; decision_date=2025-06-02 00:00:00; filter_close=9.7300; filter_ma50=8.7698; filter_avg_value_10=339.16; filter_adr20=7.17; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,PRCH,2025-06-02,9.1209,9.08,0.0409,2025-06-04,9.4591,hold_1d_open,1101,10042.12,372.29,0.037073,8.2651,-6.6218,17.332,2,98.0,entry=rsi2_next_open; setup_rsi2=4.87; raw_entry=open:9.1200; slippage_bps=1.0; decision_date=2025-05-30 00:00:00; filter_close=9.1200; filter_ma50=7.4932; filter_avg_value_10=33.92; filter_adr20=10.98; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,HSAI,2025-06-02,18.6869,18.35,0.3369,2025-06-04,20.048,hold_1d_open,537,10034.85,730.92,0.072839,4.0405,-0.5547,4.6996,2,96.0,entry=rsi2_next_open; setup_rsi2=2.76; raw_entry=open:18.6850; slippage_bps=1.0; decision_date=2025-05-30 00:00:00; filter_close=18.8600; filter_ma50=16.6746; filter_avg_value_10=114.99; filter_adr20=8.40; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,ACHR,2025-06-04,9.761,9.66,0.101,2025-06-04,9.659,same_day_stop_loss_red_candle,1029,10044.04,-104.9,-0.010444,-1.0096,-4.07,0.8816,0,93.0,entry=rsi2_next_open; setup_rsi2=3.43; raw_entry=open:9.7600; slippage_bps=1.0; decision_date=2025-06-03 00:00:00; filter_close=9.7200; filter_ma50=8.7898; filter_avg_value_10=300.26; filter_adr20=7.26; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,ACHR,2025-06-05,9.651,9.35,0.301,2025-06-05,9.3491,same_day_stop_loss_red_candle,1041,10046.65,-314.28,-0.031282,-1.0031,-1.3489,0.3955,0,93.0,entry=rsi2_next_open; setup_rsi2=2.41; raw_entry=open:9.6500; slippage_bps=1.0; decision_date=2025-06-04 00:00:00; filter_close=9.6400; filter_ma50=8.8040; filter_avg_value_10=285.47; filter_adr20=7.32; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,HTZ,2025-06-05,6.1006,5.935,0.1656,2025-06-06,5.9344,stop_loss,1647,10047.7,-273.74,-0.027244,-1.0036,-1.4529,0.7209,1,92.0,entry=rsi2_next_open; setup_rsi2=2.61; raw_entry=open:6.1000; slippage_bps=1.0; decision_date=2025-06-04 00:00:00; filter_close=6.0700; filter_ma50=5.9375; filter_avg_value_10=60.64; filter_adr20=9.00; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,MVST,2025-06-05,3.3903,3.33,0.0603,2025-06-09,3.9996,hold_1d_open,2964,10048.97,1805.85,0.179705,10.0973,-0.1713,12.7556,2,99.0,entry=rsi2_next_open; setup_rsi2=3.24; raw_entry=open:3.3900; slippage_bps=1.0; decision_date=2025-06-04 00:00:00; filter_close=3.3900; filter_ma50=2.3743; filter_avg_value_10=30.59; filter_adr20=12.00; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,OKLO,2025-06-06,47.1047,46.01,1.0947,2025-06-10,54.2746,hold_1d_open,213,10033.3,1527.18,0.152211,6.5496,-0.6437,8.5824,2,98.0,entry=rsi2_next_open; setup_rsi2=3.24; raw_entry=open:47.1000; slippage_bps=1.0; decision_date=2025-06-05 00:00:00; filter_close=47.1600; filter_ma50=30.9102; filter_avg_value_10=1591.56; filter_adr20=11.69; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,RGTI,2025-06-06,11.2211,10.71,0.5111,2025-06-10,11.5288,hold_1d_open,897,10065.35,276.03,0.027424,0.6021,-0.4718,1.7586,2,97.0,entry=rsi2_next_open; setup_rsi2=2.17; raw_entry=open:11.2200; slippage_bps=1.0; decision_date=2025-06-05 00:00:00; filter_close=10.8900; filter_ma50=10.0871; filter_avg_value_10=853.53; filter_adr20=10.94; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,IONQ,2025-06-06,37.6738,35.927,1.7468,2025-06-10,40.6359,hold_1d_open,267,10058.9,790.9,0.078627,1.6958,-0.5002,3.6503,2,96.0,entry=rsi2_next_open; setup_rsi2=1.96; raw_entry=open:37.6700; slippage_bps=1.0; decision_date=2025-06-05 00:00:00; filter_close=36.6600; filter_ma50=30.6998; filter_avg_value_10=1452.67; filter_adr20=10.66; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,ACHR,2025-06-06,9.661,9.245,0.416,2025-06-10,11.2689,hold_1d_open,1042,10066.73,1675.44,0.166433,3.8655,-0.3365,4.8298,2,92.0,entry=rsi2_next_open; setup_rsi2=0.79; raw_entry=open:9.6600; slippage_bps=1.0; decision_date=2025-06-05 00:00:00; filter_close=9.3600; filter_ma50=8.8154; filter_avg_value_10=280.24; filter_adr20=7.42; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,DUOL,2025-06-11,486.9887,475.41,11.5787,2025-06-11,475.3625,same_day_stop_loss_red_candle,20,9739.77,-232.52,-0.023874,-1.0041,-1.3014,0.0787,0,92.0,entry=rsi2_next_open; setup_rsi2=4.41; raw_entry=open:486.9400; slippage_bps=1.0; decision_date=2025-06-10 00:00:00; filter_close=486.0200; filter_ma50=433.8154; filter_avg_value_10=409.67; filter_adr20=3.53; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,ODD,2025-06-10,69.837,69.43,0.407,2025-06-12,71.7228,hold_1d_open,144,10056.53,271.56,0.027004,4.6337,-1.7617,11.4575,2,92.0,entry=rsi2_next_open; setup_rsi2=3.47; raw_entry=open:69.8300; slippage_bps=1.0; decision_date=2025-06-09 00:00:00; filter_close=69.4600; filter_ma50=57.0396; filter_avg_value_10=83.05; filter_adr20=4.38; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,RBRK,2025-06-11,87.5588,86.54,1.0188,2025-06-13,87.3713,hold_1d_open,115,10069.26,-21.56,-0.002141,-0.184,-0.892,4.6834,2,94.0,entry=rsi2_next_open; setup_rsi2=1.33; raw_entry=open:87.5500; slippage_bps=1.0; decision_date=2025-06-10 00:00:00; filter_close=87.5500; filter_ma50=76.0194; filter_avg_value_10=426.18; filter_adr20=4.30; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,NRG,2025-06-11,148.8228,146.0198,2.803,2025-06-13,148.3778,hold_1d_open,67,9971.13,-29.81,-0.00299,-0.1587,-0.8095,0.5732,2,94.0,entry=rsi2_next_open; setup_rsi2=1.81; raw_entry=open:148.8079; slippage_bps=1.0; decision_date=2025-06-10 00:00:00; filter_close=146.9986; filter_ma50=123.6071; filter_avg_value_10=475.68; filter_adr20=3.06; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,GEV,2025-06-11,468.5385,457.6415,10.897,2025-06-13,476.5861,hold_1d_open,21,9839.31,169.0,0.017176,0.7385,-0.5098,1.8444,2,93.0,entry=rsi2_next_open; setup_rsi2=3.53; raw_entry=open:468.4917; slippage_bps=1.0; decision_date=2025-06-10 00:00:00; filter_close=464.2909; filter_ma50=392.0395; filter_avg_value_10=1517.56; filter_adr20=3.29; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,DUOL,2025-06-12,475.4075,471.92,3.4875,2025-06-13,471.8728,stop_loss,21,9983.56,-74.23,-0.007435,-1.0135,-1.5075,2.7505,1,91.0,entry=rsi2_next_open; setup_rsi2=2.16; raw_entry=open:475.3600; slippage_bps=1.0; decision_date=2025-06-11 00:00:00; filter_close=473.7800; filter_ma50=437.0802; filter_avg_value_10=432.82; filter_adr20=3.48; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,CVNA,2025-06-16,60.417,59.078,1.339,2025-06-16,59.0721,same_day_stop_loss_red_candle,167,10089.65,-224.61,-0.022261,-1.0044,-2.7505,0.3487,0,91.0,entry=rsi2_next_open; setup_rsi2=1.64; raw_entry=open:60.4110; slippage_bps=1.0; decision_date=2025-06-13 00:00:00; filter_close=59.4060; filter_ma50=53.7071; filter_avg_value_10=1217.45; filter_adr20=3.83; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,TNXP,2025-06-13,33.5033,29.0,4.5033,2025-06-17,36.6463,hold_1d_open,301,10084.51,946.04,0.093811,0.6979,-0.4782,0.8697,2,97.0,entry=rsi2_next_open; setup_rsi2=4.19; raw_entry=open:33.5000; slippage_bps=1.0; decision_date=2025-06-12 00:00:00; filter_close=34.5400; filter_ma50=24.5530; filter_avg_value_10=33.18; filter_adr20=14.05; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,AS,2025-06-16,36.7537,36.02,0.7337,2025-06-17,36.0164,stop_loss,275,10107.26,-202.75,-0.02006,-1.0049,-1.1227,1.0581,1,94.0,entry=rsi2_next_open; setup_rsi2=2.92; raw_entry=open:36.7500; slippage_bps=1.0; decision_date=2025-06-13 00:00:00; filter_close=36.2400; filter_ma50=29.5626; filter_avg_value_10=170.38; filter_adr20=3.39; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,APP,2025-06-16,367.8268,360.749,7.0778,2025-06-17,360.7129,stop_loss,27,9931.32,-192.07,-0.01934,-1.0051,-1.2881,1.2975,1,93.0,entry=rsi2_next_open; setup_rsi2=1.45; raw_entry=open:367.7900; slippage_bps=1.0; decision_date=2025-06-13 00:00:00; filter_close=364.4900; filter_ma50=321.4527; filter_avg_value_10=2147.01; filter_adr20=5.07; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,URBN,2025-06-16,68.5969,67.41,1.1869,2025-06-18,69.1131,hold_1d_open,147,10083.74,75.89,0.007526,0.435,-0.2333,2.3281,2,91.0,entry=rsi2_next_open; setup_rsi2=1.20; raw_entry=open:68.5900; slippage_bps=1.0; decision_date=2025-06-13 00:00:00; filter_close=68.0100; filter_ma50=58.4068; filter_avg_value_10=130.18; filter_adr20=3.63; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,HSAI,2025-06-18,17.8318,17.695,0.1368,2025-06-20,18.1982,hold_1d_open,566,10092.79,207.38,0.020547,2.6787,-0.9634,4.8852,2,94.0,entry=rsi2_next_open; setup_rsi2=4.98; raw_entry=open:17.8300; slippage_bps=1.0; decision_date=2025-06-17 00:00:00; filter_close=17.8400; filter_ma50=17.2581; filter_avg_value_10=51.43; filter_adr20=7.86; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,ASPI,2025-06-18,7.7208,7.545,0.1758,2025-06-20,7.5442,stop_loss,1309,10106.49,-231.07,-0.022864,-1.0043,-1.4836,2.2713,2,94.0,entry=rsi2_next_open; setup_rsi2=4.32; raw_entry=open:7.7200; slippage_bps=1.0; decision_date=2025-06-17 00:00:00; filter_close=7.7700; filter_ma50=6.7348; filter_avg_value_10=38.54; filter_adr20=10.72; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,PL,2025-06-18,5.1005,5.02,0.0805,2025-06-20,5.0195,stop_loss,1982,10109.21,-160.57,-0.015883,-1.0062,-1.7452,1.4842,2,94.0,entry=rsi2_next_open; setup_rsi2=3.83; raw_entry=open:5.1000; slippage_bps=1.0; decision_date=2025-06-17 00:00:00; filter_close=5.1000; filter_ma50=3.9000; filter_avg_value_10=100.39; filter_adr20=7.76; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,CRMD,2025-06-20,13.8714,13.41,0.4614,2025-06-20,13.4087,same_day_stop_loss_red_candle,728,10098.37,-336.87,-0.033358,-1.0029,-1.0867,0.0403,0,92.0,entry=rsi2_next_open; setup_rsi2=4.75; raw_entry=open:13.8700; slippage_bps=1.0; decision_date=2025-06-18 00:00:00; filter_close=13.5800; filter_ma50=11.0680; filter_avg_value_10=25.49; filter_adr20=4.73; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,ZENA,2025-06-23,3.9404,3.83,0.1104,2025-06-23,3.8296,same_day_stop_loss_red_candle,2564,10103.17,-284.03,-0.028113,-1.0035,-1.9058,1.2646,0,95.0,entry=rsi2_next_open; setup_rsi2=3.19; raw_entry=open:3.9400; slippage_bps=1.0; decision_date=2025-06-20 00:00:00; filter_close=3.9500; filter_ma50=2.8534; filter_avg_value_10=25.60; filter_adr20=17.40; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,PL,2025-06-23,4.9705,4.96,0.0105,2025-06-25,5.7294,hold_1d_open,2032,10100.05,1542.15,0.152687,72.3014,-6.716,73.3087,2,94.0,entry=rsi2_next_open; setup_rsi2=4.91; raw_entry=open:4.9700; slippage_bps=1.0; decision_date=2025-06-20 00:00:00; filter_close=5.0300; filter_ma50=3.9768; filter_avg_value_10=64.55; filter_adr20=7.71; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,AGX,2025-06-23,201.8529,192.7055,9.1474,2025-06-25,215.7306,hold_1d_open,50,10092.64,693.89,0.068752,1.5171,-0.3283,1.6053,2,93.0,entry=rsi2_next_open; setup_rsi2=3.80; raw_entry=open:201.8327; slippage_bps=1.0; decision_date=2025-06-20 00:00:00; filter_close=202.1906; filter_ma50=181.1159; filter_avg_value_10=129.98; filter_adr20=5.80; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,ASPI,2025-06-24,7.3807,7.11,0.2707,2025-06-25,7.1093,stop_loss,1372,10126.37,-372.43,-0.036778,-1.0026,-2.0157,1.6225,1,91.0,entry=rsi2_next_open; setup_rsi2=2.76; raw_entry=open:7.3800; slippage_bps=1.0; decision_date=2025-06-23 00:00:00; filter_close=7.3100; filter_ma50=6.9102; filter_avg_value_10=32.08; filter_adr20=9.54; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,OKLO,2025-06-24,57.8358,52.12,5.7158,2025-06-26,57.2443,hold_1d_open,174,10063.43,-102.92,-0.010227,-0.1035,-0.4351,1.2149,2,98.0,entry=rsi2_next_open; setup_rsi2=4.25; raw_entry=open:57.8300; slippage_bps=1.0; decision_date=2025-06-23 00:00:00; filter_close=55.1100; filter_ma50=39.0940; filter_avg_value_10=1621.01; filter_adr20=12.55; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,APLD,2025-06-24,10.151,9.41,0.741,2025-06-26,9.889,hold_1d_open,997,10120.56,-261.22,-0.025811,-0.3536,-0.6221,0.8083,2,95.0,entry=rsi2_next_open; setup_rsi2=3.82; raw_entry=open:10.1500; slippage_bps=1.0; decision_date=2025-06-23 00:00:00; filter_close=9.8700; filter_ma50=7.3480; filter_avg_value_10=610.17; filter_adr20=11.26; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,HERE,2025-06-26,9.1409,8.7,0.4409,2025-06-26,8.6991,same_day_stop_loss_red_candle,1106,10109.85,-488.61,-0.04833,-1.002,-1.6124,0.3608,0,98.0,entry=rsi2_next_open; setup_rsi2=4.60; raw_entry=open:9.1400; slippage_bps=1.0; decision_date=2025-06-25 00:00:00; filter_close=9.3400; filter_ma50=7.2468; filter_avg_value_10=34.63; filter_adr20=17.45; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,QBTS,2025-06-26,14.1714,14.16,0.0114,2025-06-26,14.1586,same_day_stop_loss_red_candle,713,10104.22,-9.15,-0.000906,-1.124,-19.3933,21.3347,0,98.0,entry=rsi2_next_open; setup_rsi2=3.71; raw_entry=open:14.1700; slippage_bps=1.0; decision_date=2025-06-25 00:00:00; filter_close=14.1800; filter_ma50=12.4792; filter_avg_value_10=775.53; filter_adr20=8.37; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open,HERE,2025-06-27,8.5609,8.43,0.1309,2025-06-27,8.4292,same_day_stop_loss_red_candle,1181,10110.37,-155.54,-0.015384,-1.0064,-5.8144,8.4761,0,98.0,entry=rsi2_next_open; setup_rsi2=2.70; raw_entry=open:8.5600; slippage_bps=1.0; decision_date=2025-06-26 00:00:00; filter_close=8.8200; filter_ma50=7.3334; filter_avg_value_10=28.95; filter_adr20=17.33; rs_bucket=rs90_100
