strategy,ticker,entry_date,entry_price,initial_stop,risk_per_share,exit_date,exit_price,exit_reason,shares,position_size,pnl,pnl_pct,r_multiple,mae,mfe,holding_days,rs_rank_at_entry,signal_details
rs90_100_rsi2_next_open_hold_5d_open_no_stop,SIMO,2022-05-24,81.6648,,,2022-05-31,83.1743,hold_5d_open,1224,99957.73,1847.62,0.018484,,,,5,95.0,entry=rsi2_next_open; setup_rsi2=3.96; raw_entry=open:81.5832; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-05-23 00:00:00; filter_close=81.9512; filter_ma50=71.7197; filter_avg_value_10=74.11; filter_adr20=4.12; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_5d_open_no_stop,CELH,2022-06-13,19.4995,,,2022-06-21,18.9311,hold_5d_open,5032,98121.38,-2860.33,-0.029151,,,,6,91.0,entry=rsi2_next_open; setup_rsi2=4.30; raw_entry=open:19.4800; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-06-10 00:00:00; filter_close=20.5033; filter_ma50=19.0715; filter_avg_value_10=54.48; filter_adr20=8.52; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_5d_open_no_stop,NRG,2022-06-13,39.2024,,,2022-06-21,32.8786,hold_5d_open,2486,97457.06,-15720.79,-0.16131,,,,6,91.0,entry=rsi2_next_open; setup_rsi2=3.04; raw_entry=open:39.1632; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-06-10 00:00:00; filter_close=39.7595; filter_ma50=37.4054; filter_avg_value_10=165.60; filter_adr20=2.71; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_5d_open_no_stop,CRK,2022-06-14,17.6498,,,2022-06-21,14.5367,hold_5d_open,5472,96579.77,-17034.74,-0.17638,,,,5,99.0,entry=rsi2_next_open; setup_rsi2=2.66; raw_entry=open:17.6322; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-06-13 00:00:00; filter_close=17.3383; filter_ma50=16.1668; filter_avg_value_10=58.69; filter_adr20=6.76; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_5d_open_no_stop,EQT,2022-06-14,43.0303,,,2022-06-21,34.5438,hold_5d_open,2222,95613.34,-18856.98,-0.197221,,,,5,99.0,entry=rsi2_next_open; setup_rsi2=2.66; raw_entry=open:42.9873; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-06-13 00:00:00; filter_close=42.4877; filter_ma50=39.7594; filter_avg_value_10=382.39; filter_adr20=5.29; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_5d_open_no_stop,CVE,2022-06-14,20.8308,,,2022-06-21,18.001,hold_5d_open,4543,94634.37,-12856.05,-0.13585,,,,5,98.0,entry=rsi2_next_open; setup_rsi2=3.89; raw_entry=open:20.8100; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-06-13 00:00:00; filter_close=20.4000; filter_ma50=18.0567; filter_avg_value_10=198.68; filter_adr20=3.07; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_5d_open_no_stop,TALO,2022-06-14,22.4224,,,2022-06-21,19.1209,hold_5d_open,4207,94331.04,-13889.58,-0.147243,,,,5,98.0,entry=rsi2_next_open; setup_rsi2=4.97; raw_entry=open:22.4000; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-06-13 00:00:00; filter_close=21.8600; filter_ma50=19.8242; filter_avg_value_10=36.35; filter_adr20=5.56; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_5d_open_no_stop,CNR,2022-06-14,45.5223,,,2022-06-21,44.7681,hold_5d_open,2064,93957.98,-1556.63,-0.016567,,,,5,98.0,entry=rsi2_next_open; setup_rsi2=3.81; raw_entry=open:45.4768; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-06-13 00:00:00; filter_close=44.8959; filter_ma50=44.4955; filter_avg_value_10=35.30; filter_adr20=6.72; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_5d_open_no_stop,SQM,2022-06-14,80.6085,,,2022-06-21,80.6285,hold_5d_open,1164,93828.35,23.22,0.000247,,,,5,98.0,entry=rsi2_next_open; setup_rsi2=3.17; raw_entry=open:80.5280; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-06-13 00:00:00; filter_close=79.9240; filter_ma50=73.8667; filter_avg_value_10=233.97; filter_adr20=5.38; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_5d_open_no_stop,VLO,2022-06-14,120.7547,,,2022-06-21,104.4509,hold_5d_open,777,93826.4,-12668.03,-0.135016,,,,5,98.0,entry=rsi2_next_open; setup_rsi2=4.97; raw_entry=open:120.6341; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-06-13 00:00:00; filter_close=117.4308; filter_ma50=106.0033; filter_avg_value_10=625.87; filter_adr20=3.95; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_5d_open_no_stop,CTRA,2022-06-14,28.1349,,,2022-06-21,22.9889,hold_5d_open,3330,93689.38,-17136.41,-0.182907,,,,5,98.0,entry=rsi2_next_open; setup_rsi2=1.78; raw_entry=open:28.1068; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-06-13 00:00:00; filter_close=27.5567; filter_ma50=25.9480; filter_avg_value_10=301.06; filter_adr20=3.75; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_5d_open_no_stop,DVN,2022-06-14,60.3238,,,2022-06-21,50.2185,hold_5d_open,1543,93079.7,-15592.5,-0.167518,,,,5,98.0,entry=rsi2_next_open; setup_rsi2=1.32; raw_entry=open:60.2636; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-06-13 00:00:00; filter_close=58.3506; filter_ma50=55.3170; filter_avg_value_10=743.43; filter_adr20=3.86; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_5d_open_no_stop,APA,2022-06-14,40.7397,,,2022-06-21,34.7428,hold_5d_open,2282,92967.96,-13684.96,-0.147201,,,,5,98.0,entry=rsi2_next_open; setup_rsi2=4.65; raw_entry=open:40.6990; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-06-13 00:00:00; filter_close=39.7994; filter_ma50=37.7935; filter_avg_value_10=442.47; filter_adr20=4.87; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_5d_open_no_stop,MTDR,2022-06-14,57.7326,,,2022-06-21,48.5681,hold_5d_open,1608,92833.97,-14736.45,-0.15874,,,,5,98.0,entry=rsi2_next_open; setup_rsi2=4.22; raw_entry=open:57.6749; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-06-13 00:00:00; filter_close=56.3278; filter_ma50=50.9898; filter_avg_value_10=88.91; filter_adr20=5.13; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_5d_open_no_stop,RRC,2022-06-14,31.128,,,2022-06-21,25.7792,hold_5d_open,2979,92730.35,-15933.97,-0.171831,,,,5,97.0,entry=rsi2_next_open; setup_rsi2=4.02; raw_entry=open:31.0969; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-06-13 00:00:00; filter_close=31.1739; filter_ma50=30.2672; filter_avg_value_10=141.88; filter_adr20=6.47; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_5d_open_no_stop,MPC,2022-06-14,96.4911,,,2022-06-21,82.7595,hold_5d_open,954,92052.53,-13099.95,-0.142309,,,,5,97.0,entry=rsi2_next_open; setup_rsi2=4.89; raw_entry=open:96.3947; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-06-13 00:00:00; filter_close=94.0654; filter_ma50=86.6365; filter_avg_value_10=708.71; filter_adr20=3.01; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_5d_open_no_stop,HRB,2022-06-14,30.2038,,,2022-06-21,30.0278,hold_5d_open,3041,91849.67,-535.13,-0.005826,,,,5,97.0,entry=rsi2_next_open; setup_rsi2=4.25; raw_entry=open:30.1736; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-06-13 00:00:00; filter_close=29.9777; filter_ma50=26.5669; filter_avg_value_10=61.85; filter_adr20=3.51; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_5d_open_no_stop,CNX,2022-06-14,21.8218,,,2022-06-21,17.7922,hold_5d_open,4215,91978.88,-16984.81,-0.18466,,,,5,97.0,entry=rsi2_next_open; setup_rsi2=2.69; raw_entry=open:21.8000; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-06-13 00:00:00; filter_close=21.5900; filter_ma50=21.1218; filter_avg_value_10=77.36; filter_adr20=4.26; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_5d_open_no_stop,FANG,2022-06-14,127.7025,,,2022-06-21,106.8499,hold_5d_open,713,91051.9,-14867.91,-0.16329,,,,5,96.0,entry=rsi2_next_open; setup_rsi2=3.62; raw_entry=open:127.5749; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-06-13 00:00:00; filter_close=124.2297; filter_ma50=115.3779; filter_avg_value_10=340.71; filter_adr20=3.97; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_5d_open_no_stop,UTHR,2022-06-14,216.7165,,,2022-06-21,220.809,hold_5d_open,419,90804.21,1714.74,0.018884,,,,5,95.0,entry=rsi2_next_open; setup_rsi2=3.19; raw_entry=open:216.5000; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-06-13 00:00:00; filter_close=216.4600; filter_ma50=196.7816; filter_avg_value_10=109.88; filter_adr20=3.96; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_5d_open_no_stop,COKE,2022-06-14,52.9805,,,2022-06-21,48.5864,hold_5d_open,1718,91020.43,-7549.07,-0.082938,,,,5,94.0,entry=rsi2_next_open; setup_rsi2=2.83; raw_entry=open:52.9275; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-06-13 00:00:00; filter_close=52.8528; filter_ma50=49.6236; filter_avg_value_10=31.56; filter_adr20=5.13; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_5d_open_no_stop,SMCI,2022-06-14,4.6927,,,2022-06-21,4.4256,hold_5d_open,19460,91319.71,-5198.12,-0.056922,,,,5,93.0,entry=rsi2_next_open; setup_rsi2=2.98; raw_entry=open:4.6880; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-06-13 00:00:00; filter_close=4.6880; filter_ma50=4.6178; filter_avg_value_10=30.46; filter_adr20=4.94; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_5d_open_no_stop,PAG,2022-06-14,101.1714,,,2022-06-21,98.7594,hold_5d_open,901,91155.41,-2173.15,-0.02384,,,,5,93.0,entry=rsi2_next_open; setup_rsi2=4.72; raw_entry=open:101.0703; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-06-13 00:00:00; filter_close=100.2693; filter_ma50=97.0434; filter_avg_value_10=37.54; filter_adr20=3.70; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_5d_open_no_stop,AVT,2022-06-14,40.4525,,,2022-06-21,38.6582,hold_5d_open,2258,91341.72,-4051.59,-0.044356,,,,5,92.0,entry=rsi2_next_open; setup_rsi2=2.06; raw_entry=open:40.4121; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-06-13 00:00:00; filter_close=40.2033; filter_ma50=39.5395; filter_avg_value_10=35.91; filter_adr20=2.91; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_5d_open_no_stop,WTI,2022-06-15,6.9142,,,2022-06-22,4.9683,hold_5d_open,12842,88792.15,-24989.54,-0.281439,,,,5,99.0,entry=rsi2_next_open; setup_rsi2=4.28; raw_entry=open:6.9073; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-06-14 00:00:00; filter_close=6.9168; filter_ma50=5.4542; filter_avg_value_10=45.19; filter_adr20=7.31; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_5d_open_no_stop,AR,2022-06-15,38.6887,,,2022-06-22,32.8871,hold_5d_open,2295,88790.46,-13314.61,-0.149955,,,,5,99.0,entry=rsi2_next_open; setup_rsi2=1.45; raw_entry=open:38.6500; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-06-14 00:00:00; filter_close=38.0400; filter_ma50=37.2494; filter_avg_value_10=324.07; filter_adr20=6.60; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_5d_open_no_stop,SU,2022-06-15,33.981,,,2022-06-22,29.7604,hold_5d_open,2615,88860.21,-11036.64,-0.124202,,,,5,98.0,entry=rsi2_next_open; setup_rsi2=4.86; raw_entry=open:33.9470; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-06-14 00:00:00; filter_close=34.0942; filter_ma50=31.5005; filter_avg_value_10=258.74; filter_adr20=2.91; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_5d_open_no_stop,SLB,2022-06-15,39.915,,,2022-06-22,33.3286,hold_5d_open,2224,88771.07,-14648.28,-0.165012,,,,5,95.0,entry=rsi2_next_open; setup_rsi2=3.43; raw_entry=open:39.8752; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-06-14 00:00:00; filter_close=39.5367; filter_ma50=38.9770; filter_avg_value_10=504.48; filter_adr20=4.13; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_5d_open_no_stop,DINO,2022-06-16,43.043,,,2022-06-23,38.7031,hold_5d_open,1615,69514.42,-7008.84,-0.100826,,,,5,98.0,entry=rsi2_next_open; setup_rsi2=3.29; raw_entry=open:43.0000; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-06-15 00:00:00; filter_close=44.0944; filter_ma50=38.1393; filter_avg_value_10=124.32; filter_adr20=3.85; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_5d_open_no_stop,OVV,2022-06-16,47.4949,,,2022-06-23,42.2137,hold_5d_open,1456,69152.59,-7689.49,-0.111196,,,,5,98.0,entry=rsi2_next_open; setup_rsi2=2.00; raw_entry=open:47.4475; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-06-15 00:00:00; filter_close=48.8494; filter_ma50=47.1562; filter_avg_value_10=228.57; filter_adr20=5.32; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_5d_open_no_stop,IMO,2022-06-16,46.5302,,,2022-06-23,43.586,hold_5d_open,1480,68864.75,-4357.44,-0.063275,,,,5,97.0,entry=rsi2_next_open; setup_rsi2=3.94; raw_entry=open:46.4838; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-06-15 00:00:00; filter_close=47.7563; filter_ma50=46.8739; filter_avg_value_10=39.44; filter_adr20=3.64; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_5d_open_no_stop,MUR,2022-06-16,33.9152,,,2022-06-23,28.3376,hold_5d_open,2029,68813.91,-11316.96,-0.164457,,,,5,97.0,entry=rsi2_next_open; setup_rsi2=2.82; raw_entry=open:33.8813; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-06-15 00:00:00; filter_close=35.0173; filter_ma50=34.2112; filter_avg_value_10=62.10; filter_adr20=5.32; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_5d_open_no_stop,COP,2022-06-16,90.5238,,,2022-06-23,80.6557,hold_5d_open,755,68345.51,-7450.45,-0.109012,,,,5,96.0,entry=rsi2_next_open; setup_rsi2=2.42; raw_entry=open:90.4334; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-06-15 00:00:00; filter_close=94.1537; filter_ma50=90.2261; filter_avg_value_10=704.92; filter_adr20=3.65; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_5d_open_no_stop,JKS,2022-06-16,45.5882,,,2022-06-23,51.0243,hold_5d_open,1495,68154.41,8126.91,0.119243,,,,5,95.0,entry=rsi2_next_open; setup_rsi2=4.60; raw_entry=open:45.5427; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-06-15 00:00:00; filter_close=47.5228; filter_ma50=45.7558; filter_avg_value_10=62.27; filter_adr20=5.69; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_5d_open_no_stop,NOG,2022-06-17,26.4086,,,2022-06-24,21.7154,hold_5d_open,2061,54428.12,-9672.6,-0.177713,,,,5,98.0,entry=rsi2_next_open; setup_rsi2=1.76; raw_entry=open:26.3822; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-06-16 00:00:00; filter_close=26.4315; filter_ma50=24.1610; filter_avg_value_10=42.44; filter_adr20=5.53; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_5d_open_no_stop,SM,2022-06-17,39.6045,,,2022-06-24,33.4044,hold_5d_open,1354,53624.47,-8394.9,-0.15655,,,,5,98.0,entry=rsi2_next_open; setup_rsi2=2.70; raw_entry=open:39.5649; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-06-16 00:00:00; filter_close=39.6565; filter_ma50=37.8279; filter_avg_value_10=99.99; filter_adr20=6.77; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_5d_open_no_stop,XOM,2022-06-17,79.6121,,,2022-06-24,75.9503,hold_5d_open,668,53180.86,-2446.06,-0.045995,,,,5,97.0,entry=rsi2_next_open; setup_rsi2=2.42; raw_entry=open:79.5325; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-06-16 00:00:00; filter_close=79.9085; filter_ma50=79.2082; filter_avg_value_10=2575.60; filter_adr20=2.80; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_5d_open_no_stop,CHRD,2022-06-17,104.4016,,,2022-06-24,90.7321,hold_5d_open,507,52931.63,-6930.44,-0.130932,,,,5,97.0,entry=rsi2_next_open; setup_rsi2=0.86; raw_entry=open:104.2973; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-06-16 00:00:00; filter_close=104.4694; filter_ma50=100.9525; filter_avg_value_10=39.33; filter_adr20=4.78; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_5d_open_no_stop,AGIG,2022-06-21,55.9559,,,2022-06-28,53.946,hold_5d_open,1118,62558.7,-2247.07,-0.035919,,,,5,99.0,entry=rsi2_next_open; setup_rsi2=3.41; raw_entry=open:55.9000; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-06-17 00:00:00; filter_close=54.8000; filter_ma50=42.5180; filter_avg_value_10=154.28; filter_adr20=21.13; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_5d_open_no_stop,PBF,2022-06-21,31.5804,,,2022-06-28,30.5324,hold_5d_open,1968,62150.3,-2062.49,-0.033186,,,,5,99.0,entry=rsi2_next_open; setup_rsi2=4.76; raw_entry=open:31.5489; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-06-17 00:00:00; filter_close=29.5592; filter_ma50=28.3146; filter_avg_value_10=166.55; filter_adr20=6.47; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_5d_open_no_stop,CVI,2022-06-21,25.0601,,,2022-06-28,26.7651,hold_5d_open,2484,62249.17,4235.24,0.068037,,,,5,99.0,entry=rsi2_next_open; setup_rsi2=4.20; raw_entry=open:25.0350; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-06-17 00:00:00; filter_close=24.4878; filter_ma50=22.8428; filter_avg_value_10=27.49; filter_adr20=5.62; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_5d_open_no_stop,TPL,2022-06-21,160.5473,,,2022-06-28,167.7047,hold_5d_open,389,62452.89,2784.25,0.044582,,,,5,96.0,entry=rsi2_next_open; setup_rsi2=3.08; raw_entry=open:160.3869; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-06-17 00:00:00; filter_close=155.7440; filter_ma50=155.2224; filter_avg_value_10=50.94; filter_adr20=4.12; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_5d_open_no_stop,PARR,2022-06-21,16.5766,,,2022-06-28,16.7932,hold_5d_open,3786,62758.85,820.16,0.013068,,,,5,93.0,entry=rsi2_next_open; setup_rsi2=3.03; raw_entry=open:16.5600; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-06-17 00:00:00; filter_close=15.9600; filter_ma50=15.8784; filter_avg_value_10=25.18; filter_adr20=5.19; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_5d_open_no_stop,HQY,2022-06-29,64.8948,,,2022-07-06,58.4715,hold_5d_open,884,57367.03,-5678.25,-0.098981,,,,5,91.0,entry=rsi2_next_open; setup_rsi2=2.58; raw_entry=open:64.8300; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-06-28 00:00:00; filter_close=65.1200; filter_ma50=63.3452; filter_avg_value_10=75.47; filter_adr20=4.37; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_5d_open_no_stop,SIDU,2022-07-01,344.344,,,2022-07-08,351.648,hold_5d_open,164,56472.42,1197.86,0.021211,,,,5,99.0,entry=rsi2_next_open; setup_rsi2=4.72; raw_entry=open:344.0000; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-06-30 00:00:00; filter_close=330.0000; filter_ma50=253.7400; filter_avg_value_10=97.39; filter_adr20=23.16; rs_bucket=rs90_100
