strategy,ticker,entry_date,entry_price,initial_stop,risk_per_share,exit_date,exit_price,exit_reason,shares,position_size,pnl,pnl_pct,r_multiple,mae,mfe,holding_days,rs_rank_at_entry,signal_details
rs90_100_rsi2_next_open_rsi2_gt_80,VST,2024-12-11,144.7272,,,2024-12-24,142.3706,rsi2_gt_80,966,139806.46,-2276.5,-0.016283,,,,9,92.0,entry=rsi2_next_open; setup_rsi2=3.77; raw_entry=open:144.7127; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-12-10 00:00:00; filter_close=140.3299; filter_ma50=137.0090; filter_avg_value_10=726.12; filter_adr20=5.70; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,TPL,2024-12-11,436.2732,,,2024-12-24,384.2238,rsi2_gt_80,320,139607.43,-16655.83,-0.119305,,,,9,91.0,entry=rsi2_next_open; setup_rsi2=4.27; raw_entry=open:436.2296; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-12-10 00:00:00; filter_close=428.8997; filter_ma50=411.8887; filter_avg_value_10=347.55; filter_adr20=5.95; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,TWLO,2024-12-19,106.4106,,,2024-12-24,111.3689,rsi2_gt_80,1254,133438.94,6217.61,0.046595,,,,3,94.0,entry=rsi2_next_open; setup_rsi2=4.59; raw_entry=open:106.4000; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-12-18 00:00:00; filter_close=105.4600; filter_ma50=91.5268; filter_avg_value_10=294.79; filter_adr20=3.32; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,INTA,2024-12-19,65.4465,,,2024-12-24,66.0534,rsi2_gt_80,2045,133838.19,1241.0,0.009272,,,,3,92.0,entry=rsi2_next_open; setup_rsi2=2.84; raw_entry=open:65.4400; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-12-18 00:00:00; filter_close=64.4300; filter_ma50=57.3374; filter_avg_value_10=44.71; filter_adr20=3.45; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,ROOT,2024-12-04,92.7293,,,2024-12-26,76.0724,rsi2_gt_80,1536,142432.16,-25584.97,-0.179629,,,,16,97.0,entry=rsi2_next_open; setup_rsi2=3.38; raw_entry=open:92.7200; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-12-03 00:00:00; filter_close=92.8600; filter_ma50=62.1932; filter_avg_value_10=52.01; filter_adr20=11.04; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,IESC,2024-12-09,268.1968,,,2024-12-26,217.9682,rsi2_gt_80,528,141607.93,-26520.71,-0.187283,,,,13,92.0,entry=rsi2_next_open; setup_rsi2=4.18; raw_entry=open:268.1700; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-12-06 00:00:00; filter_close=268.1700; filter_ma50=244.1556; filter_avg_value_10=64.69; filter_adr20=7.71; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,HNST,2024-12-12,7.1407,,,2024-12-26,7.0493,rsi2_gt_80,19018,135802.1,-1738.6,-0.012802,,,,10,96.0,entry=rsi2_next_open; setup_rsi2=2.41; raw_entry=open:7.1400; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-12-11 00:00:00; filter_close=7.1400; filter_ma50=5.3764; filter_avg_value_10=25.80; filter_adr20=8.06; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,GEO,2024-12-16,27.0027,,,2024-12-26,28.2872,rsi2_gt_80,5333,144005.4,6850.09,0.047568,,,,8,95.0,entry=rsi2_next_open; setup_rsi2=3.64; raw_entry=open:27.0000; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-12-13 00:00:00; filter_close=27.4100; filter_ma50=21.5038; filter_avg_value_10=79.55; filter_adr20=5.15; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,QTWO,2024-12-19,104.4104,,,2024-12-26,105.6694,rsi2_gt_80,1280,133645.37,1611.51,0.012058,,,,5,92.0,entry=rsi2_next_open; setup_rsi2=4.66; raw_entry=open:104.4000; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-12-18 00:00:00; filter_close=102.3400; filter_ma50=95.5912; filter_avg_value_10=66.14; filter_adr20=3.16; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,GSAT,2024-12-19,28.5028,,,2024-12-26,31.9468,rsi2_gt_80,4703,134048.9,16196.92,0.120828,,,,5,90.0,entry=rsi2_next_open; setup_rsi2=3.44; raw_entry=open:28.5000; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-12-18 00:00:00; filter_close=27.7500; filter_ma50=24.6600; filter_avg_value_10=57.48; filter_adr20=9.92; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,UPST,2024-12-20,66.0066,,,2024-12-26,72.0228,rsi2_gt_80,2143,141452.14,12892.71,0.091145,,,,4,95.0,entry=rsi2_next_open; setup_rsi2=4.56; raw_entry=open:66.0000; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-12-19 00:00:00; filter_close=67.2300; filter_ma50=64.7157; filter_avg_value_10=536.95; filter_adr20=8.18; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,HIMS,2024-12-20,26.0426,,,2024-12-26,28.4872,rsi2_gt_80,5451,141958.24,13325.22,0.093867,,,,4,92.0,entry=rsi2_next_open; setup_rsi2=4.32; raw_entry=open:26.0400; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-12-19 00:00:00; filter_close=26.3600; filter_ma50=25.3838; filter_avg_value_10=412.02; filter_adr20=10.55; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,UPWK,2024-12-20,16.0116,,,2024-12-26,16.9983,rsi2_gt_80,8893,142391.17,8774.71,0.061624,,,,4,91.0,entry=rsi2_next_open; setup_rsi2=4.48; raw_entry=open:16.0100; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-12-19 00:00:00; filter_close=16.2400; filter_ma50=14.6408; filter_avg_value_10=28.88; filter_adr20=3.52; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,UNFI,2024-12-24,25.8526,,,2024-12-26,27.2573,rsi2_gt_80,5693,147178.77,7996.89,0.054335,,,,2,93.0,entry=rsi2_next_open; setup_rsi2=3.81; raw_entry=open:25.8500; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-12-23 00:00:00; filter_close=25.6500; filter_ma50=23.1588; filter_avg_value_10=34.45; filter_adr20=4.55; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,SEZL,2024-12-10,55.0055,,,2025-01-02,45.4605,rsi2_gt_80,2525,138888.89,-24101.24,-0.173529,,,,17,98.0,entry=rsi2_next_open; setup_rsi2=3.43; raw_entry=open:55.0000; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-12-09 00:00:00; filter_close=55.3067; filter_ma50=46.9117; filter_avg_value_10=43.79; filter_adr20=10.99; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,SFM,2024-12-18,138.2538,,,2025-01-02,132.9467,rsi2_gt_80,933,128990.82,-4951.54,-0.038387,,,,11,90.0,entry=rsi2_next_open; setup_rsi2=3.83; raw_entry=open:138.2400; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-12-17 00:00:00; filter_close=138.6000; filter_ma50=135.4394; filter_avg_value_10=175.11; filter_adr20=2.58; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,MSTR,2024-12-20,319.4019,,,2025-01-03,339.626,rsi2_gt_80,436,139259.24,8817.71,0.063319,,,,10,96.0,entry=rsi2_next_open; setup_rsi2=3.41; raw_entry=open:319.3700; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-12-19 00:00:00; filter_close=326.4600; filter_ma50=314.1056; filter_avg_value_10=9309.38; filter_adr20=12.12; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,SITM,2024-12-20,211.5412,,,2025-01-03,234.3266,rsi2_gt_80,671,141944.12,15289.01,0.107711,,,,10,92.0,entry=rsi2_next_open; setup_rsi2=3.05; raw_entry=open:211.5200; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-12-19 00:00:00; filter_close=216.0900; filter_ma50=205.1135; filter_avg_value_10=70.44; filter_adr20=5.27; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,BE,2025-01-02,22.5123,,,2025-01-03,24.3176,rsi2_gt_80,6592,148400.76,11900.65,0.080193,,,,1,94.0,entry=rsi2_next_open; setup_rsi2=3.49; raw_entry=open:22.5100; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-12-31 00:00:00; filter_close=22.2100; filter_ma50=19.5120; filter_avg_value_10=112.33; filter_adr20=7.42; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,LUMN,2024-11-19,7.9008,,,2025-01-06,5.8194,rsi2_gt_80,16250,128387.84,-33822.29,-0.263438,,,,34,98.0,entry=rsi2_next_open; setup_rsi2=4.73; raw_entry=open:7.9000; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-11-18 00:00:00; filter_close=8.1300; filter_ma50=6.9828; filter_avg_value_10=205.08; filter_adr20=8.25; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,CAN,2024-12-24,2.1882,,,2025-01-06,2.3398,rsi2_gt_80,67074,146772.59,10164.87,0.069256,,,,9,95.0,entry=rsi2_next_open; setup_rsi2=3.85; raw_entry=open:2.1880; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-12-23 00:00:00; filter_close=2.0600; filter_ma50=1.7627; filter_avg_value_10=60.23; filter_adr20=15.44; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,DOCS,2024-12-31,53.7954,,,2025-01-06,55.5644,rsi2_gt_80,2684,144386.8,4748.16,0.032885,,,,4,91.0,entry=rsi2_next_open; setup_rsi2=4.18; raw_entry=open:53.7900; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-12-30 00:00:00; filter_close=53.4600; filter_ma50=50.3018; filter_avg_value_10=147.00; filter_adr20=4.08; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,RBRK,2025-01-02,65.7266,,,2025-01-06,68.4931,rsi2_gt_80,2255,148213.42,6238.63,0.042092,,,,2,96.0,entry=rsi2_next_open; setup_rsi2=4.49; raw_entry=open:65.7200; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-12-31 00:00:00; filter_close=65.3600; filter_ma50=53.1002; filter_avg_value_10=245.90; filter_adr20=6.80; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,ARQT,2025-01-02,14.2014,,,2025-01-06,14.7085,rsi2_gt_80,10477,148788.28,5312.98,0.035708,,,,2,92.0,entry=rsi2_next_open; setup_rsi2=4.69; raw_entry=open:14.2000; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-12-31 00:00:00; filter_close=13.9300; filter_ma50=11.3077; filter_avg_value_10=34.51; filter_adr20=7.65; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,UAL,2025-01-03,95.4095,,,2025-01-06,98.5601,rsi2_gt_80,1628,155326.73,5129.18,0.033022,,,,1,93.0,entry=rsi2_next_open; setup_rsi2=4.02; raw_entry=open:95.4000; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-01-02 00:00:00; filter_close=95.4300; filter_ma50=91.1548; filter_avg_value_10=452.87; filter_adr20=3.52; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,JANX,2024-12-19,54.5555,,,2025-01-07,57.8042,rsi2_gt_80,2447,133497.2,7949.73,0.05955,,,,13,91.0,entry=rsi2_next_open; setup_rsi2=2.98; raw_entry=open:54.5500; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-12-18 00:00:00; filter_close=55.1300; filter_ma50=53.5433; filter_avg_value_10=83.06; filter_adr20=8.77; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,ALK,2025-01-03,64.3064,,,2025-01-07,65.5134,rsi2_gt_80,2434,156521.86,2937.87,0.01877,,,,2,92.0,entry=rsi2_next_open; setup_rsi2=4.64; raw_entry=open:64.3000; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-01-02 00:00:00; filter_close=64.3000; filter_ma50=55.3154; filter_avg_value_10=197.10; filter_adr20=3.03; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,LLYVK,2024-12-12,70.7471,,,2025-01-14,68.5131,rsi2_gt_80,1914,135409.9,-4275.74,-0.031576,,,,23,93.0,entry=rsi2_next_open; setup_rsi2=4.93; raw_entry=open:70.7400; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-12-11 00:00:00; filter_close=70.8400; filter_ma50=62.2805; filter_avg_value_10=27.96; filter_adr20=2.76; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,CIEN,2025-01-03,83.6484,,,2025-01-14,83.4717,rsi2_gt_80,1870,156422.44,-330.44,-0.002113,,,,7,91.0,entry=rsi2_next_open; setup_rsi2=2.87; raw_entry=open:83.6400; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-01-02 00:00:00; filter_close=83.2400; filter_ma50=73.6926; filter_avg_value_10=149.64; filter_adr20=3.58; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,TSLA,2025-01-03,381.5182,,,2025-01-15,428.1772,rsi2_gt_80,407,155277.89,18990.22,0.122298,,,,8,93.0,entry=rsi2_next_open; setup_rsi2=2.97; raw_entry=open:381.4800; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-01-02 00:00:00; filter_close=379.2800; filter_ma50=349.3916; filter_avg_value_10=40205.61; filter_adr20=5.71; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,AISP,2025-01-10,4.5405,,,2025-01-15,5.1295,rsi2_gt_80,34091,154788.62,20080.73,0.12973,,,,3,94.0,entry=rsi2_next_open; setup_rsi2=2.91; raw_entry=open:4.5400; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-01-08 00:00:00; filter_close=4.5500; filter_ma50=3.4971; filter_avg_value_10=26.72; filter_adr20=20.66; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,GDYN,2025-01-13,19.972,,,2025-01-15,21.0579,rsi2_gt_80,7281,145416.11,7906.42,0.054371,,,,2,91.0,entry=rsi2_next_open; setup_rsi2=3.40; raw_entry=open:19.9700; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-01-10 00:00:00; filter_close=20.3400; filter_ma50=18.9382; filter_avg_value_10=53.04; filter_adr20=4.01; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,BTDR,2025-01-14,18.3118,,,2025-01-15,20.8379,rsi2_gt_80,8143,149113.24,20569.92,0.137948,,,,1,96.0,entry=rsi2_next_open; setup_rsi2=4.96; raw_entry=open:18.3100; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-01-13 00:00:00; filter_close=17.1100; filter_ma50=15.9497; filter_avg_value_10=179.04; filter_adr20=15.37; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,DAVE,2025-01-14,83.5184,,,2025-01-15,86.7813,rsi2_gt_80,1792,149664.89,5847.24,0.039069,,,,1,96.0,entry=rsi2_next_open; setup_rsi2=4.76; raw_entry=open:83.5100; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-01-13 00:00:00; filter_close=81.8700; filter_ma50=80.1200; filter_avg_value_10=39.44; filter_adr20=8.89; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,AXON,2025-01-02,604.1304,,,2025-01-16,585.7814,rsi2_gt_80,246,148616.08,-4513.85,-0.030373,,,,10,92.0,entry=rsi2_next_open; setup_rsi2=4.03; raw_entry=open:604.0700; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-12-31 00:00:00; filter_close=594.3200; filter_ma50=576.9822; filter_avg_value_10=900.79; filter_adr20=3.81; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,DXYZ,2025-01-03,56.2706,,,2025-01-16,57.3743,rsi2_gt_80,2734,153843.89,3017.34,0.019613,,,,9,99.0,entry=rsi2_next_open; setup_rsi2=3.69; raw_entry=open:56.2650; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-01-02 00:00:00; filter_close=57.1600; filter_ma50=41.6466; filter_avg_value_10=88.80; filter_adr20=14.48; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,EOSE,2025-01-14,4.8705,,,2025-01-16,6.1594,rsi2_gt_80,30893,150463.95,39817.89,0.264634,,,,2,98.0,entry=rsi2_next_open; setup_rsi2=3.64; raw_entry=open:4.8700; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-01-13 00:00:00; filter_close=4.7400; filter_ma50=3.5440; filter_avg_value_10=49.52; filter_adr20=10.56; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,REAL,2025-01-14,8.3308,,,2025-01-16,9.4491,rsi2_gt_80,17942,149471.8,20063.14,0.134227,,,,2,97.0,entry=rsi2_next_open; setup_rsi2=1.71; raw_entry=open:8.3300; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-01-13 00:00:00; filter_close=8.1500; filter_ma50=6.7674; filter_avg_value_10=40.23; filter_adr20=9.14; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,BBAI,2025-01-14,3.1703,,,2025-01-16,4.1496,rsi2_gt_80,47140,149448.75,46162.69,0.308886,,,,2,95.0,entry=rsi2_next_open; setup_rsi2=3.04; raw_entry=open:3.1700; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-01-13 00:00:00; filter_close=2.9800; filter_ma50=2.7426; filter_avg_value_10=195.70; filter_adr20=18.40; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,RUM,2025-01-15,10.8911,,,2025-01-16,12.2488,rsi2_gt_80,15693,170913.87,21306.16,0.12466,,,,1,95.0,entry=rsi2_next_open; setup_rsi2=2.48; raw_entry=open:10.8900; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-01-14 00:00:00; filter_close=10.2100; filter_ma50=8.5670; filter_avg_value_10=65.58; filter_adr20=14.17; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,DOCS,2025-01-13,51.3951,,,2025-01-17,53.7146,rsi2_gt_80,2836,145756.61,6578.08,0.045131,,,,4,90.0,entry=rsi2_next_open; setup_rsi2=4.60; raw_entry=open:51.3900; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-01-10 00:00:00; filter_close=52.1000; filter_ma50=52.0448; filter_avg_value_10=90.46; filter_adr20=3.94; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,BE,2025-01-15,23.2523,,,2025-01-17,23.9176,rsi2_gt_80,7349,170881.34,4889.17,0.028611,,,,2,95.0,entry=rsi2_next_open; setup_rsi2=4.37; raw_entry=open:23.2500; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-01-14 00:00:00; filter_close=22.3000; filter_ma50=21.7880; filter_avg_value_10=123.01; filter_adr20=7.19; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,UMAC,2025-01-10,12.8413,,,2025-01-21,14.7585,rsi2_gt_80,12134,155816.14,23263.79,0.149303,,,,7,99.0,entry=rsi2_next_open; setup_rsi2=4.13; raw_entry=open:12.8400; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-01-08 00:00:00; filter_close=12.3800; filter_ma50=8.6020; filter_avg_value_10=63.73; filter_adr20=19.68; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,SOUN,2025-01-10,14.4414,,,2025-01-21,16.5183,rsi2_gt_80,10803,156010.91,22436.8,0.143816,,,,7,98.0,entry=rsi2_next_open; setup_rsi2=2.20; raw_entry=open:14.4400; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-01-08 00:00:00; filter_close=15.0200; filter_ma50=12.3029; filter_avg_value_10=1585.05; filter_adr20=17.69; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,NVCR,2025-01-13,27.4527,,,2025-01-21,26.9573,rsi2_gt_80,5298,145444.65,-2624.86,-0.018047,,,,6,92.0,entry=rsi2_next_open; setup_rsi2=1.18; raw_entry=open:27.4500; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-01-10 00:00:00; filter_close=27.4500; filter_ma50=24.2271; filter_avg_value_10=26.42; filter_adr20=5.56; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,RKLB,2025-01-14,24.4524,,,2025-01-21,31.2669,rsi2_gt_80,6160,150627.07,41976.87,0.278681,,,,5,98.0,entry=rsi2_next_open; setup_rsi2=3.44; raw_entry=open:24.4500; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-01-13 00:00:00; filter_close=23.9100; filter_ma50=21.9149; filter_avg_value_10=463.37; filter_adr20=9.35; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,ACHR,2025-01-14,8.6809,,,2025-01-21,9.699,rsi2_gt_80,17270,149918.6,17583.65,0.117288,,,,5,97.0,entry=rsi2_next_open; setup_rsi2=3.49; raw_entry=open:8.6800; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-01-13 00:00:00; filter_close=8.2300; filter_ma50=7.2306; filter_avg_value_10=398.19; filter_adr20=12.91; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,LUNR,2025-01-15,17.6518,,,2025-01-21,22.9377,rsi2_gt_80,9587,169227.47,50676.33,0.299457,,,,4,98.0,entry=rsi2_next_open; setup_rsi2=4.64; raw_entry=open:17.6500; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-01-14 00:00:00; filter_close=16.8100; filter_ma50=13.8064; filter_avg_value_10=292.67; filter_adr20=12.93; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,QURE,2025-01-15,13.8114,,,2025-01-21,14.9085,rsi2_gt_80,12359,170694.86,13559.4,0.079436,,,,4,96.0,entry=rsi2_next_open; setup_rsi2=0.70; raw_entry=open:13.8100; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-01-14 00:00:00; filter_close=13.2300; filter_ma50=11.0223; filter_avg_value_10=25.00; filter_adr20=8.53; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,AIRE,2025-01-10,42.4042,,,2025-01-22,45.2455,rsi2_gt_80,3656,155029.91,10387.55,0.067004,,,,8,94.0,entry=rsi2_next_open; setup_rsi2=4.89; raw_entry=open:42.4000; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-01-08 00:00:00; filter_close=44.7500; filter_ma50=34.0005; filter_avg_value_10=51.19; filter_adr20=22.64; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,KC,2025-01-14,9.611,,,2025-01-24,10.7889,rsi2_gt_80,15568,149623.44,18338.49,0.122564,,,,8,98.0,entry=rsi2_next_open; setup_rsi2=3.10; raw_entry=open:9.6100; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-01-13 00:00:00; filter_close=9.1500; filter_ma50=7.4436; filter_avg_value_10=37.62; filter_adr20=6.16; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,XMTR,2025-01-10,35.4635,,,2025-01-28,34.0566,rsi2_gt_80,4388,155614.04,-6173.7,-0.039673,,,,12,94.0,entry=rsi2_next_open; setup_rsi2=4.52; raw_entry=open:35.4600; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-01-08 00:00:00; filter_close=36.5400; filter_ma50=33.0894; filter_avg_value_10=29.73; filter_adr20=7.57; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,WRBY,2025-01-15,25.2925,,,2025-01-28,26.9573,rsi2_gt_80,6739,170446.36,11218.91,0.065821,,,,9,93.0,entry=rsi2_next_open; setup_rsi2=4.99; raw_entry=open:25.2900; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-01-14 00:00:00; filter_close=24.6000; filter_ma50=23.0628; filter_avg_value_10=43.99; filter_adr20=4.41; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,KTOS,2025-01-30,33.4934,,,2025-02-04,34.3766,rsi2_gt_80,5919,198247.14,5227.73,0.02637,,,,3,92.0,entry=rsi2_next_open; setup_rsi2=3.00; raw_entry=open:33.4900; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-01-29 00:00:00; filter_close=32.7500; filter_ma50=28.4372; filter_avg_value_10=92.35; filter_adr20=4.47; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,GRRR,2025-01-13,13.4613,,,2025-02-05,15.6684,rsi2_gt_80,10919,146984.44,24099.18,0.163957,,,,17,98.0,entry=rsi2_next_open; setup_rsi2=3.59; raw_entry=open:13.4600; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-01-10 00:00:00; filter_close=11.6500; filter_ma50=8.9679; filter_avg_value_10=103.14; filter_adr20=22.73; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,CLOV,2025-02-04,4.3104,,,2025-02-05,4.6595,rsi2_gt_80,44899,193534.04,15674.37,0.08099,,,,1,97.0,entry=rsi2_next_open; setup_rsi2=4.25; raw_entry=open:4.3100; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-02-03 00:00:00; filter_close=4.3100; filter_ma50=3.6052; filter_avg_value_10=32.82; filter_adr20=6.67; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,PDYN,2025-02-04,7.8008,,,2025-02-06,9.1491,rsi2_gt_80,24765,193186.32,33390.76,0.172842,,,,2,98.0,entry=rsi2_next_open; setup_rsi2=4.52; raw_entry=open:7.8000; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-02-03 00:00:00; filter_close=7.7100; filter_ma50=6.7090; filter_avg_value_10=70.99; filter_adr20=18.56; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,QSI,2025-01-30,2.1002,,,2025-02-07,2.0398,rsi2_gt_80,95039,199601.85,-5741.68,-0.028766,,,,6,94.0,entry=rsi2_next_open; setup_rsi2=4.25; raw_entry=open:2.1000; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-01-29 00:00:00; filter_close=2.0400; filter_ma50=1.9450; filter_avg_value_10=47.50; filter_adr20=22.58; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,KULR,2025-01-30,16.4816,,,2025-02-10,20.7979,rsi2_gt_80,12034,198340.15,51942.01,0.261884,,,,7,99.0,entry=rsi2_next_open; setup_rsi2=4.17; raw_entry=open:16.4800; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-01-29 00:00:00; filter_close=16.2400; filter_ma50=15.7360; filter_avg_value_10=47.65; filter_adr20=16.36; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,GH,2025-02-12,42.5042,,,2025-02-13,46.9753,rsi2_gt_80,4636,197049.7,20727.79,0.105191,,,,1,93.0,entry=rsi2_next_open; setup_rsi2=3.10; raw_entry=open:42.5000; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-02-11 00:00:00; filter_close=43.6000; filter_ma50=38.5846; filter_avg_value_10=106.78; filter_adr20=6.07; rs_bucket=rs90_100
