strategy,ticker,entry_date,entry_price,initial_stop,risk_per_share,exit_date,exit_price,exit_reason,shares,position_size,pnl,pnl_pct,r_multiple,mae,mfe,holding_days,rs_rank_at_entry,signal_details
rs90_100_rsi2_next_open_rsi2_gt_80,COMP,2025-04-01,8.6909,,,2025-04-28,7.3793,rsi2_gt_80,11418,99232.34,-14975.92,-0.150918,,,,19,96.0,entry=rsi2_next_open; setup_rsi2=2.50; raw_entry=open:8.6900; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-03-31 00:00:00; filter_close=8.7300; filter_ma50=8.3340; filter_avg_value_10=61.64; filter_adr20=5.40; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,ESLT,2025-04-23,374.7649,,,2025-04-28,383.9403,rsi2_gt_80,276,103435.1,2532.41,0.024483,,,,3,96.0,entry=rsi2_next_open; setup_rsi2=3.73; raw_entry=open:374.7274; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-04-22 00:00:00; filter_close=374.7373; filter_ma50=356.5585; filter_avg_value_10=31.86; filter_adr20=2.78; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,FSM,2025-04-24,6.1906,,,2025-05-06,6.2594,rsi2_gt_80,16739,103624.77,1150.89,0.011106,,,,8,94.0,entry=rsi2_next_open; setup_rsi2=4.47; raw_entry=open:6.1900; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-04-23 00:00:00; filter_close=6.0900; filter_ma50=5.4834; filter_avg_value_10=101.24; filter_adr20=7.57; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,HMY,2025-04-28,14.8459,,,2025-05-06,16.1673,rsi2_gt_80,6993,103817.44,9240.67,0.089009,,,,6,97.0,entry=rsi2_next_open; setup_rsi2=2.64; raw_entry=open:14.8444; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-04-25 00:00:00; filter_close=15.1093; filter_ma50=12.9150; filter_avg_value_10=122.31; filter_adr20=5.72; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,IAG,2025-04-28,7.0007,,,2025-05-06,7.3593,rsi2_gt_80,14879,104163.42,5335.08,0.051218,,,,6,94.0,entry=rsi2_next_open; setup_rsi2=4.04; raw_entry=open:7.0000; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-04-25 00:00:00; filter_close=7.0300; filter_ma50=6.2686; filter_avg_value_10=122.90; filter_adr20=6.57; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,GRPN,2025-05-06,16.6017,,,2025-05-08,24.2076,rsi2_gt_80,6348,105387.34,48282.37,0.458142,,,,2,93.0,entry=rsi2_next_open; setup_rsi2=4.59; raw_entry=open:16.6000; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-05-05 00:00:00; filter_close=16.7800; filter_ma50=16.1066; filter_avg_value_10=34.89; filter_adr20=7.60; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,STNE,2025-05-06,10.9554,,,2025-05-08,11.4075,rsi2_gt_80,9639,105599.15,4358.06,0.04127,,,,2,93.0,entry=rsi2_next_open; setup_rsi2=4.46; raw_entry=open:10.9543; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-05-05 00:00:00; filter_close=11.0204; filter_ma50=9.1863; filter_avg_value_10=60.13; filter_adr20=5.02; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,HTZ,2025-05-06,6.1606,,,2025-05-09,6.7193,rsi2_gt_80,17114,105432.78,9561.8,0.090691,,,,3,97.0,entry=rsi2_next_open; setup_rsi2=2.54; raw_entry=open:6.1600; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-05-05 00:00:00; filter_close=6.2000; filter_ma50=4.8369; filter_avg_value_10=178.54; filter_adr20=14.28; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,STNE,2025-05-08,11.0711,,,2025-05-14,11.5562,rsi2_gt_80,10011,110832.51,4856.8,0.043821,,,,4,92.0,entry=rsi2_next_open; setup_rsi2=2.74; raw_entry=open:11.0700; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-05-07 00:00:00; filter_close=10.9295; filter_ma50=9.3054; filter_avg_value_10=51.91; filter_adr20=4.09; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,LRN,2025-05-13,150.195,,,2025-05-19,156.9343,rsi2_gt_80,746,112045.48,5027.51,0.04487,,,,4,92.0,entry=rsi2_next_open; setup_rsi2=3.94; raw_entry=open:150.1800; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-05-12 00:00:00; filter_close=149.3000; filter_ma50=134.5246; filter_avg_value_10=164.57; filter_adr20=4.15; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,MRX,2025-05-21,43.8032,,,2025-05-27,45.3884,rsi2_gt_80,2571,112618.13,4075.45,0.036188,,,,4,93.0,entry=rsi2_next_open; setup_rsi2=3.72; raw_entry=open:43.7989; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-05-20 00:00:00; filter_close=43.9068; filter_ma50=38.7017; filter_avg_value_10=51.12; filter_adr20=4.29; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,AVPT,2025-05-22,18.3218,,,2025-06-02,18.8081,rsi2_gt_80,6157,112807.52,2994.07,0.026541,,,,7,90.0,entry=rsi2_next_open; setup_rsi2=3.61; raw_entry=open:18.3200; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-05-21 00:00:00; filter_close=18.3200; filter_ma50=15.8496; filter_avg_value_10=32.84; filter_adr20=2.97; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,TOST,2025-05-23,42.0042,,,2025-06-02,42.9857,rsi2_gt_80,2701,113453.34,2651.04,0.023367,,,,6,90.0,entry=rsi2_next_open; setup_rsi2=4.47; raw_entry=open:42.0000; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-05-22 00:00:00; filter_close=42.6800; filter_ma50=36.3940; filter_avg_value_10=443.25; filter_adr20=3.32; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,MSTR,2025-05-27,381.1581,,,2025-06-03,387.3912,rsi2_gt_80,300,114347.43,1869.94,0.016353,,,,5,90.0,entry=rsi2_next_open; setup_rsi2=3.94; raw_entry=open:381.1200; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-05-23 00:00:00; filter_close=369.5100; filter_ma50=343.6914; filter_avg_value_10=5946.38; filter_adr20=4.93; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,KRMN,2025-05-27,42.4242,,,2025-06-05,46.0054,rsi2_gt_80,2684,113866.66,9611.83,0.084413,,,,7,96.0,entry=rsi2_next_open; setup_rsi2=3.73; raw_entry=open:42.4200; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-05-23 00:00:00; filter_close=41.8500; filter_ma50=36.1504; filter_avg_value_10=40.29; filter_adr20=5.26; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,TPR,2025-05-22,78.4028,,,2025-06-06,78.1608,rsi2_gt_80,1439,112821.6,-348.28,-0.003087,,,,11,91.0,entry=rsi2_next_open; setup_rsi2=4.34; raw_entry=open:78.3949; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-05-21 00:00:00; filter_close=78.5822; filter_ma50=70.6045; filter_avg_value_10=344.55; filter_adr20=2.92; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,NXT,2025-05-30,55.4255,,,2025-06-06,58.9141,rsi2_gt_80,1983,109908.85,6917.83,0.062941,,,,5,92.0,entry=rsi2_next_open; setup_rsi2=4.85; raw_entry=open:55.4200; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-05-29 00:00:00; filter_close=55.4250; filter_ma50=45.7095; filter_avg_value_10=211.20; filter_adr20=5.05; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,PRCH,2025-06-02,9.1209,,,2025-06-06,10.8589,rsi2_gt_80,12121,110554.57,21066.32,0.190551,,,,4,98.0,entry=rsi2_next_open; setup_rsi2=4.87; raw_entry=open:9.1200; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-05-30 00:00:00; filter_close=9.1200; filter_ma50=7.4932; filter_avg_value_10=33.92; filter_adr20=10.98; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,ACHR,2025-06-03,10.201,,,2025-06-06,10.189,rsi2_gt_80,10975,111956.19,-132.13,-0.00118,,,,3,94.0,entry=rsi2_next_open; setup_rsi2=3.52; raw_entry=open:10.2000; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-06-02 00:00:00; filter_close=9.7300; filter_ma50=8.7698; filter_avg_value_10=339.16; filter_adr20=7.17; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,MVST,2025-06-05,3.3903,,,2025-06-06,3.9596,rsi2_gt_80,32775,111118.36,18657.66,0.167908,,,,1,99.0,entry=rsi2_next_open; setup_rsi2=3.24; raw_entry=open:3.3900; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-06-04 00:00:00; filter_close=3.3900; filter_ma50=2.3743; filter_avg_value_10=30.59; filter_adr20=12.00; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,EOSE,2025-05-22,5.7606,,,2025-06-09,4.1796,rsi2_gt_80,19516,112423.41,-30854.69,-0.274451,,,,12,96.0,entry=rsi2_next_open; setup_rsi2=4.39; raw_entry=open:5.7600; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-05-21 00:00:00; filter_close=5.9300; filter_ma50=4.8790; filter_avg_value_10=64.64; filter_adr20=8.06; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,HTZ,2025-06-04,6.1306,,,2025-06-09,6.3094,rsi2_gt_80,18146,111246.11,3243.7,0.029158,,,,3,92.0,entry=rsi2_next_open; setup_rsi2=3.98; raw_entry=open:6.1300; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-06-03 00:00:00; filter_close=6.1800; filter_ma50=5.8849; filter_avg_value_10=61.13; filter_adr20=9.04; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,OKLO,2025-06-06,47.1047,,,2025-06-09,54.2546,rsi2_gt_80,2469,116301.53,17653.01,0.151787,,,,1,98.0,entry=rsi2_next_open; setup_rsi2=3.24; raw_entry=open:47.1000; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-06-05 00:00:00; filter_close=47.1600; filter_ma50=30.9102; filter_avg_value_10=1591.56; filter_adr20=11.69; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,ACHR,2025-06-06,9.661,,,2025-06-09,11.2589,rsi2_gt_80,12170,117573.95,19446.55,0.165398,,,,1,92.0,entry=rsi2_next_open; setup_rsi2=0.79; raw_entry=open:9.6600; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-06-05 00:00:00; filter_close=9.3600; filter_ma50=8.8154; filter_avg_value_10=280.24; filter_adr20=7.42; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,MRP,2025-05-29,24.9733,,,2025-06-10,25.2943,rsi2_gt_80,4430,110631.71,1422.19,0.012855,,,,8,91.0,entry=rsi2_next_open; setup_rsi2=1.80; raw_entry=open:24.9708; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-05-28 00:00:00; filter_close=24.9708; filter_ma50=23.1277; filter_avg_value_10=26.60; filter_adr20=2.64; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,RGTI,2025-06-06,11.2211,,,2025-06-11,12.5187,rsi2_gt_80,10435,117092.41,13540.73,0.115641,,,,3,97.0,entry=rsi2_next_open; setup_rsi2=2.17; raw_entry=open:11.2200; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-06-05 00:00:00; filter_close=10.8900; filter_ma50=10.0871; filter_avg_value_10=853.53; filter_adr20=10.94; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,RBRK,2025-06-10,90.199,,,2025-06-16,91.9908,rsi2_gt_80,1347,121498.08,2413.53,0.019865,,,,4,95.0,entry=rsi2_next_open; setup_rsi2=4.09; raw_entry=open:90.1900; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-06-09 00:00:00; filter_close=93.1500; filter_ma50=75.5416; filter_avg_value_10=362.48; filter_adr20=4.26; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,NRG,2025-06-11,148.8228,,,2025-06-16,152.1839,rsi2_gt_80,831,123671.73,2793.09,0.022585,,,,3,94.0,entry=rsi2_next_open; setup_rsi2=1.81; raw_entry=open:148.8079; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-06-10 00:00:00; filter_close=146.9986; filter_ma50=123.6071; filter_avg_value_10=475.68; filter_adr20=3.06; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,IONQ,2025-06-06,37.6738,,,2025-06-18,39.626,rsi2_gt_80,3109,117127.74,6069.62,0.05182,,,,8,96.0,entry=rsi2_next_open; setup_rsi2=1.96; raw_entry=open:37.6700; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-06-05 00:00:00; filter_close=36.6600; filter_ma50=30.6998; filter_avg_value_10=1452.67; filter_adr20=10.66; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,CVNA,2025-06-13,61.2801,,,2025-06-20,63.9716,rsi2_gt_80,2004,122805.37,5393.72,0.043921,,,,5,94.0,entry=rsi2_next_open; setup_rsi2=4.75; raw_entry=open:61.2740; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-06-12 00:00:00; filter_close=63.7900; filter_ma50=53.4242; filter_avg_value_10=1167.00; filter_adr20=3.71; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,ODD,2025-06-10,69.837,,,2025-06-23,74.0226,rsi2_gt_80,1735,121167.17,7262.03,0.059934,,,,9,92.0,entry=rsi2_next_open; setup_rsi2=3.47; raw_entry=open:69.8300; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-06-09 00:00:00; filter_close=69.4600; filter_ma50=57.0396; filter_avg_value_10=83.05; filter_adr20=4.38; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,GEV,2025-06-11,468.5386,,,2025-06-23,498.7353,rsi2_gt_80,263,123225.64,7941.74,0.064449,,,,8,93.0,entry=rsi2_next_open; setup_rsi2=3.53; raw_entry=open:468.4917; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-06-10 00:00:00; filter_close=464.2909; filter_ma50=392.0395; filter_avg_value_10=1517.56; filter_adr20=3.29; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,AS,2025-06-16,36.7537,,,2025-06-23,37.1163,rsi2_gt_80,3383,124337.68,1226.72,0.009866,,,,5,94.0,entry=rsi2_next_open; setup_rsi2=2.92; raw_entry=open:36.7500; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-06-13 00:00:00; filter_close=36.2400; filter_ma50=29.5626; filter_avg_value_10=170.38; filter_adr20=3.39; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,CRMD,2025-06-20,13.8714,,,2025-06-23,16.5583,rsi2_gt_80,8645,119918.14,23228.74,0.193705,,,,1,92.0,entry=rsi2_next_open; setup_rsi2=4.75; raw_entry=open:13.8700; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-06-18 00:00:00; filter_close=13.5800; filter_ma50=11.0680; filter_avg_value_10=25.49; filter_adr20=4.73; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,HSAI,2025-06-02,18.6869,,,2025-06-24,20.7779,rsi2_gt_80,5931,110831.81,12402.05,0.1119,,,,16,96.0,entry=rsi2_next_open; setup_rsi2=2.76; raw_entry=open:18.6850; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-05-30 00:00:00; filter_close=18.8600; filter_ma50=16.6746; filter_avg_value_10=114.99; filter_adr20=8.40; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,SE,2025-06-12,153.2153,,,2025-06-24,158.2742,rsi2_gt_80,811,124257.62,4102.73,0.033018,,,,8,90.0,entry=rsi2_next_open; setup_rsi2=3.55; raw_entry=open:153.2000; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-06-11 00:00:00; filter_close=154.4400; filter_ma50=141.9468; filter_avg_value_10=647.37; filter_adr20=2.95; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,TNXP,2025-06-13,33.5033,,,2025-06-24,35.6664,rsi2_gt_80,3682,123359.33,7964.46,0.064563,,,,7,97.0,entry=rsi2_next_open; setup_rsi2=4.19; raw_entry=open:33.5000; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-06-12 00:00:00; filter_close=34.5400; filter_ma50=24.5530; filter_avg_value_10=33.18; filter_adr20=14.05; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,PL,2025-06-18,5.1005,,,2025-06-24,5.5694,rsi2_gt_80,24070,122769.27,11287.22,0.091939,,,,4,94.0,entry=rsi2_next_open; setup_rsi2=3.83; raw_entry=open:5.1000; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-06-17 00:00:00; filter_close=5.1000; filter_ma50=3.9000; filter_avg_value_10=100.39; filter_adr20=7.76; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,AGX,2025-06-23,201.8529,,,2025-06-24,213.3745,rsi2_gt_80,609,122928.41,7016.65,0.057079,,,,1,93.0,entry=rsi2_next_open; setup_rsi2=3.80; raw_entry=open:201.8327; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-06-20 00:00:00; filter_close=202.1906; filter_ma50=181.1159; filter_avg_value_10=129.98; filter_adr20=5.80; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,URBN,2025-06-16,68.5969,,,2025-06-26,70.6529,rsi2_gt_80,1816,124571.89,3733.85,0.029973,,,,8,91.0,entry=rsi2_next_open; setup_rsi2=1.20; raw_entry=open:68.5900; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-06-13 00:00:00; filter_close=68.0100; filter_ma50=58.4068; filter_avg_value_10=130.18; filter_adr20=3.63; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,TMDX,2025-06-18,135.9536,,,2025-06-30,133.9966,rsi2_gt_80,903,122766.1,-1767.17,-0.014395,,,,8,93.0,entry=rsi2_next_open; setup_rsi2=3.91; raw_entry=open:135.9400; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-06-17 00:00:00; filter_close=136.2000; filter_ma50=109.9147; filter_avg_value_10=106.01; filter_adr20=3.69; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,QBTS,2025-06-26,14.1714,,,2025-07-01,14.8185,rsi2_gt_80,9017,127783.67,5834.91,0.045662,,,,3,98.0,entry=rsi2_next_open; setup_rsi2=3.71; raw_entry=open:14.1700; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-06-25 00:00:00; filter_close=14.1800; filter_ma50=12.4792; filter_avg_value_10=775.53; filter_adr20=8.37; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,OKLO,2025-06-24,57.8358,,,2025-07-07,55.9344,rsi2_gt_80,2227,128800.29,-4234.37,-0.032875,,,,9,98.0,entry=rsi2_next_open; setup_rsi2=4.25; raw_entry=open:57.8300; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-06-23 00:00:00; filter_close=55.1100; filter_ma50=39.0940; filter_avg_value_10=1621.01; filter_adr20=12.55; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,LEU,2025-06-30,168.9669,,,2025-07-07,183.6316,rsi2_gt_80,759,128245.87,11130.54,0.086791,,,,5,98.0,entry=rsi2_next_open; setup_rsi2=4.80; raw_entry=open:168.9500; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-06-27 00:00:00; filter_close=168.6500; filter_ma50=115.2900; filter_avg_value_10=312.31; filter_adr20=9.03; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,ZENA,2025-06-23,3.9404,,,2025-07-08,3.7646,rsi2_gt_80,31374,123625.92,-5514.62,-0.044607,,,,11,95.0,entry=rsi2_next_open; setup_rsi2=3.19; raw_entry=open:3.9400; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-06-20 00:00:00; filter_close=3.9500; filter_ma50=2.8534; filter_avg_value_10=25.60; filter_adr20=17.40; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,APP,2025-06-16,367.8268,,,2025-07-09,352.7047,rsi2_gt_80,338,124325.45,-5111.26,-0.041112,,,,17,93.0,entry=rsi2_next_open; setup_rsi2=1.45; raw_entry=open:367.7900; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-06-13 00:00:00; filter_close=364.4900; filter_ma50=321.4527; filter_avg_value_10=2147.01; filter_adr20=5.07; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,HERE,2025-06-26,9.1409,,,2025-07-09,9.759,rsi2_gt_80,14028,128228.75,8670.85,0.06762,,,,9,98.0,entry=rsi2_next_open; setup_rsi2=4.60; raw_entry=open:9.1400; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-06-25 00:00:00; filter_close=9.3400; filter_ma50=7.2468; filter_avg_value_10=34.63; filter_adr20=17.45; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,ASPI,2025-06-18,7.7208,,,2025-07-10,7.4393,rsi2_gt_80,15883,122629.02,-4471.31,-0.036462,,,,16,94.0,entry=rsi2_next_open; setup_rsi2=4.32; raw_entry=open:7.7200; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-06-17 00:00:00; filter_close=7.7700; filter_ma50=6.7348; filter_avg_value_10=38.54; filter_adr20=10.72; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,SNDK,2025-07-02,44.5245,,,2025-07-10,46.9453,rsi2_gt_80,2841,126493.97,6877.64,0.054371,,,,6,92.0,entry=rsi2_next_open; setup_rsi2=3.81; raw_entry=open:44.5200; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-07-01 00:00:00; filter_close=44.9600; filter_ma50=39.1680; filter_avg_value_10=138.68; filter_adr20=5.27; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,CRK,2025-07-02,25.3825,,,2025-07-14,23.8576,rsi2_gt_80,4994,126760.39,-7615.46,-0.060078,,,,8,92.0,entry=rsi2_next_open; setup_rsi2=3.55; raw_entry=open:25.3800; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-07-01 00:00:00; filter_close=25.2600; filter_ma50=23.7448; filter_avg_value_10=103.13; filter_adr20=4.99; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,ASTS,2025-07-10,43.2843,,,2025-07-14,47.8552,rsi2_gt_80,2947,127558.91,13470.41,0.105601,,,,2,95.0,entry=rsi2_next_open; setup_rsi2=2.10; raw_entry=open:43.2800; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-07-09 00:00:00; filter_close=42.5000; filter_ma50=33.2575; filter_avg_value_10=637.93; filter_adr20=8.13; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,NBIS,2025-07-10,46.5046,,,2025-07-14,51.9448,rsi2_gt_80,2747,127748.27,14944.11,0.116981,,,,2,94.0,entry=rsi2_next_open; setup_rsi2=4.70; raw_entry=open:46.5000; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-07-09 00:00:00; filter_close=46.0500; filter_ma50=40.6117; filter_avg_value_10=522.33; filter_adr20=6.80; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,APLD,2025-06-24,10.151,,,2025-07-15,9.969,rsi2_gt_80,12756,129486.34,-2321.74,-0.01793,,,,15,95.0,entry=rsi2_next_open; setup_rsi2=3.82; raw_entry=open:10.1500; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-06-23 00:00:00; filter_close=9.8700; filter_ma50=7.3480; filter_avg_value_10=610.17; filter_adr20=11.26; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,QUBT,2025-07-14,17.8968,,,2025-07-17,19.768,rsi2_gt_80,7187,128624.23,13448.56,0.104557,,,,3,98.0,entry=rsi2_next_open; setup_rsi2=3.69; raw_entry=open:17.8950; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-07-11 00:00:00; filter_close=17.4300; filter_ma50=14.0522; filter_avg_value_10=447.06; filter_adr20=10.75; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,BBAI,2025-07-14,6.2706,,,2025-07-17,8.2192,rsi2_gt_80,20708,129852.14,40350.6,0.310743,,,,3,97.0,entry=rsi2_next_open; setup_rsi2=2.97; raw_entry=open:6.2700; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-07-11 00:00:00; filter_close=6.4400; filter_ma50=4.4916; filter_avg_value_10=1609.22; filter_adr20=13.30; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,LAES,2025-07-14,3.5554,,,2025-07-17,3.7396,rsi2_gt_80,36902,131199.73,6799.95,0.051829,,,,3,95.0,entry=rsi2_next_open; setup_rsi2=4.07; raw_entry=open:3.5550; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-07-11 00:00:00; filter_close=3.6300; filter_ma50=3.4254; filter_avg_value_10=35.39; filter_adr20=7.82; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,TSSI,2025-07-11,22.4522,,,2025-07-18,23.1777,rsi2_gt_80,5604,125822.39,4065.35,0.03231,,,,5,98.0,entry=rsi2_next_open; setup_rsi2=4.83; raw_entry=open:22.4500; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-07-10 00:00:00; filter_close=22.9200; filter_ma50=17.3214; filter_avg_value_10=80.39; filter_adr20=11.28; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,APPS,2025-07-14,5.1205,,,2025-07-18,5.3695,rsi2_gt_80,25496,130552.57,6347.25,0.048618,,,,4,92.0,entry=rsi2_next_open; setup_rsi2=1.65; raw_entry=open:5.1200; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-07-11 00:00:00; filter_close=5.0800; filter_ma50=4.8618; filter_avg_value_10=31.70; filter_adr20=11.89; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,TGB,2025-07-21,3.2903,,,2025-07-22,3.4497,rsi2_gt_80,40173,132182.39,6400.61,0.048423,,,,1,90.0,entry=rsi2_next_open; setup_rsi2=4.70; raw_entry=open:3.2900; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-07-18 00:00:00; filter_close=3.2200; filter_ma50=2.7400; filter_avg_value_10=31.31; filter_adr20=5.46; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80,GRAL,2025-07-09,43.5544,,,2025-07-23,40.8759,rsi2_gt_80,2922,127265.82,-7826.41,-0.061497,,,,10,94.0,entry=rsi2_next_open; setup_rsi2=3.61; raw_entry=open:43.5500; slippage_bps=1.0; initial_stop=disabled; decision_date=2025-07-08 00:00:00; filter_close=42.8400; filter_ma50=40.5816; filter_avg_value_10=75.65; filter_adr20=8.09; rs_bucket=rs90_100
