strategy,ticker,entry_date,entry_price,initial_stop,risk_per_share,exit_date,exit_price,exit_reason,shares,position_size,pnl,pnl_pct,r_multiple,mae,mfe,holding_days,rs_rank_at_entry,signal_details
rs90_100_rsi2_next_open_3_day_low_no_stop,PIPR,2024-08-05,55.0267,,,2024-08-20,63.1138,3_day_low,883,48588.56,7140.9,0.146967,,,,11,90.0,entry=rsi2_next_open; setup_rsi2=3.36; raw_entry=open:55.0267; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-08-02 00:00:00; filter_close=58.5613; filter_ma50=55.3136; filter_avg_value_10=49.50; filter_adr20=3.28; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low_no_stop,JLL,2024-08-06,228.08,,,2024-08-20,242.62,3_day_low,210,47896.8,3053.4,0.06375,,,,10,93.0,entry=rsi2_next_open; setup_rsi2=4.60; raw_entry=open:228.0800; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-08-05 00:00:00; filter_close=231.9900; filter_ma50=214.8764; filter_avg_value_10=102.33; filter_adr20=3.14; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low_no_stop,MYGN,2024-08-06,25.8,,,2024-08-20,27.71,3_day_low,1869,48220.2,3569.79,0.074031,,,,10,91.0,entry=rsi2_next_open; setup_rsi2=3.62; raw_entry=open:25.8000; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-08-05 00:00:00; filter_close=25.8400; filter_ma50=24.9098; filter_avg_value_10=26.06; filter_adr20=3.85; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low_no_stop,EVR,2024-08-06,218.4461,,,2024-08-20,234.2957,3_day_low,221,48276.59,3502.76,0.072556,,,,10,90.0,entry=rsi2_next_open; setup_rsi2=4.46; raw_entry=open:218.4461; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-08-05 00:00:00; filter_close=217.5547; filter_ma50=210.8311; filter_avg_value_10=125.98; filter_adr20=3.20; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low_no_stop,BKU,2024-08-05,31.9811,,,2024-08-21,34.2033,3_day_low,1503,48067.57,3340.0,0.069486,,,,12,94.0,entry=rsi2_next_open; setup_rsi2=4.97; raw_entry=open:31.9811; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-08-02 00:00:00; filter_close=33.7021; filter_ma50=29.1864; filter_avg_value_10=33.56; filter_adr20=4.12; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low_no_stop,ADMA,2024-08-05,10.46,,,2024-08-22,17.53,3_day_low,4551,47603.46,32175.57,0.675908,,,,13,98.0,entry=rsi2_next_open; setup_rsi2=4.17; raw_entry=open:10.4600; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-08-02 00:00:00; filter_close=11.6900; filter_ma50=11.4039; filter_avg_value_10=42.87; filter_adr20=4.12; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low_no_stop,GWRE,2024-08-06,141.44,,,2024-08-22,146.84,3_day_low,340,48089.6,1836.0,0.038179,,,,12,91.0,entry=rsi2_next_open; setup_rsi2=2.85; raw_entry=open:141.4400; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-08-05 00:00:00; filter_close=140.0100; filter_ma50=135.4818; filter_avg_value_10=120.43; filter_adr20=2.55; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low_no_stop,DYN,2024-08-05,36.29,,,2024-08-23,45.19,3_day_low,1303,47285.87,11596.7,0.245247,,,,14,98.0,entry=rsi2_next_open; setup_rsi2=4.30; raw_entry=open:36.2900; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-08-02 00:00:00; filter_close=40.8300; filter_ma50=36.4024; filter_avg_value_10=36.99; filter_adr20=5.64; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low_no_stop,TOL,2024-08-06,125.5922,,,2024-08-28,140.4072,3_day_low,383,48101.81,5674.15,0.117961,,,,16,91.0,entry=rsi2_next_open; setup_rsi2=2.74; raw_entry=open:125.5922; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-08-05 00:00:00; filter_close=126.3615; filter_ma50=120.8935; filter_avg_value_10=196.75; filter_adr20=3.81; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low_no_stop,PLTR,2024-08-27,30.55,,,2024-08-28,30.38,3_day_low,1715,52393.25,-291.55,-0.005565,,,,1,94.0,entry=rsi2_next_open; setup_rsi2=5.00; raw_entry=open:30.5500; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-08-26 00:00:00; filter_close=30.8500; filter_ma50=27.7016; filter_avg_value_10=1454.69; filter_adr20=5.21; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low_no_stop,MHO,2024-08-05,141.53,,,2024-08-29,157.8,3_day_low,337,47695.61,5482.99,0.114958,,,,18,94.0,entry=rsi2_next_open; setup_rsi2=4.88; raw_entry=open:141.5300; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-08-02 00:00:00; filter_close=153.9100; filter_ma50=132.6808; filter_avg_value_10=51.72; filter_adr20=4.49; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low_no_stop,GRBK,2024-08-06,68.89,,,2024-08-29,77.17,3_day_low,694,47809.66,5746.32,0.120192,,,,17,96.0,entry=rsi2_next_open; setup_rsi2=3.81; raw_entry=open:68.8900; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-08-05 00:00:00; filter_close=69.1900; filter_ma50=61.0296; filter_avg_value_10=42.02; filter_adr20=4.45; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low_no_stop,DHI,2024-08-06,170.0901,,,2024-08-29,182.4592,3_day_low,281,47795.31,3475.72,0.072721,,,,17,94.0,entry=rsi2_next_open; setup_rsi2=4.92; raw_entry=open:170.0901; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-08-05 00:00:00; filter_close=170.2763; filter_ma50=148.6067; filter_avg_value_10=485.58; filter_adr20=3.50; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low_no_stop,SERV,2024-08-29,9.09,,,2024-08-30,8.8,3_day_low,5764,52394.76,-1671.56,-0.031903,,,,1,99.0,entry=rsi2_next_open; setup_rsi2=4.08; raw_entry=open:9.0900; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-08-28 00:00:00; filter_close=9.3500; filter_ma50=7.9471; filter_avg_value_10=70.79; filter_adr20=18.07; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low_no_stop,THC,2024-08-05,135.93,,,2024-09-03,161.91,3_day_low,352,47847.36,9144.96,0.191128,,,,21,94.0,entry=rsi2_next_open; setup_rsi2=3.55; raw_entry=open:135.9300; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-08-02 00:00:00; filter_close=141.7500; filter_ma50=136.5014; filter_avg_value_10=274.25; filter_adr20=3.11; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low_no_stop,HALO,2024-08-05,51.79,,,2024-09-03,62.98,3_day_low,943,48837.97,10552.17,0.216065,,,,21,90.0,entry=rsi2_next_open; setup_rsi2=4.19; raw_entry=open:51.7900; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-08-02 00:00:00; filter_close=54.0900; filter_ma50=51.0262; filter_avg_value_10=61.21; filter_adr20=2.94; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low_no_stop,FTAI,2024-08-06,97.5353,,,2024-09-03,117.5855,3_day_low,489,47694.74,9804.56,0.205569,,,,20,97.0,entry=rsi2_next_open; setup_rsi2=3.42; raw_entry=open:97.5353; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-08-05 00:00:00; filter_close=95.4529; filter_ma50=94.6642; filter_avg_value_10=176.79; filter_adr20=5.64; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low_no_stop,AXON,2024-08-27,360.49,,,2024-09-03,361.35,3_day_low,145,52271.05,124.7,0.002386,,,,5,90.0,entry=rsi2_next_open; setup_rsi2=2.50; raw_entry=open:360.4900; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-08-26 00:00:00; filter_close=360.4900; filter_ma50=319.4792; filter_avg_value_10=169.74; filter_adr20=3.38; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low_no_stop,SERV,2024-08-30,8.98,,,2024-09-03,8.12,3_day_low,5844,52479.12,-5025.84,-0.095768,,,,2,99.0,entry=rsi2_next_open; setup_rsi2=1.45; raw_entry=open:8.9800; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-08-29 00:00:00; filter_close=8.9800; filter_ma50=8.0857; filter_avg_value_10=58.43; filter_adr20=17.51; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low_no_stop,CLOV,2024-08-30,2.81,,,2024-09-03,2.54,3_day_low,18627,52341.87,-5029.29,-0.096085,,,,2,99.0,entry=rsi2_next_open; setup_rsi2=2.22; raw_entry=open:2.8100; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-08-29 00:00:00; filter_close=2.8200; filter_ma50=1.9237; filter_avg_value_10=45.68; filter_adr20=13.03; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low_no_stop,PLTR,2024-08-28,30.62,,,2024-09-04,30.0,3_day_low,1706,52237.72,-1057.72,-0.020248,,,,5,94.0,entry=rsi2_next_open; setup_rsi2=4.92; raw_entry=open:30.6200; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-08-27 00:00:00; filter_close=30.8400; filter_ma50=27.8470; filter_avg_value_10=1353.17; filter_adr20=5.04; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low_no_stop,SE,2024-08-30,79.02,,,2024-09-04,76.63,3_day_low,660,52153.2,-1577.4,-0.030246,,,,3,94.0,entry=rsi2_next_open; setup_rsi2=1.85; raw_entry=open:79.0200; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-08-29 00:00:00; filter_close=77.5200; filter_ma50=71.9026; filter_avg_value_10=420.31; filter_adr20=3.70; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low_no_stop,SERV,2024-09-03,8.21,,,2024-09-04,7.03,3_day_low,6277,51534.17,-7406.86,-0.143727,,,,1,99.0,entry=rsi2_next_open; setup_rsi2=0.54; raw_entry=open:8.2100; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-08-30 00:00:00; filter_close=8.4950; filter_ma50=8.2184; filter_avg_value_10=52.95; filter_adr20=16.83; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low_no_stop,ASPN,2024-09-04,26.11,,,2024-09-05,25.55,3_day_low,1967,51358.37,-1101.52,-0.021448,,,,1,96.0,entry=rsi2_next_open; setup_rsi2=2.83; raw_entry=open:26.1100; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-09-03 00:00:00; filter_close=26.3100; filter_ma50=24.6804; filter_avg_value_10=51.22; filter_adr20=8.28; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low_no_stop,SG,2024-09-04,30.19,,,2024-09-05,29.1,3_day_low,1704,51443.76,-1857.36,-0.036105,,,,1,94.0,entry=rsi2_next_open; setup_rsi2=1.74; raw_entry=open:30.1900; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-09-03 00:00:00; filter_close=29.2700; filter_ma50=29.0802; filter_avg_value_10=110.61; filter_adr20=6.78; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low_no_stop,TPL,2024-09-04,269.4418,,,2024-09-05,264.2219,3_day_low,190,51193.95,-991.8,-0.019373,,,,1,90.0,entry=rsi2_next_open; setup_rsi2=4.34; raw_entry=open:269.4418; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-09-03 00:00:00; filter_close=269.4418; filter_ma50=264.7341; filter_avg_value_10=67.16; filter_adr20=2.87; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low_no_stop,CLOV,2024-09-03,2.59,,,2024-09-06,2.455,3_day_low,19774,51214.66,-2669.49,-0.052124,,,,3,99.0,entry=rsi2_next_open; setup_rsi2=1.11; raw_entry=open:2.5900; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-08-30 00:00:00; filter_close=2.6300; filter_ma50=1.9557; filter_avg_value_10=46.85; filter_adr20=13.32; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low_no_stop,UPST,2024-09-05,36.44,,,2024-09-06,35.482,3_day_low,1399,50979.56,-1340.24,-0.02629,,,,1,96.0,entry=rsi2_next_open; setup_rsi2=3.67; raw_entry=open:36.4400; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-09-04 00:00:00; filter_close=36.3300; filter_ma50=30.8989; filter_avg_value_10=266.71; filter_adr20=9.09; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low_no_stop,TGTX,2024-09-05,21.97,,,2024-09-06,21.26,3_day_low,2319,50948.43,-1646.49,-0.032317,,,,1,94.0,entry=rsi2_next_open; setup_rsi2=3.62; raw_entry=open:21.9700; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-09-04 00:00:00; filter_close=22.0800; filter_ma50=20.8811; filter_avg_value_10=61.53; filter_adr20=6.08; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low_no_stop,CVNA,2024-09-06,28.3,,,2024-09-10,26.424,3_day_low,1788,50600.4,-3354.29,-0.06629,,,,2,96.0,entry=rsi2_next_open; setup_rsi2=3.80; raw_entry=open:28.3000; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-09-05 00:00:00; filter_close=28.2280; filter_ma50=27.6572; filter_avg_value_10=345.82; filter_adr20=4.43; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low_no_stop,UPST,2024-09-06,36.29,,,2024-09-10,33.77,3_day_low,1391,50479.39,-3505.32,-0.069441,,,,2,95.0,entry=rsi2_next_open; setup_rsi2=2.88; raw_entry=open:36.2900; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-09-05 00:00:00; filter_close=35.7200; filter_ma50=31.1621; filter_avg_value_10=256.43; filter_adr20=8.11; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low_no_stop,BFH,2024-09-09,54.6563,,,2024-09-10,51.3474,3_day_low,923,50447.79,-3054.16,-0.060541,,,,1,95.0,entry=rsi2_next_open; setup_rsi2=3.13; raw_entry=open:54.6563; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-09-06 00:00:00; filter_close=54.3529; filter_ma50=49.9424; filter_avg_value_10=42.93; filter_adr20=2.94; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low_no_stop,GRBK,2024-09-09,74.04,,,2024-09-10,73.3,3_day_low,680,50347.2,-503.2,-0.009995,,,,1,93.0,entry=rsi2_next_open; setup_rsi2=4.69; raw_entry=open:74.0400; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-09-06 00:00:00; filter_close=74.1200; filter_ma50=69.2690; filter_avg_value_10=25.40; filter_adr20=2.78; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low_no_stop,IOVA,2024-09-09,10.15,,,2024-09-10,9.45,3_day_low,4963,50374.45,-3474.1,-0.068966,,,,1,90.0,entry=rsi2_next_open; setup_rsi2=2.96; raw_entry=open:10.1500; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-09-06 00:00:00; filter_close=10.0100; filter_ma50=9.3366; filter_avg_value_10=59.81; filter_adr20=6.67; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low_no_stop,VIRT,2024-08-02,25.426,,,2024-09-11,29.6135,3_day_low,1881,47826.24,7876.69,0.164694,,,,28,93.0,entry=rsi2_next_open; setup_rsi2=2.37; raw_entry=open:25.4260; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-08-01 00:00:00; filter_close=25.8848; filter_ma50=22.9228; filter_avg_value_10=41.76; filter_adr20=3.52; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low_no_stop,BFH,2024-09-10,51.5628,,,2024-09-11,46.2567,3_day_low,969,49964.32,-5141.57,-0.102905,,,,1,94.0,entry=rsi2_next_open; setup_rsi2=1.03; raw_entry=open:51.5628; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-09-09 00:00:00; filter_close=52.7767; filter_ma50=50.1597; filter_avg_value_10=51.71; filter_adr20=3.07; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low_no_stop,THC,2024-09-10,153.84,,,2024-09-17,155.99,3_day_low,323,49690.32,694.45,0.013976,,,,5,94.0,entry=rsi2_next_open; setup_rsi2=2.65; raw_entry=open:153.8400; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-09-09 00:00:00; filter_close=153.2200; filter_ma50=147.3616; filter_avg_value_10=165.83; filter_adr20=2.56; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low_no_stop,RKT,2024-09-12,17.7528,,,2024-09-19,18.6517,3_day_low,2825,50151.52,2539.66,0.05064,,,,5,94.0,entry=rsi2_next_open; setup_rsi2=3.13; raw_entry=open:17.7528; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-09-11 00:00:00; filter_close=17.4689; filter_ma50=16.2218; filter_avg_value_10=60.03; filter_adr20=3.85; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low_no_stop,ONON,2024-09-09,44.99,,,2024-09-20,49.13,3_day_low,1119,50343.81,4632.66,0.09202,,,,9,93.0,entry=rsi2_next_open; setup_rsi2=4.23; raw_entry=open:44.9900; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-09-06 00:00:00; filter_close=44.4400; filter_ma50=40.7196; filter_avg_value_10=269.64; filter_adr20=4.65; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low_no_stop,TRUP,2024-09-20,43.12,,,2024-09-23,41.58,3_day_low,1171,50493.52,-1803.34,-0.035714,,,,1,91.0,entry=rsi2_next_open; setup_rsi2=4.82; raw_entry=open:43.1200; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-09-19 00:00:00; filter_close=42.0000; filter_ma50=40.0200; filter_avg_value_10=27.68; filter_adr20=5.77; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low_no_stop,CNK,2024-09-24,26.9759,,,2024-09-25,26.7888,3_day_low,1871,50471.93,-350.11,-0.006937,,,,1,93.0,entry=rsi2_next_open; setup_rsi2=2.59; raw_entry=open:26.9759; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-09-23 00:00:00; filter_close=27.2024; filter_ma50=25.5017; filter_avg_value_10=66.29; filter_adr20=2.66; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low_no_stop,GRBK,2024-09-11,72.42,,,2024-09-26,80.4,3_day_low,688,49824.96,5490.24,0.110191,,,,11,92.0,entry=rsi2_next_open; setup_rsi2=1.73; raw_entry=open:72.4200; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-09-10 00:00:00; filter_close=73.1600; filter_ma50=69.9222; filter_avg_value_10=25.03; filter_adr20=2.92; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low_no_stop,AFRM,2024-09-26,43.54,,,2024-09-27,41.38,3_day_low,1157,50375.78,-2499.12,-0.04961,,,,1,95.0,entry=rsi2_next_open; setup_rsi2=4.38; raw_entry=open:43.5400; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-09-25 00:00:00; filter_close=43.2400; filter_ma50=33.4745; filter_avg_value_10=492.94; filter_adr20=7.11; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low_no_stop,CVLT,2024-09-09,140.7,,,2024-09-30,151.37,3_day_low,357,50229.9,3809.19,0.075835,,,,15,91.0,entry=rsi2_next_open; setup_rsi2=2.48; raw_entry=open:140.7000; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-09-06 00:00:00; filter_close=139.5300; filter_ma50=137.1470; filter_avg_value_10=45.04; filter_adr20=2.75; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low_no_stop,GGAL,2024-09-26,41.4144,,,2024-09-30,40.3708,3_day_low,1217,50401.38,-1270.14,-0.025201,,,,2,98.0,entry=rsi2_next_open; setup_rsi2=4.93; raw_entry=open:41.4144; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-09-25 00:00:00; filter_close=40.9211; filter_ma50=33.5250; filter_avg_value_10=42.58; filter_adr20=4.86; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low_no_stop,JANX,2024-09-27,46.77,,,2024-09-30,45.46,3_day_low,1078,50418.06,-1412.18,-0.028009,,,,1,95.0,entry=rsi2_next_open; setup_rsi2=3.91; raw_entry=open:46.7700; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-09-26 00:00:00; filter_close=46.6200; filter_ma50=43.8052; filter_avg_value_10=32.11; filter_adr20=6.66; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low_no_stop,AFRM,2024-09-27,42.19,,,2024-09-30,40.54,3_day_low,1195,50417.05,-1971.75,-0.039109,,,,1,94.0,entry=rsi2_next_open; setup_rsi2=1.43; raw_entry=open:42.1900; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-09-26 00:00:00; filter_close=41.6400; filter_ma50=33.6619; filter_avg_value_10=483.15; filter_adr20=7.07; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low_no_stop,SLG,2024-09-27,64.7731,,,2024-09-30,63.8601,3_day_low,778,50393.46,-710.27,-0.014095,,,,1,90.0,entry=rsi2_next_open; setup_rsi2=3.86; raw_entry=open:64.7731; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-09-26 00:00:00; filter_close=64.0538; filter_ma50=60.0514; filter_avg_value_10=51.17; filter_adr20=3.28; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low_no_stop,TGTX,2024-09-24,23.25,,,2024-10-01,23.22,3_day_low,2172,50499.0,-65.16,-0.00129,,,,5,90.0,entry=rsi2_next_open; setup_rsi2=4.89; raw_entry=open:23.2500; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-09-23 00:00:00; filter_close=23.2500; filter_ma50=22.0751; filter_avg_value_10=161.95; filter_adr20=5.95; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low_no_stop,JANX,2024-09-30,45.46,,,2024-10-01,44.33,3_day_low,1106,50278.76,-1249.78,-0.024857,,,,1,94.0,entry=rsi2_next_open; setup_rsi2=2.90; raw_entry=open:45.4600; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-09-27 00:00:00; filter_close=46.2500; filter_ma50=43.8692; filter_avg_value_10=31.76; filter_adr20=6.70; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low_no_stop,AFRM,2024-09-30,40.54,,,2024-10-01,40.02,3_day_low,1240,50269.6,-644.8,-0.012827,,,,1,93.0,entry=rsi2_next_open; setup_rsi2=1.01; raw_entry=open:40.5400; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-09-27 00:00:00; filter_close=41.1600; filter_ma50=33.8679; filter_avg_value_10=445.70; filter_adr20=6.58; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low_no_stop,CNK,2024-09-26,26.6312,,,2024-10-02,26.7691,3_day_low,1888,50279.72,260.32,0.005177,,,,4,92.0,entry=rsi2_next_open; setup_rsi2=4.58; raw_entry=open:26.6312; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-09-25 00:00:00; filter_close=26.4539; filter_ma50=25.7466; filter_avg_value_10=57.37; filter_adr20=2.63; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low_no_stop,OSCR,2024-09-27,20.39,,,2024-10-02,20.2,3_day_low,2469,50342.91,-469.11,-0.009318,,,,3,93.0,entry=rsi2_next_open; setup_rsi2=2.47; raw_entry=open:20.3900; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-09-26 00:00:00; filter_close=20.4800; filter_ma50=18.3020; filter_avg_value_10=70.41; filter_adr20=5.36; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low_no_stop,AHR,2024-10-02,24.1287,,,2024-10-03,23.8503,3_day_low,2069,49922.28,-576.1,-0.01154,,,,1,98.0,entry=rsi2_next_open; setup_rsi2=4.27; raw_entry=open:24.1287; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-10-01 00:00:00; filter_close=24.3687; filter_ma50=19.7148; filter_avg_value_10=126.45; filter_adr20=3.36; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low_no_stop,SMTC,2024-10-02,41.85,,,2024-10-03,40.56,3_day_low,1195,50010.75,-1541.55,-0.030824,,,,1,92.0,entry=rsi2_next_open; setup_rsi2=1.41; raw_entry=open:41.8500; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-10-01 00:00:00; filter_close=42.0800; filter_ma50=37.7740; filter_avg_value_10=97.73; filter_adr20=5.00; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low_no_stop,KYMR,2024-10-02,45.93,,,2024-10-03,44.75,3_day_low,1088,49971.84,-1283.84,-0.025691,,,,1,91.0,entry=rsi2_next_open; setup_rsi2=4.64; raw_entry=open:45.9300; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-10-01 00:00:00; filter_close=46.5700; filter_ma50=45.8512; filter_avg_value_10=29.16; filter_adr20=5.19; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low_no_stop,WULF,2024-10-02,4.24,,,2024-10-07,4.18,3_day_low,11782,49955.68,-706.92,-0.014151,,,,3,95.0,entry=rsi2_next_open; setup_rsi2=4.14; raw_entry=open:4.2400; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-10-01 00:00:00; filter_close=4.3300; filter_ma50=4.2708; filter_avg_value_10=107.10; filter_adr20=9.70; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low_no_stop,AHR,2024-10-03,23.9367,,,2024-10-07,23.7638,3_day_low,2094,50123.39,-361.9,-0.00722,,,,2,98.0,entry=rsi2_next_open; setup_rsi2=2.45; raw_entry=open:23.9367; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-10-02 00:00:00; filter_close=24.0807; filter_ma50=19.8808; filter_avg_value_10=124.90; filter_adr20=3.30; rs_bucket=rs90_100
