strategy,ticker,entry_date,entry_price,initial_stop,risk_per_share,exit_date,exit_price,exit_reason,shares,position_size,pnl,pnl_pct,r_multiple,mae,mfe,holding_days,rs_rank_at_entry,signal_details
rs90_100_rsi2_next_open_5_day_low_no_stop,AVT,2022-05-25,41.4203,,,2022-06-09,42.8291,5_day_low,1206,49952.84,1699.05,0.034013,,,,11,93.0,entry=rsi2_next_open; setup_rsi2=4.87; raw_entry=open:41.4161; slippage_bps=1.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-05-24 00:00:00; filter_close=40.9738; filter_ma50=38.3106; filter_avg_value_10=33.65; filter_adr20=3.75; rs_bucket=rs90_100
rs90_100_rsi2_next_open_5_day_low_no_stop,EDU,2022-09-08,24.9586,,,2022-09-14,24.8558,5_day_low,1725,43053.66,-177.41,-0.004121,,,,4,98.0,entry=rsi2_next_open; setup_rsi2=2.70; raw_entry=open:24.9561; slippage_bps=1.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-09-07 00:00:00; filter_close=25.5629; filter_ma50=24.1035; filter_avg_value_10=49.90; filter_adr20=5.47; rs_bucket=rs90_100
rs90_100_rsi2_next_open_5_day_low_no_stop,WMS,2022-09-02,133.2758,,,2022-09-15,131.7448,5_day_low,320,42648.25,-489.93,-0.011488,,,,9,93.0,entry=rsi2_next_open; setup_rsi2=1.78; raw_entry=open:133.2625; slippage_bps=1.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-09-01 00:00:00; filter_close=130.7844; filter_ma50=115.4941; filter_avg_value_10=77.30; filter_adr20=3.31; rs_bucket=rs90_100
rs90_100_rsi2_next_open_5_day_low_no_stop,MPC,2022-09-02,91.1277,,,2022-09-15,89.8035,5_day_low,468,42647.75,-619.71,-0.014531,,,,9,92.0,entry=rsi2_next_open; setup_rsi2=3.04; raw_entry=open:91.1186; slippage_bps=1.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-09-01 00:00:00; filter_close=89.6273; filter_ma50=84.2363; filter_avg_value_10=448.61; filter_adr20=2.58; rs_bucket=rs90_100
rs90_100_rsi2_next_open_5_day_low_no_stop,DK,2022-09-02,23.5073,,,2022-09-15,23.6658,5_day_low,1817,42712.79,287.9,0.00674,,,,9,92.0,entry=rsi2_next_open; setup_rsi2=4.49; raw_entry=open:23.5050; slippage_bps=1.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-09-01 00:00:00; filter_close=22.7149; filter_ma50=22.2243; filter_avg_value_10=31.46; filter_adr20=4.51; rs_bucket=rs90_100
rs90_100_rsi2_next_open_5_day_low_no_stop,BFLY,2022-08-22,5.3605,,,2022-09-16,5.7094,5_day_low,8174,43817.02,2851.85,0.065085,,,,19,91.0,entry=rsi2_next_open; setup_rsi2=2.78; raw_entry=open:5.3600; slippage_bps=1.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-08-19 00:00:00; filter_close=5.5800; filter_ma50=4.4852; filter_avg_value_10=35.94; filter_adr20=11.61; rs_bucket=rs90_100
rs90_100_rsi2_next_open_5_day_low_no_stop,APLS,2022-08-29,54.2654,,,2022-09-16,63.6236,5_day_low,796,43195.28,7449.14,0.172453,,,,14,90.0,entry=rsi2_next_open; setup_rsi2=3.08; raw_entry=open:54.2600; slippage_bps=1.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-08-26 00:00:00; filter_close=55.8300; filter_ma50=54.4132; filter_avg_value_10=79.91; filter_adr20=5.12; rs_bucket=rs90_100
rs90_100_rsi2_next_open_5_day_low_no_stop,VRDN,2022-08-31,21.5522,,,2022-09-16,21.7478,5_day_low,2012,43362.93,393.69,0.009079,,,,12,99.0,entry=rsi2_next_open; setup_rsi2=2.48; raw_entry=open:21.5500; slippage_bps=1.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-08-30 00:00:00; filter_close=21.7000; filter_ma50=15.3088; filter_avg_value_10=25.05; filter_adr20=9.13; rs_bucket=rs90_100
rs90_100_rsi2_next_open_5_day_low_no_stop,ATI,2022-09-01,29.0929,,,2022-09-16,29.727,5_day_low,1481,43086.6,939.13,0.021796,,,,11,96.0,entry=rsi2_next_open; setup_rsi2=3.43; raw_entry=open:29.0900; slippage_bps=1.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-08-31 00:00:00; filter_close=29.9300; filter_ma50=26.3918; filter_avg_value_10=41.61; filter_adr20=4.36; rs_bucket=rs90_100
rs90_100_rsi2_next_open_5_day_low_no_stop,ALB,2022-09-02,250.0564,,,2022-09-16,267.8717,5_day_low,170,42509.59,3028.6,0.071245,,,,10,91.0,entry=rsi2_next_open; setup_rsi2=2.35; raw_entry=open:250.0314; slippage_bps=1.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-09-01 00:00:00; filter_close=244.4380; filter_ma50=227.4664; filter_avg_value_10=334.61; filter_adr20=3.89; rs_bucket=rs90_100
rs90_100_rsi2_next_open_5_day_low_no_stop,QLYS,2022-09-02,149.3749,,,2022-09-16,153.5047,5_day_low,286,42721.23,1181.1,0.027647,,,,10,91.0,entry=rsi2_next_open; setup_rsi2=4.42; raw_entry=open:149.3600; slippage_bps=1.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-09-01 00:00:00; filter_close=147.7600; filter_ma50=136.4974; filter_avg_value_10=48.14; filter_adr20=3.19; rs_bucket=rs90_100
rs90_100_rsi2_next_open_5_day_low_no_stop,PI,2022-09-06,84.9585,,,2022-09-16,87.0763,5_day_low,491,41714.62,1039.84,0.024927,,,,8,94.0,entry=rsi2_next_open; setup_rsi2=1.22; raw_entry=open:84.9500; slippage_bps=1.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-09-02 00:00:00; filter_close=84.8600; filter_ma50=79.1834; filter_avg_value_10=30.49; filter_adr20=3.99; rs_bucket=rs90_100
rs90_100_rsi2_next_open_5_day_low_no_stop,PLUG,2022-09-06,26.1126,,,2022-09-16,28.0272,5_day_low,1592,41571.28,3048.02,0.07332,,,,8,90.0,entry=rsi2_next_open; setup_rsi2=2.75; raw_entry=open:26.1100; slippage_bps=1.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-09-02 00:00:00; filter_close=25.8700; filter_ma50=22.4088; filter_avg_value_10=673.88; filter_adr20=6.67; rs_bucket=rs90_100
rs90_100_rsi2_next_open_5_day_low_no_stop,STAA,2022-09-06,90.239,,,2022-09-16,89.971,5_day_low,460,41509.95,-123.29,-0.00297,,,,8,90.0,entry=rsi2_next_open; setup_rsi2=2.11; raw_entry=open:90.2300; slippage_bps=1.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-09-02 00:00:00; filter_close=90.5200; filter_ma50=85.1054; filter_avg_value_10=37.89; filter_adr20=5.48; rs_bucket=rs90_100
rs90_100_rsi2_next_open_5_day_low_no_stop,CALX,2022-09-07,56.3456,,,2022-09-16,55.7244,5_day_low,751,42315.57,-466.53,-0.011025,,,,7,92.0,entry=rsi2_next_open; setup_rsi2=4.14; raw_entry=open:56.3400; slippage_bps=1.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-09-06 00:00:00; filter_close=55.8300; filter_ma50=50.1542; filter_avg_value_10=27.79; filter_adr20=3.85; rs_bucket=rs90_100
rs90_100_rsi2_next_open_5_day_low_no_stop,OXY,2022-09-08,62.2569,,,2022-09-16,60.754,5_day_low,692,43081.8,-1040.01,-0.02414,,,,6,95.0,entry=rsi2_next_open; setup_rsi2=4.23; raw_entry=open:62.2507; slippage_bps=1.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-09-07 00:00:00; filter_close=61.7131; filter_ma50=60.4292; filter_avg_value_10=1680.01; filter_adr20=4.26; rs_bucket=rs90_100
rs90_100_rsi2_next_open_5_day_low_no_stop,DK,2022-09-16,22.7687,,,2022-09-19,21.3387,5_day_low,1843,41962.69,-2635.48,-0.062805,,,,1,90.0,entry=rsi2_next_open; setup_rsi2=3.89; raw_entry=open:22.7664; slippage_bps=1.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-09-15 00:00:00; filter_close=22.9296; filter_ma50=22.6640; filter_avg_value_10=34.86; filter_adr20=4.65; rs_bucket=rs90_100
rs90_100_rsi2_next_open_5_day_low_no_stop,BE,2022-09-06,23.7124,,,2022-09-20,24.2476,5_day_low,1753,41567.78,938.21,0.022571,,,,10,91.0,entry=rsi2_next_open; setup_rsi2=2.71; raw_entry=open:23.7100; slippage_bps=1.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-09-02 00:00:00; filter_close=23.6700; filter_ma50=21.5290; filter_avg_value_10=80.97; filter_adr20=6.63; rs_bucket=rs90_100
rs90_100_rsi2_next_open_5_day_low_no_stop,GSAT,2022-09-09,25.0525,,,2022-09-20,25.9474,5_day_low,1760,44092.41,1575.03,0.035721,,,,7,94.0,entry=rsi2_next_open; setup_rsi2=4.62; raw_entry=open:25.0500; slippage_bps=1.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-09-08 00:00:00; filter_close=25.0500; filter_ma50=23.4060; filter_avg_value_10=56.15; filter_adr20=12.52; rs_bucket=rs90_100
rs90_100_rsi2_next_open_5_day_low_no_stop,SHLS,2022-09-20,23.8424,,,2022-09-21,22.9077,5_day_low,1762,42010.28,-1646.9,-0.039202,,,,1,92.0,entry=rsi2_next_open; setup_rsi2=4.41; raw_entry=open:23.8400; slippage_bps=1.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-09-19 00:00:00; filter_close=23.9000; filter_ma50=23.0733; filter_avg_value_10=51.38; filter_adr20=6.64; rs_bucket=rs90_100
rs90_100_rsi2_next_open_5_day_low_no_stop,CELH,2022-09-06,32.2966,,,2022-09-22,32.2734,5_day_low,1295,41824.05,-29.94,-0.000716,,,,12,95.0,entry=rsi2_next_open; setup_rsi2=1.58; raw_entry=open:32.2933; slippage_bps=1.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-09-02 00:00:00; filter_close=32.1200; filter_ma50=29.9089; filter_avg_value_10=198.22; filter_adr20=6.55; rs_bucket=rs90_100
rs90_100_rsi2_next_open_5_day_low_no_stop,ENVX,2022-09-07,18.9619,,,2022-09-22,20.9479,5_day_low,2227,42228.14,4422.85,0.104737,,,,11,98.0,entry=rsi2_next_open; setup_rsi2=4.59; raw_entry=open:18.9600; slippage_bps=1.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-09-06 00:00:00; filter_close=18.9600; filter_ma50=14.9484; filter_avg_value_10=148.11; filter_adr20=11.93; rs_bucket=rs90_100
rs90_100_rsi2_next_open_5_day_low_no_stop,ON,2022-09-07,66.1066,,,2022-09-22,66.2934,5_day_low,641,42374.34,119.72,0.002825,,,,11,90.0,entry=rsi2_next_open; setup_rsi2=2.07; raw_entry=open:66.1000; slippage_bps=1.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-09-06 00:00:00; filter_close=66.0500; filter_ma50=62.4558; filter_avg_value_10=513.73; filter_adr20=4.72; rs_bucket=rs90_100
rs90_100_rsi2_next_open_5_day_low_no_stop,ARRY,2022-09-16,17.6018,,,2022-09-22,17.2583,5_day_low,2383,41944.99,-818.53,-0.019514,,,,4,96.0,entry=rsi2_next_open; setup_rsi2=1.14; raw_entry=open:17.6000; slippage_bps=1.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-09-15 00:00:00; filter_close=18.0100; filter_ma50=17.6727; filter_avg_value_10=120.49; filter_adr20=8.41; rs_bucket=rs90_100
rs90_100_rsi2_next_open_5_day_low_no_stop,WMS,2022-09-19,127.916,,,2022-09-22,127.7036,5_day_low,329,42084.37,-69.87,-0.00166,,,,3,92.0,entry=rsi2_next_open; setup_rsi2=4.73; raw_entry=open:127.9032; slippage_bps=1.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-09-16 00:00:00; filter_close=129.5848; filter_ma50=124.3812; filter_avg_value_10=96.13; filter_adr20=2.57; rs_bucket=rs90_100
rs90_100_rsi2_next_open_5_day_low_no_stop,QLYS,2022-09-19,147.1247,,,2022-09-22,147.0953,5_day_low,287,42224.79,-8.44,-0.0002,,,,3,91.0,entry=rsi2_next_open; setup_rsi2=3.43; raw_entry=open:147.1100; slippage_bps=1.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-09-16 00:00:00; filter_close=148.6000; filter_ma50=140.9624; filter_avg_value_10=70.33; filter_adr20=2.70; rs_bucket=rs90_100
rs90_100_rsi2_next_open_5_day_low_no_stop,CPRX,2022-09-21,12.8213,,,2022-09-22,12.3988,5_day_low,3250,41669.17,-1373.2,-0.032955,,,,1,98.0,entry=rsi2_next_open; setup_rsi2=3.95; raw_entry=open:12.8200; slippage_bps=1.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-09-20 00:00:00; filter_close=12.8000; filter_ma50=12.2926; filter_avg_value_10=122.86; filter_adr20=6.65; rs_bucket=rs90_100
rs90_100_rsi2_next_open_5_day_low_no_stop,RUN,2022-09-21,34.1634,,,2022-09-22,33.8066,5_day_low,1218,41611.04,-434.58,-0.010444,,,,1,95.0,entry=rsi2_next_open; setup_rsi2=2.86; raw_entry=open:34.1600; slippage_bps=1.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-09-20 00:00:00; filter_close=34.4200; filter_ma50=31.8945; filter_avg_value_10=269.48; filter_adr20=6.62; rs_bucket=rs90_100
rs90_100_rsi2_next_open_5_day_low_no_stop,GSAT,2022-09-21,25.2025,,,2022-09-22,24.7475,5_day_low,1651,41609.36,-751.2,-0.018054,,,,1,95.0,entry=rsi2_next_open; setup_rsi2=4.79; raw_entry=open:25.2000; slippage_bps=1.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-09-20 00:00:00; filter_close=25.2000; filter_ma50=24.6480; filter_avg_value_10=49.77; filter_adr20=13.65; rs_bucket=rs90_100
rs90_100_rsi2_next_open_5_day_low_no_stop,WING,2022-09-21,132.1281,,,2022-09-22,129.8394,5_day_low,315,41620.36,-720.96,-0.017322,,,,1,95.0,entry=rsi2_next_open; setup_rsi2=4.65; raw_entry=open:132.1149; slippage_bps=1.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-09-20 00:00:00; filter_close=132.1838; filter_ma50=120.0763; filter_avg_value_10=98.42; filter_adr20=4.68; rs_bucket=rs90_100
rs90_100_rsi2_next_open_5_day_low_no_stop,PLUG,2022-09-21,26.1826,,,2022-09-22,25.3175,5_day_low,1589,41604.18,-1374.72,-0.033043,,,,1,93.0,entry=rsi2_next_open; setup_rsi2=2.53; raw_entry=open:26.1800; slippage_bps=1.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-09-20 00:00:00; filter_close=26.0000; filter_ma50=24.7296; filter_avg_value_10=501.71; filter_adr20=6.08; rs_bucket=rs90_100
rs90_100_rsi2_next_open_5_day_low_no_stop,CPRX,2022-09-22,12.4012,,,2022-09-23,11.9988,5_day_low,3320,41172.12,-1336.1,-0.032452,,,,1,98.0,entry=rsi2_next_open; setup_rsi2=2.02; raw_entry=open:12.4000; slippage_bps=1.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-09-21 00:00:00; filter_close=12.4600; filter_ma50=12.3870; filter_avg_value_10=118.14; filter_adr20=6.57; rs_bucket=rs90_100
rs90_100_rsi2_next_open_5_day_low_no_stop,AXSM,2022-09-22,53.1353,,,2022-09-23,50.9949,5_day_low,774,41126.73,-1656.68,-0.040282,,,,1,98.0,entry=rsi2_next_open; setup_rsi2=3.18; raw_entry=open:53.1300; slippage_bps=1.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-09-21 00:00:00; filter_close=53.5500; filter_ma50=51.3824; filter_avg_value_10=67.69; filter_adr20=6.01; rs_bucket=rs90_100
rs90_100_rsi2_next_open_5_day_low_no_stop,RUN,2022-09-22,34.1034,,,2022-09-23,31.4989,5_day_low,1205,41094.61,-3138.49,-0.076372,,,,1,96.0,entry=rsi2_next_open; setup_rsi2=2.73; raw_entry=open:34.1000; slippage_bps=1.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-09-21 00:00:00; filter_close=34.3500; filter_ma50=32.0775; filter_avg_value_10=262.29; filter_adr20=6.80; rs_bucket=rs90_100
rs90_100_rsi2_next_open_5_day_low_no_stop,WTI,2022-09-22,5.8599,,,2022-09-23,5.1156,5_day_low,6998,41007.4,-5208.1,-0.127004,,,,1,96.0,entry=rsi2_next_open; setup_rsi2=4.45; raw_entry=open:5.8593; slippage_bps=1.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-09-21 00:00:00; filter_close=5.6878; filter_ma50=5.3978; filter_avg_value_10=27.90; filter_adr20=7.33; rs_bucket=rs90_100
rs90_100_rsi2_next_open_5_day_low_no_stop,WING,2022-09-22,130.1408,,,2022-09-23,123.6818,5_day_low,313,40734.07,-2021.66,-0.049631,,,,1,96.0,entry=rsi2_next_open; setup_rsi2=2.02; raw_entry=open:130.1278; slippage_bps=1.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-09-21 00:00:00; filter_close=130.4622; filter_ma50=120.9451; filter_avg_value_10=87.85; filter_adr20=4.73; rs_bucket=rs90_100
rs90_100_rsi2_next_open_5_day_low_no_stop,TALO,2022-09-22,19.4319,,,2022-09-23,16.6683,5_day_low,2098,40768.22,-5798.05,-0.14222,,,,1,94.0,entry=rsi2_next_open; setup_rsi2=4.92; raw_entry=open:19.4300; slippage_bps=1.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-09-21 00:00:00; filter_close=18.8700; filter_ma50=18.6542; filter_avg_value_10=39.69; filter_adr20=5.78; rs_bucket=rs90_100
rs90_100_rsi2_next_open_5_day_low_no_stop,MUR,2022-09-22,33.5087,,,2022-09-23,30.3055,5_day_low,1211,40579.02,-3879.06,-0.095593,,,,1,94.0,entry=rsi2_next_open; setup_rsi2=4.18; raw_entry=open:33.5053; slippage_bps=1.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-09-21 00:00:00; filter_close=33.0511; filter_ma50=30.8658; filter_avg_value_10=47.06; filter_adr20=4.08; rs_bucket=rs90_100
rs90_100_rsi2_next_open_5_day_low_no_stop,PLUG,2022-09-22,25.3225,,,2022-09-23,23.0777,5_day_low,1599,40490.73,-3589.5,-0.08865,,,,1,93.0,entry=rsi2_next_open; setup_rsi2=1.80; raw_entry=open:25.3200; slippage_bps=1.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-09-21 00:00:00; filter_close=25.5200; filter_ma50=24.8796; filter_avg_value_10=492.20; filter_adr20=6.12; rs_bucket=rs90_100
rs90_100_rsi2_next_open_5_day_low_no_stop,VAL,2022-09-22,51.5052,,,2022-09-23,47.8752,5_day_low,784,40380.04,-2845.87,-0.070477,,,,1,93.0,entry=rsi2_next_open; setup_rsi2=3.81; raw_entry=open:51.5000; slippage_bps=1.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-09-21 00:00:00; filter_close=50.8400; filter_ma50=48.8150; filter_avg_value_10=80.82; filter_adr20=5.31; rs_bucket=rs90_100
rs90_100_rsi2_next_open_5_day_low_no_stop,PEN,2022-09-22,185.2485,,,2022-09-23,179.1821,5_day_low,217,40198.93,-1316.42,-0.032748,,,,1,93.0,entry=rsi2_next_open; setup_rsi2=2.84; raw_entry=open:185.2300; slippage_bps=1.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-09-21 00:00:00; filter_close=186.0200; filter_ma50=161.1974; filter_avg_value_10=88.29; filter_adr20=4.70; rs_bucket=rs90_100
rs90_100_rsi2_next_open_5_day_low_no_stop,SM,2022-09-22,38.4514,,,2022-09-23,34.1122,5_day_low,1047,40258.64,-4543.19,-0.11285,,,,1,91.0,entry=rsi2_next_open; setup_rsi2=4.14; raw_entry=open:38.4476; slippage_bps=1.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-09-21 00:00:00; filter_close=37.5226; filter_ma50=37.2573; filter_avg_value_10=56.65; filter_adr20=4.60; rs_bucket=rs90_100
rs90_100_rsi2_next_open_5_day_low_no_stop,DINO,2022-09-19,41.3894,,,2022-09-26,41.1743,5_day_low,1020,42217.16,-219.4,-0.005197,,,,5,91.0,entry=rsi2_next_open; setup_rsi2=3.55; raw_entry=open:41.3852; slippage_bps=1.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-09-16 00:00:00; filter_close=42.6521; filter_ma50=42.4069; filter_avg_value_10=90.16; filter_adr20=3.44; rs_bucket=rs90_100
rs90_100_rsi2_next_open_5_day_low_no_stop,STEM,2022-09-23,287.0287,,,2022-09-26,274.7725,5_day_low,136,39035.9,-1666.84,-0.0427,,,,1,98.0,entry=rsi2_next_open; setup_rsi2=4.70; raw_entry=open:287.0000; slippage_bps=1.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-09-22 00:00:00; filter_close=298.8000; filter_ma50=270.4120; filter_avg_value_10=78.36; filter_adr20=8.27; rs_bucket=rs90_100
rs90_100_rsi2_next_open_5_day_low_no_stop,AXSM,2022-09-23,51.0051,,,2022-09-26,49.2751,5_day_low,769,39222.92,-1330.39,-0.033919,,,,1,98.0,entry=rsi2_next_open; setup_rsi2=2.20; raw_entry=open:51.0000; slippage_bps=1.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-09-22 00:00:00; filter_close=52.2200; filter_ma50=51.5302; filter_avg_value_10=70.17; filter_adr20=6.00; rs_bucket=rs90_100
rs90_100_rsi2_next_open_5_day_low_no_stop,COP,2022-09-23,91.6239,,,2022-09-26,86.82,5_day_low,428,39215.02,-2056.06,-0.05243,,,,1,96.0,entry=rsi2_next_open; setup_rsi2=4.90; raw_entry=open:91.6147; slippage_bps=1.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-09-22 00:00:00; filter_close=95.9474; filter_ma50=88.6324; filter_avg_value_10=755.73; filter_adr20=2.92; rs_bucket=rs90_100
rs90_100_rsi2_next_open_5_day_low_no_stop,EVH,2022-09-23,35.4535,,,2022-09-26,34.2166,5_day_low,1102,39069.81,-1363.14,-0.03489,,,,1,95.0,entry=rsi2_next_open; setup_rsi2=2.07; raw_entry=open:35.4500; slippage_bps=1.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-09-22 00:00:00; filter_close=35.8500; filter_ma50=35.7134; filter_avg_value_10=35.87; filter_adr20=3.49; rs_bucket=rs90_100
rs90_100_rsi2_next_open_5_day_low_no_stop,RUN,2022-09-23,31.5052,,,2022-09-26,30.107,5_day_low,1240,39066.39,-1733.72,-0.044379,,,,1,95.0,entry=rsi2_next_open; setup_rsi2=0.81; raw_entry=open:31.5020; slippage_bps=1.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-09-22 00:00:00; filter_close=32.5000; filter_ma50=32.2237; filter_avg_value_10=236.82; filter_adr20=6.78; rs_bucket=rs90_100
rs90_100_rsi2_next_open_5_day_low_no_stop,DVN,2022-09-23,51.9394,,,2022-09-26,48.9636,5_day_low,751,39006.46,-2234.82,-0.057294,,,,1,93.0,entry=rsi2_next_open; setup_rsi2=2.67; raw_entry=open:51.9342; slippage_bps=1.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-09-22 00:00:00; filter_close=54.4171; filter_ma50=54.2337; filter_avg_value_10=716.40; filter_adr20=3.68; rs_bucket=rs90_100
rs90_100_rsi2_next_open_5_day_low_no_stop,MUR,2022-09-23,30.3116,,,2022-09-26,28.5326,5_day_low,1286,38980.66,-2287.76,-0.05869,,,,1,92.0,entry=rsi2_next_open; setup_rsi2=1.52; raw_entry=open:30.3085; slippage_bps=1.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-09-22 00:00:00; filter_close=31.9768; filter_ma50=31.0250; filter_avg_value_10=48.00; filter_adr20=4.25; rs_bucket=rs90_100
rs90_100_rsi2_next_open_5_day_low_no_stop,PAA,2022-09-23,8.3349,,,2022-09-26,7.7663,5_day_low,4669,38915.69,-2655.05,-0.068226,,,,1,91.0,entry=rsi2_next_open; setup_rsi2=3.96; raw_entry=open:8.3341; slippage_bps=1.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-09-22 00:00:00; filter_close=8.5281; filter_ma50=8.5083; filter_avg_value_10=47.00; filter_adr20=2.73; rs_bucket=rs90_100
rs90_100_rsi2_next_open_5_day_low_no_stop,STEM,2022-09-26,279.4279,,,2022-09-27,255.9744,5_day_low,137,38281.63,-3213.13,-0.083934,,,,1,98.0,entry=rsi2_next_open; setup_rsi2=1.95; raw_entry=open:279.4000; slippage_bps=1.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-09-23 00:00:00; filter_close=278.8000; filter_ma50=272.9080; filter_avg_value_10=82.39; filter_adr20=8.32; rs_bucket=rs90_100
rs90_100_rsi2_next_open_5_day_low_no_stop,EXLS,2022-09-26,31.5112,,,2022-09-27,29.4731,5_day_low,1209,38096.98,-2464.06,-0.064679,,,,1,96.0,entry=rsi2_next_open; setup_rsi2=4.49; raw_entry=open:31.5080; slippage_bps=1.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-09-23 00:00:00; filter_close=33.5880; filter_ma50=33.5146; filter_avg_value_10=40.52; filter_adr20=2.60; rs_bucket=rs90_100
rs90_100_rsi2_next_open_5_day_low_no_stop,HAE,2022-09-26,73.2573,,,2022-09-27,72.3328,5_day_low,518,37947.29,-478.92,-0.012621,,,,1,95.0,entry=rsi2_next_open; setup_rsi2=4.87; raw_entry=open:73.2500; slippage_bps=1.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-09-23 00:00:00; filter_close=73.7400; filter_ma50=72.7132; filter_avg_value_10=34.78; filter_adr20=2.60; rs_bucket=rs90_100
rs90_100_rsi2_next_open_5_day_low_no_stop,AES,2022-09-26,20.5291,,,2022-09-27,19.5047,5_day_low,1850,37978.83,-1895.14,-0.0499,,,,1,93.0,entry=rsi2_next_open; setup_rsi2=3.69; raw_entry=open:20.5270; slippage_bps=1.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-09-23 00:00:00; filter_close=20.6546; filter_ma50=20.6108; filter_avg_value_10=104.49; filter_adr20=2.62; rs_bucket=rs90_100
rs90_100_rsi2_next_open_5_day_low_no_stop,IBKR,2022-09-26,15.7633,,,2022-09-27,15.6448,5_day_low,2401,37847.66,-284.46,-0.007516,,,,1,91.0,entry=rsi2_next_open; setup_rsi2=3.77; raw_entry=open:15.7617; slippage_bps=1.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-09-23 00:00:00; filter_close=15.8648; filter_ma50=15.3192; filter_avg_value_10=100.62; filter_adr20=3.04; rs_bucket=rs90_100
rs90_100_rsi2_next_open_5_day_low_no_stop,FRO,2022-09-27,8.6986,,,2022-09-28,8.333,5_day_low,4415,38404.51,-1614.24,-0.042033,,,,1,98.0,entry=rsi2_next_open; setup_rsi2=4.43; raw_entry=open:8.6978; slippage_bps=1.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-09-26 00:00:00; filter_close=8.6759; filter_ma50=8.2341; filter_avg_value_10=35.82; filter_adr20=4.62; rs_bucket=rs90_100
rs90_100_rsi2_next_open_5_day_low_no_stop,ENVX,2022-09-26,18.2518,,,2022-09-29,17.6182,5_day_low,2094,38219.32,-1326.73,-0.034714,,,,3,97.0,entry=rsi2_next_open; setup_rsi2=3.64; raw_entry=open:18.2500; slippage_bps=1.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-09-23 00:00:00; filter_close=18.5200; filter_ma50=18.1694; filter_avg_value_10=122.58; filter_adr20=10.67; rs_bucket=rs90_100
