date,equity,cash_realized,open_positions,gross_exposure,exposure_pct
2022-05-24,998751.5776925656,1000000.0,1,99957.73010772739,0.10008267555247481
2022-05-25,999619.4721778524,1000000.0,2,199828.95459903358,0.19990502402246121
2022-05-26,1004870.9937499654,1000000.0,2,199828.95459903358,0.1988603072851315
2022-05-27,1007068.8468917501,1000000.0,2,199828.95459903358,0.19842630939859984
2022-05-31,1007224.5560744894,1000000.0,2,199828.95459903358,0.19839563421471548
2022-06-01,1004732.9472341576,1000722.7,1,99871.22449130619,0.09940076591121356
2022-06-02,1007233.7422056237,1000722.7,1,99871.22449130619,0.09915397023198394
2022-06-03,1004216.2999999999,1004216.2999999999,0,0.0,0.0
2022-06-06,1004216.2999999999,1004216.2999999999,0,0.0,0.0
2022-06-07,1004216.2999999999,1004216.2999999999,0,0.0,0.0
2022-06-08,1004216.2999999999,1004216.2999999999,0,0.0,0.0
2022-06-09,1004216.2999999999,1004216.2999999999,0,0.0,0.0
2022-06-10,1008077.0666721141,1004216.2999999999,3,301304.02401640057,0.2988898706039132
2022-06-13,966677.0496079221,998204.0599999998,10,987355.4101589997,1.0213911777045546
2022-06-14,903913.4786194104,960224.33,25,2318639.0194904828,2.5651116775378204
2022-06-15,879781.313245739,915501.98,24,2195365.081468597,2.4953531615366233
2022-06-16,786252.6766684413,809169.9500000001,11,902543.4815816045,1.1479051307092751
2022-06-17,725302.390329068,777595.3799999999,10,771115.3029453154,1.0631638792689795
2022-06-21,769152.9836614872,766227.4999999999,14,1074832.508056805,1.3974235696781105
2022-06-22,717389.6690145376,711575.6999999998,9,692711.1241117592,0.9655995256571248
2022-06-23,712527.0613564511,690618.4699999999,3,240273.1602914979,0.3372126805037908
2022-06-24,720165.6505173703,690618.4699999999,3,240273.1602914979,0.3336359629466978
2022-06-27,726947.3236893674,690618.4699999999,3,240273.1602914979,0.33052348149804767
2022-06-28,716587.6013671934,699998.9999999999,1,78730.87707595226,0.10986915894963836
2022-06-29,712055.939498892,699998.9999999999,2,150050.29726029368,0.21072824329769832
2022-06-30,718099.3441160643,697430.1399999999,1,78730.87707595226,0.109637862394743
2022-07-01,725020.1710821413,697430.1399999999,5,365297.32598949666,0.5038443626254782
2022-07-05,736688.3444581446,689015.9999999999,5,366442.4699894967,0.497418579710292
2022-07-06,730078.7119746403,688652.3599999999,4,294167.6345766444,0.402925917098734
2022-07-07,748560.3395889,688652.3599999999,4,294167.6345766444,0.3929778523107404
2022-07-08,750887.0074532226,688652.3599999999,4,294167.6345766444,0.3917601871610089
2022-07-11,748905.9883211255,693262.8999999999,3,221743.2825766444,0.29608961075841
2022-07-12,746861.7107295666,723146.3599999999,1,70819.14636220335,0.0948223015650704
2022-07-13,750600.5891902229,723146.3599999999,4,294868.1384593322,0.39284293498549927
2022-07-14,743004.8754375228,720483.7499999999,4,295360.2249326458,0.39752124743289363
2022-07-15,760431.863355168,711609.2499999999,8,598595.7066268836,0.7871786224024951
2022-07-18,747794.828483196,705736.4999999999,6,446926.86453309463,0.5976597423649309
2022-07-19,759159.2329621941,705736.4999999999,7,522649.50924962445,0.6884583451751976
2022-07-20,751598.1100792009,703449.2599999999,4,295853.3622475641,0.3936323924715404
2022-07-21,747417.1149391326,734873.7199999999,2,149262.97523527523,0.1997050539141464
2022-07-22,745130.6225761565,734873.7199999999,2,149262.97523527523,0.20031786469763524
2022-07-25,741650.0712709159,734873.7199999999,4,297961.11345076363,0.4017543110865852
2022-07-26,740740.7956417864,726949.9099999998,5,371534.5996372966,0.5015716723356578
2022-07-27,749955.9133346499,726949.9099999998,8,595589.1074308071,0.794165492718823
2022-07-28,739920.797145807,731978.5299999997,3,222898.50983936113,0.3012464451589638
2022-07-29,739303.4470529286,729563.0599999997,2,148767.5894485359,0.20122669526507056
2022-08-01,737099.9830857998,732998.0599999997,1,74742.44806898497,0.10140069160778262
2022-08-02,736182.3619310147,732998.0599999997,1,74742.44806898497,0.10152708341576493
2022-08-03,735844.5399999997,735844.5399999997,0,0.0,0.0
2022-08-04,736268.5807879814,735844.5399999997,1,73548.02181882979,0.09989292459025757
2022-08-05,742508.2637465672,735844.5399999997,3,221468.1756770317,0.29827031763867773
2022-08-08,743911.4377094705,735844.5399999997,4,295805.2922605456,0.3976350910416709
2022-08-09,752158.2771698434,735844.5399999997,4,295805.2922605456,0.3932753268016625
2022-08-10,765589.7978094004,735844.5399999997,5,372144.51169896114,0.486088650559068
2022-08-11,774501.8603647135,735844.5399999997,5,372144.51169896114,0.48049531026783854
2022-08-12,776194.9336127152,739073.5899999997,4,297955.9324721844,0.3838674018205463
2022-08-15,771073.8150535098,755059.3299999997,2,150676.3360219294,0.19541103987751549
2022-08-16,764272.7486197329,756346.3599999998,1,74337.1165835139,0.0972651670725743
2022-08-17,762099.0299999998,762099.0299999998,0,0.0,0.0
2022-08-18,768406.9023223685,762099.0299999998,1,76205.32889528274,0.09917314467760005
2022-08-19,768646.3001914786,762099.0299999998,1,76205.32889528274,0.09914225681734125
2022-08-22,761731.769666864,762099.0299999998,8,612529.900521353,0.8041280735727184
2022-08-23,764312.1564239137,760681.6599999998,15,1145910.8130205139,1.4992706885391374
2022-08-24,790919.1787942431,758635.4899999998,16,1228206.4272812724,1.5528848714399288
2022-08-25,809517.9107254639,759407.3099999997,15,1154897.1417624434,1.4266480413354434
2022-08-26,757455.3251307737,743006.4999999997,7,534830.3871752486,0.7060883585218848
2022-08-29,746565.7153105731,741398.1799999996,1,74138.96260660171,0.09930668002315071
2022-08-30,747575.8176016804,741398.1799999996,1,74138.96260660171,0.09917249977995417
2022-08-31,772581.6335416535,741398.1799999996,10,755657.4949503964,0.9780940448795374
2022-09-01,747558.4903517894,736797.8699999996,9,677071.5837154405,0.9057105128948788
2022-09-02,725602.3795905445,723454.7699999997,22,1622932.4589862681,2.2366691519149713
2022-09-06,697520.7773271974,705429.8899999998,21,1510880.2106838194,2.1660719792079917
2022-09-07,722335.7268721516,685940.2799999997,17,1219233.9178682198,1.6879047685315665
2022-09-08,738758.5995335903,680950.5099999997,17,1224280.169812418,1.6572127493139954
2022-09-09,773867.4303037929,680950.5099999997,18,1301210.420869379,1.6814384091065442
2022-09-12,782689.5310206903,681175.8799999997,17,1227201.1648839267,1.567928426592799
2022-09-13,734216.8258003797,716052.7899999997,4,294218.1581693465,0.4007238023299388
2022-09-14,740889.2535539063,721325.2199999996,2,145445.62678926345,0.19631223707401363
2022-09-15,741079.0601716432,721325.2199999996,2,145445.62678926345,0.19626195720005424
2022-09-16,729624.3022493569,720204.5999999996,3,217590.84926049993,0.29822313838737236
2022-09-19,736369.3795771542,723578.4099999997,4,291963.95946947637,0.39649117354272795
2022-09-20,732190.63749827,723578.4099999997,5,365440.7232997643,0.4991059767554426
2022-09-21,723348.7148730514,722620.2399999996,8,581762.3493666791,0.8042626431827962
