strategy,ticker,entry_date,entry_price,initial_stop,risk_per_share,exit_date,exit_price,exit_reason,shares,position_size,pnl,pnl_pct,r_multiple,mae,mfe,holding_days,rs_rank_at_entry,signal_details
rs90_100_rsi2_next_open_trail_1atr,WULF,2024-07-26,4.7905,4.46,0.3305,2024-07-26,4.4596,same_day_stop_loss_red_candle,2101,10064.8,-695.27,-0.06908,-1.0013,-1.3631,0.2709,0,98.0,entry=rsi2_next_open; setup_rsi2=4.28; raw_entry=open:4.7900; slippage_bps=1.0; decision_date=2024-07-25 00:00:00; filter_close=4.5300; filter_ma50=3.9214; filter_avg_value_10=103.83; filter_adr20=11.92; rs_bucket=rs90_100
rs90_100_rsi2_next_open_trail_1atr,NNE,2024-07-25,13.6914,13.65,0.0414,2024-07-29,13.6486,stop_loss,733,10035.77,-31.32,-0.003121,-1.033,-34.8418,76.111,2,99.0,entry=rsi2_next_open; setup_rsi2=1.27; raw_entry=open:13.6900; slippage_bps=1.0; decision_date=2024-07-24 00:00:00; filter_close=14.3700; filter_ma50=13.9966; filter_avg_value_10=32.88; filter_adr20=22.70; rs_bucket=rs90_100
rs90_100_rsi2_next_open_trail_1atr,CVNA,2024-07-25,24.7445,24.574,0.1705,2024-07-29,25.541,trail_1atr,406,10046.26,323.4,0.032191,4.6725,-1.8564,14.9319,2,97.0,entry=rsi2_next_open; setup_rsi2=4.93; raw_entry=open:24.7420; slippage_bps=1.0; decision_date=2024-07-24 00:00:00; filter_close=24.6840; filter_ma50=23.6574; filter_avg_value_10=564.68; filter_adr20=6.29; rs_bucket=rs90_100
rs90_100_rsi2_next_open_trail_1atr,HUT,2024-07-26,16.0816,14.713,1.3686,2024-07-29,14.7115,stop_loss,625,10051.0,-856.3,-0.085195,-1.0011,-1.2287,0.3203,1,93.0,entry=rsi2_next_open; setup_rsi2=4.47; raw_entry=open:16.0800; slippage_bps=1.0; decision_date=2024-07-25 00:00:00; filter_close=14.7900; filter_ma50=13.1610; filter_avg_value_10=131.82; filter_adr20=11.30; rs_bucket=rs90_100
rs90_100_rsi2_next_open_trail_1atr,WULF,2024-07-29,4.5305,4.34,0.1905,2024-07-29,4.3396,same_day_stop_loss_red_candle,2214,10030.42,-422.62,-0.042134,-1.0023,-2.4702,0.2602,0,98.0,entry=rsi2_next_open; setup_rsi2=3.43; raw_entry=open:4.5300; slippage_bps=1.0; decision_date=2024-07-26 00:00:00; filter_close=4.4200; filter_ma50=3.9690; filter_avg_value_10=100.16; filter_adr20=11.92; rs_bucket=rs90_100
rs90_100_rsi2_next_open_trail_1atr,ROOT,2024-07-26,69.787,65.18,4.607,2024-07-30,65.1735,stop_loss,144,10049.32,-664.34,-0.066108,-1.0014,-1.445,0.3414,2,99.0,entry=rsi2_next_open; setup_rsi2=1.22; raw_entry=open:69.7800; slippage_bps=1.0; decision_date=2024-07-25 00:00:00; filter_close=66.2800; filter_ma50=57.3441; filter_avg_value_10=26.80; filter_adr20=8.97; rs_bucket=rs90_100
rs90_100_rsi2_next_open_trail_1atr,WULF,2024-07-30,4.1504,4.06,0.0904,2024-07-30,4.0596,same_day_stop_loss_red_candle,2415,10023.25,-219.33,-0.021882,-1.0045,-3.4332,0.4378,0,97.0,entry=rsi2_next_open; setup_rsi2=1.71; raw_entry=open:4.1500; slippage_bps=1.0; decision_date=2024-07-29 00:00:00; filter_close=4.1400; filter_ma50=4.0094; filter_avg_value_10=91.31; filter_adr20=12.29; rs_bucket=rs90_100
rs90_100_rsi2_next_open_trail_1atr,LNTH,2024-07-30,111.6012,111.51,0.0912,2024-07-30,111.4989,same_day_stop_loss_red_candle,89,9932.5,-9.11,-0.000917,-1.1223,-44.0046,19.076,0,97.0,entry=rsi2_next_open; setup_rsi2=4.81; raw_entry=open:111.5900; slippage_bps=1.0; decision_date=2024-07-29 00:00:00; filter_close=111.5900; filter_ma50=90.4401; filter_avg_value_10=122.84; filter_adr20=4.79; rs_bucket=rs90_100
rs90_100_rsi2_next_open_trail_1atr,INSM,2024-07-31,73.4573,72.88,0.5773,2024-07-31,72.8727,same_day_stop_loss_red_candle,136,9990.2,-79.51,-0.007959,-1.0126,-2.4203,2.0138,0,98.0,entry=rsi2_next_open; setup_rsi2=2.34; raw_entry=open:73.4500; slippage_bps=1.0; decision_date=2024-07-30 00:00:00; filter_close=72.9100; filter_ma50=61.8256; filter_avg_value_10=123.68; filter_adr20=4.28; rs_bucket=rs90_100
rs90_100_rsi2_next_open_trail_1atr,VIRT,2024-08-01,26.2602,25.8274,0.4328,2024-08-01,25.8248,same_day_stop_loss_red_candle,381,10005.13,-165.87,-0.016578,-1.006,-1.5964,0.3694,0,91.0,entry=rsi2_next_open; setup_rsi2=4.18; raw_entry=open:26.2576; slippage_bps=1.0; decision_date=2024-07-31 00:00:00; filter_close=26.1142; filter_ma50=22.8433; filter_avg_value_10=53.17; filter_adr20=3.44; rs_bucket=rs90_100
rs90_100_rsi2_next_open_trail_1atr,ADMA,2024-07-31,12.2412,11.81,0.4312,2024-08-02,11.8088,stop_loss,818,10013.32,-353.71,-0.035324,-1.0027,-1.974,0.7624,2,98.0,entry=rsi2_next_open; setup_rsi2=4.32; raw_entry=open:12.2400; slippage_bps=1.0; decision_date=2024-07-30 00:00:00; filter_close=12.1800; filter_ma50=11.2438; filter_avg_value_10=46.81; filter_adr20=4.01; rs_bucket=rs90_100
rs90_100_rsi2_next_open_trail_1atr,INSM,2024-08-01,72.8573,72.06,0.7973,2024-08-02,72.0528,stop_loss,137,9981.45,-110.22,-0.011042,-1.009,-2.2417,3.4902,1,99.0,entry=rsi2_next_open; setup_rsi2=1.99; raw_entry=open:72.8500; slippage_bps=1.0; decision_date=2024-07-31 00:00:00; filter_close=72.7500; filter_ma50=62.7852; filter_avg_value_10=117.99; filter_adr20=4.23; rs_bucket=rs90_100
rs90_100_rsi2_next_open_trail_1atr,LNTH,2024-08-01,104.8505,91.0,13.8505,2024-08-02,96.1204,trail_1atr,95,9960.8,-829.36,-0.083262,-0.6303,-0.743,0.0686,1,96.0,entry=rsi2_next_open; setup_rsi2=0.35; raw_entry=open:104.8400; slippage_bps=1.0; decision_date=2024-07-31 00:00:00; filter_close=104.8300; filter_ma50=91.5167; filter_avg_value_10=136.33; filter_adr20=5.71; rs_bucket=rs90_100
rs90_100_rsi2_next_open_trail_1atr,GRBK,2024-08-06,68.8969,65.12,3.7769,2024-08-07,67.579,trail_1atr,145,9990.05,-191.1,-0.019129,-0.3489,-0.5684,0.6363,1,96.0,entry=rsi2_next_open; setup_rsi2=3.81; raw_entry=open:68.8900; slippage_bps=1.0; decision_date=2024-08-05 00:00:00; filter_close=69.1900; filter_ma50=61.0296; filter_avg_value_10=42.02; filter_adr20=4.45; rs_bucket=rs90_100
rs90_100_rsi2_next_open_trail_1atr,MHO,2024-08-06,145.7346,139.53,6.2046,2024-08-07,141.4644,trail_1atr,68,9909.95,-290.37,-0.029301,-0.6882,-0.9855,0.7922,1,94.0,entry=rsi2_next_open; setup_rsi2=2.03; raw_entry=open:145.7200; slippage_bps=1.0; decision_date=2024-08-05 00:00:00; filter_close=146.5000; filter_ma50=133.1352; filter_avg_value_10=52.95; filter_adr20=4.80; rs_bucket=rs90_100
rs90_100_rsi2_next_open_trail_1atr,DHI,2024-08-06,170.1071,163.6997,6.4074,2024-08-07,167.0804,trail_1atr,58,9866.21,-175.55,-0.017793,-0.4724,-0.7553,0.6352,1,94.0,entry=rsi2_next_open; setup_rsi2=4.92; raw_entry=open:170.0901; slippage_bps=1.0; decision_date=2024-08-05 00:00:00; filter_close=170.2763; filter_ma50=148.6067; filter_avg_value_10=485.58; filter_adr20=3.50; rs_bucket=rs90_100
rs90_100_rsi2_next_open_trail_1atr,RVMD,2024-08-06,43.0043,41.01,1.9943,2024-08-07,42.4347,trail_1atr,232,9977.0,-132.15,-0.013246,-0.2856,-0.4434,0.6397,1,94.0,entry=rsi2_next_open; setup_rsi2=3.21; raw_entry=open:43.0000; slippage_bps=1.0; decision_date=2024-08-05 00:00:00; filter_close=42.4800; filter_ma50=41.3666; filter_avg_value_10=59.71; filter_adr20=4.90; rs_bucket=rs90_100
rs90_100_rsi2_next_open_trail_1atr,CVSA,2024-08-06,73.7374,71.5,2.2374,2024-08-07,71.4929,stop_loss,135,9954.55,-303.01,-0.030439,-1.0032,-2.8772,1.199,1,93.0,entry=rsi2_next_open; setup_rsi2=1.69; raw_entry=open:73.7300; slippage_bps=1.0; decision_date=2024-08-05 00:00:00; filter_close=73.6500; filter_ma50=69.6280; filter_avg_value_10=35.83; filter_adr20=2.75; rs_bucket=rs90_100
rs90_100_rsi2_next_open_trail_1atr,JLL,2024-08-06,228.1028,224.02,4.0828,2024-08-07,230.5219,trail_1atr,43,9808.42,104.02,0.010605,0.5925,-2.3888,2.8821,1,93.0,entry=rsi2_next_open; setup_rsi2=4.60; raw_entry=open:228.0800; slippage_bps=1.0; decision_date=2024-08-05 00:00:00; filter_close=231.9900; filter_ma50=214.8764; filter_avg_value_10=102.33; filter_adr20=3.14; rs_bucket=rs90_100
rs90_100_rsi2_next_open_trail_1atr,KBH,2024-08-06,75.421,71.2502,4.1708,2024-08-07,75.9204,trail_1atr,132,9955.57,65.92,0.006621,0.1197,-0.1968,1.0103,1,93.0,entry=rsi2_next_open; setup_rsi2=3.64; raw_entry=open:75.4134; slippage_bps=1.0; decision_date=2024-08-05 00:00:00; filter_close=75.6168; filter_ma50=70.8276; filter_avg_value_10=109.50; filter_adr20=3.99; rs_bucket=rs90_100
rs90_100_rsi2_next_open_trail_1atr,CRNX,2024-08-06,49.825,45.451,4.374,2024-08-07,48.4257,trail_1atr,201,10014.82,-281.25,-0.028083,-0.3199,-0.3852,0.2686,1,92.0,entry=rsi2_next_open; setup_rsi2=3.54; raw_entry=open:49.8200; slippage_bps=1.0; decision_date=2024-08-05 00:00:00; filter_close=49.1400; filter_ma50=48.3728; filter_avg_value_10=32.81; filter_adr20=4.55; rs_bucket=rs90_100
rs90_100_rsi2_next_open_trail_1atr,TOL,2024-08-06,125.6047,121.3311,4.2736,2024-08-07,124.0235,trail_1atr,79,9922.78,-124.92,-0.012589,-0.37,-0.8015,1.2111,1,91.0,entry=rsi2_next_open; setup_rsi2=2.74; raw_entry=open:125.5922; slippage_bps=1.0; decision_date=2024-08-05 00:00:00; filter_close=126.3615; filter_ma50=120.8935; filter_avg_value_10=196.75; filter_adr20=3.81; rs_bucket=rs90_100
rs90_100_rsi2_next_open_trail_1atr,PHM,2024-08-06,120.4965,116.8732,3.6233,2024-08-07,120.3209,trail_1atr,83,10001.21,-14.58,-0.001457,-0.0485,-0.6024,1.3691,1,90.0,entry=rsi2_next_open; setup_rsi2=3.37; raw_entry=open:120.4845; slippage_bps=1.0; decision_date=2024-08-05 00:00:00; filter_close=121.7178; filter_ma50=114.6255; filter_avg_value_10=315.06; filter_adr20=3.43; rs_bucket=rs90_100
rs90_100_rsi2_next_open_trail_1atr,TBBK,2024-08-07,47.6548,46.78,0.8748,2024-08-07,46.7753,same_day_stop_loss_red_candle,210,10007.5,-184.68,-0.018455,-1.0053,-1.5716,0.3832,0,95.0,entry=rsi2_next_open; setup_rsi2=4.62; raw_entry=open:47.6500; slippage_bps=1.0; decision_date=2024-08-06 00:00:00; filter_close=46.9100; filter_ma50=40.0494; filter_avg_value_10=43.18; filter_adr20=5.23; rs_bucket=rs90_100
rs90_100_rsi2_next_open_trail_1atr,AUR,2024-08-07,3.6004,3.5,0.1004,2024-08-07,3.4996,same_day_stop_loss_red_candle,2779,10005.4,-279.87,-0.027972,-1.0035,-3.491,1.491,0,94.0,entry=rsi2_next_open; setup_rsi2=3.10; raw_entry=open:3.6000; slippage_bps=1.0; decision_date=2024-08-06 00:00:00; filter_close=3.5200; filter_ma50=3.1291; filter_avg_value_10=52.76; filter_adr20=11.00; rs_bucket=rs90_100
rs90_100_rsi2_next_open_trail_1atr,DHI,2024-08-07,172.391,167.532,4.859,2024-08-07,167.5152,same_day_stop_loss_red_candle,58,9998.68,-282.79,-0.028283,-1.0034,-1.466,0.3051,0,94.0,entry=rsi2_next_open; setup_rsi2=4.75; raw_entry=open:172.3737; slippage_bps=1.0; decision_date=2024-08-06 00:00:00; filter_close=170.1881; filter_ma50=149.2155; filter_avg_value_10=471.18; filter_adr20=3.61; rs_bucket=rs90_100
rs90_100_rsi2_next_open_trail_1atr,PRG,2024-08-07,39.4034,38.8061,0.5972,2024-08-07,38.8023,same_day_stop_loss_red_candle,253,9969.05,-152.08,-0.015255,-1.0065,-1.3583,0.254,0,91.0,entry=rsi2_next_open; setup_rsi2=3.49; raw_entry=open:39.3994; slippage_bps=1.0; decision_date=2024-08-06 00:00:00; filter_close=39.0006; filter_ma50=35.5314; filter_avg_value_10=36.41; filter_adr20=3.78; rs_bucket=rs90_100
rs90_100_rsi2_next_open_trail_1atr,LPX,2024-08-06,89.5402,85.8748,3.6655,2024-08-08,91.3066,trail_1atr,111,9938.97,196.06,0.019726,0.4819,-0.2552,2.6763,2,92.0,entry=rsi2_next_open; setup_rsi2=3.92; raw_entry=open:89.5313; slippage_bps=1.0; decision_date=2024-08-05 00:00:00; filter_close=89.5215; filter_ma50=86.8381; filter_avg_value_10=67.95; filter_adr20=3.13; rs_bucket=rs90_100
rs90_100_rsi2_next_open_trail_1atr,HALO,2024-08-06,52.2452,51.46,0.7852,2024-08-08,54.1489,trail_1atr,191,9978.84,363.6,0.036437,2.4243,-0.567,4.7818,2,91.0,entry=rsi2_next_open; setup_rsi2=1.02; raw_entry=open:52.2400; slippage_bps=1.0; decision_date=2024-08-05 00:00:00; filter_close=52.1100; filter_ma50=51.1588; filter_avg_value_10=63.13; filter_adr20=2.98; rs_bucket=rs90_100
rs90_100_rsi2_next_open_trail_1atr,MYGN,2024-08-06,25.8026,24.92,0.8826,2024-08-08,26.6673,trail_1atr,388,10011.4,335.52,0.033514,0.9798,-0.3995,3.4982,2,91.0,entry=rsi2_next_open; setup_rsi2=3.62; raw_entry=open:25.8000; slippage_bps=1.0; decision_date=2024-08-05 00:00:00; filter_close=25.8400; filter_ma50=24.9098; filter_avg_value_10=26.06; filter_adr20=3.85; rs_bucket=rs90_100
rs90_100_rsi2_next_open_trail_1atr,PRG,2024-08-08,39.0629,38.5922,0.4707,2024-08-09,38.5883,stop_loss,256,10000.11,-121.5,-0.01215,-1.0082,-1.0827,1.252,1,92.0,entry=rsi2_next_open; setup_rsi2=3.12; raw_entry=open:39.0590; slippage_bps=1.0; decision_date=2024-08-07 00:00:00; filter_close=38.8742; filter_ma50=35.6184; filter_avg_value_10=28.94; filter_adr20=3.79; rs_bucket=rs90_100
rs90_100_rsi2_next_open_trail_1atr,AX,2024-08-06,64.8665,62.38,2.4865,2024-08-12,62.3738,stop_loss,154,9989.44,-383.88,-0.038429,-1.0025,-1.1086,0.6288,4,94.0,entry=rsi2_next_open; setup_rsi2=2.16; raw_entry=open:64.8600; slippage_bps=1.0; decision_date=2024-08-05 00:00:00; filter_close=65.0100; filter_ma50=60.4042; filter_avg_value_10=67.59; filter_adr20=4.33; rs_bucket=rs90_100
rs90_100_rsi2_next_open_trail_1atr,SLG,2024-08-06,54.7607,52.6146,2.1461,2024-08-12,56.1213,trail_1atr,182,9966.44,247.63,0.024847,0.634,-0.0967,1.881,4,92.0,entry=rsi2_next_open; setup_rsi2=2.78; raw_entry=open:54.7552; slippage_bps=1.0; decision_date=2024-08-05 00:00:00; filter_close=54.5806; filter_ma50=52.6037; filter_avg_value_10=63.94; filter_adr20=4.33; rs_bucket=rs90_100
rs90_100_rsi2_next_open_trail_1atr,MHK,2024-08-08,144.7145,143.27,1.4445,2024-08-12,143.2557,stop_loss,69,9985.3,-100.66,-0.01008,-1.0099,-1.4085,1.9907,2,96.0,entry=rsi2_next_open; setup_rsi2=2.33; raw_entry=open:144.7000; slippage_bps=1.0; decision_date=2024-08-07 00:00:00; filter_close=143.4400; filter_ma50=124.1520; filter_avg_value_10=198.07; filter_adr20=3.96; rs_bucket=rs90_100
rs90_100_rsi2_next_open_trail_1atr,TBBK,2024-08-08,47.2847,46.28,1.0047,2024-08-12,46.2754,stop_loss,212,10024.36,-213.98,-0.021346,-1.0046,-1.3384,1.11,2,95.0,entry=rsi2_next_open; setup_rsi2=3.20; raw_entry=open:47.2800; slippage_bps=1.0; decision_date=2024-08-07 00:00:00; filter_close=46.5300; filter_ma50=40.3230; filter_avg_value_10=40.31; filter_adr20=5.20; rs_bucket=rs90_100
rs90_100_rsi2_next_open_trail_1atr,BKU,2024-08-06,32.5139,31.3475,1.1664,2024-08-13,32.4993,trail_1atr,307,9981.76,-4.48,-0.000449,-0.0125,-0.4487,1.1242,5,94.0,entry=rsi2_next_open; setup_rsi2=2.35; raw_entry=open:32.5106; slippage_bps=1.0; decision_date=2024-08-05 00:00:00; filter_close=32.5768; filter_ma50=29.2943; filter_avg_value_10=31.67; filter_adr20=4.33; rs_bucket=rs90_100
rs90_100_rsi2_next_open_trail_1atr,GLNG,2024-08-06,29.9441,27.9737,1.9704,2024-08-14,31.5997,trail_1atr,334,10001.32,552.99,0.055292,0.8403,-0.0742,1.3944,6,90.0,entry=rsi2_next_open; setup_rsi2=1.69; raw_entry=open:29.9411; slippage_bps=1.0; decision_date=2024-08-05 00:00:00; filter_close=29.9888; filter_ma50=29.4835; filter_avg_value_10=49.70; filter_adr20=3.05; rs_bucket=rs90_100
rs90_100_rsi2_next_open_trail_1atr,EVR,2024-08-06,218.468,208.2781,10.1899,2024-08-20,230.9448,trail_1atr,45,9831.06,561.46,0.057111,1.2244,-0.2127,2.0128,10,90.0,entry=rsi2_next_open; setup_rsi2=4.46; raw_entry=open:218.4461; slippage_bps=1.0; decision_date=2024-08-05 00:00:00; filter_close=217.5547; filter_ma50=210.8311; filter_avg_value_10=125.98; filter_adr20=3.20; rs_bucket=rs90_100
rs90_100_rsi2_next_open_trail_1atr,COLB,2024-08-06,21.1065,20.167,0.9395,2024-08-21,21.3713,trail_1atr,475,10025.57,125.81,0.012549,0.2819,-0.3122,1.0924,11,91.0,entry=rsi2_next_open; setup_rsi2=3.81; raw_entry=open:21.1044; slippage_bps=1.0; decision_date=2024-08-05 00:00:00; filter_close=21.1135; filter_ma50=18.9375; filter_avg_value_10=63.97; filter_adr20=4.16; rs_bucket=rs90_100
rs90_100_rsi2_next_open_trail_1atr,FFIN,2024-08-06,33.119,31.8253,1.2937,2024-08-21,33.7348,trail_1atr,302,10001.93,185.97,0.018593,0.476,-0.2929,1.3819,11,90.0,entry=rsi2_next_open; setup_rsi2=2.49; raw_entry=open:33.1157; slippage_bps=1.0; decision_date=2024-08-05 00:00:00; filter_close=33.2216; filter_ma50=30.1774; filter_avg_value_10=28.31; filter_adr20=3.72; rs_bucket=rs90_100
rs90_100_rsi2_next_open_trail_1atr,GWRE,2024-08-06,141.4541,132.01,9.4442,2024-08-23,146.1018,trail_1atr,70,9901.79,325.34,0.032856,0.4921,-0.2122,0.8742,13,91.0,entry=rsi2_next_open; setup_rsi2=2.85; raw_entry=open:141.4400; slippage_bps=1.0; decision_date=2024-08-05 00:00:00; filter_close=140.0100; filter_ma50=135.4818; filter_avg_value_10=120.43; filter_adr20=2.55; rs_bucket=rs90_100
rs90_100_rsi2_next_open_trail_1atr,FTAI,2024-08-06,97.545,85.2083,12.3367,2024-08-27,118.6935,trail_1atr,102,9949.59,2157.14,0.216807,1.7143,-0.246,2.0229,15,97.0,entry=rsi2_next_open; setup_rsi2=3.42; raw_entry=open:97.5353; slippage_bps=1.0; decision_date=2024-08-05 00:00:00; filter_close=95.4529; filter_ma50=94.6642; filter_avg_value_10=176.79; filter_adr20=5.64; rs_bucket=rs90_100
rs90_100_rsi2_next_open_trail_1atr,PIPR,2024-08-06,57.6068,53.2833,4.3235,2024-08-27,64.7812,trail_1atr,174,10023.58,1248.35,0.124541,1.6594,-0.1603,2.0243,15,91.0,entry=rsi2_next_open; setup_rsi2=2.27; raw_entry=open:57.6010; slippage_bps=1.0; decision_date=2024-08-05 00:00:00; filter_close=57.1101; filter_ma50=55.4409; filter_avg_value_10=53.07; filter_adr20=3.58; rs_bucket=rs90_100
rs90_100_rsi2_next_open_trail_1atr,DHI,2024-08-08,167.4703,165.2679,2.2024,2024-08-27,183.7444,trail_1atr,59,9880.75,960.17,0.097176,7.3891,-0.8309,10.1299,13,92.0,entry=rsi2_next_open; setup_rsi2=1.05; raw_entry=open:167.4536; slippage_bps=1.0; decision_date=2024-08-07 00:00:00; filter_close=165.6403; filter_ma50=149.6982; filter_avg_value_10=469.34; filter_adr20=3.74; rs_bucket=rs90_100
rs90_100_rsi2_next_open_trail_1atr,MHO,2024-08-08,142.8843,139.62,3.2643,2024-08-27,162.918,trail_1atr,70,10001.9,1402.36,0.140209,6.1372,-0.709,7.8626,13,90.0,entry=rsi2_next_open; setup_rsi2=2.11; raw_entry=open:142.8700; slippage_bps=1.0; decision_date=2024-08-07 00:00:00; filter_close=140.1700; filter_ma50=133.9256; filter_avg_value_10=54.10; filter_adr20=5.19; rs_bucket=rs90_100
rs90_100_rsi2_next_open_trail_1atr,PLTR,2024-08-28,30.6231,30.38,0.2431,2024-08-28,30.377,same_day_stop_loss_red_candle,328,10044.36,-80.72,-0.008036,-1.0125,-3.5919,0.7279,0,94.0,entry=rsi2_next_open; setup_rsi2=4.92; raw_entry=open:30.6200; slippage_bps=1.0; decision_date=2024-08-27 00:00:00; filter_close=30.8400; filter_ma50=27.8470; filter_avg_value_10=1353.17; filter_adr20=5.04; rs_bucket=rs90_100
rs90_100_rsi2_next_open_trail_1atr,AXON,2024-08-27,360.526,358.1,2.426,2024-08-30,361.4753,trail_1atr,27,9734.2,25.63,0.002633,0.3913,-1.103,3.4352,3,90.0,entry=rsi2_next_open; setup_rsi2=2.50; raw_entry=open:360.4900; slippage_bps=1.0; decision_date=2024-08-26 00:00:00; filter_close=360.4900; filter_ma50=319.4792; filter_avg_value_10=169.74; filter_adr20=3.38; rs_bucket=rs90_100
rs90_100_rsi2_next_open_trail_1atr,SERV,2024-08-30,8.9809,8.8,0.1809,2024-08-30,8.7991,same_day_stop_loss_red_candle,1120,10058.61,-203.59,-0.02024,-1.0049,-4.759,1.2112,0,99.0,entry=rsi2_next_open; setup_rsi2=1.45; raw_entry=open:8.9800; slippage_bps=1.0; decision_date=2024-08-29 00:00:00; filter_close=8.9800; filter_ma50=8.0857; filter_avg_value_10=58.43; filter_adr20=17.51; rs_bucket=rs90_100
rs90_100_rsi2_next_open_trail_1atr,CLOV,2024-08-30,2.8103,2.79,0.0203,2024-08-30,2.7897,same_day_stop_loss_red_candle,3580,10060.81,-73.6,-0.007316,-1.0138,-13.3268,0.9723,0,99.0,entry=rsi2_next_open; setup_rsi2=2.22; raw_entry=open:2.8100; slippage_bps=1.0; decision_date=2024-08-29 00:00:00; filter_close=2.8200; filter_ma50=1.9237; filter_avg_value_10=45.68; filter_adr20=13.03; rs_bucket=rs90_100
rs90_100_rsi2_next_open_trail_1atr,SE,2024-08-30,79.0279,76.82,2.2079,2024-08-30,76.8123,same_day_stop_loss_red_candle,127,10036.54,-281.38,-0.028035,-1.0035,-1.0861,0.3135,0,94.0,entry=rsi2_next_open; setup_rsi2=1.85; raw_entry=open:79.0200; slippage_bps=1.0; decision_date=2024-08-29 00:00:00; filter_close=77.5200; filter_ma50=71.9026; filter_avg_value_10=420.31; filter_adr20=3.70; rs_bucket=rs90_100
rs90_100_rsi2_next_open_trail_1atr,PLTR,2024-08-29,30.6531,29.75,0.9031,2024-09-03,30.7602,trail_1atr,328,10054.21,35.14,0.003495,0.1186,-0.5405,1.2922,3,94.0,entry=rsi2_next_open; setup_rsi2=1.94; raw_entry=open:30.6500; slippage_bps=1.0; decision_date=2024-08-28 00:00:00; filter_close=30.3600; filter_ma50=27.9538; filter_avg_value_10=1301.63; filter_adr20=5.12; rs_bucket=rs90_100
rs90_100_rsi2_next_open_trail_1atr,SERV,2024-09-03,8.2108,8.12,0.0908,2024-09-03,8.1192,same_day_stop_loss_red_candle,1224,10050.04,-112.16,-0.01116,-1.0089,-12.2309,1.2021,0,99.0,entry=rsi2_next_open; setup_rsi2=0.54; raw_entry=open:8.2100; slippage_bps=1.0; decision_date=2024-08-30 00:00:00; filter_close=8.4950; filter_ma50=8.2184; filter_avg_value_10=52.95; filter_adr20=16.83; rs_bucket=rs90_100
rs90_100_rsi2_next_open_trail_1atr,CLOV,2024-09-03,2.5903,2.54,0.0503,2024-09-03,2.5397,same_day_stop_loss_red_candle,3881,10052.79,-196.04,-0.019501,-1.0051,-2.6912,0.9897,0,99.0,entry=rsi2_next_open; setup_rsi2=1.11; raw_entry=open:2.5900; slippage_bps=1.0; decision_date=2024-08-30 00:00:00; filter_close=2.6300; filter_ma50=1.9557; filter_avg_value_10=46.85; filter_adr20=13.32; rs_bucket=rs90_100
rs90_100_rsi2_next_open_trail_1atr,TPL,2024-09-04,269.4688,268.3476,1.1212,2024-09-04,268.3208,same_day_stop_loss_red_candle,37,9970.34,-42.48,-0.00426,-1.0239,-4.6798,3.0425,0,90.0,entry=rsi2_next_open; setup_rsi2=4.34; raw_entry=open:269.4418; slippage_bps=1.0; decision_date=2024-09-03 00:00:00; filter_close=269.4418; filter_ma50=264.7342; filter_avg_value_10=67.16; filter_adr20=2.87; rs_bucket=rs90_100
rs90_100_rsi2_next_open_trail_1atr,ASPN,2024-09-04,26.1126,25.63,0.4826,2024-09-05,25.6274,stop_loss,385,10053.36,-186.79,-0.01858,-1.0053,-1.5595,2.6261,1,96.0,entry=rsi2_next_open; setup_rsi2=2.83; raw_entry=open:26.1100; slippage_bps=1.0; decision_date=2024-09-03 00:00:00; filter_close=26.3100; filter_ma50=24.6804; filter_avg_value_10=51.22; filter_adr20=8.28; rs_bucket=rs90_100
rs90_100_rsi2_next_open_trail_1atr,SG,2024-09-04,30.193,29.1,1.093,2024-09-05,29.0971,stop_loss,333,10054.28,-364.94,-0.036297,-1.0027,-2.4272,1.4611,1,94.0,entry=rsi2_next_open; setup_rsi2=1.74; raw_entry=open:30.1900; slippage_bps=1.0; decision_date=2024-09-03 00:00:00; filter_close=29.2700; filter_ma50=29.0802; filter_avg_value_10=110.61; filter_adr20=6.78; rs_bucket=rs90_100
rs90_100_rsi2_next_open_trail_1atr,UPST,2024-09-05,36.4436,36.0,0.4436,2024-09-05,35.9964,same_day_stop_loss_red_candle,275,10022.0,-122.99,-0.012272,-1.0081,-2.1676,3.0348,0,96.0,entry=rsi2_next_open; setup_rsi2=3.67; raw_entry=open:36.4400; slippage_bps=1.0; decision_date=2024-09-04 00:00:00; filter_close=36.3300; filter_ma50=30.8989; filter_avg_value_10=266.71; filter_adr20=9.09; rs_bucket=rs90_100
rs90_100_rsi2_next_open_trail_1atr,TGTX,2024-09-05,21.9722,21.74,0.2322,2024-09-05,21.7378,same_day_stop_loss_red_candle,457,10041.29,-107.11,-0.010667,-1.0094,-3.0672,1.3256,0,94.0,entry=rsi2_next_open; setup_rsi2=3.62; raw_entry=open:21.9700; slippage_bps=1.0; decision_date=2024-09-04 00:00:00; filter_close=22.0800; filter_ma50=20.8811; filter_avg_value_10=61.53; filter_adr20=6.08; rs_bucket=rs90_100
rs90_100_rsi2_next_open_trail_1atr,CLOV,2024-09-04,2.7203,2.455,0.2653,2024-09-06,2.4548,stop_loss,3695,10051.41,-981.09,-0.097607,-1.0009,-1.0,0.9979,2,99.0,entry=rsi2_next_open; setup_rsi2=0.66; raw_entry=open:2.7200; slippage_bps=1.0; decision_date=2024-09-03 00:00:00; filter_close=2.5000; filter_ma50=1.9807; filter_avg_value_10=40.74; filter_adr20=12.40; rs_bucket=rs90_100
