date,equity,cash_realized,open_positions,gross_exposure,exposure_pct
2024-05-21,999796.58,999796.58,0,0.0,0.0
2024-05-22,1000277.7444434045,999796.58,2,19959.5056758811,0.0199539635733747
2024-05-23,999070.1826868303,999338.73,4,39752.878210500974,0.03978987552565359
2024-05-24,1001681.8049358518,998924.0499999999,8,79738.68654096997,0.0796048067840031
2024-05-28,1002610.4780600477,998561.1799999999,7,69765.48895777448,0.0695838418652514
2024-05-29,1002913.4089728327,998847.9299999999,4,39972.80543120654,0.039856686602830475
2024-05-30,1004670.4249521019,998667.85,5,49991.45677044376,0.0497590608112378
2024-05-31,1003883.4332892748,1001102.0699999998,4,40070.52624853634,0.03991551700105583
2024-06-03,1002902.478353426,1000070.4099999998,5,50087.47612785132,0.04994251904740067
2024-06-04,1002364.7803755587,1001503.7199999997,3,30075.975629461263,0.03000502034617838
2024-06-05,1005750.5922707014,1001528.3799999998,15,150284.53214076682,0.1494252484619141
2024-06-06,1004214.0401183902,1000802.6599999997,12,120281.8687753473,0.11977712317303078
2024-06-07,1000192.6215631701,998921.1999999996,4,40032.147482849956,0.040024437913054135
2024-06-10,1001353.5112650134,998921.1999999996,4,40032.147482849956,0.03997803675974253
2024-06-11,1001022.2833283251,998921.1999999996,5,49941.09860603111,0.049890096791832296
2024-06-12,1002308.0684626949,998921.1999999996,6,59959.370833264235,0.059821299179231215
2024-06-13,1002878.0587504756,998921.1999999996,6,59959.370833264235,0.059787299472849095
2024-06-14,1001420.2362171994,1000553.3899999997,2,19937.95392318115,0.019909677478153916
2024-06-17,1000954.5271999997,1000265.5299999997,1,10029.002799999998,0.01001943897297156
2024-06-18,1000728.1477637334,999971.5299999997,2,20023.781955504608,0.02000921229231989
2024-06-20,1000936.1742177088,999710.1899999997,6,59967.08554356718,0.05991099841149714
2024-06-21,1002211.5058734765,999496.1099999996,9,89855.21487338361,0.08965693802833602
2024-06-24,1001407.7377506775,998893.2399999995,11,109657.14749010572,0.10950299598883995
2024-06-25,1002567.0942138784,999066.6899999995,14,139694.33004858755,0.13933663976686078
2024-06-26,1000828.3827542516,998888.0599999996,8,79687.72068227525,0.07962176338662266
2024-06-27,1001009.153641452,998662.3199999996,8,79669.17885549583,0.07958886146612827
2024-06-28,1000368.3574292327,998309.8499999994,5,49804.42784298351,0.049786088767313635
2024-07-01,1002743.1983233937,998111.1499999993,7,69910.07075619545,0.06971881821097012
2024-07-02,1005279.3250802873,998041.6599999993,5,49849.08509518814,0.049587297631140385
2024-07-03,1005218.0541180559,998493.8899999993,4,39966.05660795669,0.0397585941122213
2024-07-05,1005136.9182925802,1000610.0899999994,3,30013.34152248268,0.029859953381740426
2024-07-08,1005005.5573791869,1003244.9899999994,2,20029.542972375108,0.019929783298519608
2024-07-09,1005372.0107390129,1003144.5599999994,3,30075.60965336629,0.029914906454635425
2024-07-10,1005907.7911252494,1002945.6799999994,4,40042.60625336629,0.03980743225835144
2024-07-11,1006369.9897257729,1002809.7499999993,7,70025.45398455358,0.06958221598364127
2024-07-12,1006626.1536681008,1003187.3199999994,7,69970.95872844395,0.06951037231992523
2024-07-15,1008613.3034481549,1003166.4299999994,7,70106.35196230587,0.06950766138284384
2024-07-16,1009948.8804470869,1002771.4099999995,7,70177.43878219114,0.06948612958620717
2024-07-17,1007200.3098500187,1004530.0899999996,2,20006.030119463347,0.019863010290815365
2024-07-18,1006091.1099999996,1006091.1099999996,0,0.0,0.0
2024-07-19,1005916.99965108,1005931.8599999996,1,10003.720425823973,0.009944876594484375
2024-07-22,1005106.0499999996,1005106.0499999996,0,0.0,0.0
2024-07-23,1005401.3859674602,1005106.0499999996,1,10040.644238075254,0.009986702204924371
2024-07-24,1004863.5899999996,1004863.5899999996,0,0.0,0.0
2024-07-25,1004771.260141804,1004719.6099999996,2,20082.02993002634,0.019986668336027198
2024-07-26,1005660.3599418225,1004024.3399999996,4,40182.35953853903,0.039956193103667305
2024-07-29,1002644.814992236,1003037.4999999997,1,10049.324656201172,0.010022816161752145
2024-07-30,1002144.7199999997,1002144.7199999997,0,0.0,0.0
2024-07-31,1002096.9287368142,1002065.2099999997,1,10013.321044755936,0.00999236776164772
2024-08-01,1001657.4760926377,1001899.3399999997,3,29955.56451275444,0.029905996039292795
2024-08-02,1000606.0499999998,1000606.0499999998,0,0.0,0.0
2024-08-05,1000606.0499999998,1000606.0499999998,0,0.0,0.0
2024-08-06,1003330.3512224376,1000606.0499999998,23,229002.24553239925,0.22824211911200284
2024-08-07,999916.5739083675,998363.6399999998,13,129601.6930352205,0.1296125061000311
2024-08-08,1002646.1767087586,999258.8199999998,15,149564.90041518834,0.14917016978625838
2024-08-09,1002778.2431621719,999137.3199999998,14,139564.79505567762,0.13917812438328583
2024-08-12,1000847.8989748958,998686.4299999998,10,99599.25370614955,0.09951487514552677
2024-08-13,1001779.1595433197,998681.9499999998,9,89617.49114027387,0.08945833049783919
2024-08-14,1001914.7338680018,999234.9399999998,8,79616.16939455597,0.0794640169500143
2024-08-15,1003344.764894842,999234.9399999998,8,79616.16939455597,0.07935075975893524
2024-08-16,1004297.4005378474,999234.9399999998,8,79616.16939455597,0.0792754908575068
2024-08-19,1005233.8479903926,999234.9399999998,8,79616.16939455597,0.07920164004994476
2024-08-20,1003896.1646090323,999796.3999999998,7,69785.11095745003,0.06951427191140616
2024-08-21,1005336.2711996355,1000108.1799999998,5,49757.6133673199,0.04949350261474774
2024-08-22,1005253.2475942888,1000108.1799999998,5,49757.6133673199,0.049497590270309304
2024-08-23,1006765.2538141374,1000433.5199999998,4,39855.823116404375,0.039588000246741036
2024-08-26,1006635.2412866716,1000433.5199999998,4,39855.823116404375,0.039593113256655946
2024-08-27,1006279.9467429442,1006201.5399999998,1,9734.203059301757,0.009673454281593047
2024-08-28,1006172.767270288,1006120.8199999998,1,9734.203059301757,0.0096744847166857
2024-08-29,1006274.4117458327,1006120.8199999998,2,19788.408254167174,0.019665021810338332
2024-08-30,1005859.1146549879,1005587.8799999999,1,10054.205194865419,0.009995639596420056
