date,equity,cash_realized,open_positions,gross_exposure,exposure_pct
2024-05-21,999002.03,999002.03,0,0.0,0.0
2024-05-22,998687.0488758851,997508.3300000001,1,49948.26154565811,0.05001392738784338
2024-05-23,993397.268072444,994436.8600000001,2,99136.70758917723,0.09979563139079181
2024-05-24,1002886.110016461,993904.9400000001,6,299144.2465503878,0.2982833679344485
2024-05-28,1000707.0026533982,992056.58,4,199596.56590823206,0.19945555030493148
2024-05-29,997523.0399999999,997523.0399999999,0,0.0,0.0
2024-05-30,996332.5630587768,996648.6699999999,1,49829.727882385254,0.05001314794871925
2024-05-31,996976.8631025695,995411.3899999999,2,99728.52577590942,0.10003093298028652
2024-06-03,990005.8048331216,990153.3799999999,3,149097.6248761983,0.1506027784365675
2024-06-04,987731.2605328368,984529.4799999999,2,99269.24845504761,0.10050228480315211
2024-06-05,1004475.9295876935,984133.8199999998,14,697766.4434919114,0.6946572067469283
2024-06-06,993041.7470074989,980371.7199999999,11,548337.8916946265,0.5521801005315498
2024-06-07,976078.2282257112,973894.1999999998,3,150082.10733337072,0.1537603267785062
2024-06-10,976451.0299999998,973937.5299999998,1,49813.0,0.0510143350455578
2024-06-11,976436.1212551878,973525.0299999998,1,49813.0,0.0510151139594943
2024-06-12,976533.4493362425,975837.4499999998,1,48741.752433776855,0.04991303929927542
2024-06-13,976359.4453536986,975837.4499999998,1,48741.752433776855,0.04992193465811102
2024-06-14,975648.9499999998,975648.9499999998,0,0.0,0.0
2024-06-17,973977.4499999998,973977.4499999998,0,0.0,0.0
2024-06-18,972430.1299999999,972430.1299999999,0,0.0,0.0
2024-06-20,972613.8227325438,970969.8499999999,4,194640.30969905853,0.20012085490644121
2024-06-21,974588.7445602987,968481.3099999998,4,194588.72011470795,0.19966239216368106
2024-06-24,970916.3606776808,966386.9599999998,8,388586.7170858383,0.40022676805509005
2024-06-25,976286.0476335906,967695.44,8,389478.6772212982,0.39893910003666594
2024-06-26,975379.1579620361,965947.2,7,340488.56815338135,0.34908329276258115
2024-06-27,972817.976607971,965049.9299999998,4,194446.43711090088,0.19987956820956185
2024-06-28,968609.8229335154,962739.2499999997,2,96945.44887129382,0.1000872039245756
