strategy,ticker,entry_date,entry_price,initial_stop,risk_per_share,exit_date,exit_price,exit_reason,shares,position_size,pnl,pnl_pct,r_multiple,mae,mfe,holding_days,rs_rank_at_entry,signal_details
breakout,ASST,2024-05-29,46.0,43.700001,2.299999,2024-05-29,43.700001,same_day_stop_loss,218,10028.0,-501.4,-0.05,-1.0,-1.739131,3.913045,0,96.0,"buy_stop=pivot_high_1_1:46.0000; entry=max(open,pivot)"
breakout,ADUS,2024-05-29,111.800003,111.110001,0.690002,2024-05-29,111.110001,same_day_stop_loss,89,9950.2,-61.41,-0.006172,-1.0,-1.913036,0.753616,0,90.0,"buy_stop=pivot_high_1_1:111.8000; entry=max(open,pivot)"
breakout,ASM,2024-05-29,1.08,1.04,0.04,2024-05-30,1.04,stop_loss,9303,10047.24,-372.12,-0.037037,-1.0,-1.749998,0.249999,1,95.0,"buy_stop=pivot_high_1_1:0.9200; entry=max(open,pivot)"
breakout,APEI,2024-05-29,17.860001,17.629999,0.230001,2024-05-30,17.925,ma10_break,563,10055.18,36.59,0.003639,0.282604,-0.652176,2.521723,1,94.0,"buy_stop=pivot_high_1_1:17.8600; entry=max(open,pivot)"
breakout,ALKT,2024-05-29,28.459999,27.155001,1.304998,2024-05-30,27.842,ma10_break,353,10046.38,-218.15,-0.021715,-0.473563,-0.559387,0.544063,1,90.0,"buy_stop=pivot_high_1_1:28.4600; entry=max(open,pivot)"
breakout,ASPN,2024-05-29,29.0,28.559999,0.440001,2024-05-31,28.559999,stop_loss,346,10034.0,-152.24,-0.015172,-1.0,-1.977272,2.272725,2,99.0,"buy_stop=pivot_high_1_1:27.4900; entry=max(open,pivot)"
breakout,AEYE,2024-05-29,25.59,23.0,2.59,2024-05-31,23.0,stop_loss,392,10031.28,-1015.28,-0.101211,-1.0,-1.579151,0.220077,2,99.0,"buy_stop=pivot_high_1_1:25.5900; entry=max(open,pivot)"
breakout,AIRJ,2024-05-29,20.0,14.14,5.86,2024-05-31,14.14,stop_loss,502,10040.0,-2941.72,-0.293,-1.0,-1.244027,0.0,2,99.0,"buy_stop=pivot_high_1_1:14.5700; entry=max(open,pivot)"
breakout,ASC,2024-05-30,21.460981,20.885967,0.575014,2024-05-31,21.12582,ma10_break,467,10022.28,-156.52,-0.015617,-0.582874,-0.961526,0.150232,1,94.0,"buy_stop=pivot_high_1_1:21.4610; entry=max(open,pivot)"
breakout,ATNI,2024-05-30,21.736778,20.452826,1.283952,2024-05-31,21.933891,ma10_break,462,10042.39,91.07,0.009068,0.15352,-0.838029,0.485914,1,91.0,"buy_stop=pivot_high_1_1:21.7368; entry=max(open,pivot)"
breakout,ASC,2024-05-31,21.460981,20.987987,0.472995,2024-05-31,20.987987,same_day_stop_loss,472,10129.58,-223.25,-0.02204,-1.0,-1.168916,0.182635,0,94.0,"buy_stop=pivot_high_1_1:21.4610; entry=max(open,pivot)"
breakout,AREN,2024-05-31,0.86,0.79,0.07,2024-05-31,0.79,same_day_stop_loss,11792,10141.12,-825.44,-0.081395,-1.0,-1.0,1.428571,0,92.0,"buy_stop=pivot_high_1_1:0.8600; entry=max(open,pivot)"
breakout,ADPT,2024-05-31,3.699,3.49,0.209,2024-05-31,3.49,same_day_stop_loss,2739,10131.56,-572.45,-0.056502,-1.0,-1.287081,0.38756,0,90.0,"buy_stop=pivot_high_1_1:3.6990; entry=max(open,pivot)"
breakout,ALAR,2024-05-29,36.799999,33.77,3.029999,2024-06-03,33.77,stop_loss,272,10009.6,-824.16,-0.082337,-1.0,-1.254126,1.366337,5,95.0,"buy_stop=pivot_high_1_1:36.8000; entry=max(open,pivot)"
breakout,AOSL,2024-05-29,29.07,28.459999,0.610001,2024-06-03,28.459999,stop_loss,345,10029.15,-210.45,-0.020984,-1.0,-1.77049,2.475408,5,94.0,"buy_stop=pivot_high_1_1:27.8700; entry=max(open,pivot)"
breakout,ADTN,2024-05-29,5.54,5.25,0.29,2024-06-03,5.436,ma10_break,1815,10055.1,-188.76,-0.018773,-0.358621,-0.586207,0.413793,5,92.0,"buy_stop=pivot_high_1_1:5.4100; entry=max(open,pivot)"
breakout,ASST,2024-05-30,56.0,42.0,14.0,2024-06-03,42.0,stop_loss,179,10024.0,-2506.0,-0.25,-1.0,-1.335714,0.428571,4,94.0,"buy_stop=pivot_high_1_1:46.0000; entry=max(open,pivot)"
breakout,AES,2024-05-30,19.395366,18.65632,0.739046,2024-06-03,18.65632,stop_loss,517,10027.4,-382.09,-0.038104,-1.0,-1.097551,0.84146,4,90.0,"buy_stop=pivot_high_1_1:19.3954; entry=max(open,pivot)"
breakout,ACDC,2024-05-31,9.73,9.27,0.459999,2024-06-03,9.27,stop_loss,1042,10138.66,-479.32,-0.047276,-1.0,-1.739132,0.043479,3,95.0,"buy_stop=pivot_high_1_1:9.7300; entry=max(open,pivot)"
breakout,AENT,2024-05-31,2.67,2.15,0.52,2024-06-03,2.476,ma10_break,3797,10137.99,-736.62,-0.072659,-0.373077,-0.461538,0.432692,3,94.0,"buy_stop=pivot_high_1_1:2.6700; entry=max(open,pivot)"
breakout,ADEA,2024-05-31,11.653805,11.156445,0.49736,2024-06-03,11.156445,stop_loss,868,10115.5,-431.71,-0.042678,-1.0,-1.029408,0.098041,3,90.0,"buy_stop=pivot_high_1_1:11.6538; entry=max(open,pivot)"
breakout,AA,2024-05-30,43.685624,41.431265,2.254359,2024-06-04,41.431265,stop_loss,229,10004.01,-516.25,-0.051604,-1.0,-1.430436,0.395652,5,92.0,"buy_stop=pivot_high_1_1:43.6856; entry=max(open,pivot)"
breakout,ATCH,2024-05-30,72.599998,65.400002,7.199997,2024-06-04,68.892,ma10_break,138,10018.8,-511.7,-0.051074,-0.515,-0.916667,0.333334,5,90.0,"buy_stop=pivot_high_1_1:72.6000; entry=max(open,pivot)"
breakout,ALP,2024-05-31,6.2,5.0,1.2,2024-06-04,5.732,ma10_break,1626,10081.2,-760.97,-0.075484,-0.39,-0.866667,3.833334,4,99.0,"buy_stop=pivot_high_1_1:6.2000; entry=max(open,pivot)"
breakout,AMC,2024-06-03,5.44,4.1,1.34,2024-06-04,4.664,ma10_break,1879,10221.76,-1458.1,-0.142647,-0.579104,-0.649254,0.19403,1,98.0,"buy_stop=pivot_high_1_1:5.3700; entry=max(open,pivot)"
breakout,ASTI,2024-06-03,18.0,11.3,6.7,2024-06-04,14.39,ma10_break,567,10206.0,-2046.87,-0.200556,-0.538806,-0.895522,0.343283,1,97.0,"buy_stop=pivot_high_1_1:18.0000; entry=max(open,pivot)"
breakout,ASC,2024-06-03,21.575572,20.90809,0.667482,2024-06-04,20.90809,stop_loss,472,10183.67,-315.05,-0.030937,-1.0,-1.394367,0.281687,1,94.0,"buy_stop=pivot_high_1_1:21.4610; entry=max(open,pivot)"
breakout,AENT,2024-06-03,2.86,2.43,0.43,2024-06-04,2.525,ma10_break,3564,10193.04,-1193.94,-0.117133,-0.77907,-0.918605,0.325582,1,94.0,"buy_stop=pivot_high_1_1:2.6700; entry=max(open,pivot)"
breakout,ASPN,2024-06-03,30.950001,28.129999,2.820002,2024-06-04,28.817,ma10_break,329,10182.55,-701.76,-0.068918,-0.756383,-0.80851,0.0,1,91.0,"buy_stop=pivot_high_1_1:30.2800; entry=max(open,pivot)"
breakout,AREN,2024-06-03,0.95,0.79,0.16,2024-06-04,0.79,stop_loss,10732,10195.4,-1717.12,-0.168421,-1.0,-1.5625,0.0625,1,90.0,"buy_stop=pivot_high_1_1:0.8600; entry=max(open,pivot)"
breakout,AENT,2024-06-04,2.7,2.472,0.228,2024-06-04,2.472,same_day_stop_loss,3739,10095.3,-852.49,-0.084445,-1.0,-1.030702,1.315788,0,97.0,"buy_stop=pivot_high_1_1:2.6700; entry=max(open,pivot)"
breakout,ATCH,2024-06-04,72.599998,69.0,3.599998,2024-06-04,69.0,same_day_stop_loss,138,10018.8,-496.8,-0.049587,-1.0,-1.250001,0.0,0,94.0,"buy_stop=pivot_high_1_1:72.6000; entry=max(open,pivot)"
breakout,ABUS,2024-06-04,3.44,3.33,0.11,2024-06-04,3.33,same_day_stop_loss,2930,10079.2,-322.3,-0.031977,-1.0,-1.0,0.0,0,92.0,"buy_stop=pivot_high_1_1:3.4400; entry=max(open,pivot)"
breakout,ATYR,2024-06-04,1.873,1.8,0.073,2024-06-05,1.8,stop_loss,5380,10076.74,-392.74,-0.038975,-1.0,-1.68493,1.054794,1,90.0,"buy_stop=pivot_high_1_1:1.8730; entry=max(open,pivot)"
breakout,ASST,2024-06-05,62.0,39.0,23.0,2024-06-05,39.0,same_day_stop_loss,163,10106.0,-3749.0,-0.370968,-1.0,-1.043478,0.004348,0,96.0,"buy_stop=pivot_high_1_1:62.0000; entry=max(open,pivot)"
breakout,AMRC,2024-05-30,35.09,32.759998,2.330002,2024-06-06,35.079,ma10_break,286,10035.74,-3.15,-0.000313,-0.004721,-0.424893,1.150214,7,99.0,"buy_stop=pivot_high_1_1:35.0900; entry=max(open,pivot)"
breakout,AMCX,2024-05-31,17.299999,16.309999,0.99,2024-06-06,17.157,ma10_break,586,10137.8,-83.8,-0.008266,-0.144444,-0.646464,1.29293,6,98.0,"buy_stop=pivot_high_1_1:17.3000; entry=max(open,pivot)"
breakout,ALBT,2024-06-03,7.125,4.26,2.865,2024-06-06,7.6125,ma10_break,1412,10060.5,688.35,0.068421,0.170157,-0.942408,5.052357,3,99.0,"buy_stop=pivot_high_1_1:7.1250; entry=max(open,pivot)"
breakout,ABUS,2024-06-05,3.44,3.33,0.11,2024-06-06,3.33,stop_loss,2935,10096.4,-322.85,-0.031977,-1.0,-1.272727,1.81818,1,94.0,"buy_stop=pivot_high_1_1:3.4400; entry=max(open,pivot)"
breakout,AEI,2024-05-29,0.85,0.73,0.12,2024-06-07,0.9879,ma10_break,11824,10050.4,1630.53,0.162235,1.149166,0.0,6.666666,9,97.0,"buy_stop=pivot_high_1_1:0.5580; entry=max(open,pivot)"
breakout,ARCT,2024-05-29,37.369999,34.900002,2.469997,2024-06-07,34.900002,stop_loss,268,10015.16,-661.96,-0.066096,-1.0,-3.09312,3.089073,9,95.0,"buy_stop=pivot_high_1_1:32.5500; entry=max(open,pivot)"
breakout,AGEN,2024-05-29,14.8,13.85,0.95,2024-06-07,15.99,ma10_break,678,10034.4,806.82,0.080405,1.252631,-0.589474,5.14737,9,90.0,"buy_stop=pivot_high_1_1:11.4100; entry=max(open,pivot)"
breakout,AVAV,2024-05-30,200.389999,195.589996,4.800003,2024-06-07,201.545001,ma10_break,50,10019.5,57.75,0.005764,0.240625,-0.522915,1.331249,8,92.0,"buy_stop=pivot_high_1_1:200.3900; entry=max(open,pivot)"
breakout,ASYS,2024-05-30,5.69,5.52,0.17,2024-06-07,5.988,ma10_break,1763,10031.47,525.37,0.052373,1.75294,-0.176472,4.294116,8,92.0,"buy_stop=pivot_high_1_1:5.5700; entry=max(open,pivot)"
breakout,AIRE,2024-06-05,28.75,24.75,4.0,2024-06-07,24.75,stop_loss,351,10091.25,-1404.0,-0.13913,-1.0,-1.0625,0.0625,2,92.0,"buy_stop=pivot_high_1_1:28.7500; entry=max(open,pivot)"
breakout,AMC,2024-06-06,5.7,4.62,1.08,2024-06-07,4.823,ma10_break,1757,10014.9,-1540.89,-0.15386,-0.812037,-0.851852,0.240741,1,98.0,"buy_stop=pivot_high_1_1:5.7000; entry=max(open,pivot)"
breakout,ANY,2024-06-06,12.8,11.0,1.8,2024-06-07,11.925,ma10_break,782,10009.6,-684.25,-0.068359,-0.486111,-0.694444,1.055555,1,96.0,"buy_stop=pivot_high_1_1:12.8000; entry=max(open,pivot)"
breakout,ASMB,2024-06-06,15.95,14.84,1.11,2024-06-07,14.84,stop_loss,628,10016.6,-697.08,-0.069592,-1.0,-1.504505,0.450451,1,92.0,"buy_stop=pivot_high_1_1:15.9500; entry=max(open,pivot)"
breakout,ALMU,2024-06-06,3.65,3.02,0.63,2024-06-07,3.431,ma10_break,2747,10026.55,-601.59,-0.06,-0.347619,-0.984127,0.079365,1,90.0,"buy_stop=pivot_high_1_1:3.6500; entry=max(open,pivot)"
breakout,AMC,2024-06-07,5.7,4.97,0.73,2024-06-07,4.97,same_day_stop_loss,1733,9878.1,-1265.09,-0.12807,-1.0,-1.260273,0.328767,0,98.0,"buy_stop=pivot_high_1_1:5.7000; entry=max(open,pivot)"
breakout,ASYS,2024-06-07,6.32,6.07,0.25,2024-06-07,6.07,same_day_stop_loss,1559,9852.88,-389.75,-0.039557,-1.0,-1.400002,0.199999,0,92.0,"buy_stop=pivot_high_1_1:5.5700; entry=max(open,pivot)"
breakout,AEHR,2024-06-07,13.15,12.7,0.45,2024-06-07,12.7,same_day_stop_loss,749,9849.35,-337.05,-0.034221,-1.0,-1.399999,0.311112,0,90.0,"buy_stop=pivot_high_1_1:11.7400; entry=max(open,pivot)"
breakout,ADI,2024-06-07,229.616389,226.931613,2.684776,2024-06-07,226.931613,same_day_stop_loss,42,9643.89,-112.76,-0.011692,-1.0,-1.007246,0.565216,0,90.0,"buy_stop=pivot_high_1_1:228.9392; entry=max(open,pivot)"
breakout,ASTS,2024-05-29,6.17,4.65,1.52,2024-06-10,8.3295,ma10_break,1620,9995.4,3498.39,0.35,1.420724,-0.322369,2.256579,12,99.0,"buy_stop=pivot_high_1_1:5.7700; entry=max(open,pivot)"
breakout,ACIU,2024-05-29,3.8,3.6,0.2,2024-06-10,4.437,ma10_break,2640,10032.0,1681.68,0.167632,3.185,-0.9,5.89,12,98.0,"buy_stop=pivot_high_1_1:3.7200; entry=max(open,pivot)"
breakout,ANF,2024-05-29,155.559998,150.770004,4.789993,2024-06-10,174.723999,ma10_break,64,9955.84,1226.5,0.123194,4.000841,0.0,8.649283,12,98.0,"buy_stop=pivot_high_1_1:146.9300; entry=max(open,pivot)"
breakout,ARHS,2024-05-29,16.458659,15.934496,0.524164,2024-06-10,17.839584,ma10_break,610,10039.78,842.36,0.083903,2.63453,-0.545454,4.618158,12,94.0,"buy_stop=pivot_high_1_1:15.6867; entry=max(open,pivot)"
breakout,ARKO,2024-05-30,5.478505,5.243233,0.235273,2024-06-10,5.730104,ma10_break,1830,10025.66,460.43,0.045925,1.06939,-0.714286,2.224493,11,94.0,"buy_stop=pivot_high_1_1:5.4785; entry=max(open,pivot)"
breakout,APLD,2024-06-05,4.67,3.952,0.718,2024-06-10,4.38,ma10_break,2162,10096.54,-626.98,-0.062099,-0.4039,-0.766017,0.452646,5,96.0,"buy_stop=pivot_high_1_1:4.6700; entry=max(open,pivot)"
breakout,ASPN,2024-06-05,30.950001,28.67,2.280001,2024-06-10,30.092,ma10_break,326,10089.7,-279.71,-0.027722,-0.376316,-0.627193,0.346491,5,90.0,"buy_stop=pivot_high_1_1:30.9500; entry=max(open,pivot)"
breakout,ADPT,2024-06-05,3.78,3.04,0.74,2024-06-10,3.583,ma10_break,2671,10096.38,-526.19,-0.052116,-0.266216,-0.5,0.243243,5,90.0,"buy_stop=pivot_high_1_1:3.7800; entry=max(open,pivot)"
breakout,ANY,2024-06-07,12.8,11.55,1.25,2024-06-10,11.55,stop_loss,770,9856.0,-962.5,-0.097656,-1.0,-1.04,1.52,3,95.0,"buy_stop=pivot_high_1_1:12.8000; entry=max(open,pivot)"
breakout,ATCH,2024-06-10,75.0,61.799999,13.200001,2024-06-10,61.799999,same_day_stop_loss,131,9825.0,-1729.2,-0.176,-1.0,-1.136364,0.090909,0,98.0,"buy_stop=pivot_high_1_1:75.0000; entry=max(open,pivot)"
breakout,ANY,2024-06-10,12.8,11.6,1.2,2024-06-10,11.6,same_day_stop_loss,768,9830.4,-921.6,-0.09375,-1.0,-1.083334,0.166667,0,97.0,"buy_stop=pivot_high_1_1:12.8000; entry=max(open,pivot)"
breakout,ARHS,2024-06-10,18.612485,18.212217,0.400268,2024-06-10,18.212217,same_day_stop_loss,527,9808.78,-210.94,-0.021505,-1.0,-2.071431,0.02381,0,94.0,"buy_stop=pivot_high_1_1:18.3456; entry=max(open,pivot)"
breakout,AD,2024-05-29,27.781822,23.875006,3.906817,2024-06-11,31.773145,ma10_break,361,10029.24,1440.87,0.143667,1.021631,-0.607408,1.79852,13,92.0,"buy_stop=pivot_high_1_1:25.6056; entry=max(open,pivot)"
breakout,AGL,2024-05-31,160.5,146.25,14.25,2024-06-11,161.75,ma10_break,63,10111.5,78.75,0.007788,0.087719,-0.438596,0.947368,11,92.0,"buy_stop=pivot_high_1_1:160.5000; entry=max(open,pivot)"
breakout,ANNX,2024-06-04,6.03,4.55,1.48,2024-06-11,5.443,ma10_break,1671,10076.13,-980.88,-0.097347,-0.396622,-0.540541,0.952703,7,91.0,"buy_stop=pivot_high_1_1:5.0950; entry=max(open,pivot)"
breakout,ALMU,2024-06-10,3.7,3.17,0.53,2024-06-11,3.424,ma10_break,2657,9830.9,-733.33,-0.074595,-0.520755,-0.830189,0.0,1,95.0,"buy_stop=pivot_high_1_1:3.7000; entry=max(open,pivot)"
breakout,ALHC,2024-05-30,7.8,6.92,0.88,2024-06-12,8.133,ma10_break,1287,10038.6,428.57,0.042692,0.378409,-0.25,0.965908,13,97.0,"buy_stop=pivot_high_1_1:7.4850; entry=max(open,pivot)"
breakout,APWC,2024-06-10,1.67,1.55,0.12,2024-06-12,1.55,stop_loss,5881,9821.27,-705.72,-0.071856,-1.0,-1.416666,0.0,2,90.0,"buy_stop=pivot_high_1_1:1.5500; entry=max(open,pivot)"
breakout,ATCH,2024-06-11,75.0,60.0,15.0,2024-06-12,70.308001,ma10_break,131,9825.0,-614.65,-0.06256,-0.3128,-0.68,0.6,1,98.0,"buy_stop=pivot_high_1_1:75.0000; entry=max(open,pivot)"
breakout,AMBA,2024-05-31,58.0,47.830002,10.169998,2024-06-13,57.203,ma10_break,174,10092.0,-138.68,-0.013741,-0.078368,-0.34415,0.195674,13,92.0,"buy_stop=pivot_high_1_1:50.9400; entry=max(open,pivot)"
breakout,AFBI,2024-05-31,19.323831,15.595903,3.727928,2024-06-13,19.068646,ma10_break,524,10125.69,-133.72,-0.013206,-0.068452,-0.111607,0.00496,13,90.0,"buy_stop=pivot_high_1_1:15.9953; entry=max(open,pivot)"
breakout,AENT,2024-06-05,3.0,2.465,0.535,2024-06-13,3.206,ma10_break,3378,10134.0,695.87,0.068667,0.385047,-0.35514,1.850467,8,97.0,"buy_stop=pivot_high_1_1:2.6700; entry=max(open,pivot)"
breakout,ADAG,2024-06-06,2.85,2.54,0.31,2024-06-13,2.8375,ma10_break,3517,10023.45,-43.96,-0.004386,-0.040322,-0.16129,0.806452,7,94.0,"buy_stop=pivot_high_1_1:2.8500; entry=max(open,pivot)"
breakout,ATYR,2024-06-07,1.95,1.84,0.11,2024-06-13,1.877,ma10_break,5053,9853.35,-368.87,-0.037436,-0.663637,-0.909091,1.090908,6,91.0,"buy_stop=pivot_high_1_1:1.9500; entry=max(open,pivot)"
breakout,ARBE,2024-06-11,1.9,1.81,0.09,2024-06-13,1.8633,ma10_break,5190,9861.0,-190.47,-0.019316,-0.407777,-0.555555,1.0,2,92.0,"buy_stop=pivot_high_1_1:1.8500; entry=max(open,pivot)"
breakout,ALAR,2024-06-12,36.900002,34.5,2.400002,2024-06-13,36.097001,ma10_break,267,9852.3,-214.4,-0.021762,-0.334584,-0.375,0.812498,1,98.0,"buy_stop=pivot_high_1_1:36.4800; entry=max(open,pivot)"
breakout,AIHS,2024-06-12,8.4,8.25,0.15,2024-06-13,8.595,ma10_break,1176,9878.4,229.32,0.023214,1.300006,-0.666665,16.666709,1,96.0,"buy_stop=pivot_high_1_1:8.2500; entry=max(open,pivot)"
breakout,AMRC,2024-06-12,36.619999,33.009998,3.610001,2024-06-13,35.210999,ma10_break,270,9887.4,-380.43,-0.038476,-0.390305,-0.850415,0.141275,1,95.0,"buy_stop=pivot_high_1_1:34.9700; entry=max(open,pivot)"
breakout,ATCH,2024-06-12,75.0,64.800003,10.199997,2024-06-13,70.008001,ma10_break,132,9900.0,-658.94,-0.06656,-0.489412,-0.882353,0.176471,1,95.0,"buy_stop=pivot_high_1_1:75.0000; entry=max(open,pivot)"
breakout,ACXP,2024-06-12,52.0,47.860001,4.139999,2024-06-13,47.860001,stop_loss,190,9880.0,-786.6,-0.079615,-1.0,-1.342996,0.082126,1,93.0,"buy_stop=pivot_high_1_1:51.3000; entry=max(open,pivot)"
breakout,ACFN,2024-06-12,10.5,10.35,0.15,2024-06-13,10.35,stop_loss,942,9891.0,-141.3,-0.014286,-1.0,-2.000006,0.199999,1,93.0,"buy_stop=pivot_high_1_1:10.4500; entry=max(open,pivot)"
breakout,ARAY,2024-06-12,1.83,1.71,0.12,2024-06-13,1.768,ma10_break,5406,9892.98,-335.17,-0.03388,-0.516667,-0.666667,1.166667,1,92.0,"buy_stop=pivot_high_1_1:1.7900; entry=max(open,pivot)"
breakout,ADI,2024-06-12,232.515169,226.775974,5.739195,2024-06-13,226.775974,stop_loss,42,9765.64,-241.05,-0.024683,-1.0,-1.108479,0.262712,1,90.0,"buy_stop=pivot_high_1_1:231.8829; entry=max(open,pivot)"
breakout,AFBI,2024-06-13,19.101931,19.046456,0.055475,2024-06-13,19.046456,same_day_stop_loss,516,9856.6,-28.62,-0.002904,-1.0,-2.333358,0.666674,0,95.0,"buy_stop=pivot_high_1_1:19.1019; entry=max(open,pivot)"
breakout,AMRC,2024-06-13,35.369999,34.869999,0.5,2024-06-13,34.869999,same_day_stop_loss,279,9868.23,-139.5,-0.014136,-1.0,-3.639999,0.279999,0,92.0,"buy_stop=pivot_high_1_1:34.9700; entry=max(open,pivot)"
breakout,AIHS,2024-06-13,9.3,8.4,0.900001,2024-06-13,8.4,same_day_stop_loss,1061,9867.3,-954.9,-0.096774,-1.0,-1.11111,0.766666,0,91.0,"buy_stop=pivot_high_1_1:8.2500; entry=max(open,pivot)"
breakout,AI,2024-05-30,26.84,23.459999,3.380001,2024-06-14,30.344,ma10_break,373,10011.32,1306.99,0.130551,1.036686,-0.5,1.855029,15,92.0,"buy_stop=pivot_high_1_1:26.8400; entry=max(open,pivot)"
breakout,AGIO,2024-06-03,39.700001,36.139999,3.560001,2024-06-14,46.9,ma10_break,256,10163.2,1843.2,0.18136,2.022471,-0.929775,2.629213,11,91.0,"buy_stop=pivot_high_1_1:39.7000; entry=max(open,pivot)"
breakout,AGX,2024-06-07,72.859976,66.620443,6.239533,2024-06-14,72.580908,ma10_break,135,9836.1,-37.67,-0.00383,-0.044726,-0.157481,0.755903,7,90.0,"buy_stop=pivot_high_1_1:70.2561; entry=max(open,pivot)"
breakout,AGL,2024-06-12,174.25,161.375,12.875,2024-06-14,167.7,ma10_break,56,9758.0,-366.8,-0.03759,-0.508738,-0.601942,0.339806,2,97.0,"buy_stop=pivot_high_1_1:174.0000; entry=max(open,pivot)"
breakout,ANNX,2024-06-12,5.84,5.23,0.61,2024-06-14,5.784,ma10_break,1695,9898.8,-94.92,-0.009589,-0.091804,-0.459017,1.04918,2,95.0,"buy_stop=pivot_high_1_1:5.8400; entry=max(open,pivot)"
breakout,ASML,2024-06-12,1041.109482,1002.321559,38.787923,2024-06-14,1002.321559,stop_loss,9,9369.99,-349.09,-0.037256,-1.0,-1.078307,0.45793,2,92.0,"buy_stop=pivot_high_1_1:1028.3013; entry=max(open,pivot)"
breakout,APD,2024-06-13,268.701134,266.611604,2.089531,2024-06-14,266.611604,stop_loss,36,9673.24,-75.22,-0.007776,-1.0,-3.659046,1.681791,1,92.0,"buy_stop=pivot_high_1_1:258.3201; entry=max(open,pivot)"
breakout,APD,2024-06-14,269.290018,268.273723,1.016294,2024-06-14,268.273723,same_day_stop_loss,36,9694.44,-36.59,-0.003774,-1.0,-8.102547,0.971938,0,91.0,"buy_stop=pivot_high_1_1:258.3201; entry=max(open,pivot)"
breakout,ADMA,2024-06-03,9.66,9.4,0.26,2024-06-17,10.524,ma10_break,1055,10191.3,911.52,0.089441,3.323074,-0.115383,4.596149,14,96.0,"buy_stop=pivot_high_1_1:9.6600; entry=max(open,pivot)"
breakout,ANF,2024-06-10,178.850006,173.0,5.850006,2024-06-17,181.929999,ma10_break,55,9836.75,169.4,0.017221,0.526494,-0.885471,2.654698,7,97.0,"buy_stop=pivot_high_1_1:178.8500; entry=max(open,pivot)"
breakout,AEHR,2024-06-12,13.79,12.81,0.98,2024-06-17,12.81,stop_loss,717,9887.43,-702.66,-0.071066,-1.0,-1.581634,0.489797,5,94.0,"buy_stop=pivot_high_1_1:13.5800; entry=max(open,pivot)"
breakout,ARWR,2024-06-12,25.639999,24.18,1.459999,2024-06-17,25.149,ma10_break,385,9871.4,-189.03,-0.01915,-0.336301,-0.773973,0.828768,5,92.0,"buy_stop=pivot_high_1_1:25.4000; entry=max(open,pivot)"
breakout,AVAV,2024-06-12,214.380005,203.0,11.380005,2024-06-17,203.0,stop_loss,46,9861.48,-523.48,-0.053083,-1.0,-1.034271,0.51318,5,91.0,"buy_stop=pivot_high_1_1:206.7800; entry=max(open,pivot)"
breakout,ALAR,2024-06-13,37.720001,36.0,1.720001,2024-06-17,36.0,stop_loss,261,9844.92,-448.92,-0.045599,-1.0,-2.656975,0.302326,4,98.0,"buy_stop=pivot_high_1_1:36.4800; entry=max(open,pivot)"
breakout,AUTL,2024-06-13,4.56,4.07,0.49,2024-06-17,4.28,ma10_break,2164,9867.84,-605.92,-0.061403,-0.571429,-0.693878,0.438776,4,93.0,"buy_stop=pivot_high_1_1:4.5600; entry=max(open,pivot)"
breakout,ARQT,2024-06-13,8.891,7.94,0.951,2024-06-17,7.94,stop_loss,1110,9869.01,-1055.61,-0.106962,-1.0,-1.210305,0.629863,4,92.0,"buy_stop=pivot_high_1_1:8.8910; entry=max(open,pivot)"
breakout,ASPN,2024-06-14,31.5,29.33,2.17,2024-06-17,29.33,stop_loss,312,9828.0,-677.04,-0.068889,-1.0,-1.147465,0.0,3,93.0,"buy_stop=pivot_high_1_1:31.5000; entry=max(open,pivot)"
breakout,ALNY,2024-06-14,161.729996,158.259995,3.470001,2024-06-17,158.259995,stop_loss,60,9703.8,-208.2,-0.021456,-1.0,-1.504323,1.077811,3,90.0,"buy_stop=pivot_high_1_1:161.7300; entry=max(open,pivot)"
breakout,AERT,2024-06-14,1.5,1.44,0.06,2024-06-17,1.44,stop_loss,6566,9849.0,-393.96,-0.04,-1.0,-1.0,0.0,3,90.0,"buy_stop=pivot_high_1_1:1.5000; entry=max(open,pivot)"
breakout,AENT,2024-06-17,3.99,3.61,0.38,2024-06-17,3.61,same_day_stop_loss,2469,9851.31,-938.22,-0.095238,-1.0,-1.078947,0.0,0,98.0,"buy_stop=pivot_high_1_1:3.9900; entry=max(open,pivot)"
breakout,AHCO,2024-06-07,10.98,10.2,0.78,2024-06-18,11.176,ma10_break,897,9849.06,175.81,0.017851,0.251283,-0.487179,1.038462,11,90.0,"buy_stop=pivot_high_1_1:10.2900; entry=max(open,pivot)"
breakout,AEI,2024-06-17,1.15,1.09,0.06,2024-06-18,1.13,ma10_break,8564,9848.6,-171.28,-0.017391,-0.333333,-0.833333,2.333335,1,99.0,"buy_stop=pivot_high_1_1:1.1400; entry=max(open,pivot)"
breakout,ATLC,2024-06-17,27.51,25.790001,1.719999,2024-06-18,26.885,ma10_break,357,9821.07,-223.13,-0.022719,-0.363372,-0.726744,0.186046,1,93.0,"buy_stop=pivot_high_1_1:27.5100; entry=max(open,pivot)"
breakout,AAME,2024-06-17,1.959618,1.752824,0.206794,2024-06-18,1.752824,stop_loss,5024,9845.12,-1038.93,-0.105528,-1.0,-1.380952,0.0,1,90.0,"buy_stop=pivot_high_1_1:1.8021; entry=max(open,pivot)"
