date,equity,cash_realized,open_positions,gross_exposure,exposure_pct
2024-05-21,999796.58,999796.58,0,0.0,0.0
2024-05-22,1000277.7444434045,999796.58,2,19959.5056758811,0.0199539635733747
2024-05-23,999054.4626211475,999174.61,3,29758.158529212542,0.02978632261061944
2024-05-24,1001932.3649358519,999174.61,8,79738.68654096997,0.07958489947180734
2024-05-28,1002629.5908363486,998799.99,6,59952.92415754791,0.05979568596966889
2024-05-29,1002107.9837608088,1000366.2899999999,1,9964.785994592667,0.009943824573870616
2024-05-30,1002028.6128903216,1000186.59,2,19983.43733382988,0.019942980746017074
2024-05-31,1002054.9896343993,1001646.4699999999,3,30003.799640502926,0.02994226858892229
2024-06-03,1000920.9978859966,1000585.6099999999,4,39992.5889854938,0.03995578978756613
2024-06-04,1000554.6719839465,999434.3199999998,3,29982.83808334465,0.029966216662497092
2024-06-05,1004279.3078436898,999434.3199999998,16,159896.04440576074,0.15921471562435857
2024-06-06,1002610.1618295407,998668.2299999999,13,129942.32380953539,0.12960403630102804
2024-06-07,998546.8504554387,997281.8199999998,4,39866.66880908743,0.039924685347416784
2024-06-10,998693.261509603,997285.8499999999,2,19884.618672281646,0.019910636667583487
2024-06-11,998865.5011136557,997285.8499999999,3,29793.569795462798,0.02982740895770785
2024-06-12,999209.9363103873,997744.2799999999,3,29824.613396338653,0.0298481953717023
2024-06-13,999429.835747338,997744.2799999999,3,29824.613396338653,0.029841628025880244
2024-06-14,998902.47,998902.47,0,0.0,0.0
2024-06-17,998552.96,998552.96,0,0.0,0.0
2024-06-18,998307.877012122,998258.96,1,9933.082987878035,0.00994991947534981
2024-06-20,998469.4411890212,997997.8200000001,5,49799.14885149087,0.04987548621637119
2024-06-21,999374.8538331969,997706.5599999999,7,69674.09681802912,0.06971768055878885
2024-06-24,998772.6159627707,997273.8499999999,10,99473.9892748086,0.09959623210025664
2024-06-25,1000154.6248898944,997615.9999999999,11,109583.28631539724,0.10956634463142248
2024-06-26,999634.052672949,997154.9599999998,8,79617.31084954223,0.07964645725768477
2024-06-27,998914.5508211066,997144.1399999999,4,39806.119946334074,0.0398493744170745
2024-06-28,998423.3645620232,996899.3099999998,3,29920.644214221684,0.029967892655784277
2024-07-01,999736.0940015878,997735.6699999998,5,49865.435938940805,0.049878599200462205
2024-07-02,1001262.162498244,997592.3299999998,5,49876.99763424033,0.04981412411489963
2024-07-03,1001049.6856583322,997380.7399999998,3,29947.484580391305,0.029916082098059484
2024-07-05,1001017.9034349981,999922.3799999998,1,9964.476565001678,0.009954344004046805
2024-07-08,1000893.8239171759,999790.3999999998,1,9964.476565001678,0.009955578031248039
2024-07-09,1001173.8094128645,999689.9699999997,2,19965.18854314414,0.019941780693257114
2024-07-10,1001534.9000331709,999491.0899999997,3,29932.18514314414,0.029886312640880295
2024-07-11,1002114.0495420715,999355.7699999998,6,59824.04394425643,0.05969783975346296
2024-07-12,1002430.3432609405,999010.1199999998,7,69775.01913636764,0.06960585302055712
2024-07-15,1004107.1754449126,1000963.6199999998,6,59885.58977107529,0.05964063521858652
2024-07-16,1005437.6821057097,1000647.4699999997,6,59956.676590960546,0.05963241447783416
2024-07-17,1003011.8749101276,1000351.8199999997,2,19955.3850579813,0.019895462413911453
2024-07-18,1001928.2499208957,999913.0499999997,1,10010.840486284827,0.009991574234058382
2024-07-19,1001915.0087123722,999754.5599999997,2,20014.5609121088,0.019976306111863566
2024-07-22,1001437.5300566226,998971.6499999997,1,10010.840486284827,0.009996470259826194
2024-07-23,1001998.7286996775,998971.6499999997,2,20017.941369444463,0.019978010746003957
2024-07-24,1001294.1099999996,1001294.1099999996,0,0.0,0.0
2024-07-25,1001201.5718286008,1001150.1299999997,2,20005.158243305872,0.01998114945701526
2024-07-26,1002088.5418237636,1000457.1699999997,4,40003.53765919199,0.03992016272971952
2024-07-29,999065.5119714566,999455.4699999996,1,9979.537679421997,0.009988872160874986
2024-07-30,998568.1099999996,998568.1099999996,0,0.0,0.0
2024-07-31,998520.7824089285,998489.1799999996,1,9976.59737344265,0.009991376793754995
2024-08-01,998081.8447636075,998323.7499999995,3,29918.840841441157,0.029976340115201013
2024-08-02,997031.7599999995,997031.7599999995,0,0.0,0.0
2024-08-05,997031.7599999995,997031.7599999995,0,0.0,0.0
2024-08-06,999751.5152494741,997031.7599999995,23,228433.95710900016,0.22849073357192926
2024-08-07,996051.9210176857,994416.7699999994,14,139130.36763236873,0.13968184257926686
2024-08-08,999490.4473379336,994708.2299999995,18,178864.58947625975,0.17895577686875538
2024-08-09,999282.9133447424,994670.3699999995,12,119193.08329557703,0.11927861639965481
2024-08-12,998471.9404713514,996697.2699999994,4,39847.611724693015,0.03990859443269086
2024-08-13,998662.2917759625,996972.4599999994,3,29945.821473777483,0.029985933904166533
2024-08-14,998449.494674206,998338.0099999994,1,9988.845640429672,0.010004357449936946
2024-08-15,998833.0867648127,998338.0099999994,1,9988.845640429672,0.010000515374178495
2024-08-16,998922.4957537653,998338.0099999994,1,9988.845640429672,0.009999620273735356
2024-08-19,999049.3979716303,998338.0099999994,1,9988.845640429672,0.00999835009230777
2024-08-20,998881.0599999995,998881.0599999995,0,0.0,0.0
2024-08-21,998881.0599999995,998881.0599999995,0,0.0,0.0
2024-08-22,998881.0599999995,998881.0599999995,0,0.0,0.0
2024-08-23,998881.0599999995,998881.0599999995,0,0.0,0.0
2024-08-26,998881.0599999995,998881.0599999995,0,0.0,0.0
2024-08-27,998959.4667429439,998881.0599999995,1,9734.203059301757,0.009744342371607557
2024-08-28,998852.7772702876,998800.8299999995,1,9734.203059301757,0.009745383184400658
2024-08-29,998953.3809396878,998800.8299999995,2,19696.4490603117,0.019717085337639877
2024-08-30,998553.2238502164,998284.4699999995,1,9962.246001009942,0.009976680023722286
2024-09-03,997992.7699999996,997992.7699999996,0,0.0,0.0
2024-09-04,998630.5379870355,997950.2899999996,3,29916.67188238706,0.02995769781153583
2024-09-05,996989.6399999995,996989.6399999995,0,0.0,0.0
2024-09-06,996598.1599999996,996598.1599999996,0,0.0,0.0
