date,equity,cash_realized,open_positions,exposure,exposure_pct
2025-08-01,999296.840801487,999223.76,1,9993.689616680145,0.010000721716146624
2025-08-04,1007942.5061546228,998887.76,14,140147.48047892598,0.13904312956658538
2025-08-05,1007965.433878386,1000036.02,9,90274.74971371416,0.08956135466507086
2025-08-06,1005469.4758175015,1002620.62,3,30028.129662807034,0.029864784943762244
2025-08-07,1005840.1397864532,1003690.97,2,20046.029944896698,0.01992963807265895
2025-08-08,1005573.9693709182,1005631.33,1,10052.340328216553,0.009996619477436597
2025-08-11,1004813.95,1004813.95,0,0.0,0.0
2025-08-12,1004524.8495513916,1004813.95,1,10042.060119628906,0.009996825986050586
2025-08-13,1004668.9099999999,1004668.9099999999,0,0.0,0.0
2025-08-14,1004668.9099999999,1004668.9099999999,0,0.0,0.0
2025-08-15,1004668.9099999999,1004668.9099999999,0,0.0,0.0
2025-08-18,1005142.5699230193,1004509.3499999999,2,20091.09986591339,0.01998830859133954
2025-08-19,1004491.8799999999,1004491.8799999999,0,0.0,0.0
2025-08-20,1004990.4435179586,1004329.3799999999,2,20001.566143601343,0.019902245113481945
2025-08-21,1004087.0164383817,1003830.0399999999,8,79598.87341131906,0.07927487569121838
2025-08-22,1006030.1696484754,1002747.4499999997,8,80074.92100322727,0.07959494995185568
2025-08-25,1003969.8697979734,1003409.5299999998,2,20004.550369262695,0.019925448931339112
2025-08-26,1004935.1996014402,1003409.5299999998,2,20004.550369262695,0.019906308762193372
2025-08-27,1005202.4799664305,1003409.5299999998,2,20004.550369262695,0.01990101573359704
2025-08-28,1005614.9697314451,1003903.3699999998,1,9966.550369262695,0.00991090096035893
2025-08-29,1005477.5099999998,1005477.5099999998,0,0.0,0.0
2025-09-02,1005477.5099999998,1005477.5099999998,0,0.0,0.0
2025-09-03,1005448.0096058652,1005364.9799999997,2,20108.73067188263,0.019999771723418335
2025-09-04,1006784.1690032192,1004763.9699999996,2,20114.25085544586,0.01997871189746682
2025-09-05,1005232.340481796,1005106.0399999997,1,10053.480048179626,0.010001150622910831
2025-09-08,1005332.2703991315,1005106.0399999997,4,40103.73041629791,0.039891020707388765
2025-09-09,1006272.360018768,1004721.0399999997,3,30118.730568885803,0.029930992607532278
2025-09-10,1007753.0494232937,1004997.0799999996,2,20069.970308303833,0.01991556395665512
2025-09-11,1008553.7990935512,1004982.3199999996,3,30151.360733509064,0.029895639439966346
2025-09-12,1007738.1265508772,1007724.9299999996,1,10058.840602366396,0.009981601705191174
2025-09-15,1007744.1898815915,1007426.0299999997,1,10068.600296020508,0.0099912263420775
2025-09-16,1008031.7042608757,1007233.4199999997,2,20145.365820043284,0.019984853387934435
2025-09-17,1008122.6155975361,1007927.1699999997,2,20143.71523391505,0.019981413889792993
2025-09-18,1007824.6299999997,1007824.6299999997,0,0.0,0.0
