strategy,ticker,entry_date,entry_price,initial_stop,risk_per_share,exit_date,exit_price,exit_reason,shares,position_size,pnl,pnl_pct,r_multiple,mae,mfe,holding_days,rs_rank_at_entry,signal_details
rs90_100_rsi2_next_open_4_day_low_no_stop,AVT,2022-05-25,41.4575,,,2022-06-09,42.7905,4_day_low,2409,99871.22,3211.19,0.032153,,,,11,93.0,entry=rsi2_next_open; setup_rsi2=4.87; raw_entry=open:41.4161; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-05-24 00:00:00; filter_close=40.9738; filter_ma50=38.3106; filter_avg_value_10=33.65; filter_adr20=3.75; rs_bucket=rs90_100
rs90_100_rsi2_next_open_4_day_low_no_stop,YPF,2023-04-24,11.4514,,,2023-04-25,11.2288,4_day_low,4443,50878.75,-989.37,-0.019446,,,,1,95.0,entry=rsi2_next_open; setup_rsi2=1.68; raw_entry=open:11.4400; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2023-04-21 00:00:00; filter_close=11.3000; filter_ma50=11.2726; filter_avg_value_10=25.14; filter_adr20=4.64; rs_bucket=rs90_100
rs90_100_rsi2_next_open_4_day_low_no_stop,PACB,2023-04-26,10.2803,,,2023-04-27,9.94,4_day_low,4877,50136.88,-1659.26,-0.033095,,,,1,91.0,entry=rsi2_next_open; setup_rsi2=2.93; raw_entry=open:10.2700; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2023-04-25 00:00:00; filter_close=10.2100; filter_ma50=9.8896; filter_avg_value_10=32.47; filter_adr20=5.48; rs_bucket=rs90_100
rs90_100_rsi2_next_open_4_day_low_no_stop,IOT,2023-04-27,19.1792,,,2023-04-28,18.6014,4_day_low,2636,50556.27,-1523.03,-0.030125,,,,1,95.0,entry=rsi2_next_open; setup_rsi2=3.61; raw_entry=open:19.1600; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2023-04-26 00:00:00; filter_close=19.1400; filter_ma50=18.8650; filter_avg_value_10=67.68; filter_adr20=4.53; rs_bucket=rs90_100
rs90_100_rsi2_next_open_4_day_low_no_stop,PACB,2023-04-27,10.0901,,,2023-04-28,9.8901,4_day_low,5036,50813.64,-1007.1,-0.019819,,,,1,90.0,entry=rsi2_next_open; setup_rsi2=1.79; raw_entry=open:10.0800; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2023-04-26 00:00:00; filter_close=9.9700; filter_ma50=9.8838; filter_avg_value_10=31.05; filter_adr20=5.51; rs_bucket=rs90_100
rs90_100_rsi2_next_open_4_day_low_no_stop,TECK,2023-04-26,44.0637,,,2023-05-02,42.7264,4_day_low,1139,50188.5,-1523.17,-0.030349,,,,4,91.0,entry=rsi2_next_open; setup_rsi2=2.38; raw_entry=open:44.0196; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2023-04-25 00:00:00; filter_close=41.8773; filter_ma50=39.0681; filter_avg_value_10=329.75; filter_adr20=3.42; rs_bucket=rs90_100
rs90_100_rsi2_next_open_4_day_low_no_stop,IOT,2023-04-28,18.8288,,,2023-05-02,17.6523,4_day_low,2704,50913.1,-3181.2,-0.062483,,,,2,95.0,entry=rsi2_next_open; setup_rsi2=3.25; raw_entry=open:18.8100; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2023-04-27 00:00:00; filter_close=19.0500; filter_ma50=18.9302; filter_avg_value_10=68.24; filter_adr20=4.54; rs_bucket=rs90_100
rs90_100_rsi2_next_open_4_day_low_no_stop,CNK,2023-04-26,15.7739,,,2023-05-04,15.9883,4_day_low,3185,50239.77,683.05,0.013596,,,,6,94.0,entry=rsi2_next_open; setup_rsi2=2.12; raw_entry=open:15.7581; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2023-04-25 00:00:00; filter_close=15.7975; filter_ma50=13.8073; filter_avg_value_10=32.48; filter_adr20=3.13; rs_bucket=rs90_100
rs90_100_rsi2_next_open_4_day_low_no_stop,MELI,2023-04-26,1243.2019,,,2023-05-04,1236.0128,4_day_low,40,49728.08,-287.57,-0.005783,,,,6,91.0,entry=rsi2_next_open; setup_rsi2=1.19; raw_entry=open:1241.9600; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2023-04-25 00:00:00; filter_close=1229.5500; filter_ma50=1220.1944; filter_avg_value_10=374.70; filter_adr20=2.81; rs_bucket=rs90_100
rs90_100_rsi2_next_open_4_day_low_no_stop,CXT,2023-04-27,45.3094,,,2023-05-04,45.3927,4_day_low,1115,50520.02,92.85,0.001838,,,,5,94.0,entry=rsi2_next_open; setup_rsi2=4.76; raw_entry=open:45.2642; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2023-04-26 00:00:00; filter_close=44.9742; filter_ma50=40.6120; filter_avg_value_10=31.69; filter_adr20=3.43; rs_bucket=rs90_100
rs90_100_rsi2_next_open_4_day_low_no_stop,AAON,2023-04-27,62.5026,,,2023-05-04,63.5149,4_day_low,809,50564.62,818.91,0.016195,,,,5,93.0,entry=rsi2_next_open; setup_rsi2=3.28; raw_entry=open:62.4402; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2023-04-26 00:00:00; filter_close=61.7954; filter_ma50=59.9163; filter_avg_value_10=29.21; filter_adr20=2.56; rs_bucket=rs90_100
rs90_100_rsi2_next_open_4_day_low_no_stop,ONC,2023-04-26,245.255,,,2023-05-05,244.2555,4_day_low,204,50032.02,-203.9,-0.004075,,,,7,91.0,entry=rsi2_next_open; setup_rsi2=1.64; raw_entry=open:245.0100; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2023-04-25 00:00:00; filter_close=246.7800; filter_ma50=233.5977; filter_avg_value_10=44.02; filter_adr20=3.15; rs_bucket=rs90_100
rs90_100_rsi2_next_open_4_day_low_no_stop,PACB,2023-04-28,9.97,,,2023-05-11,11.6184,4_day_low,5086,50707.22,8383.81,0.165338,,,,9,90.0,entry=rsi2_next_open; setup_rsi2=4.87; raw_entry=open:9.9600; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2023-04-27 00:00:00; filter_close=9.9800; filter_ma50=9.8778; filter_avg_value_10=27.48; filter_adr20=5.38; rs_bucket=rs90_100
rs90_100_rsi2_next_open_4_day_low_no_stop,NVDA,2023-04-26,27.0051,,,2023-05-12,28.1928,4_day_low,1861,50256.48,2210.31,0.043981,,,,12,95.0,entry=rsi2_next_open; setup_rsi2=4.78; raw_entry=open:26.9781; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2023-04-25 00:00:00; filter_close=26.2178; filter_ma50=25.1239; filter_avg_value_10=10716.43; filter_adr20=2.63; rs_bucket=rs90_100
rs90_100_rsi2_next_open_4_day_low_no_stop,MDGL,2023-05-12,293.9436,,,2023-05-16,280.5392,4_day_low,171,50264.36,-2292.16,-0.045602,,,,2,98.0,entry=rsi2_next_open; setup_rsi2=4.46; raw_entry=open:293.6500; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2023-05-11 00:00:00; filter_close=288.1200; filter_ma50=266.1140; filter_avg_value_10=115.94; filter_adr20=5.69; rs_bucket=rs90_100
rs90_100_rsi2_next_open_4_day_low_no_stop,AU,2023-05-12,22.6266,,,2023-05-16,22.545,4_day_low,2232,50502.68,-182.23,-0.003608,,,,2,94.0,entry=rsi2_next_open; setup_rsi2=4.41; raw_entry=open:22.6040; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2023-05-11 00:00:00; filter_close=24.2909; filter_ma50=21.8100; filter_avg_value_10=82.17; filter_adr20=2.61; rs_bucket=rs90_100
rs90_100_rsi2_next_open_4_day_low_no_stop,EGO,2023-05-12,11.2927,,,2023-05-16,11.1305,4_day_low,4487,50670.2,-727.76,-0.014363,,,,2,93.0,entry=rsi2_next_open; setup_rsi2=4.49; raw_entry=open:11.2814; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2023-05-11 00:00:00; filter_close=11.3113; filter_ma50=10.5308; filter_avg_value_10=26.02; filter_adr20=3.65; rs_bucket=rs90_100
rs90_100_rsi2_next_open_4_day_low_no_stop,AGI,2023-05-12,13.0908,,,2023-05-16,12.9366,4_day_low,3868,50635.16,-596.23,-0.011775,,,,2,92.0,entry=rsi2_next_open; setup_rsi2=3.07; raw_entry=open:13.0777; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2023-05-11 00:00:00; filter_close=13.0580; filter_ma50=12.0519; filter_avg_value_10=38.41; filter_adr20=2.83; rs_bucket=rs90_100
rs90_100_rsi2_next_open_4_day_low_no_stop,AUPH,2023-05-15,10.7708,,,2023-05-16,10.5395,4_day_low,4710,50730.28,-1089.47,-0.021476,,,,1,91.0,entry=rsi2_next_open; setup_rsi2=4.93; raw_entry=open:10.7600; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2023-05-12 00:00:00; filter_close=10.7400; filter_ma50=10.4196; filter_avg_value_10=34.39; filter_adr20=5.68; rs_bucket=rs90_100
rs90_100_rsi2_next_open_4_day_low_no_stop,AU,2023-05-16,23.0648,,,2023-05-17,22.5268,4_day_low,2170,50050.53,-1167.41,-0.023325,,,,1,92.0,entry=rsi2_next_open; setup_rsi2=4.89; raw_entry=open:23.0417; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2023-05-15 00:00:00; filter_close=23.3153; filter_ma50=22.1105; filter_avg_value_10=90.13; filter_adr20=2.70; rs_bucket=rs90_100
rs90_100_rsi2_next_open_4_day_low_no_stop,DKNG,2023-05-17,22.9429,,,2023-05-18,22.7173,4_day_low,2176,49923.79,-491.04,-0.009836,,,,1,96.0,entry=rsi2_next_open; setup_rsi2=4.09; raw_entry=open:22.9200; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2023-05-16 00:00:00; filter_close=22.9200; filter_ma50=20.1190; filter_avg_value_10=318.09; filter_adr20=4.39; rs_bucket=rs90_100
rs90_100_rsi2_next_open_4_day_low_no_stop,AU,2023-05-17,22.7727,,,2023-05-18,21.9074,4_day_low,2192,49917.73,-1896.79,-0.037998,,,,1,92.0,entry=rsi2_next_open; setup_rsi2=2.15; raw_entry=open:22.7499; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2023-05-16 00:00:00; filter_close=22.7864; filter_ma50=22.2537; filter_avg_value_10=87.40; filter_adr20=2.71; rs_bucket=rs90_100
rs90_100_rsi2_next_open_4_day_low_no_stop,CX,2023-05-23,6.1765,,,2023-05-24,6.0074,4_day_low,8095,49998.8,-1369.19,-0.027384,,,,1,93.0,entry=rsi2_next_open; setup_rsi2=2.31; raw_entry=open:6.1703; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2023-05-22 00:00:00; filter_close=6.2194; filter_ma50=5.6722; filter_avg_value_10=31.66; filter_adr20=3.38; rs_bucket=rs90_100
rs90_100_rsi2_next_open_4_day_low_no_stop,AU,2023-05-18,21.9512,,,2023-05-25,21.4701,4_day_low,2275,49939.03,-1094.5,-0.021917,,,,5,90.0,entry=rsi2_next_open; setup_rsi2=1.38; raw_entry=open:21.9293; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2023-05-17 00:00:00; filter_close=22.5220; filter_ma50=22.3989; filter_avg_value_10=86.10; filter_adr20=2.71; rs_bucket=rs90_100
rs90_100_rsi2_next_open_4_day_low_no_stop,DKNG,2023-05-18,22.7928,,,2023-05-26,23.3966,4_day_low,2180,49688.24,1316.3,0.026491,,,,6,94.0,entry=rsi2_next_open; setup_rsi2=3.55; raw_entry=open:22.7700; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2023-05-17 00:00:00; filter_close=22.8600; filter_ma50=20.1890; filter_avg_value_10=322.78; filter_adr20=4.28; rs_bucket=rs90_100
rs90_100_rsi2_next_open_4_day_low_no_stop,GRBK,2023-05-25,48.9489,,,2023-05-26,47.972,4_day_low,1014,49634.19,-990.6,-0.019958,,,,1,97.0,entry=rsi2_next_open; setup_rsi2=4.56; raw_entry=open:48.9000; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2023-05-24 00:00:00; filter_close=48.3300; filter_ma50=39.5894; filter_avg_value_10=27.47; filter_adr20=4.18; rs_bucket=rs90_100
rs90_100_rsi2_next_open_4_day_low_no_stop,PRTA,2023-05-25,69.8498,,,2023-05-26,66.7632,4_day_low,710,49593.34,-2191.49,-0.044189,,,,1,96.0,entry=rsi2_next_open; setup_rsi2=4.85; raw_entry=open:69.7800; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2023-05-24 00:00:00; filter_close=69.6300; filter_ma50=57.7363; filter_avg_value_10=32.82; filter_adr20=5.44; rs_bucket=rs90_100
rs90_100_rsi2_next_open_4_day_low_no_stop,CX,2023-05-24,6.0881,,,2023-05-30,5.8996,4_day_low,8183,49819.15,-1543.01,-0.030972,,,,4,92.0,entry=rsi2_next_open; setup_rsi2=0.91; raw_entry=open:6.0820; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2023-05-23 00:00:00; filter_close=6.0526; filter_ma50=5.6951; filter_avg_value_10=31.30; filter_adr20=3.46; rs_bucket=rs90_100
rs90_100_rsi2_next_open_4_day_low_no_stop,TGTX,2023-05-26,27.1171,,,2023-05-30,25.9241,4_day_low,1819,49325.99,-2170.14,-0.043996,,,,2,99.0,entry=rsi2_next_open; setup_rsi2=4.01; raw_entry=open:27.0900; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2023-05-25 00:00:00; filter_close=27.0300; filter_ma50=23.2459; filter_avg_value_10=91.21; filter_adr20=7.22; rs_bucket=rs90_100
rs90_100_rsi2_next_open_4_day_low_no_stop,PRTA,2023-05-26,67.4474,,,2023-05-30,65.4695,4_day_low,732,49371.48,-1447.83,-0.029325,,,,2,95.0,entry=rsi2_next_open; setup_rsi2=1.72; raw_entry=open:67.3800; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2023-05-25 00:00:00; filter_close=67.2500; filter_ma50=58.1007; filter_avg_value_10=32.49; filter_adr20=5.58; rs_bucket=rs90_100
rs90_100_rsi2_next_open_4_day_low_no_stop,FCNCA,2023-05-26,1252.3175,,,2023-05-31,1230.0457,4_day_low,39,48840.38,-868.6,-0.017784,,,,3,97.0,entry=rsi2_next_open; setup_rsi2=4.13; raw_entry=open:1251.0664; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2023-05-25 00:00:00; filter_close=1254.3103; filter_ma50=990.0799; filter_avg_value_10=225.63; filter_adr20=3.74; rs_bucket=rs90_100
rs90_100_rsi2_next_open_4_day_low_no_stop,SGML,2023-05-26,38.5385,,,2023-05-31,37.5025,4_day_low,1279,49290.74,-1325.09,-0.026883,,,,3,92.0,entry=rsi2_next_open; setup_rsi2=3.65; raw_entry=open:38.5000; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2023-05-25 00:00:00; filter_close=38.0100; filter_ma50=36.8918; filter_avg_value_10=26.65; filter_adr20=4.58; rs_bucket=rs90_100
rs90_100_rsi2_next_open_4_day_low_no_stop,PRTA,2023-05-30,66.3963,,,2023-05-31,63.956,4_day_low,734,48734.91,-1791.22,-0.036754,,,,1,95.0,entry=rsi2_next_open; setup_rsi2=1.19; raw_entry=open:66.3300; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2023-05-26 00:00:00; filter_close=66.4400; filter_ma50=58.4501; filter_avg_value_10=32.67; filter_adr20=5.65; rs_bucket=rs90_100
rs90_100_rsi2_next_open_4_day_low_no_stop,TGTX,2023-05-31,25.4454,,,2023-06-06,25.3496,4_day_low,1907,48524.42,-182.68,-0.003765,,,,4,99.0,entry=rsi2_next_open; setup_rsi2=4.60; raw_entry=open:25.4200; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2023-05-30 00:00:00; filter_close=25.4900; filter_ma50=23.7107; filter_avg_value_10=83.91; filter_adr20=6.28; rs_bucket=rs90_100
rs90_100_rsi2_next_open_4_day_low_no_stop,GFI,2023-05-25,13.3831,,,2023-06-09,14.162,4_day_low,3695,49450.62,2877.87,0.058197,,,,11,92.0,entry=rsi2_next_open; setup_rsi2=4.50; raw_entry=open:13.3697; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2023-05-24 00:00:00; filter_close=13.5072; filter_ma50=13.4016; filter_avg_value_10=67.25; filter_adr20=3.06; rs_bucket=rs90_100
rs90_100_rsi2_next_open_4_day_low_no_stop,FCNCA,2023-06-01,1243.0314,,,2023-06-12,1240.6565,4_day_low,39,48478.23,-92.62,-0.001911,,,,7,96.0,entry=rsi2_next_open; setup_rsi2=4.79; raw_entry=open:1241.7896; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2023-05-31 00:00:00; filter_close=1234.1798; filter_ma50=1033.0433; filter_avg_value_10=205.62; filter_adr20=3.76; rs_bucket=rs90_100
rs90_100_rsi2_next_open_4_day_low_no_stop,PRTA,2023-05-31,64.9649,,,2023-06-16,69.93,4_day_low,750,48723.68,3723.82,0.076427,,,,12,94.0,entry=rsi2_next_open; setup_rsi2=0.49; raw_entry=open:64.9000; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2023-05-30 00:00:00; filter_close=64.5100; filter_ma50=58.7749; filter_avg_value_10=32.70; filter_adr20=5.66; rs_bucket=rs90_100
rs90_100_rsi2_next_open_4_day_low_no_stop,VKTX,2023-06-15,22.2022,,,2023-06-16,21.938,4_day_low,2215,49177.83,-585.07,-0.011897,,,,1,99.0,entry=rsi2_next_open; setup_rsi2=4.61; raw_entry=open:22.1800; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2023-06-14 00:00:00; filter_close=22.3900; filter_ma50=21.4404; filter_avg_value_10=44.77; filter_adr20=6.34; rs_bucket=rs90_100
rs90_100_rsi2_next_open_4_day_low_no_stop,RMBS,2023-06-15,60.7507,,,2023-06-21,59.3506,4_day_low,810,49208.06,-1134.08,-0.023047,,,,4,96.0,entry=rsi2_next_open; setup_rsi2=4.86; raw_entry=open:60.6900; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2023-06-14 00:00:00; filter_close=62.3700; filter_ma50=53.9718; filter_avg_value_10=93.18; filter_adr20=4.10; rs_bucket=rs90_100
rs90_100_rsi2_next_open_4_day_low_no_stop,BMEA,2023-06-16,36.7467,,,2023-06-21,34.3256,4_day_low,1330,48873.12,-3220.02,-0.065885,,,,3,99.0,entry=rsi2_next_open; setup_rsi2=3.59; raw_entry=open:36.7100; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2023-06-15 00:00:00; filter_close=36.8200; filter_ma50=32.0708; filter_avg_value_10=35.18; filter_adr20=6.84; rs_bucket=rs90_100
rs90_100_rsi2_next_open_4_day_low_no_stop,PTGX,2023-06-20,27.8478,,,2023-06-21,26.933,4_day_low,1752,48789.38,-1602.7,-0.032849,,,,1,97.0,entry=rsi2_next_open; setup_rsi2=2.30; raw_entry=open:27.8200; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2023-06-16 00:00:00; filter_close=27.7100; filter_ma50=24.7882; filter_avg_value_10=32.99; filter_adr20=4.36; rs_bucket=rs90_100
rs90_100_rsi2_next_open_4_day_low_no_stop,KRYS,2023-06-20,122.5424,,,2023-06-21,120.5793,4_day_low,397,48649.34,-779.36,-0.01602,,,,1,96.0,entry=rsi2_next_open; setup_rsi2=3.79; raw_entry=open:122.4200; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2023-06-16 00:00:00; filter_close=121.4400; filter_ma50=100.5344; filter_avg_value_10=43.60; filter_adr20=5.49; rs_bucket=rs90_100
rs90_100_rsi2_next_open_4_day_low_no_stop,RMBS,2023-06-21,59.6896,,,2023-06-22,58.8511,4_day_low,809,48288.91,-678.38,-0.014048,,,,1,93.0,entry=rsi2_next_open; setup_rsi2=0.61; raw_entry=open:59.6300; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2023-06-20 00:00:00; filter_close=59.8400; filter_ma50=54.6578; filter_avg_value_10=91.29; filter_adr20=3.67; rs_bucket=rs90_100
rs90_100_rsi2_next_open_4_day_low_no_stop,SMCI,2023-06-21,22.1221,,,2023-06-23,21.6983,4_day_low,2181,48248.3,-924.35,-0.019158,,,,2,99.0,entry=rsi2_next_open; setup_rsi2=4.08; raw_entry=open:22.1000; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2023-06-20 00:00:00; filter_close=22.2400; filter_ma50=16.2573; filter_avg_value_10=801.56; filter_adr20=7.14; rs_bucket=rs90_100
rs90_100_rsi2_next_open_4_day_low_no_stop,IOT,2023-06-22,26.997,,,2023-06-23,26.7412,4_day_low,1797,48513.55,-459.56,-0.009473,,,,1,97.0,entry=rsi2_next_open; setup_rsi2=4.24; raw_entry=open:26.9700; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2023-06-21 00:00:00; filter_close=27.3200; filter_ma50=21.8200; filter_avg_value_10=153.90; filter_adr20=6.22; rs_bucket=rs90_100
rs90_100_rsi2_next_open_4_day_low_no_stop,MRVL,2023-06-22,57.657,,,2023-06-23,57.1758,4_day_low,846,48777.81,-407.04,-0.008345,,,,1,94.0,entry=rsi2_next_open; setup_rsi2=2.71; raw_entry=open:57.5994; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2023-06-21 00:00:00; filter_close=58.2627; filter_ma50=47.4576; filter_avg_value_10=858.87; filter_adr20=4.96; rs_bucket=rs90_100
rs90_100_rsi2_next_open_4_day_low_no_stop,AMD,2023-06-22,112.3522,,,2023-06-23,109.2007,4_day_low,438,49210.28,-1380.38,-0.028051,,,,1,90.0,entry=rsi2_next_open; setup_rsi2=3.14; raw_entry=open:112.2400; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2023-06-21 00:00:00; filter_close=112.1100; filter_ma50=104.0186; filter_avg_value_10=10341.72; filter_adr20=4.51; rs_bucket=rs90_100
rs90_100_rsi2_next_open_4_day_low_no_stop,RMBS,2023-06-22,58.9689,,,2023-06-26,58.1418,4_day_low,828,48826.26,-684.85,-0.014026,,,,2,92.0,entry=rsi2_next_open; setup_rsi2=0.27; raw_entry=open:58.9100; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2023-06-21 00:00:00; filter_close=59.0600; filter_ma50=54.8398; filter_avg_value_10=92.07; filter_adr20=3.68; rs_bucket=rs90_100
rs90_100_rsi2_next_open_4_day_low_no_stop,MNDY,2023-06-22,170.7606,,,2023-06-26,166.2336,4_day_low,287,49008.29,-1299.25,-0.026511,,,,2,91.0,entry=rsi2_next_open; setup_rsi2=4.39; raw_entry=open:170.5900; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2023-06-21 00:00:00; filter_close=171.2900; filter_ma50=147.9380; filter_avg_value_10=128.53; filter_adr20=5.60; rs_bucket=rs90_100
rs90_100_rsi2_next_open_4_day_low_no_stop,NNOX,2023-06-23,16.7167,,,2023-06-26,15.2947,4_day_low,2882,48177.53,-4098.23,-0.085065,,,,1,97.0,entry=rsi2_next_open; setup_rsi2=4.41; raw_entry=open:16.7000; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2023-06-22 00:00:00; filter_close=17.0300; filter_ma50=14.6656; filter_avg_value_10=30.99; filter_adr20=9.68; rs_bucket=rs90_100
rs90_100_rsi2_next_open_4_day_low_no_stop,YEXT,2023-06-23,11.6216,,,2023-06-26,11.3037,4_day_low,4123,47915.9,-1310.81,-0.027356,,,,1,97.0,entry=rsi2_next_open; setup_rsi2=4.12; raw_entry=open:11.6100; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2023-06-22 00:00:00; filter_close=11.6900; filter_ma50=9.4366; filter_avg_value_10=38.63; filter_adr20=6.26; rs_bucket=rs90_100
rs90_100_rsi2_next_open_4_day_low_no_stop,FCNCA,2023-06-23,1196.4855,,,2023-06-26,1183.0624,4_day_low,39,46662.93,-523.5,-0.011219,,,,1,92.0,entry=rsi2_next_open; setup_rsi2=3.40; raw_entry=open:1195.2902; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2023-06-22 00:00:00; filter_close=1206.7990; filter_ma50=1156.8964; filter_avg_value_10=141.78; filter_adr20=2.76; rs_bucket=rs90_100
rs90_100_rsi2_next_open_4_day_low_no_stop,JOBY,2023-06-23,6.5165,,,2023-06-27,6.2338,4_day_low,7358,47948.48,-2080.48,-0.04339,,,,2,96.0,entry=rsi2_next_open; setup_rsi2=3.84; raw_entry=open:6.5100; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2023-06-22 00:00:00; filter_close=6.6600; filter_ma50=5.2444; filter_avg_value_10=57.91; filter_adr20=6.67; rs_bucket=rs90_100
rs90_100_rsi2_next_open_4_day_low_no_stop,AI,2023-06-26,33.8438,,,2023-06-27,31.6583,4_day_low,1408,47652.09,-3077.19,-0.064576,,,,1,98.0,entry=rsi2_next_open; setup_rsi2=2.50; raw_entry=open:33.8100; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2023-06-23 00:00:00; filter_close=33.3900; filter_ma50=28.0528; filter_avg_value_10=1614.70; filter_adr20=13.66; rs_bucket=rs90_100
rs90_100_rsi2_next_open_4_day_low_no_stop,YEXT,2023-06-26,11.4114,,,2023-06-27,10.8741,4_day_low,4154,47402.95,-2231.88,-0.047083,,,,1,97.0,entry=rsi2_next_open; setup_rsi2=2.19; raw_entry=open:11.4000; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2023-06-23 00:00:00; filter_close=11.3700; filter_ma50=9.5028; filter_avg_value_10=31.42; filter_adr20=6.20; rs_bucket=rs90_100
rs90_100_rsi2_next_open_4_day_low_no_stop,NNOX,2023-06-26,15.8959,,,2023-06-27,15.0699,4_day_low,2969,47194.87,-2452.29,-0.051961,,,,1,97.0,entry=rsi2_next_open; setup_rsi2=1.50; raw_entry=open:15.8800; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2023-06-23 00:00:00; filter_close=15.8300; filter_ma50=14.8602; filter_avg_value_10=31.48; filter_adr20=9.70; rs_bucket=rs90_100
rs90_100_rsi2_next_open_4_day_low_no_stop,FCNCA,2023-06-26,1196.9609,,,2023-06-27,1172.1485,4_day_low,39,46681.48,-967.68,-0.020729,,,,1,92.0,entry=rsi2_next_open; setup_rsi2=2.36; raw_entry=open:1195.7651; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2023-06-23 00:00:00; filter_close=1195.7651; filter_ma50=1161.4940; filter_avg_value_10=148.53; filter_adr20=2.78; rs_bucket=rs90_100
