strategy,ticker,entry_date,entry_price,initial_stop,risk_per_share,exit_date,exit_price,exit_reason,shares,position_size,pnl,pnl_pct,r_multiple,mae,mfe,holding_days,rs_rank_at_entry,signal_details
rs90_100_rsi2_next_open_3_day_low,DJT,2024-05-21,48.1848,47.84,0.3448,2024-05-21,47.8352,same_day_stop_loss_red_candle,207,9974.26,-72.37,-0.007255,-1.0139,-17.3274,0.595,0,97.0,entry=rsi2_next_open; setup_rsi2=4.98; raw_entry=open:48.1800; slippage_bps=1.0; decision_date=2024-05-20 00:00:00; filter_close=48.3800; filter_ma50=43.3610; filter_avg_value_10=218.38; filter_adr20=10.76; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low,PCT,2025-07-29,15.1015,14.67,0.4315,2025-07-29,14.6685,same_day_stop_loss_red_candle,679,10253.93,-293.99,-0.028671,-1.0034,-2.6361,0.1819,0,92.0,entry=rsi2_next_open; setup_rsi2=1.89; raw_entry=open:15.1000; slippage_bps=1.0; decision_date=2025-07-28 00:00:00; filter_close=14.8600; filter_ma50=12.6356; filter_avg_value_10=57.75; filter_adr20=5.72; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low,COIN,2025-07-29,383.6284,375.26,8.3683,2025-07-29,375.2225,same_day_stop_loss_red_candle,26,9974.34,-218.55,-0.021911,-1.0045,-2.1376,0.1376,0,90.0,entry=rsi2_next_open; setup_rsi2=1.73; raw_entry=open:383.5900; slippage_bps=1.0; decision_date=2025-07-28 00:00:00; filter_close=379.4900; filter_ma50=317.1470; filter_avg_value_10=5963.73; filter_adr20=4.96; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low,RYTM,2025-07-29,85.9386,84.22,1.7186,2025-07-30,84.2116,stop_loss,119,10226.69,-205.51,-0.020096,-1.0049,-1.0466,0.67,1,93.0,entry=rsi2_next_open; setup_rsi2=0.97; raw_entry=open:85.9300; slippage_bps=1.0; decision_date=2025-07-28 00:00:00; filter_close=85.6800; filter_ma50=70.3604; filter_avg_value_10=53.77; filter_adr20=4.14; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low,QS,2025-07-30,9.3109,9.2,0.1109,2025-07-30,9.1991,same_day_stop_loss_red_candle,1100,10242.02,-123.04,-0.012013,-1.0083,-7.4905,-0.0084,0,97.0,entry=rsi2_next_open; setup_rsi2=2.33; raw_entry=open:9.3100; slippage_bps=1.0; decision_date=2025-07-29 00:00:00; filter_close=9.2800; filter_ma50=6.8516; filter_avg_value_10=1150.40; filter_adr20=12.75; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low,ARQQ,2025-07-30,34.2534,33.62,0.6334,2025-07-30,33.6166,same_day_stop_loss_red_candle,299,10241.77,-190.4,-0.01859,-1.0053,-2.3419,1.968,0,95.0,entry=rsi2_next_open; setup_rsi2=2.16; raw_entry=open:34.2500; slippage_bps=1.0; decision_date=2025-07-29 00:00:00; filter_close=34.0100; filter_ma50=32.3380; filter_avg_value_10=38.79; filter_adr20=9.89; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low,RYTM,2025-07-30,87.0387,84.72,2.3187,2025-07-30,84.7115,same_day_stop_loss_red_candle,117,10183.53,-272.28,-0.026737,-1.0037,-1.2501,0.0221,0,93.0,entry=rsi2_next_open; setup_rsi2=0.91; raw_entry=open:87.0300; slippage_bps=1.0; decision_date=2025-07-29 00:00:00; filter_close=85.6300; filter_ma50=70.8694; filter_avg_value_10=49.74; filter_adr20=4.08; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low,CIFR,2025-07-30,5.8006,5.64,0.1606,2025-07-30,5.6394,same_day_stop_loss_red_candle,1767,10249.63,-284.74,-0.027781,-1.0035,-3.1173,0.37,0,93.0,entry=rsi2_next_open; setup_rsi2=3.15; raw_entry=open:5.8000; slippage_bps=1.0; decision_date=2025-07-29 00:00:00; filter_close=5.6800; filter_ma50=4.7070; filter_avg_value_10=220.28; filter_adr20=9.33; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low,KC,2025-07-30,13.8914,13.88,0.0114,2025-07-30,13.8786,same_day_stop_loss_red_candle,737,10237.95,-9.42,-0.00092,-1.1219,-24.7066,7.6924,0,91.0,entry=rsi2_next_open; setup_rsi2=4.01; raw_entry=open:13.8900; slippage_bps=1.0; decision_date=2025-07-29 00:00:00; filter_close=13.9900; filter_ma50=13.0585; filter_avg_value_10=37.24; filter_adr20=3.79; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low,CRSP,2025-07-30,60.5961,58.68,1.9161,2025-07-30,58.6741,same_day_stop_loss_red_candle,169,10240.73,-324.81,-0.031717,-1.0031,-2.143,0.4118,0,91.0,entry=rsi2_next_open; setup_rsi2=4.01; raw_entry=open:60.5900; slippage_bps=1.0; decision_date=2025-07-29 00:00:00; filter_close=59.0200; filter_ma50=48.1323; filter_avg_value_10=270.53; filter_adr20=6.52; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low,PCT,2025-07-30,14.0714,13.964,0.1074,2025-07-30,13.9626,same_day_stop_loss_red_candle,728,10243.98,-79.21,-0.007732,-1.013,-6.158,0.8248,0,91.0,entry=rsi2_next_open; setup_rsi2=0.60; raw_entry=open:14.0700; slippage_bps=1.0; decision_date=2025-07-29 00:00:00; filter_close=14.0200; filter_ma50=12.7424; filter_avg_value_10=57.42; filter_adr20=5.96; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low,TMC,2025-07-31,6.1506,5.96,0.1906,2025-07-31,5.9594,same_day_stop_loss_red_candle,1666,10246.92,-318.56,-0.031088,-1.0031,-2.5739,-0.0032,0,98.0,entry=rsi2_next_open; setup_rsi2=4.15; raw_entry=open:6.1500; slippage_bps=1.0; decision_date=2025-07-30 00:00:00; filter_close=6.1100; filter_ma50=5.9426; filter_avg_value_10=79.89; filter_adr20=9.25; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low,PCT,2025-07-31,13.6414,13.41,0.2314,2025-07-31,13.4087,same_day_stop_loss_red_candle,750,10231.02,-174.53,-0.017059,-1.0058,-1.6051,0.3831,0,90.0,entry=rsi2_next_open; setup_rsi2=0.37; raw_entry=open:13.6400; slippage_bps=1.0; decision_date=2025-07-30 00:00:00; filter_close=13.6400; filter_ma50=12.8294; filter_avg_value_10=54.95; filter_adr20=5.96; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low,IREN,2025-07-30,15.9966,15.28,0.7166,2025-08-01,15.2785,stop_loss,640,10237.82,-459.6,-0.044893,-1.0021,-1.7815,1.5328,2,95.0,entry=rsi2_next_open; setup_rsi2=2.86; raw_entry=open:15.9950; slippage_bps=1.0; decision_date=2025-07-29 00:00:00; filter_close=15.7900; filter_ma50=12.8840; filter_avg_value_10=583.32; filter_adr20=9.74; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low,TPC,2025-07-30,47.6433,46.6602,0.9831,2025-08-01,46.3361,stop_loss,215,10243.31,-281.04,-0.027437,-1.3297,-4.2698,1.0106,2,93.0,entry=rsi2_next_open; setup_rsi2=4.01; raw_entry=open:47.6386; slippage_bps=1.0; decision_date=2025-07-29 00:00:00; filter_close=46.8299; filter_ma50=43.4409; filter_avg_value_10=31.85; filter_adr20=3.36; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low,SEDG,2025-07-30,25.3825,24.76,0.6225,2025-08-01,24.7575,stop_loss,403,10229.16,-251.88,-0.024624,-1.004,-1.5783,4.4053,2,93.0,entry=rsi2_next_open; setup_rsi2=4.91; raw_entry=open:25.3800; slippage_bps=1.0; decision_date=2025-07-29 00:00:00; filter_close=24.9500; filter_ma50=21.9794; filter_avg_value_10=137.89; filter_adr20=9.29; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low,COIN,2025-07-30,382.9883,365.74,17.2483,2025-08-01,335.1065,stop_loss,26,9957.7,-1244.93,-0.125022,-2.776,-4.1997,0.2407,2,92.0,entry=rsi2_next_open; setup_rsi2=0.89; raw_entry=open:382.9500; slippage_bps=1.0; decision_date=2025-07-29 00:00:00; filter_close=371.4400; filter_ma50=319.6870; filter_avg_value_10=5655.12; filter_adr20=5.04; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low,SLDP,2025-07-31,3.1503,3.13,0.0203,2025-08-01,2.9497,stop_loss,3253,10247.98,-652.58,-0.063679,-9.875,-12.3217,8.6973,1,98.0,entry=rsi2_next_open; setup_rsi2=4.98; raw_entry=open:3.1500; slippage_bps=1.0; decision_date=2025-07-30 00:00:00; filter_close=3.1700; filter_ma50=2.3154; filter_avg_value_10=65.20; filter_adr20=13.76; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low,NVTS,2025-07-31,7.5508,7.1,0.4508,2025-08-01,7.0143,stop_loss,1357,10246.37,-727.97,-0.071047,-1.1901,-1.3328,1.4071,1,97.0,entry=rsi2_next_open; setup_rsi2=3.61; raw_entry=open:7.5500; slippage_bps=1.0; decision_date=2025-07-30 00:00:00; filter_close=7.2100; filter_ma50=6.4970; filter_avg_value_10=311.97; filter_adr20=8.83; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low,OUST,2025-07-31,23.1523,22.07,1.0823,2025-08-01,22.0678,stop_loss,442,10233.32,-479.36,-0.046843,-1.002,-1.7022,0.847,1,97.0,entry=rsi2_next_open; setup_rsi2=4.37; raw_entry=open:23.1500; slippage_bps=1.0; decision_date=2025-07-30 00:00:00; filter_close=22.4900; filter_ma50=20.3376; filter_avg_value_10=76.31; filter_adr20=8.61; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low,QS,2025-07-31,8.8009,8.48,0.3209,2025-08-01,8.1992,stop_loss,1164,10244.22,-700.38,-0.068368,-1.8752,-2.1842,0.7764,1,96.0,entry=rsi2_next_open; setup_rsi2=1.67; raw_entry=open:8.8000; slippage_bps=1.0; decision_date=2025-07-30 00:00:00; filter_close=8.7800; filter_ma50=6.9326; filter_avg_value_10=1114.07; filter_adr20=12.92; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low,ARQQ,2025-07-31,34.8735,32.77,2.1035,2025-08-01,31.4569,stop_loss,293,10217.93,-1001.07,-0.097972,-1.6243,-1.8938,0.4833,1,95.0,entry=rsi2_next_open; setup_rsi2=1.63; raw_entry=open:34.8700; slippage_bps=1.0; decision_date=2025-07-30 00:00:00; filter_close=33.3500; filter_ma50=32.6354; filter_avg_value_10=32.84; filter_adr20=9.85; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low,BBAI,2025-07-31,6.6107,6.28,0.3307,2025-08-01,6.0444,stop_loss,1549,10239.91,-877.15,-0.085659,-1.7125,-1.8165,0.6028,1,95.0,entry=rsi2_next_open; setup_rsi2=3.20; raw_entry=open:6.6100; slippage_bps=1.0; decision_date=2025-07-30 00:00:00; filter_close=6.4100; filter_ma50=5.5224; filter_avg_value_10=709.58; filter_adr20=10.65; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low,CAR,2025-07-31,169.0069,167.65,1.3569,2025-08-01,163.4136,stop_loss,60,10140.41,-335.6,-0.033095,-4.1221,-6.8957,3.2376,1,94.0,entry=rsi2_next_open; setup_rsi2=1.23; raw_entry=open:168.9900; slippage_bps=1.0; decision_date=2025-07-30 00:00:00; filter_close=172.4600; filter_ma50=156.3386; filter_avg_value_10=241.52; filter_adr20=4.79; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low,BKSY,2025-07-31,18.5019,18.26,0.2418,2025-08-01,18.2582,stop_loss,553,10231.52,-134.75,-0.01317,-1.0076,-2.3645,4.9541,1,94.0,entry=rsi2_next_open; setup_rsi2=2.16; raw_entry=open:18.5000; slippage_bps=1.0; decision_date=2025-07-30 00:00:00; filter_close=18.4700; filter_ma50=16.9096; filter_avg_value_10=70.80; filter_adr20=8.76; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low,FUTU,2025-07-31,149.222,148.0162,1.2058,2025-08-01,142.6773,stop_loss,68,10147.1,-445.04,-0.043859,-5.4276,-8.5419,1.8486,1,93.0,entry=rsi2_next_open; setup_rsi2=2.90; raw_entry=open:149.2071; slippage_bps=1.0; decision_date=2025-07-30 00:00:00; filter_close=148.5575; filter_ma50=125.2759; filter_avg_value_10=424.73; filter_adr20=4.74; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low,KC,2025-07-31,14.6515,13.61,1.0415,2025-08-01,13.6086,stop_loss,699,10241.37,-728.94,-0.071176,-1.0013,-1.3937,0.1954,1,91.0,entry=rsi2_next_open; setup_rsi2=2.91; raw_entry=open:14.6500; slippage_bps=1.0; decision_date=2025-07-30 00:00:00; filter_close=13.6800; filter_ma50=13.0577; filter_avg_value_10=34.37; filter_adr20=3.75; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low,CIFR,2025-07-31,5.6106,5.3,0.3106,2025-08-01,5.0315,stop_loss,1825,10239.27,-1056.79,-0.10321,-1.8646,-2.2236,0.4168,1,91.0,entry=rsi2_next_open; setup_rsi2=1.93; raw_entry=open:5.6100; slippage_bps=1.0; decision_date=2025-07-30 00:00:00; filter_close=5.4500; filter_ma50=4.7388; filter_avg_value_10=201.49; filter_adr20=9.36; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low,SBSW,2025-08-01,8.1736,8.0659,0.1077,2025-08-01,8.0651,same_day_stop_loss_red_candle,1242,10151.65,-134.78,-0.013277,-1.0075,-2.4435,0.2631,0,95.0,entry=rsi2_next_open; setup_rsi2=0.81; raw_entry=open:8.1728; slippage_bps=1.0; decision_date=2025-07-31 00:00:00; filter_close=8.1242; filter_ma50=7.2395; filter_avg_value_10=89.99; filter_adr20=3.53; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low,FFAI,2025-08-01,2.2152,2.072,0.1432,2025-08-01,2.0718,same_day_stop_loss_red_candle,4583,10152.36,-657.33,-0.064747,-1.0014,-1.5027,-0.0015,0,90.0,entry=rsi2_next_open; setup_rsi2=4.45; raw_entry=open:2.2150; slippage_bps=1.0; decision_date=2025-07-31 00:00:00; filter_close=2.1300; filter_ma50=1.7342; filter_avg_value_10=101.36; filter_adr20=17.73; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low,DPRO,2025-07-30,5.0705,4.44,0.6305,2025-08-04,4.7595,3_day_low,2020,10242.42,-628.19,-0.061332,-0.4932,-0.4925,0.6177,3,96.0,entry=rsi2_next_open; setup_rsi2=4.36; raw_entry=open:5.0700; slippage_bps=1.0; decision_date=2025-07-29 00:00:00; filter_close=4.5900; filter_ma50=3.2645; filter_avg_value_10=73.62; filter_adr20=14.88; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low,CAR,2025-08-04,165.2665,159.65,5.6165,2025-08-04,159.634,same_day_stop_loss_red_candle,61,10081.26,-343.58,-0.034081,-1.0028,-1.2065,0.0683,0,93.0,entry=rsi2_next_open; setup_rsi2=0.65; raw_entry=open:165.2500; slippage_bps=1.0; decision_date=2025-08-01 00:00:00; filter_close=164.0700; filter_ma50=158.5304; filter_avg_value_10=273.83; filter_adr20=4.88; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low,BTCS,2025-08-04,4.0056,3.9459,0.0597,2025-08-05,3.9455,stop_loss,2545,10194.25,-153.03,-0.015012,-1.0066,-2.3244,3.8009,1,98.0,entry=rsi2_next_open; setup_rsi2=0.85; raw_entry=open:4.0052; slippage_bps=1.0; decision_date=2025-08-01 00:00:00; filter_close=4.0151; filter_ma50=3.5125; filter_avg_value_10=47.46; filter_adr20=21.67; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low,CAR,2025-08-05,161.7562,158.49,3.2662,2025-08-05,158.4742,same_day_stop_loss_red_candle,63,10190.64,-206.77,-0.02029,-1.0049,-1.3552,0.1236,0,92.0,entry=rsi2_next_open; setup_rsi2=0.45; raw_entry=open:161.7400; slippage_bps=1.0; decision_date=2025-08-04 00:00:00; filter_close=160.4600; filter_ma50=159.5602; filter_avg_value_10=283.41; filter_adr20=4.88; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low,COGT,2025-08-01,11.3211,11.21,0.1111,2025-08-06,11.0489,stop_loss,896,10143.73,-243.92,-0.024047,-2.4497,-5.1842,6.7386,3,96.0,entry=rsi2_next_open; setup_rsi2=1.41; raw_entry=open:11.3200; slippage_bps=1.0; decision_date=2025-07-31 00:00:00; filter_close=11.4200; filter_ma50=8.4042; filter_avg_value_10=27.84; filter_adr20=6.84; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low,ABCL,2025-08-04,4.2754,4.185,0.0904,2025-08-06,4.1846,stop_loss,2388,10209.72,-216.94,-0.021248,-1.0046,-2.0506,1.455,2,94.0,entry=rsi2_next_open; setup_rsi2=1.61; raw_entry=open:4.2750; slippage_bps=1.0; decision_date=2025-08-01 00:00:00; filter_close=4.2400; filter_ma50=3.5144; filter_avg_value_10=32.59; filter_adr20=8.77; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low,TRON,2025-08-06,6.9007,6.815,0.0857,2025-08-06,6.8143,same_day_stop_loss_red_candle,1486,10254.43,-128.35,-0.012516,-1.008,-5.3762,0.9956,0,99.0,entry=rsi2_next_open; setup_rsi2=3.20; raw_entry=open:6.9000; slippage_bps=1.0; decision_date=2025-08-05 00:00:00; filter_close=6.9450; filter_ma50=6.1191; filter_avg_value_10=36.31; filter_adr20=18.57; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low,AVAV,2025-08-04,265.7466,251.34,14.4066,2025-08-07,259.0341,3_day_low,38,10098.37,-255.07,-0.025259,-0.4659,-0.6495,0.7464,3,92.0,entry=rsi2_next_open; setup_rsi2=1.66; raw_entry=open:265.7200; slippage_bps=1.0; decision_date=2025-08-01 00:00:00; filter_close=260.0700; filter_ma50=226.0664; filter_avg_value_10=257.01; filter_adr20=4.18; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low,IVZ,2025-08-04,20.2238,19.4005,0.8233,2025-08-07,20.0072,3_day_low,505,10213.01,-109.37,-0.010709,-0.2631,-0.4602,0.4904,3,90.0,entry=rsi2_next_open; setup_rsi2=3.54; raw_entry=open:20.2218; slippage_bps=1.0; decision_date=2025-08-01 00:00:00; filter_close=19.9126; filter_ma50=16.1322; filter_avg_value_10=195.63; filter_adr20=3.33; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low,NEXT,2025-08-08,10.5311,10.4,0.1311,2025-08-08,10.399,same_day_stop_loss_red_candle,975,10267.78,-128.79,-0.012543,-1.0079,-1.9157,1.747,0,91.0,entry=rsi2_next_open; setup_rsi2=2.20; raw_entry=open:10.5300; slippage_bps=1.0; decision_date=2025-08-07 00:00:00; filter_close=10.4500; filter_ma50=9.6177; filter_avg_value_10=28.08; filter_adr20=5.59; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low,LEU,2025-08-04,212.0212,192.94,19.0812,2025-08-11,216.9983,3_day_low,48,10177.02,238.9,0.023475,0.2608,-0.7034,2.7713,5,98.0,entry=rsi2_next_open; setup_rsi2=4.13; raw_entry=open:212.0000; slippage_bps=1.0; decision_date=2025-08-01 00:00:00; filter_close=208.3300; filter_ma50=178.5622; filter_avg_value_10=267.73; filter_adr20=8.02; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low,SBSW,2025-08-04,8.2611,7.9104,0.3507,2025-08-11,8.308,3_day_low,1235,10202.46,57.96,0.005681,0.1338,-0.2518,1.7712,5,95.0,entry=rsi2_next_open; setup_rsi2=0.62; raw_entry=open:8.2603; slippage_bps=1.0; decision_date=2025-08-01 00:00:00; filter_close=8.0465; filter_ma50=7.2928; filter_avg_value_10=89.45; filter_adr20=3.58; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low,AEHR,2025-08-04,17.5818,15.94,1.6418,2025-08-11,17.6282,3_day_low,580,10197.42,26.96,0.002644,0.0283,-0.1838,1.1745,5,93.0,entry=rsi2_next_open; setup_rsi2=4.10; raw_entry=open:17.5800; slippage_bps=1.0; decision_date=2025-08-01 00:00:00; filter_close=16.8400; filter_ma50=13.6094; filter_avg_value_10=40.25; filter_adr20=9.15; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low,CCJ,2025-08-04,73.3745,70.6824,2.6921,2025-08-11,74.6871,3_day_low,139,10199.05,182.45,0.017889,0.4876,-0.1918,1.9251,5,90.0,entry=rsi2_next_open; setup_rsi2=0.72; raw_entry=open:73.3671; slippage_bps=1.0; decision_date=2025-08-01 00:00:00; filter_close=72.7883; filter_ma50=69.5135; filter_avg_value_10=371.40; filter_adr20=3.84; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low,TRON,2025-08-07,7.0107,6.44,0.5707,2025-08-11,6.4394,stop_loss,1464,10263.67,-836.45,-0.081496,-1.0011,-1.0175,0.8574,2,99.0,entry=rsi2_next_open; setup_rsi2=2.65; raw_entry=open:7.0100; slippage_bps=1.0; decision_date=2025-08-06 00:00:00; filter_close=6.8500; filter_ma50=6.2436; filter_avg_value_10=35.13; filter_adr20=18.19; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low,EOSE,2025-08-01,5.4705,5.41,0.0605,2025-08-12,6.1944,3_day_low,1854,10142.39,1341.99,0.132315,11.9549,-3.3123,23.7742,7,90.0,entry=rsi2_next_open; setup_rsi2=3.00; raw_entry=open:5.4700; slippage_bps=1.0; decision_date=2025-07-31 00:00:00; filter_close=5.7000; filter_ma50=5.0065; filter_avg_value_10=110.83; filter_adr20=8.81; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low,AMPX,2025-08-04,6.8607,6.07,0.7907,2025-08-13,7.5492,3_day_low,1484,10181.26,1021.82,0.100363,0.8708,-0.1273,3.5404,7,99.0,entry=rsi2_next_open; setup_rsi2=1.33; raw_entry=open:6.8600; slippage_bps=1.0; decision_date=2025-08-01 00:00:00; filter_close=6.3600; filter_ma50=4.9298; filter_avg_value_10=63.90; filter_adr20=9.74; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low,NEXT,2025-08-11,10.411,10.28,0.131,2025-08-13,10.279,stop_loss,984,10244.46,-129.96,-0.012685,-1.0078,-3.1367,4.1129,2,90.0,entry=rsi2_next_open; setup_rsi2=1.63; raw_entry=open:10.4100; slippage_bps=1.0; decision_date=2025-08-08 00:00:00; filter_close=10.3400; filter_ma50=9.6709; filter_avg_value_10=28.73; filter_adr20=5.05; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low,QS,2025-08-04,8.3708,8.1,0.2708,2025-08-15,8.8491,3_day_low,1219,10204.05,583.02,0.057136,1.7659,-0.9446,4.9076,9,96.0,entry=rsi2_next_open; setup_rsi2=0.85; raw_entry=open:8.3700; slippage_bps=1.0; decision_date=2025-08-01 00:00:00; filter_close=8.2600; filter_ma50=7.1106; filter_avg_value_10=803.40; filter_adr20=12.72; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low,FFAI,2025-08-04,2.1202,2.0,0.1202,2025-08-18,2.5907,3_day_low,4820,10219.42,2267.95,0.221926,3.9142,-0.2513,7.7346,10,90.0,entry=rsi2_next_open; setup_rsi2=2.67; raw_entry=open:2.1200; slippage_bps=1.0; decision_date=2025-08-01 00:00:00; filter_close=2.0100; filter_ma50=1.7516; filter_avg_value_10=97.14; filter_adr20=17.44; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low,SBSW,2025-08-18,7.9598,7.8327,0.1271,2025-08-18,7.8319,same_day_stop_loss_red_candle,1292,10284.08,-165.26,-0.01607,-1.0062,-1.3822,0.0702,0,92.0,entry=rsi2_next_open; setup_rsi2=2.89; raw_entry=open:7.9590; slippage_bps=1.0; decision_date=2025-08-15 00:00:00; filter_close=7.8716; filter_ma50=7.7958; filter_avg_value_10=60.02; filter_adr20=3.45; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low,UUUU,2025-08-04,8.8909,8.23,0.6609,2025-08-19,8.2292,stop_loss,1146,10188.96,-758.32,-0.074426,-1.0012,-1.1059,2.7979,11,97.0,entry=rsi2_next_open; setup_rsi2=3.29; raw_entry=open:8.8900; slippage_bps=1.0; decision_date=2025-08-01 00:00:00; filter_close=8.8500; filter_ma50=6.6264; filter_avg_value_10=118.18; filter_adr20=8.17; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low,ASTS,2025-08-12,51.2401,45.46,5.7801,2025-08-19,45.4555,stop_loss,201,10299.26,-1162.72,-0.112893,-1.0008,-1.1003,0.737,5,93.0,entry=rsi2_next_open; setup_rsi2=3.18; raw_entry=open:51.2350; slippage_bps=1.0; decision_date=2025-08-11 00:00:00; filter_close=45.9200; filter_ma50=45.8957; filter_avg_value_10=417.79; filter_adr20=6.94; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low,AMPX,2025-08-18,7.0407,6.94,0.1007,2025-08-19,6.9393,stop_loss,1459,10272.39,-147.94,-0.014402,-1.0069,-3.5818,2.6741,1,98.0,entry=rsi2_next_open; setup_rsi2=4.74; raw_entry=open:7.0400; slippage_bps=1.0; decision_date=2025-08-15 00:00:00; filter_close=7.1100; filter_ma50=5.9342; filter_avg_value_10=78.08; filter_adr20=10.28; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low,ONDS,2025-07-30,1.8652,1.78,0.0852,2025-08-20,3.5596,3_day_low,5491,10241.74,9304.27,0.908465,19.8911,-0.1783,29.6386,15,93.0,entry=rsi2_next_open; setup_rsi2=2.15; raw_entry=open:1.8650; slippage_bps=1.0; decision_date=2025-07-29 00:00:00; filter_close=1.8200; filter_ma50=1.6787; filter_avg_value_10=41.79; filter_adr20=11.01; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low,TLN,2025-08-20,364.1464,361.426,2.7204,2025-08-20,361.3899,same_day_stop_loss_red_candle,28,10196.1,-77.18,-0.00757,-1.0133,-4.8325,0.5784,0,94.0,entry=rsi2_next_open; setup_rsi2=3.70; raw_entry=open:364.1100; slippage_bps=1.0; decision_date=2025-08-19 00:00:00; filter_close=368.1600; filter_ma50=318.0625; filter_avg_value_10=325.42; filter_adr20=3.81; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low,BWXT,2025-08-20,164.6646,163.1723,1.4923,2025-08-20,163.156,same_day_stop_loss_red_candle,62,10209.2,-93.54,-0.009162,-1.0109,-2.3097,0.1493,0,91.0,entry=rsi2_next_open; setup_rsi2=1.12; raw_entry=open:164.6481; slippage_bps=1.0; decision_date=2025-08-19 00:00:00; filter_close=165.2963; filter_ma50=148.8768; filter_avg_value_10=222.76; filter_adr20=3.12; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low,BMNR,2025-08-20,50.2703,47.756,2.5143,2025-08-21,47.7512,stop_loss,203,10204.86,-511.37,-0.05011,-1.0019,-1.2068,0.8489,1,99.0,entry=rsi2_next_open; setup_rsi2=4.24; raw_entry=open:50.2652; slippage_bps=1.0; decision_date=2025-08-19 00:00:00; filter_close=49.7654; filter_ma50=37.9364; filter_avg_value_10=4545.77; filter_adr20=14.83; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low,TLN,2025-08-21,360.036,351.0,9.036,2025-08-22,350.9649,stop_loss,28,10081.01,-253.99,-0.025195,-1.0039,-1.2368,0.878,1,93.0,entry=rsi2_next_open; setup_rsi2=1.45; raw_entry=open:360.0000; slippage_bps=1.0; decision_date=2025-08-20 00:00:00; filter_close=360.1000; filter_ma50=320.1241; filter_avg_value_10=314.30; filter_adr20=3.73; rs_bucket=rs90_100
