strategy,ticker,entry_date,entry_price,initial_stop,risk_per_share,exit_date,exit_price,exit_reason,shares,position_size,pnl,pnl_pct,r_multiple,mae,mfe,holding_days,rs_rank_at_entry,signal_details
rs90_100_rsi2_next_open_rsi2_gt_80_no_stop,LNTH,2024-07-30,111.59,,,2024-08-19,97.86,rsi2_gt_80,451,50327.09,-6192.23,-0.12304,,,,14,97.0,entry=rsi2_next_open; setup_rsi2=4.81; raw_entry=open:111.5900; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-07-29 00:00:00; filter_close=111.5900; filter_ma50=90.4401; filter_avg_value_10=122.84; filter_adr20=4.79; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80_no_stop,KBH,2024-08-06,75.4134,,,2024-08-19,78.9801,rsi2_gt_80,643,48490.84,2293.34,0.047294,,,,9,93.0,entry=rsi2_next_open; setup_rsi2=3.64; raw_entry=open:75.4134; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-08-05 00:00:00; filter_close=75.6168; filter_ma50=70.8276; filter_avg_value_10=109.50; filter_adr20=3.99; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80_no_stop,PHM,2024-08-06,120.4845,,,2024-08-19,123.5136,rsi2_gt_80,405,48796.22,1226.8,0.025141,,,,9,90.0,entry=rsi2_next_open; setup_rsi2=3.37; raw_entry=open:120.4845; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-08-05 00:00:00; filter_close=121.7178; filter_ma50=114.6255; filter_avg_value_10=315.06; filter_adr20=3.43; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80_no_stop,MHK,2024-08-08,144.7,,,2024-08-19,149.38,rsi2_gt_80,341,49342.7,1595.88,0.032343,,,,7,96.0,entry=rsi2_next_open; setup_rsi2=2.33; raw_entry=open:144.7000; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-08-07 00:00:00; filter_close=143.4400; filter_ma50=124.1520; filter_avg_value_10=198.07; filter_adr20=3.96; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80_no_stop,VITL,2024-07-16,43.41,,,2024-08-23,32.18,rsi2_gt_80,1271,55174.11,-14273.33,-0.258696,,,,28,97.0,entry=rsi2_next_open; setup_rsi2=4.73; raw_entry=open:43.4100; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-07-15 00:00:00; filter_close=42.6800; filter_ma50=40.6620; filter_avg_value_10=33.10; filter_adr20=4.54; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80_no_stop,LPX,2024-08-06,89.5313,,,2024-08-23,95.0216,rsi2_gt_80,544,48705.02,2986.75,0.061323,,,,13,92.0,entry=rsi2_next_open; setup_rsi2=3.92; raw_entry=open:89.5313; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-08-05 00:00:00; filter_close=89.5215; filter_ma50=86.8381; filter_avg_value_10=67.95; filter_adr20=3.13; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80_no_stop,TWST,2024-08-02,48.0,,,2024-08-27,45.12,rsi2_gt_80,1002,48096.0,-2885.76,-0.06,,,,17,96.0,entry=rsi2_next_open; setup_rsi2=3.30; raw_entry=open:48.0000; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-08-01 00:00:00; filter_close=53.0500; filter_ma50=50.3168; filter_avg_value_10=53.94; filter_adr20=5.87; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80_no_stop,PLTR,2024-08-27,30.55,,,2024-08-30,31.48,rsi2_gt_80,1721,52576.55,1600.53,0.030442,,,,3,94.0,entry=rsi2_next_open; setup_rsi2=5.00; raw_entry=open:30.5500; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-08-26 00:00:00; filter_close=30.8500; filter_ma50=27.7016; filter_avg_value_10=1454.69; filter_adr20=5.21; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80_no_stop,AXON,2024-08-27,360.49,,,2024-09-09,364.39,rsi2_gt_80,145,52271.05,565.5,0.010819,,,,9,90.0,entry=rsi2_next_open; setup_rsi2=2.50; raw_entry=open:360.4900; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-08-26 00:00:00; filter_close=360.4900; filter_ma50=319.4792; filter_avg_value_10=169.74; filter_adr20=3.38; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80_no_stop,TGTX,2024-09-05,21.97,,,2024-09-09,23.75,rsi2_gt_80,2338,51365.86,4161.64,0.08102,,,,2,94.0,entry=rsi2_next_open; setup_rsi2=3.62; raw_entry=open:21.9700; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-09-04 00:00:00; filter_close=22.0800; filter_ma50=20.8811; filter_avg_value_10=61.53; filter_adr20=6.08; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80_no_stop,SG,2024-09-04,30.19,,,2024-09-10,30.34,rsi2_gt_80,1728,52168.32,259.2,0.004969,,,,4,94.0,entry=rsi2_next_open; setup_rsi2=1.74; raw_entry=open:30.1900; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-09-03 00:00:00; filter_close=29.2700; filter_ma50=29.0802; filter_avg_value_10=110.61; filter_adr20=6.78; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80_no_stop,ENVX,2024-07-19,15.99,,,2024-09-11,8.95,rsi2_gt_80,3338,53374.62,-23499.52,-0.440275,,,,38,97.0,entry=rsi2_next_open; setup_rsi2=3.70; raw_entry=open:15.9900; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-07-18 00:00:00; filter_close=16.0500; filter_ma50=12.6624; filter_avg_value_10=103.37; filter_adr20=8.14; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80_no_stop,ONON,2024-09-09,44.99,,,2024-09-11,46.42,rsi2_gt_80,1128,50748.72,1613.04,0.031785,,,,2,93.0,entry=rsi2_next_open; setup_rsi2=4.23; raw_entry=open:44.9900; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-09-06 00:00:00; filter_close=44.4400; filter_ma50=40.7196; filter_avg_value_10=269.64; filter_adr20=4.65; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80_no_stop,CLOV,2024-08-30,2.81,,,2024-09-12,2.77,rsi2_gt_80,18656,52423.36,-746.24,-0.014235,,,,9,99.0,entry=rsi2_next_open; setup_rsi2=2.22; raw_entry=open:2.8100; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-08-29 00:00:00; filter_close=2.8200; filter_ma50=1.9237; filter_avg_value_10=45.68; filter_adr20=13.03; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80_no_stop,SE,2024-08-30,79.02,,,2024-09-12,79.12,rsi2_gt_80,661,52232.22,66.1,0.001266,,,,9,94.0,entry=rsi2_next_open; setup_rsi2=1.85; raw_entry=open:79.0200; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-08-29 00:00:00; filter_close=77.5200; filter_ma50=71.9026; filter_avg_value_10=420.31; filter_adr20=3.70; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80_no_stop,CVNA,2024-09-06,28.3,,,2024-09-12,28.104,rsi2_gt_80,1793,50741.9,-351.43,-0.006926,,,,4,96.0,entry=rsi2_next_open; setup_rsi2=3.80; raw_entry=open:28.3000; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-09-05 00:00:00; filter_close=28.2280; filter_ma50=27.6572; filter_avg_value_10=345.82; filter_adr20=4.43; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80_no_stop,GRBK,2024-09-09,74.04,,,2024-09-12,75.62,rsi2_gt_80,686,50791.44,1083.88,0.02134,,,,3,93.0,entry=rsi2_next_open; setup_rsi2=4.69; raw_entry=open:74.0400; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-09-06 00:00:00; filter_close=74.1200; filter_ma50=69.2690; filter_avg_value_10=25.40; filter_adr20=2.78; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80_no_stop,CVLT,2024-09-09,140.7,,,2024-09-12,146.92,rsi2_gt_80,360,50652.0,2239.2,0.044208,,,,3,91.0,entry=rsi2_next_open; setup_rsi2=2.48; raw_entry=open:140.7000; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-09-06 00:00:00; filter_close=139.5300; filter_ma50=137.1470; filter_avg_value_10=45.04; filter_adr20=2.75; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80_no_stop,SERV,2024-08-29,9.09,,,2024-09-13,8.67,rsi2_gt_80,5782,52558.38,-2428.44,-0.046205,,,,11,99.0,entry=rsi2_next_open; setup_rsi2=4.08; raw_entry=open:9.0900; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-08-28 00:00:00; filter_close=9.3500; filter_ma50=7.9471; filter_avg_value_10=70.79; filter_adr20=18.07; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80_no_stop,ASPN,2024-09-04,26.11,,,2024-09-13,24.84,rsi2_gt_80,1995,52089.45,-2533.65,-0.04864,,,,7,96.0,entry=rsi2_next_open; setup_rsi2=2.83; raw_entry=open:26.1100; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-09-03 00:00:00; filter_close=26.3100; filter_ma50=24.6804; filter_avg_value_10=51.22; filter_adr20=8.28; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80_no_stop,TPL,2024-09-04,269.4418,,,2024-09-13,267.4418,rsi2_gt_80,193,52002.27,-386.01,-0.007423,,,,7,90.0,entry=rsi2_next_open; setup_rsi2=4.34; raw_entry=open:269.4418; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-09-03 00:00:00; filter_close=269.4418; filter_ma50=264.7341; filter_avg_value_10=67.16; filter_adr20=2.87; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80_no_stop,UPST,2024-09-05,36.44,,,2024-09-13,38.03,rsi2_gt_80,1411,51416.84,2243.49,0.043633,,,,6,96.0,entry=rsi2_next_open; setup_rsi2=3.67; raw_entry=open:36.4400; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-09-04 00:00:00; filter_close=36.3300; filter_ma50=30.8989; filter_avg_value_10=266.71; filter_adr20=9.09; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80_no_stop,IOVA,2024-09-09,10.15,,,2024-09-13,10.34,rsi2_gt_80,5003,50780.45,950.57,0.018719,,,,4,90.0,entry=rsi2_next_open; setup_rsi2=2.96; raw_entry=open:10.1500; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-09-06 00:00:00; filter_close=10.0100; filter_ma50=9.3366; filter_avg_value_10=59.81; filter_adr20=6.67; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80_no_stop,THC,2024-09-10,153.84,,,2024-09-13,162.41,rsi2_gt_80,326,50151.84,2793.82,0.055707,,,,3,94.0,entry=rsi2_next_open; setup_rsi2=2.65; raw_entry=open:153.8400; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-09-09 00:00:00; filter_close=153.2200; filter_ma50=147.3616; filter_avg_value_10=165.83; filter_adr20=2.56; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80_no_stop,RKT,2024-09-12,17.7528,,,2024-09-13,18.5666,rsi2_gt_80,2908,51625.0,2366.61,0.045842,,,,1,94.0,entry=rsi2_next_open; setup_rsi2=3.13; raw_entry=open:17.7528; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-09-11 00:00:00; filter_close=17.4689; filter_ma50=16.2218; filter_avg_value_10=60.03; filter_adr20=3.85; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80_no_stop,BFH,2024-09-09,54.6563,,,2024-09-17,51.1712,rsi2_gt_80,930,50830.39,-3241.19,-0.063765,,,,6,95.0,entry=rsi2_next_open; setup_rsi2=3.13; raw_entry=open:54.6563; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-09-06 00:00:00; filter_close=54.3529; filter_ma50=49.9424; filter_avg_value_10=42.93; filter_adr20=2.94; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80_no_stop,TGTX,2024-09-24,23.25,,,2024-09-27,23.83,rsi2_gt_80,2274,52870.5,1318.92,0.024946,,,,3,90.0,entry=rsi2_next_open; setup_rsi2=4.89; raw_entry=open:23.2500; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-09-23 00:00:00; filter_close=23.2500; filter_ma50=22.0751; filter_avg_value_10=161.95; filter_adr20=5.95; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80_no_stop,FTAI,2024-09-27,126.0865,,,2024-09-30,130.9132,rsi2_gt_80,419,52830.23,2022.41,0.038281,,,,1,96.0,entry=rsi2_next_open; setup_rsi2=4.20; raw_entry=open:126.0865; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-09-26 00:00:00; filter_close=124.1558; filter_ma50=113.2329; filter_avg_value_10=160.13; filter_adr20=4.04; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80_no_stop,TRUP,2024-09-20,43.12,,,2024-10-04,42.84,rsi2_gt_80,1226,52865.12,-343.28,-0.006493,,,,10,91.0,entry=rsi2_next_open; setup_rsi2=4.82; raw_entry=open:43.1200; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-09-19 00:00:00; filter_close=42.0000; filter_ma50=40.0200; filter_avg_value_10=27.68; filter_adr20=5.77; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80_no_stop,CAVA,2024-10-02,121.0,,,2024-10-04,126.6,rsi2_gt_80,432,52272.0,2419.2,0.046281,,,,2,96.0,entry=rsi2_next_open; setup_rsi2=4.73; raw_entry=open:121.0000; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-10-01 00:00:00; filter_close=122.4300; filter_ma50=106.2370; filter_avg_value_10=363.48; filter_adr20=3.52; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80_no_stop,SMTC,2024-10-02,41.85,,,2024-10-07,43.36,rsi2_gt_80,1252,52396.2,1890.52,0.036081,,,,3,92.0,entry=rsi2_next_open; setup_rsi2=1.41; raw_entry=open:41.8500; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-10-01 00:00:00; filter_close=42.0800; filter_ma50=37.7740; filter_avg_value_10=97.73; filter_adr20=5.00; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80_no_stop,TVTX,2024-10-04,13.87,,,2024-10-07,15.26,rsi2_gt_80,3790,52567.3,5268.1,0.100216,,,,1,97.0,entry=rsi2_next_open; setup_rsi2=4.69; raw_entry=open:13.8700; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-10-03 00:00:00; filter_close=13.6500; filter_ma50=10.9952; filter_avg_value_10=32.27; filter_adr20=6.76; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80_no_stop,AFRM,2024-09-26,43.54,,,2024-10-08,41.15,rsi2_gt_80,1214,52857.56,-2901.46,-0.054892,,,,8,95.0,entry=rsi2_next_open; setup_rsi2=4.38; raw_entry=open:43.5400; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-09-25 00:00:00; filter_close=43.2400; filter_ma50=33.4745; filter_avg_value_10=492.94; filter_adr20=7.11; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80_no_stop,SG,2024-10-04,34.49,,,2024-10-08,38.2,rsi2_gt_80,1535,52942.15,5694.85,0.107567,,,,2,95.0,entry=rsi2_next_open; setup_rsi2=4.75; raw_entry=open:34.4900; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-10-03 00:00:00; filter_close=33.6300; filter_ma50=32.1572; filter_avg_value_10=91.87; filter_adr20=6.23; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80_no_stop,CNK,2024-09-24,26.9759,,,2024-10-09,26.9365,rsi2_gt_80,1959,52845.81,-77.18,-0.00146,,,,11,93.0,entry=rsi2_next_open; setup_rsi2=2.59; raw_entry=open:26.9759; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-09-23 00:00:00; filter_close=27.2024; filter_ma50=25.5017; filter_avg_value_10=66.29; filter_adr20=2.66; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80_no_stop,GGAL,2024-09-26,41.4144,,,2024-10-09,44.1944,rsi2_gt_80,1277,52886.24,3549.98,0.067125,,,,9,98.0,entry=rsi2_next_open; setup_rsi2=4.93; raw_entry=open:41.4144; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-09-25 00:00:00; filter_close=40.9211; filter_ma50=33.5250; filter_avg_value_10=42.58; filter_adr20=4.86; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80_no_stop,JANX,2024-09-27,46.77,,,2024-10-09,46.0,rsi2_gt_80,1130,52850.1,-870.1,-0.016464,,,,8,95.0,entry=rsi2_next_open; setup_rsi2=3.91; raw_entry=open:46.7700; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-09-26 00:00:00; filter_close=46.6200; filter_ma50=43.8052; filter_avg_value_10=32.11; filter_adr20=6.66; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80_no_stop,AUR,2024-10-04,5.3,,,2024-10-10,5.72,rsi2_gt_80,9967,52825.1,4186.14,0.079245,,,,4,96.0,entry=rsi2_next_open; setup_rsi2=4.93; raw_entry=open:5.3000; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-10-03 00:00:00; filter_close=5.1900; filter_ma50=4.4073; filter_avg_value_10=67.93; filter_adr20=9.48; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80_no_stop,SLG,2024-09-27,64.7731,,,2024-10-11,62.8505,rsi2_gt_80,817,52919.61,-1570.72,-0.029681,,,,10,90.0,entry=rsi2_next_open; setup_rsi2=3.86; raw_entry=open:64.7731; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-09-26 00:00:00; filter_close=64.0538; filter_ma50=60.0514; filter_avg_value_10=51.17; filter_adr20=3.28; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80_no_stop,WULF,2024-10-02,4.24,,,2024-10-11,4.21,rsi2_gt_80,12348,52355.52,-370.44,-0.007075,,,,7,95.0,entry=rsi2_next_open; setup_rsi2=4.14; raw_entry=open:4.2400; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-10-01 00:00:00; filter_close=4.3300; filter_ma50=4.2708; filter_avg_value_10=107.10; filter_adr20=9.70; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80_no_stop,KYMR,2024-10-02,45.93,,,2024-10-11,45.02,rsi2_gt_80,1140,52360.2,-1037.4,-0.019813,,,,7,91.0,entry=rsi2_next_open; setup_rsi2=4.64; raw_entry=open:45.9300; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-10-01 00:00:00; filter_close=46.5700; filter_ma50=45.8512; filter_avg_value_10=29.16; filter_adr20=5.19; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80_no_stop,COMP,2024-10-08,5.71,,,2024-10-11,5.91,rsi2_gt_80,9301,53108.71,1860.2,0.035026,,,,3,93.0,entry=rsi2_next_open; setup_rsi2=2.24; raw_entry=open:5.7100; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-10-07 00:00:00; filter_close=5.6700; filter_ma50=5.3474; filter_avg_value_10=25.99; filter_adr20=4.98; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80_no_stop,AHR,2024-10-02,24.1287,,,2024-10-15,23.9367,rsi2_gt_80,2168,52311.02,-416.32,-0.007959,,,,9,98.0,entry=rsi2_next_open; setup_rsi2=4.27; raw_entry=open:24.1287; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-10-01 00:00:00; filter_close=24.3687; filter_ma50=19.7148; filter_avg_value_10=126.45; filter_adr20=3.36; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80_no_stop,BOOT,2024-10-14,160.04,,,2024-10-15,163.1,rsi2_gt_80,336,53773.44,1028.16,0.01912,,,,1,91.0,entry=rsi2_next_open; setup_rsi2=4.10; raw_entry=open:160.0400; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-10-11 00:00:00; filter_close=159.3600; filter_ma50=147.1884; filter_avg_value_10=81.50; filter_adr20=2.63; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80_no_stop,EMBJ,2024-10-03,33.6215,,,2024-10-16,34.4805,rsi2_gt_80,1556,52314.98,1336.62,0.02555,,,,9,91.0,entry=rsi2_next_open; setup_rsi2=3.87; raw_entry=open:33.6215; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-10-02 00:00:00; filter_close=34.1708; filter_ma50=32.8399; filter_avg_value_10=46.68; filter_adr20=2.89; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80_no_stop,APLD,2024-10-08,7.05,,,2024-10-16,8.05,rsi2_gt_80,7491,52811.55,7491.0,0.141844,,,,6,96.0,entry=rsi2_next_open; setup_rsi2=3.36; raw_entry=open:7.0500; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-10-07 00:00:00; filter_close=7.1000; filter_ma50=5.3178; filter_avg_value_10=101.46; filter_adr20=11.65; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80_no_stop,TLN,2024-10-14,159.75,,,2024-10-18,173.97,rsi2_gt_80,336,53676.0,4777.92,0.089014,,,,4,94.0,entry=rsi2_next_open; setup_rsi2=2.76; raw_entry=open:159.7500; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-10-11 00:00:00; filter_close=159.1900; filter_ma50=153.4636; filter_avg_value_10=183.15; filter_adr20=5.35; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80_no_stop,OSCR,2024-09-27,20.39,,,2024-10-24,17.2,rsi2_gt_80,2592,52850.88,-8268.48,-0.156449,,,,19,93.0,entry=rsi2_next_open; setup_rsi2=2.47; raw_entry=open:20.3900; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-09-26 00:00:00; filter_close=20.4800; filter_ma50=18.3020; filter_avg_value_10=70.41; filter_adr20=5.36; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80_no_stop,SOC,2024-10-09,20.7,,,2024-10-24,20.59,rsi2_gt_80,2563,53054.1,-281.93,-0.005314,,,,11,93.0,entry=rsi2_next_open; setup_rsi2=3.69; raw_entry=open:20.7000; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-10-08 00:00:00; filter_close=20.7800; filter_ma50=19.5208; filter_avg_value_10=26.81; filter_adr20=6.91; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80_no_stop,LBRDK,2024-10-22,72.3502,,,2024-10-25,76.676,rsi2_gt_80,744,53828.54,3218.43,0.05979,,,,3,90.0,entry=rsi2_next_open; setup_rsi2=2.10; raw_entry=open:72.3502; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-10-21 00:00:00; filter_close=72.5187; filter_ma50=64.0397; filter_avg_value_10=67.05; filter_adr20=2.93; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80_no_stop,FTAI,2024-10-23,137.4342,,,2024-10-25,142.0837,rsi2_gt_80,391,53736.79,1817.94,0.03383,,,,2,95.0,entry=rsi2_next_open; setup_rsi2=2.99; raw_entry=open:137.4342; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-10-22 00:00:00; filter_close=138.1337; filter_ma50=125.7652; filter_avg_value_10=156.37; filter_adr20=3.21; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80_no_stop,BILI,2024-10-16,20.54,,,2024-10-28,22.23,rsi2_gt_80,2638,54184.52,4458.22,0.082278,,,,8,96.0,entry=rsi2_next_open; setup_rsi2=3.26; raw_entry=open:20.5400; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-10-15 00:00:00; filter_close=20.3100; filter_ma50=17.4292; filter_avg_value_10=380.93; filter_adr20=6.92; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80_no_stop,FUTU,2024-10-18,93.1928,,,2024-10-28,93.1543,rsi2_gt_80,579,53958.6,-22.27,-0.000413,,,,6,95.0,entry=rsi2_next_open; setup_rsi2=2.80; raw_entry=open:93.1928; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-10-17 00:00:00; filter_close=86.2600; filter_ma50=72.8559; filter_avg_value_10=980.43; filter_adr20=8.82; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80_no_stop,CNK,2024-10-25,27.8623,,,2024-10-28,28.926,rsi2_gt_80,1943,54136.46,2066.72,0.038176,,,,1,90.0,entry=rsi2_next_open; setup_rsi2=4.30; raw_entry=open:27.8623; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-10-24 00:00:00; filter_close=27.7835; filter_ma50=27.5139; filter_avg_value_10=61.69; filter_adr20=2.81; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80_no_stop,PLTR,2024-11-01,41.93,,,2024-11-05,51.13,rsi2_gt_80,1284,53838.12,11812.8,0.219413,,,,2,96.0,entry=rsi2_next_open; setup_rsi2=4.46; raw_entry=open:41.9300; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-10-31 00:00:00; filter_close=41.5600; filter_ma50=37.7808; filter_avg_value_10=1554.40; filter_adr20=3.53; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_80_no_stop,VNO,2024-11-01,40.5258,,,2024-11-05,41.132,rsi2_gt_80,1325,53696.71,803.16,0.014957,,,,2,92.0,entry=rsi2_next_open; setup_rsi2=3.51; raw_entry=open:40.5258; slippage_bps=0.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2024-10-31 00:00:00; filter_close=39.8427; filter_ma50=36.9838; filter_avg_value_10=60.69; filter_adr20=2.64; rs_bucket=rs90_100
