strategy,ticker,entry_date,entry_price,initial_stop,risk_per_share,exit_date,exit_price,exit_reason,shares,position_size,pnl,pnl_pct,r_multiple,mae,mfe,holding_days,rs_rank_at_entry,signal_details
rs90_100_rsi2_next_open_rsi2_gt_60_no_stop,VIST,2023-07-28,25.3253,,,2023-07-31,26.0739,rsi2_gt_60,3277,82991.01,2453.17,0.029559,,,,1,94.0,entry=rsi2_next_open; setup_rsi2=4.48; raw_entry=open:25.3000; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2023-07-27 00:00:00; filter_close=25.3200; filter_ma50=23.5808; filter_avg_value_10=27.99; filter_adr20=4.01; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60_no_stop,AAOI,2023-07-28,6.3563,,,2023-08-01,7.023,rsi2_gt_60,13026,82797.81,8683.4,0.104875,,,,2,99.0,entry=rsi2_next_open; setup_rsi2=4.33; raw_entry=open:6.3500; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2023-07-27 00:00:00; filter_close=6.1900; filter_ma50=4.9781; filter_avg_value_10=28.23; filter_adr20=17.67; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60_no_stop,FLNC,2023-07-31,27.6576,,,2023-08-01,28.8212,rsi2_gt_60,3033,83885.59,3528.96,0.042069,,,,1,92.0,entry=rsi2_next_open; setup_rsi2=1.65; raw_entry=open:27.6300; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2023-07-28 00:00:00; filter_close=27.3300; filter_ma50=25.9238; filter_avg_value_10=29.10; filter_adr20=5.75; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60_no_stop,ACAD,2023-07-27,29.5095,,,2023-08-02,29.1708,rsi2_gt_60,2761,81475.67,-935.09,-0.011477,,,,4,94.0,entry=rsi2_next_open; setup_rsi2=3.54; raw_entry=open:29.4800; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2023-07-26 00:00:00; filter_close=29.1600; filter_ma50=25.5200; filter_avg_value_10=89.73; filter_adr20=3.58; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60_no_stop,MSTR,2023-08-04,39.04,,,2023-08-08,38.9091,rsi2_gt_60,2166,84560.64,-283.63,-0.003354,,,,2,93.0,entry=rsi2_next_open; setup_rsi2=3.25; raw_entry=open:39.0010; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2023-08-03 00:00:00; filter_close=38.9910; filter_ma50=35.7470; filter_avg_value_10=258.77; filter_adr20=5.28; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60_no_stop,ARGX,2023-08-04,491.9715,,,2023-08-09,497.6818,rsi2_gt_60,171,84127.12,976.47,0.011607,,,,3,92.0,entry=rsi2_next_open; setup_rsi2=4.33; raw_entry=open:491.4800; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2023-08-03 00:00:00; filter_close=493.7400; filter_ma50=425.8250; filter_avg_value_10=186.44; filter_adr20=2.69; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60_no_stop,CLSK,2023-08-07,5.3353,,,2023-08-10,5.8541,rsi2_gt_60,15686,83689.99,8138.06,0.097241,,,,3,95.0,entry=rsi2_next_open; setup_rsi2=2.16; raw_entry=open:5.3300; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2023-08-04 00:00:00; filter_close=5.3000; filter_ma50=5.1214; filter_avg_value_10=51.20; filter_adr20=7.85; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60_no_stop,MLTX,2023-08-08,52.5625,,,2023-08-11,56.0839,rsi2_gt_60,1606,84415.39,5655.29,0.066994,,,,3,99.0,entry=rsi2_next_open; setup_rsi2=0.89; raw_entry=open:52.5100; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2023-08-07 00:00:00; filter_close=53.1800; filter_ma50=43.5101; filter_avg_value_10=26.79; filter_adr20=7.11; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60_no_stop,IONQ,2023-08-08,14.8649,,,2023-08-11,15.6943,rsi2_gt_60,5739,85309.38,4760.15,0.055799,,,,3,99.0,entry=rsi2_next_open; setup_rsi2=4.73; raw_entry=open:14.8500; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2023-08-07 00:00:00; filter_close=15.5800; filter_ma50=12.9848; filter_avg_value_10=215.38; filter_adr20=9.63; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60_no_stop,ACAD,2023-08-08,26.8568,,,2023-08-11,27.3426,rsi2_gt_60,3224,86586.42,1566.22,0.018089,,,,3,90.0,entry=rsi2_next_open; setup_rsi2=4.09; raw_entry=open:26.8300; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2023-08-07 00:00:00; filter_close=26.8000; filter_ma50=26.2490; filter_avg_value_10=54.92; filter_adr20=3.85; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60_no_stop,RGTI,2023-08-09,1.9119,,,2023-08-11,2.2777,rsi2_gt_60,42483,81223.67,15540.71,0.191332,,,,2,99.0,entry=rsi2_next_open; setup_rsi2=4.58; raw_entry=open:1.9100; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2023-08-08 00:00:00; filter_close=1.8700; filter_ma50=1.5751; filter_avg_value_10=28.72; filter_adr20=20.08; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60_no_stop,RGTI,2023-08-11,1.9119,,,2023-08-14,2.6673,rsi2_gt_60,42713,81663.41,32266.26,0.395113,,,,1,96.0,entry=rsi2_next_open; setup_rsi2=2.78; raw_entry=open:1.9100; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2023-08-10 00:00:00; filter_close=1.6400; filter_ma50=1.5989; filter_avg_value_10=28.36; filter_adr20=20.31; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60_no_stop,IONQ,2023-08-11,14.9549,,,2023-08-15,15.5444,rsi2_gt_60,5433,81250.19,3202.76,0.039418,,,,2,98.0,entry=rsi2_next_open; setup_rsi2=1.38; raw_entry=open:14.9400; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2023-08-10 00:00:00; filter_close=14.1900; filter_ma50=13.2582; filter_avg_value_10=215.87; filter_adr20=9.76; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60_no_stop,CVNA,2023-08-10,8.3804,,,2023-08-18,7.8342,rsi2_gt_60,9333,78214.01,-5097.81,-0.065178,,,,6,99.0,entry=rsi2_next_open; setup_rsi2=4.02; raw_entry=open:8.3720; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2023-08-09 00:00:00; filter_close=8.2880; filter_ma50=6.3725; filter_avg_value_10=798.17; filter_adr20=12.83; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60_no_stop,XP,2023-08-14,22.2166,,,2023-08-18,22.1544,rsi2_gt_60,3793,84267.53,-235.92,-0.0028,,,,4,96.0,entry=rsi2_next_open; setup_rsi2=2.10; raw_entry=open:22.1944; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2023-08-11 00:00:00; filter_close=22.5688; filter_ma50=21.0504; filter_avg_value_10=87.07; filter_adr20=3.74; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60_no_stop,UPST,2023-08-08,48.2782,,,2023-08-21,33.3067,rsi2_gt_60,1754,84680.01,-26260.13,-0.31011,,,,9,99.0,entry=rsi2_next_open; setup_rsi2=3.68; raw_entry=open:48.2300; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2023-08-07 00:00:00; filter_close=51.9700; filter_ma50=42.7797; filter_avg_value_10=860.80; filter_adr20=11.01; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60_no_stop,FLG,2023-08-10,38.0674,,,2023-08-21,34.6689,rsi2_gt_60,2046,77885.95,-6953.34,-0.089276,,,,7,93.0,entry=rsi2_next_open; setup_rsi2=4.70; raw_entry=open:38.0294; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2023-08-09 00:00:00; filter_close=37.5667; filter_ma50=33.3321; filter_avg_value_10=136.87; filter_adr20=2.71; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60_no_stop,SOFI,2023-08-10,9.0991,,,2023-08-21,8.2817,rsi2_gt_60,8545,77751.73,-6984.51,-0.089831,,,,7,93.0,entry=rsi2_next_open; setup_rsi2=3.36; raw_entry=open:9.0900; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2023-08-09 00:00:00; filter_close=8.9900; filter_ma50=8.8266; filter_avg_value_10=667.47; filter_adr20=5.82; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60_no_stop,XPEV,2023-08-14,15.7357,,,2023-08-21,16.4136,rsi2_gt_60,5338,83997.27,3618.36,0.043077,,,,5,96.0,entry=rsi2_next_open; setup_rsi2=3.96; raw_entry=open:15.7200; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2023-08-11 00:00:00; filter_close=16.2800; filter_ma50=13.8850; filter_avg_value_10=464.34; filter_adr20=7.02; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60_no_stop,CVNA,2023-08-18,7.3654,,,2023-08-21,8.0599,rsi2_gt_60,9526,70162.4,6616.51,0.094303,,,,1,99.0,entry=rsi2_next_open; setup_rsi2=4.95; raw_entry=open:7.3580; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2023-08-17 00:00:00; filter_close=7.4480; filter_ma50=6.9660; filter_avg_value_10=440.29; filter_adr20=10.16; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60_no_stop,MOD,2023-08-18,40.2502,,,2023-08-21,42.8271,rsi2_gt_60,1759,70800.12,4532.8,0.064023,,,,1,98.0,entry=rsi2_next_open; setup_rsi2=1.14; raw_entry=open:40.2100; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2023-08-17 00:00:00; filter_close=40.8500; filter_ma50=36.5052; filter_avg_value_10=33.94; filter_adr20=4.31; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60_no_stop,BCC,2023-08-18,92.7202,,,2023-08-21,95.611,rsi2_gt_60,768,71209.11,2220.17,0.031178,,,,1,96.0,entry=rsi2_next_open; setup_rsi2=1.35; raw_entry=open:92.6276; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2023-08-17 00:00:00; filter_close=93.4289; filter_ma50=85.2413; filter_avg_value_10=28.86; filter_adr20=2.83; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60_no_stop,RXRX,2023-08-08,10.7407,,,2023-08-22,9.0709,rsi2_gt_60,7968,85582.13,-13305.04,-0.155465,,,,10,97.0,entry=rsi2_next_open; setup_rsi2=2.80; raw_entry=open:10.7300; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2023-08-07 00:00:00; filter_close=11.0300; filter_ma50=10.2300; filter_avg_value_10=62.24; filter_adr20=13.77; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60_no_stop,PLTR,2023-08-09,16.7768,,,2023-08-22,14.6553,rsi2_gt_60,4775,80109.03,-10129.83,-0.126451,,,,9,97.0,entry=rsi2_next_open; setup_rsi2=3.73; raw_entry=open:16.7600; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2023-08-08 00:00:00; filter_close=17.0400; filter_ma50=16.1272; filter_avg_value_10=1714.50; filter_adr20=6.00; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60_no_stop,TDW,2023-08-18,58.9889,,,2023-08-22,61.4585,rsi2_gt_60,1209,71317.62,2985.69,0.041865,,,,2,96.0,entry=rsi2_next_open; setup_rsi2=1.82; raw_entry=open:58.9300; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2023-08-17 00:00:00; filter_close=59.4900; filter_ma50=55.8464; filter_avg_value_10=60.34; filter_adr20=4.24; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60_no_stop,MARA,2023-08-08,15.5656,,,2023-08-23,11.7383,rsi2_gt_60,5539,86217.58,-21199.42,-0.245883,,,,11,96.0,entry=rsi2_next_open; setup_rsi2=4.34; raw_entry=open:15.5500; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2023-08-07 00:00:00; filter_close=15.0700; filter_ma50=13.6760; filter_avg_value_10=421.61; filter_adr20=7.77; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60_no_stop,HUT,2023-08-08,15.8158,,,2023-08-23,12.3876,rsi2_gt_60,5457,86306.82,-18707.69,-0.216758,,,,11,94.0,entry=rsi2_next_open; setup_rsi2=3.09; raw_entry=open:15.8000; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2023-08-07 00:00:00; filter_close=15.1500; filter_ma50=14.9370; filter_avg_value_10=31.41; filter_adr20=8.11; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60_no_stop,SYM,2023-08-10,45.1851,,,2023-08-23,40.1798,rsi2_gt_60,1720,77718.44,-8609.22,-0.110774,,,,9,98.0,entry=rsi2_next_open; setup_rsi2=2.95; raw_entry=open:45.1400; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2023-08-09 00:00:00; filter_close=44.8800; filter_ma50=44.4732; filter_avg_value_10=95.78; filter_adr20=13.24; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60_no_stop,RH,2023-08-14,370.4901,,,2023-08-23,356.663,rsi2_gt_60,228,84471.75,-3152.59,-0.037321,,,,7,91.0,entry=rsi2_next_open; setup_rsi2=3.86; raw_entry=open:370.1200; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2023-08-11 00:00:00; filter_close=371.5500; filter_ma50=335.6714; filter_avg_value_10=218.72; filter_adr20=2.69; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60_no_stop,VICR,2023-08-16,74.074,,,2023-08-23,70.0998,rsi2_gt_60,1038,76888.81,-4125.19,-0.053651,,,,5,96.0,entry=rsi2_next_open; setup_rsi2=4.89; raw_entry=open:74.0000; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2023-08-15 00:00:00; filter_close=74.3500; filter_ma50=64.0190; filter_avg_value_10=43.72; filter_adr20=5.17; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60_no_stop,HAYW,2023-08-16,14.0941,,,2023-08-23,14.0959,rsi2_gt_60,5429,76516.76,9.83,0.000128,,,,5,91.0,entry=rsi2_next_open; setup_rsi2=4.31; raw_entry=open:14.0800; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2023-08-15 00:00:00; filter_close=14.1800; filter_ma50=12.7270; filter_avg_value_10=67.25; filter_adr20=3.52; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60_no_stop,AGNT,2023-08-17,20.6825,,,2023-08-23,18.9187,rsi2_gt_60,3484,72057.82,-6145.09,-0.08528,,,,4,95.0,entry=rsi2_next_open; setup_rsi2=1.78; raw_entry=open:20.6618; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2023-08-16 00:00:00; filter_close=20.6142; filter_ma50=20.5150; filter_avg_value_10=25.75; filter_adr20=5.32; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60_no_stop,XPO,2023-08-18,67.8278,,,2023-08-23,70.2197,rsi2_gt_60,1046,70947.84,2501.98,0.035265,,,,3,98.0,entry=rsi2_next_open; setup_rsi2=1.93; raw_entry=open:67.7600; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2023-08-17 00:00:00; filter_close=69.5300; filter_ma50=62.1196; filter_avg_value_10=123.36; filter_adr20=4.25; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60_no_stop,ELF,2023-08-18,116.2461,,,2023-08-23,124.7052,rsi2_gt_60,611,71026.38,5168.48,0.072768,,,,3,97.0,entry=rsi2_next_open; setup_rsi2=2.13; raw_entry=open:116.1300; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2023-08-17 00:00:00; filter_close=117.3400; filter_ma50=115.7658; filter_avg_value_10=137.70; filter_adr20=3.50; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60_no_stop,BLD,2023-08-18,278.5883,,,2023-08-23,287.1326,rsi2_gt_60,257,71597.2,2195.88,0.03067,,,,3,94.0,entry=rsi2_next_open; setup_rsi2=2.97; raw_entry=open:278.3100; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2023-08-17 00:00:00; filter_close=280.0400; filter_ma50=267.5684; filter_avg_value_10=68.96; filter_adr20=3.03; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60_no_stop,IBP,2023-08-18,136.7168,,,2023-08-23,139.0182,rsi2_gt_60,524,71639.59,1205.95,0.016834,,,,3,92.0,entry=rsi2_next_open; setup_rsi2=2.15; raw_entry=open:136.5802; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2023-08-17 00:00:00; filter_close=137.8065; filter_ma50=134.7216; filter_avg_value_10=29.21; filter_adr20=2.91; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60_no_stop,TREX,2023-08-18,67.8978,,,2023-08-23,70.3096,rsi2_gt_60,1057,71768.01,2549.26,0.035521,,,,3,90.0,entry=rsi2_next_open; setup_rsi2=1.78; raw_entry=open:67.8300; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2023-08-17 00:00:00; filter_close=68.3400; filter_ma50=66.7634; filter_avg_value_10=63.85; filter_adr20=3.29; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60_no_stop,MEDP,2023-08-18,251.3111,,,2023-08-24,252.5672,rsi2_gt_60,285,71623.65,358.0,0.004998,,,,4,90.0,entry=rsi2_next_open; setup_rsi2=1.89; raw_entry=open:251.0600; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2023-08-17 00:00:00; filter_close=253.5900; filter_ma50=241.8504; filter_avg_value_10=54.88; filter_adr20=2.98; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60_no_stop,XPEV,2023-08-21,15.8859,,,2023-08-24,16.1838,rsi2_gt_60,4588,72884.37,1366.91,0.018754,,,,3,95.0,entry=rsi2_next_open; setup_rsi2=4.08; raw_entry=open:15.8700; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2023-08-18 00:00:00; filter_close=14.9800; filter_ma50=14.6174; filter_avg_value_10=262.71; filter_adr20=7.31; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60_no_stop,BBBY,2023-08-10,31.2812,,,2023-08-25,24.7053,rsi2_gt_60,2475,77421.09,-16275.55,-0.210221,,,,11,93.0,entry=rsi2_next_open; setup_rsi2=2.21; raw_entry=open:31.2500; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2023-08-09 00:00:00; filter_close=30.9200; filter_ma50=27.8064; filter_avg_value_10=112.54; filter_adr20=6.17; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60_no_stop,BBIO,2023-08-18,27.978,,,2023-08-25,29.6503,rsi2_gt_60,2524,70616.35,4221.06,0.059775,,,,5,99.0,entry=rsi2_next_open; setup_rsi2=4.26; raw_entry=open:27.9500; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2023-08-17 00:00:00; filter_close=28.4100; filter_ma50=24.2194; filter_avg_value_10=54.28; filter_adr20=5.02; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60_no_stop,ERIE,2023-08-23,265.674,,,2023-08-25,268.7892,rsi2_gt_60,287,76248.45,894.06,0.011726,,,,2,93.0,entry=rsi2_next_open; setup_rsi2=4.53; raw_entry=open:265.4086; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2023-08-22 00:00:00; filter_close=264.9584; filter_ma50=221.0573; filter_avg_value_10=53.06; filter_adr20=3.06; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60_no_stop,NIO,2023-08-14,12.4124,,,2023-08-28,11.009,rsi2_gt_60,6802,84429.14,-9546.06,-0.113066,,,,10,92.0,entry=rsi2_next_open; setup_rsi2=3.09; raw_entry=open:12.4000; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2023-08-11 00:00:00; filter_close=12.9000; filter_ma50=10.7182; filter_avg_value_10=1075.26; filter_adr20=6.33; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60_no_stop,PGY,2023-08-22,23.4234,,,2023-08-28,23.8561,rsi2_gt_60,3097,72542.27,1340.13,0.018474,,,,4,95.0,entry=rsi2_next_open; setup_rsi2=4.36; raw_entry=open:23.4000; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2023-08-21 00:00:00; filter_close=23.0400; filter_ma50=22.1448; filter_avg_value_10=26.92; filter_adr20=13.07; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60_no_stop,RGTI,2023-08-25,1.8118,,,2023-08-28,1.8881,rsi2_gt_60,41627,75420.21,3176.14,0.042113,,,,1,98.0,entry=rsi2_next_open; setup_rsi2=4.30; raw_entry=open:1.8100; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2023-08-24 00:00:00; filter_close=1.8100; filter_ma50=1.7988; filter_avg_value_10=39.57; filter_adr20=21.25; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60_no_stop,RIOT,2023-08-07,17.007,,,2023-08-29,12.2877,rsi2_gt_60,4940,84014.53,-23313.29,-0.277491,,,,16,98.0,entry=rsi2_next_open; setup_rsi2=4.20; raw_entry=open:16.9900; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2023-08-04 00:00:00; filter_close=17.1100; filter_ma50=14.1582; filter_avg_value_10=329.59; filter_adr20=8.00; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60_no_stop,FCNCA,2023-08-23,1343.3838,,,2023-08-29,1376.4565,rsi2_gt_60,56,75229.49,1852.07,0.024619,,,,4,93.0,entry=rsi2_next_open; setup_rsi2=1.52; raw_entry=open:1342.0417; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2023-08-22 00:00:00; filter_close=1341.7153; filter_ma50=1335.7165; filter_avg_value_10=80.53; filter_adr20=2.56; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60_no_stop,FRPT,2023-08-23,76.2061,,,2023-08-29,74.6753,rsi2_gt_60,1003,76434.75,-1535.47,-0.020089,,,,4,92.0,entry=rsi2_next_open; setup_rsi2=3.77; raw_entry=open:76.1300; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2023-08-22 00:00:00; filter_close=76.4000; filter_ma50=69.8220; filter_avg_value_10=50.17; filter_adr20=3.73; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60_no_stop,EXTR,2023-08-17,29.4494,,,2023-08-30,26.3237,rsi2_gt_60,2461,72475.02,-7692.52,-0.10614,,,,9,96.0,entry=rsi2_next_open; setup_rsi2=3.86; raw_entry=open:29.4200; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2023-08-16 00:00:00; filter_close=29.1700; filter_ma50=26.8270; filter_avg_value_10=67.99; filter_adr20=3.93; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60_no_stop,PARR,2023-09-01,35.035,,,2023-09-05,35.4645,rsi2_gt_60,2212,77497.42,950.05,0.012259,,,,2,94.0,entry=rsi2_next_open; setup_rsi2=4.71; raw_entry=open:35.0000; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2023-08-31 00:00:00; filter_close=34.3500; filter_ma50=30.8708; filter_avg_value_10=33.65; filter_adr20=3.44; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60_no_stop,NVDA,2023-09-08,45.9558,,,2023-09-14,45.5036,rsi2_gt_60,1689,77619.36,-763.77,-0.00984,,,,4,97.0,entry=rsi2_next_open; setup_rsi2=4.00; raw_entry=open:45.9099; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2023-09-07 00:00:00; filter_close=46.2087; filter_ma50=44.9789; filter_avg_value_10=30865.24; filter_adr20=4.36; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60_no_stop,FN,2023-09-08,151.5314,,,2023-09-14,149.9399,rsi2_gt_60,511,77432.54,-813.25,-0.010503,,,,4,95.0,entry=rsi2_next_open; setup_rsi2=4.74; raw_entry=open:151.3800; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2023-09-07 00:00:00; filter_close=151.5200; filter_ma50=133.0230; filter_avg_value_10=57.06; filter_adr20=3.15; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60_no_stop,TDS,2023-09-11,17.1236,,,2023-09-14,17.1747,rsi2_gt_60,4510,77227.52,230.43,0.002984,,,,3,98.0,entry=rsi2_next_open; setup_rsi2=3.33; raw_entry=open:17.1065; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2023-09-08 00:00:00; filter_close=17.4228; filter_ma50=12.6314; filter_avg_value_10=31.83; filter_adr20=5.22; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60_no_stop,ONTO,2023-09-13,126.2862,,,2023-09-14,129.6902,rsi2_gt_60,590,74508.84,2008.37,0.026955,,,,1,95.0,entry=rsi2_next_open; setup_rsi2=4.61; raw_entry=open:126.1600; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2023-09-12 00:00:00; filter_close=125.6400; filter_ma50=117.1656; filter_avg_value_10=66.10; filter_adr20=4.48; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60_no_stop,ANF,2023-09-14,51.041,,,2023-09-15,52.3476,rsi2_gt_60,1477,75387.54,1929.86,0.025599,,,,1,98.0,entry=rsi2_next_open; setup_rsi2=1.87; raw_entry=open:50.9900; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2023-09-13 00:00:00; filter_close=50.6400; filter_ma50=42.6596; filter_avg_value_10=82.75; filter_adr20=3.81; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_60_no_stop,FN,2023-09-14,149.3092,,,2023-09-15,151.0888,rsi2_gt_60,507,75699.75,902.26,0.011919,,,,1,94.0,entry=rsi2_next_open; setup_rsi2=4.67; raw_entry=open:149.1600; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2023-09-13 00:00:00; filter_close=148.1800; filter_ma50=134.7820; filter_avg_value_10=37.86; filter_adr20=3.15; rs_bucket=rs90_100
