strategy,ticker,entry_date,entry_price,initial_stop,risk_per_share,exit_date,exit_price,exit_reason,shares,position_size,pnl,pnl_pct,r_multiple,mae,mfe,holding_days,rs_rank_at_entry,signal_details
rsi2,QS,2025-07-30,9.31,9.2,0.11,2025-07-30,9.2,same_day_stop_loss,1080,10054.8,-118.8,-0.011815,-1.0,-7.5454,0.0,0,96.0,setup_rsi2=2.33; next_open_entry; avg_value_10=1114.0691M; adr20=12.9156; close_gt_ma50=True
rsi2,ARQQ,2025-07-30,34.25,33.62,0.63,2025-07-30,33.62,same_day_stop_loss,293,10035.25,-184.59,-0.018394,-1.0,-2.3492,1.9841,0,95.0,setup_rsi2=2.16; next_open_entry; avg_value_10=32.8415M; adr20=9.8527; close_gt_ma50=True
rsi2,SEDG,2025-07-30,25.38,24.76,0.62,2025-07-30,24.76,same_day_stop_loss,396,10050.48,-245.52,-0.024429,-1.0,-1.5,4.4274,0,94.0,setup_rsi2=4.91; next_open_entry; avg_value_10=141.5677M; adr20=9.2809; close_gt_ma50=True
rsi2,RYTM,2025-07-30,87.03,84.72,2.31,2025-07-30,84.72,same_day_stop_loss,115,10008.45,-265.65,-0.026543,-1.0,-1.2511,0.026,0,93.0,setup_rsi2=0.91; next_open_entry; avg_value_10=47.4774M; adr20=3.9843; close_gt_ma50=True
rsi2,KC,2025-07-30,13.89,13.88,0.01,2025-07-30,13.88,same_day_stop_loss,724,10056.36,-7.24,-0.00072,-1.0,-27.9994,8.8998,0,91.0,setup_rsi2=4.01; next_open_entry; avg_value_10=34.3661M; adr20=3.7462; close_gt_ma50=True
rsi2,CIFR,2025-07-30,5.8,5.64,0.16,2025-07-30,5.64,same_day_stop_loss,1734,10057.2,-277.44,-0.027586,-1.0,-3.125,0.375,0,91.0,setup_rsi2=3.15; next_open_entry; avg_value_10=201.4927M; adr20=9.3597; close_gt_ma50=True
rsi2,PCT,2025-07-30,14.07,13.964,0.106,2025-07-30,13.964,same_day_stop_loss,714,10045.98,-75.68,-0.007534,-1.0,-6.2264,0.8491,0,90.0,setup_rsi2=0.60; next_open_entry; avg_value_10=54.9512M; adr20=5.9619; close_gt_ma50=True
rsi2,CRSP,2025-07-30,60.59,58.68,1.91,2025-07-30,58.68,same_day_stop_loss,165,9997.35,-315.15,-0.031523,-1.0,-2.1466,0.4162,0,90.0,setup_rsi2=4.01; next_open_entry; avg_value_10=271.1196M; adr20=6.5979; close_gt_ma50=True
rsi2,DPRO,2025-07-30,5.07,4.44,0.63,2025-07-31,4.97,ma10_break,1984,10058.88,-198.4,-0.019724,-0.1587,-0.4921,0.6032,1,97.0,setup_rsi2=4.36; next_open_entry; avg_value_10=59.9041M; adr20=15.1760; close_gt_ma50=True
rsi2,IREN,2025-07-30,15.995,15.28,0.715,2025-07-31,16.75,ma10_break,628,10044.86,474.14,0.047202,1.0559,-0.6364,1.5385,1,95.0,setup_rsi2=2.86; next_open_entry; avg_value_10=573.2526M; adr20=9.2331; close_gt_ma50=True
rsi2,ONDS,2025-07-30,1.865,1.78,0.085,2025-07-31,2.104,ma10_break,5392,10056.08,1288.69,0.12815,2.8118,-0.1765,4.1765,1,95.0,setup_rsi2=2.15; next_open_entry; avg_value_10=42.3130M; adr20=11.3514; close_gt_ma50=True
rsi2,TPC,2025-07-30,47.6386,46.6602,0.9783,2025-07-31,47.3091,ma10_break,211,10051.74,-69.51,-0.006915,-0.3367,-0.8163,1.0204,1,94.0,setup_rsi2=4.01; next_open_entry; avg_value_10=30.3849M; adr20=3.2640; close_gt_ma50=True
rsi2,COIN,2025-07-30,382.95,365.74,17.21,2025-07-31,382.89,ma10_break,26,9956.7,-1.56,-0.000157,-0.0035,-0.595,0.2435,1,93.0,setup_rsi2=0.89; next_open_entry; avg_value_10=5502.4740M; adr20=4.9315; close_gt_ma50=True
rsi2,FUTU,2025-07-31,149.2071,148.0162,1.1909,2025-07-31,148.0162,same_day_stop_loss,67,9996.87,-79.79,-0.007982,-1.0,-4.5372,1.8843,0,94.0,setup_rsi2=2.90; next_open_entry; avg_value_10=421.0590M; adr20=4.7950; close_gt_ma50=True
rsi2,CAR,2025-07-31,168.99,167.65,1.34,2025-07-31,167.65,same_day_stop_loss,59,9970.41,-79.06,-0.00793,-1.0,-2.6045,3.291,0,93.0,setup_rsi2=1.23; next_open_entry; avg_value_10=255.9856M; adr20=4.8173; close_gt_ma50=True
rsi2,PCT,2025-07-31,13.64,13.41,0.23,2025-07-31,13.41,same_day_stop_loss,740,10093.6,-170.2,-0.016862,-1.0,-1.6087,0.3913,0,90.0,setup_rsi2=0.37; next_open_entry; avg_value_10=50.1969M; adr20=5.8071; close_gt_ma50=True
rsi2,SLDP,2025-07-31,3.15,3.13,0.02,2025-08-01,2.95,stop_loss,3193,10057.95,-638.6,-0.063492,-10.0,-12.5,8.85,1,98.0,setup_rsi2=4.98; next_open_entry; avg_value_10=62.2014M; adr20=13.2946; close_gt_ma50=True
rsi2,NVTS,2025-07-31,7.55,7.1,0.45,2025-08-01,7.015,stop_loss,1332,10056.6,-712.62,-0.070861,-1.1889,-1.3333,1.4111,1,97.0,setup_rsi2=3.61; next_open_entry; avg_value_10=316.8759M; adr20=8.8614; close_gt_ma50=True
rsi2,OUST,2025-07-31,23.15,22.07,1.08,2025-08-01,22.07,stop_loss,434,10047.1,-468.72,-0.046652,-1.0,-1.7037,0.8509,1,97.0,setup_rsi2=4.37; next_open_entry; avg_value_10=68.8093M; adr20=8.4898; close_gt_ma50=True
rsi2,QS,2025-07-31,8.8,8.48,0.32,2025-08-01,8.2,stop_loss,1143,10058.4,-685.8,-0.068182,-1.875,-2.1875,0.7812,1,96.0,setup_rsi2=1.67; next_open_entry; avg_value_10=994.9826M; adr20=12.7286; close_gt_ma50=True
rsi2,ARQQ,2025-07-31,34.87,32.77,2.1,2025-08-01,31.46,stop_loss,288,10042.56,-982.08,-0.097792,-1.6238,-1.8952,0.4857,1,95.0,setup_rsi2=1.63; next_open_entry; avg_value_10=30.7205M; adr20=9.8318; close_gt_ma50=True
rsi2,BBAI,2025-07-31,6.61,6.28,0.33,2025-08-01,6.045,stop_loss,1520,10047.2,-858.8,-0.085477,-1.7121,-1.8182,0.6061,1,95.0,setup_rsi2=3.20; next_open_entry; avg_value_10=579.3610M; adr20=9.9925; close_gt_ma50=True
rsi2,BKSY,2025-07-31,18.5,18.26,0.24,2025-08-01,18.26,stop_loss,543,10045.5,-130.32,-0.012973,-1.0,-2.375,5.0,1,94.0,setup_rsi2=2.16; next_open_entry; avg_value_10=64.1294M; adr20=8.7396; close_gt_ma50=True
rsi2,KC,2025-07-31,14.65,13.61,1.04,2025-08-01,13.61,stop_loss,689,10093.85,-716.56,-0.07099,-1.0,-1.3942,0.1971,1,92.0,setup_rsi2=2.91; next_open_entry; avg_value_10=34.2228M; adr20=3.7743; close_gt_ma50=True
rsi2,CIFR,2025-07-31,5.61,5.3,0.31,2025-08-01,5.032,stop_loss,1801,10103.61,-1040.98,-0.10303,-1.8645,-2.2258,0.4194,1,91.0,setup_rsi2=1.93; next_open_entry; avg_value_10=191.2675M; adr20=8.9435; close_gt_ma50=True
rsi2,SBSW,2025-08-01,8.1728,8.0659,0.1069,2025-08-01,8.0659,same_day_stop_loss,1228,10036.21,-131.27,-0.01308,-1.0,-2.4545,0.2727,0,95.0,setup_rsi2=0.81; next_open_entry; avg_value_10=89.4532M; adr20=3.5830; close_gt_ma50=True
rsi2,EOSE,2025-08-01,5.47,5.41,0.06,2025-08-01,5.41,same_day_stop_loss,1835,10037.45,-110.1,-0.010969,-1.0,-3.3333,2.8333,0,90.0,setup_rsi2=3.00; next_open_entry; avg_value_10=93.8631M; adr20=8.9815; close_gt_ma50=True
rsi2,FFAI,2025-08-01,2.215,2.072,0.143,2025-08-01,2.072,same_day_stop_loss,4531,10036.16,-647.93,-0.06456,-1.0,-1.5035,0.0,0,90.0,setup_rsi2=4.45; next_open_entry; avg_value_10=97.1411M; adr20=17.4388; close_gt_ma50=True
rsi2,BTCS,2025-08-04,4.0052,3.9459,0.0593,2025-08-04,3.9459,same_day_stop_loss,2511,10057.06,-148.99,-0.014815,-1.0,-2.3333,3.8333,0,97.0,setup_rsi2=0.85; next_open_entry; avg_value_10=33.2792M; adr20=21.3571; close_gt_ma50=True
rsi2,CAR,2025-08-04,165.25,159.65,5.6,2025-08-04,159.65,same_day_stop_loss,61,10080.25,-341.6,-0.033888,-1.0,-1.2071,0.0714,0,92.0,setup_rsi2=0.65; next_open_entry; avg_value_10=283.4071M; adr20=4.8845; close_gt_ma50=True
rsi2,LEU,2025-08-04,212.0,192.94,19.06,2025-08-05,212.79,ma10_break,47,9964.0,37.13,0.003726,0.0414,-0.703,0.3652,1,98.0,setup_rsi2=4.13; next_open_entry; avg_value_10=246.8952M; adr20=7.7881; close_gt_ma50=True
rsi2,UUUU,2025-08-04,8.89,8.23,0.66,2025-08-05,9.565,ma10_break,1131,10054.59,763.42,0.075928,1.0227,-0.1364,1.7121,1,97.0,setup_rsi2=3.29; next_open_entry; avg_value_10=112.9534M; adr20=8.3979; close_gt_ma50=True
rsi2,SBSW,2025-08-04,8.2603,7.9104,0.3498,2025-08-05,8.2603,ma10_break,1218,10061.01,-0.0,-0.0,-0.0,-0.0556,1.3056,1,96.0,setup_rsi2=0.62; next_open_entry; avg_value_10=88.5017M; adr20=3.5583; close_gt_ma50=True
rsi2,UAVS,2025-08-04,1.98,1.8,0.18,2025-08-05,2.25,ma10_break,5086,10070.28,1373.22,0.136364,1.5,-0.0556,3.5556,1,96.0,setup_rsi2=3.44; next_open_entry; avg_value_10=38.0108M; adr20=19.6508; close_gt_ma50=True
rsi2,QS,2025-08-04,8.37,8.1,0.27,2025-08-05,9.0,ma10_break,1205,10085.85,759.15,0.075269,2.3333,-0.9444,2.7407,1,95.0,setup_rsi2=0.85; next_open_entry; avg_value_10=658.3378M; adr20=12.6479; close_gt_ma50=True
rsi2,AEHR,2025-08-04,17.58,15.94,1.64,2025-08-05,19.1,ma10_break,574,10090.92,872.48,0.086462,0.9268,-0.0793,1.1768,1,95.0,setup_rsi2=4.10; next_open_entry; avg_value_10=40.2121M; adr20=9.3023; close_gt_ma50=True
rsi2,FFAI,2025-08-04,2.12,2.0,0.12,2025-08-05,2.425,ma10_break,4764,10099.68,1453.02,0.143868,2.5417,-0.25,3.1667,1,93.0,setup_rsi2=2.67; next_open_entry; avg_value_10=100.3354M; adr20=17.9616; close_gt_ma50=True
rsi2,EOSE,2025-08-04,5.67,5.27,0.4,2025-08-05,6.0955,ma10_break,1783,10109.61,758.67,0.075044,1.0637,-0.0625,2.175,1,93.0,setup_rsi2=1.39; next_open_entry; avg_value_10=88.9931M; adr20=9.2122; close_gt_ma50=True
rsi2,AVAV,2025-08-04,265.72,251.34,14.38,2025-08-05,268.411,ma10_break,38,10097.36,102.26,0.010127,0.1871,-0.3693,0.7497,1,92.0,setup_rsi2=1.66; next_open_entry; avg_value_10=241.2960M; adr20=4.1410; close_gt_ma50=True
rsi2,CRSP,2025-08-04,56.3,53.7,2.6,2025-08-05,53.7,stop_loss,179,10077.7,-465.4,-0.046181,-1.0,-1.4615,1.3812,1,91.0,setup_rsi2=1.54; next_open_entry; avg_value_10=201.6620M; adr20=6.5902; close_gt_ma50=True
rsi2,CCJ,2025-08-04,73.3671,70.6824,2.6848,2025-08-05,75.4531,ma10_break,138,10124.67,287.86,0.028431,0.777,-0.1896,1.1375,1,91.0,setup_rsi2=0.72; next_open_entry; avg_value_10=357.7844M; adr20=3.7535; close_gt_ma50=True
rsi2,IVZ,2025-08-04,20.2218,19.4005,0.8212,2025-08-05,20.3957,ma10_break,500,10110.88,86.96,0.0086,0.2118,-0.2588,0.3529,1,90.0,setup_rsi2=3.54; next_open_entry; avg_value_10=167.0683M; adr20=3.3261; close_gt_ma50=True
rsi2,BBBY,2025-08-05,8.0,7.91,0.09,2025-08-05,7.91,same_day_stop_loss,1265,10120.0,-113.85,-0.01125,-1.0,-1.3333,8.3333,0,91.0,setup_rsi2=1.55; next_open_entry; avg_value_10=38.4046M; adr20=9.4903; close_gt_ma50=True
rsi2,TRON,2025-08-06,6.9,6.815,0.085,2025-08-06,6.815,same_day_stop_loss,1464,10101.6,-124.44,-0.012319,-1.0,-5.4118,1.0118,0,99.0,setup_rsi2=3.20; next_open_entry; avg_value_10=35.1261M; adr20=18.1936; close_gt_ma50=True
rsi2,AMPX,2025-08-04,6.86,6.07,0.79,2025-08-07,7.541,ma10_break,1464,10043.04,996.98,0.099271,0.862,-0.1266,2.0633,3,99.0,setup_rsi2=1.33; next_open_entry; avg_value_10=61.0828M; adr20=9.9589; close_gt_ma50=True
rsi2,SMXT,2025-08-05,1.6,0.87,0.73,2025-08-07,1.102,ma10_break,6324,10118.4,-3149.35,-0.31125,-0.6822,-0.8329,1.2329,2,92.0,setup_rsi2=0.08; next_open_entry; avg_value_10=53.8021M; adr20=7.5748; close_gt_ma50=True
rsi2,TRON,2025-08-07,7.01,6.44,0.57,2025-08-08,7.07,ma10_break,1439,10087.39,86.34,0.008559,0.1053,-0.7018,0.6316,1,99.0,setup_rsi2=2.65; next_open_entry; avg_value_10=33.7817M; adr20=17.8605; close_gt_ma50=True
rsi2,NEXT,2025-08-08,10.53,10.4,0.13,2025-08-08,10.4,same_day_stop_loss,956,10066.68,-124.28,-0.012346,-1.0,-1.9231,1.7692,0,90.0,setup_rsi2=2.20; next_open_entry; avg_value_10=28.7289M; adr20=5.0510; close_gt_ma50=True
rsi2,SNGX,2025-07-31,1.89,1.21,0.68,2025-08-11,2.611,ma10_break,5318,10051.02,3834.28,0.381481,1.0603,-0.3382,5.1324,7,94.0,setup_rsi2=2.19; next_open_entry; avg_value_10=110.5119M; adr20=18.9224; close_gt_ma50=True
rsi2,ASTS,2025-08-12,51.235,45.46,5.775,2025-08-13,50.144,ma10_break,196,10042.06,-213.84,-0.021294,-0.1889,-0.7126,0.7385,1,94.0,setup_rsi2=3.18; next_open_entry; avg_value_10=479.8974M; adr20=7.0926; close_gt_ma50=True
rsi2,AMPX,2025-08-18,7.04,6.94,0.1,2025-08-18,6.94,same_day_stop_loss,1427,10046.08,-142.7,-0.014205,-1.0,-1.85,2.7,0,98.0,setup_rsi2=4.74; next_open_entry; avg_value_10=73.4438M; adr20=10.1829; close_gt_ma50=True
rsi2,SBSW,2025-08-18,7.959,7.8327,0.1263,2025-08-18,7.8327,same_day_stop_loss,1263,10052.24,-159.56,-0.015873,-1.0,-1.3846,0.0769,0,91.0,setup_rsi2=2.89; next_open_entry; avg_value_10=56.4086M; adr20=3.4580; close_gt_ma50=True
rsi2,RBLX,2025-08-18,115.46,112.0,3.46,2025-08-19,118.35,ma10_break,87,10045.02,251.43,0.02503,0.8353,-0.9653,1.6879,1,92.0,setup_rsi2=2.04; next_open_entry; avg_value_10=1102.0978M; adr20=5.1466; close_gt_ma50=True
rsi2,BMNR,2025-08-20,50.2652,47.756,2.5093,2025-08-20,47.756,same_day_stop_loss,199,10002.78,-499.34,-0.04992,-1.0,-1.2072,0.8526,0,99.0,setup_rsi2=4.24; next_open_entry; avg_value_10=4644.4077M; adr20=14.9000; close_gt_ma50=True
rsi2,TLN,2025-08-20,364.11,361.426,2.684,2025-08-20,361.426,same_day_stop_loss,27,9830.97,-72.47,-0.007371,-1.0,-4.8845,0.5999,0,93.0,setup_rsi2=3.70; next_open_entry; avg_value_10=314.3042M; adr20=3.7288; close_gt_ma50=True
rsi2,BWXT,2025-08-20,164.6481,163.1723,1.4759,2025-08-20,163.1723,same_day_stop_loss,61,10043.54,-90.03,-0.008964,-1.0,-2.3243,0.1622,0,90.0,setup_rsi2=1.12; next_open_entry; avg_value_10=212.9913M; adr20=3.0991; close_gt_ma50=True
rsi2,AU,2025-08-20,49.9939,49.946,0.048,2025-08-20,49.946,same_day_stop_loss,200,9998.78,-9.59,-0.000959,-1.0,-1.3999,34.3989,0,90.0,setup_rsi2=1.06; next_open_entry; avg_value_10=118.5494M; adr20=3.3035; close_gt_ma50=True
rsi2,MP,2025-08-21,68.21,66.08,2.13,2025-08-21,66.08,same_day_stop_loss,147,10026.87,-313.11,-0.031227,-1.0,-1.5916,0.6056,0,98.0,setup_rsi2=3.99; next_open_entry; avg_value_10=1002.9309M; adr20=6.7886; close_gt_ma50=True
rsi2,JOBY,2025-08-21,14.965,14.1,0.865,2025-08-22,14.55,ma10_break,671,10041.52,-278.46,-0.027731,-0.4798,-0.8902,0.1329,1,95.0,setup_rsi2=1.84; next_open_entry; avg_value_10=414.2570M; adr20=8.0531; close_gt_ma50=True
rsi2,CLS,2025-08-21,183.29,173.23,10.06,2025-08-22,181.21,ma10_break,54,9897.66,-112.32,-0.011348,-0.2068,-0.4254,0.6998,1,95.0,setup_rsi2=2.12; next_open_entry; avg_value_10=584.8448M; adr20=5.2482; close_gt_ma50=True
rsi2,LTBR,2025-08-21,13.92,12.93,0.99,2025-08-22,14.38,ma10_break,721,10036.32,331.66,0.033046,0.4646,-0.2424,1.697,1,94.0,setup_rsi2=4.53; next_open_entry; avg_value_10=29.1951M; adr20=9.6837; close_gt_ma50=True
rsi2,PLTR,2025-08-21,157.17,142.34,14.83,2025-08-22,155.315,ma10_break,63,9901.71,-116.86,-0.011802,-0.1251,-0.3641,0.4066,1,93.0,setup_rsi2=0.90; next_open_entry; avg_value_10=14428.5161M; adr20=4.0879; close_gt_ma50=True
rsi2,TLN,2025-08-21,360.0,351.0,9.0,2025-08-22,351.0,stop_loss,27,9720.0,-243.0,-0.025,-1.0,-1.2378,0.8856,1,92.0,setup_rsi2=1.45; next_open_entry; avg_value_10=282.4336M; adr20=3.7456; close_gt_ma50=True
rsi2,BWXT,2025-08-21,163.5412,161.2178,2.3235,2025-08-22,165.4858,ma10_break,61,9976.02,118.62,0.01189,0.8369,-0.4034,1.618,1,90.0,setup_rsi2=0.69; next_open_entry; avg_value_10=210.2281M; adr20=3.1155; close_gt_ma50=True
rsi2,JOBY,2025-08-22,14.55,14.37,0.18,2025-08-22,14.37,same_day_stop_loss,689,10024.95,-124.02,-0.012371,-1.0,-1.9722,2.9444,0,95.0,setup_rsi2=1.20; next_open_entry; avg_value_10=418.9619M; adr20=7.9422; close_gt_ma50=True
rsi2,RGTI,2025-08-22,14.185,14.175,0.01,2025-08-22,14.175,same_day_stop_loss,707,10028.8,-7.07,-0.000705,-1.0,-36.4992,78.4982,0,95.0,setup_rsi2=3.67; next_open_entry; avg_value_10=674.7693M; adr20=8.3332; close_gt_ma50=True
rsi2,CLS,2025-08-22,181.21,179.5,1.71,2025-08-22,179.5,same_day_stop_loss,55,9966.55,-94.05,-0.009437,-1.0,-1.2866,5.3333,0,95.0,setup_rsi2=1.53; next_open_entry; avg_value_10=576.1933M; adr20=5.3862; close_gt_ma50=True
rsi2,PLTR,2025-08-22,155.315,153.81,1.505,2025-08-22,153.81,same_day_stop_loss,64,9940.16,-96.32,-0.00969,-1.0,-2.3555,5.2392,0,92.0,setup_rsi2=3.73; next_open_entry; avg_value_10=14877.7867M; adr20=4.3099; close_gt_ma50=True
rsi2,TLN,2025-08-22,357.86,357.47,0.39,2025-08-22,357.47,same_day_stop_loss,28,10020.08,-10.92,-0.00109,-1.0,-23.0779,15.8469,0,91.0,setup_rsi2=1.08; next_open_entry; avg_value_10=287.9846M; adr20=3.7528; close_gt_ma50=True
rsi2,FFAI,2025-08-22,2.27,2.15,0.12,2025-08-25,2.41,ma10_break,4420,10033.4,618.8,0.061674,1.1667,-0.5417,1.6667,1,92.0,setup_rsi2=4.09; next_open_entry; avg_value_10=37.4908M; adr20=11.9475; close_gt_ma50=True
rsi2,COUR,2025-08-22,11.27,11.155,0.115,2025-08-25,11.155,stop_loss,891,10041.57,-102.47,-0.010204,-1.0,-1.2174,2.1304,1,90.0,setup_rsi2=3.86; next_open_entry; avg_value_10=30.3696M; adr20=4.3684; close_gt_ma50=True
rsi2,TLN,2025-08-25,358.5,348.86,9.64,2025-08-26,369.211,ma10_break,28,10038.0,299.91,0.029877,1.1111,-0.5664,2.2438,1,90.0,setup_rsi2=0.78; next_open_entry; avg_value_10=270.0686M; adr20=3.7136; close_gt_ma50=True
rsi2,TLN,2025-08-26,374.91,353.04,21.87,2025-09-02,368.85,ma10_break,26,9747.66,-157.56,-0.016164,-0.2771,-0.5414,0.8843,5,92.0,setup_rsi2=0.65; next_open_entry; avg_value_10=330.5818M; adr20=3.7419; close_gt_ma50=True
rsi2,TDUP,2025-09-03,10.31,10.21,0.1,2025-09-03,10.21,same_day_stop_loss,974,10041.94,-97.4,-0.009699,-1.0,-2.09,3.8,0,98.0,setup_rsi2=4.16; next_open_entry; avg_value_10=28.3876M; adr20=5.5699; close_gt_ma50=True
rsi2,WLDN,2025-09-03,107.15,105.94,1.21,2025-09-03,105.94,same_day_stop_loss,93,9964.95,-112.53,-0.011293,-1.0,-4.9091,0.4297,0,96.0,setup_rsi2=4.35; next_open_entry; avg_value_10=53.8294M; adr20=5.9838; close_gt_ma50=True
rsi2,UAMY,2025-09-03,4.38,4.14,0.24,2025-09-04,4.3,ma10_break,2292,10038.96,-183.36,-0.018265,-0.3333,-0.5417,0.875,1,97.0,setup_rsi2=4.90; next_open_entry; avg_value_10=28.9359M; adr20=9.2389; close_gt_ma50=True
rsi2,UAMY,2025-09-04,4.3,4.27,0.03,2025-09-04,4.27,same_day_stop_loss,2334,10036.2,-70.02,-0.006977,-1.0,-1.6667,9.6666,0,98.0,setup_rsi2=4.90; next_open_entry; avg_value_10=27.4382M; adr20=9.2708; close_gt_ma50=True
rsi2,WLDN,2025-09-04,103.86,101.21,2.65,2025-09-04,101.21,same_day_stop_loss,96,9970.56,-254.4,-0.025515,-1.0,-1.0075,0.1283,0,96.0,setup_rsi2=2.34; next_open_entry; avg_value_10=52.9006M; adr20=5.8029; close_gt_ma50=True
rsi2,EVLV,2025-09-04,7.97,7.841,0.129,2025-09-04,7.841,same_day_stop_loss,1259,10034.23,-162.41,-0.016186,-1.0,-1.3178,0.4264,0,94.0,setup_rsi2=4.08; next_open_entry; avg_value_10=25.6440M; adr20=5.3187; close_gt_ma50=True
rsi2,WLDN,2025-09-05,103.63,101.19,2.44,2025-09-05,101.19,same_day_stop_loss,96,9948.48,-234.24,-0.023545,-1.0,-3.1271,0.2459,0,95.0,setup_rsi2=1.94; next_open_entry; avg_value_10=52.7494M; adr20=6.0198; close_gt_ma50=True
rsi2,EVLV,2025-09-05,7.96,7.8,0.16,2025-09-05,7.8,same_day_stop_loss,1260,10029.6,-201.6,-0.0201,-1.0,-1.4375,0.6875,0,94.0,setup_rsi2=2.56; next_open_entry; avg_value_10=25.4221M; adr20=5.3149; close_gt_ma50=True
rsi2,APLD,2025-09-05,14.69,14.055,0.635,2025-09-05,14.055,same_day_stop_loss,682,10018.58,-433.07,-0.043227,-1.0,-1.6,0.211,0,92.0,setup_rsi2=2.26; next_open_entry; avg_value_10=368.3085M; adr20=8.1125; close_gt_ma50=True
rsi2,APLD,2025-09-08,13.85,13.674,0.176,2025-09-08,13.674,same_day_stop_loss,723,10013.55,-127.25,-0.012708,-1.0,-3.9204,0.7954,0,91.0,setup_rsi2=1.06; next_open_entry; avg_value_10=352.0766M; adr20=8.1045; close_gt_ma50=True
rsi2,MP,2025-09-08,62.65,61.401,1.249,2025-09-09,63.37,ma10_break,160,10024.0,115.2,0.011492,0.5765,-0.8607,1.5132,1,97.0,setup_rsi2=3.45; next_open_entry; avg_value_10=584.3547M; adr20=6.1362; close_gt_ma50=True
rsi2,WLDN,2025-09-08,99.85,96.0,3.85,2025-09-09,96.0,stop_loss,100,9985.0,-385.0,-0.038558,-1.0,-1.5714,0.4104,1,95.0,setup_rsi2=0.59; next_open_entry; avg_value_10=49.8081M; adr20=5.4409; close_gt_ma50=True
rsi2,MP,2025-09-09,63.37,61.575,1.795,2025-09-10,63.96,ma10_break,158,10012.46,93.22,0.00931,0.3287,-0.9889,0.7409,1,96.0,setup_rsi2=2.85; next_open_entry; avg_value_10=555.0282M; adr20=5.6311; close_gt_ma50=True
rsi2,PGEN,2025-09-10,4.12,4.02,0.1,2025-09-10,4.02,same_day_stop_loss,2432,10019.84,-243.2,-0.024272,-1.0,-2.3,0.9,0,99.0,setup_rsi2=4.66; next_open_entry; avg_value_10=37.2008M; adr20=11.6867; close_gt_ma50=True
rsi2,WLDN,2025-09-10,96.43,93.8,2.63,2025-09-11,101.6,ma10_break,103,9932.29,532.51,0.053614,1.9658,-0.3308,3.7034,1,94.0,setup_rsi2=0.18; next_open_entry; avg_value_10=45.2195M; adr20=5.3914; close_gt_ma50=True
rsi2,LQDA,2025-09-11,27.3,27.26,0.04,2025-09-11,27.26,same_day_stop_loss,367,10019.1,-14.68,-0.001465,-1.0,-14.7504,8.5002,0,95.0,setup_rsi2=4.42; next_open_entry; avg_value_10=61.9764M; adr20=4.6976; close_gt_ma50=True
rsi2,PGEN,2025-09-11,4.07,3.89,0.18,2025-09-12,3.89,stop_loss,2462,10020.34,-443.16,-0.044226,-1.0,-1.6667,0.5556,1,99.0,setup_rsi2=3.19; next_open_entry; avg_value_10=32.4787M; adr20=11.3376; close_gt_ma50=True
rsi2,LQDA,2025-09-12,26.83,26.71,0.12,2025-09-12,26.71,same_day_stop_loss,373,10007.59,-44.76,-0.004473,-1.0,-9.9166,2.5833,0,93.0,setup_rsi2=2.67; next_open_entry; avg_value_10=62.7310M; adr20=4.5580; close_gt_ma50=True
rsi2,WWW,2025-09-12,30.0264,29.9575,0.0689,2025-09-12,29.9575,same_day_stop_loss,333,9998.79,-22.96,-0.002296,-1.0,-4.2856,6.4285,0,92.0,setup_rsi2=2.84; next_open_entry; avg_value_10=49.6896M; adr20=3.1337; close_gt_ma50=True
rsi2,LQDA,2025-09-15,25.95,25.64,0.31,2025-09-15,25.64,same_day_stop_loss,386,10016.7,-119.66,-0.011946,-1.0,-1.9677,3.129,0,93.0,setup_rsi2=0.71; next_open_entry; avg_value_10=64.4298M; adr20=4.7183; close_gt_ma50=True
rsi2,INDV,2025-09-15,23.63,23.06,0.57,2025-09-15,23.06,same_day_stop_loss,423,9995.49,-241.11,-0.024122,-1.0,-2.0439,0.0,0,93.0,setup_rsi2=1.11; next_open_entry; avg_value_10=51.4109M; adr20=2.9144; close_gt_ma50=True
rsi2,INDV,2025-09-16,23.2,22.465,0.735,2025-09-16,22.465,same_day_stop_loss,432,10022.4,-317.52,-0.031681,-1.0,-1.2653,0.0,0,92.0,setup_rsi2=1.08; next_open_entry; avg_value_10=51.0939M; adr20=3.0292; close_gt_ma50=True
rsi2,WWW,2025-09-16,29.7113,29.7014,0.0098,2025-09-16,29.7014,same_day_stop_loss,337,10012.69,-3.32,-0.000332,-1.0,-79.9853,33.9938,0,91.0,setup_rsi2=1.92; next_open_entry; avg_value_10=48.5375M; adr20=3.2753; close_gt_ma50=True
rsi2,PGEN,2025-09-16,3.63,3.47,0.16,2025-09-17,3.88,ma10_break,2759,10015.17,689.75,0.068871,1.5625,-0.1875,3.1875,1,98.0,setup_rsi2=3.81; next_open_entry; avg_value_10=27.0246M; adr20=10.1416; close_gt_ma50=True
rsi2,INDV,2025-09-17,22.89,22.27,0.62,2025-09-18,22.27,stop_loss,437,10002.93,-270.94,-0.027086,-1.0,-1.0806,0.7177,1,93.0,setup_rsi2=0.42; next_open_entry; avg_value_10=49.2398M; adr20=3.0143; close_gt_ma50=True
rsi2,AEO,2025-09-23,17.8082,17.6022,0.2059,2025-09-23,17.6022,same_day_stop_loss,562,10008.18,-115.73,-0.011564,-1.0,-1.6191,1.7619,0,90.0,setup_rsi2=4.46; next_open_entry; avg_value_10=217.8939M; adr20=5.9055; close_gt_ma50=True
