strategy,ticker,entry_date,entry_price,initial_stop,risk_per_share,exit_date,exit_price,exit_reason,shares,position_size,pnl,pnl_pct,r_multiple,mae,mfe,holding_days,rs_rank_at_entry,signal_details
rsi2,RDDT,2025-09-24,241.51,235.85,5.66,2025-09-24,235.85,same_day_stop_loss,41,9901.91,-232.06,-0.023436,-1.0,-1.1696,0.4399,0,91.0,setup_rsi2=3.18; next_open_entry; avg_value_10=1609.0929M; adr20=5.7534; close_gt_ma50=True
rsi2,KGC,2025-09-19,22.4726,21.9132,0.5593,2025-09-25,23.2866,ma10_break,445,10000.29,362.23,0.036222,1.4554,-0.1607,4.3036,4,92.0,setup_rsi2=4.71; next_open_entry; avg_value_10=357.9225M; adr20=2.5211; close_gt_ma50=True
rsi2,OPEN,2025-09-24,7.6,6.91,0.69,2025-09-25,8.24,ma10_break,1318,10016.8,843.52,0.084211,0.9275,-0.4203,2.3333,1,99.0,setup_rsi2=4.93; next_open_entry; avg_value_10=3991.9876M; adr20=17.3355; close_gt_ma50=True
rsi2,LASR,2025-09-26,28.22,27.925,0.295,2025-09-26,27.925,same_day_stop_loss,355,10018.1,-104.73,-0.010454,-1.0,-1.4576,3.8814,0,94.0,setup_rsi2=4.78; next_open_entry; avg_value_10=31.3649M; adr20=4.6783; close_gt_ma50=True
rsi2,BMNR,2025-09-26,49.5654,47.1961,2.3693,2025-09-29,52.1047,ma10_break,202,10012.22,512.93,0.05123,1.0717,-0.9578,2.1181,1,99.0,setup_rsi2=4.80; next_open_entry; avg_value_10=3019.8563M; adr20=8.6871; close_gt_ma50=True
rsi2,PRCH,2025-09-26,17.45,16.86,0.59,2025-09-29,16.86,stop_loss,574,10016.3,-338.66,-0.033811,-1.0,-1.1356,0.1695,1,96.0,setup_rsi2=3.91; next_open_entry; avg_value_10=43.6916M; adr20=4.7759; close_gt_ma50=True
rsi2,ALAB,2025-09-26,200.535,191.66,8.875,2025-09-29,208.215,ma10_break,49,9826.22,376.32,0.038298,0.8654,-0.8208,1.0146,1,95.0,setup_rsi2=1.57; next_open_entry; avg_value_10=1790.1716M; adr20=6.5159; close_gt_ma50=True
rsi2,CRDO,2025-09-26,146.305,138.0,8.305,2025-09-29,148.45,ma10_break,68,9948.74,145.86,0.014661,0.2583,-0.8495,0.776,1,95.0,setup_rsi2=2.18; next_open_entry; avg_value_10=963.4774M; adr20=5.8539; close_gt_ma50=True
rsi2,PGY,2025-09-26,35.0,33.13,1.87,2025-09-29,33.13,stop_loss,286,10010.0,-534.82,-0.053429,-1.0,-1.7914,0.2781,1,94.0,setup_rsi2=2.73; next_open_entry; avg_value_10=162.4776M; adr20=6.8688; close_gt_ma50=True
rsi2,RDDT,2025-09-26,234.08,223.5,10.58,2025-09-29,244.804,ma10_break,42,9831.36,450.41,0.045813,1.0136,-0.2686,1.1673,1,92.0,setup_rsi2=2.00; next_open_entry; avg_value_10=1605.2207M; adr20=5.4612; close_gt_ma50=True
rsi2,AEO,2025-09-26,17.4649,17.0629,0.4021,2025-09-29,17.0629,stop_loss,573,10007.41,-230.38,-0.023021,-1.0,-1.6341,1.2927,1,90.0,setup_rsi2=4.07; next_open_entry; avg_value_10=183.0669M; adr20=5.5274; close_gt_ma50=True
rsi2,PRCH,2025-09-29,17.1,17.0,0.1,2025-09-29,17.0,same_day_stop_loss,586,10020.6,-58.6,-0.005848,-1.0,-3.2,2.33,0,95.0,setup_rsi2=2.30; next_open_entry; avg_value_10=41.6557M; adr20=4.6211; close_gt_ma50=True
rsi2,CRDO,2025-09-29,148.45,139.25,9.2,2025-09-30,146.87,ma10_break,67,9946.15,-105.86,-0.010643,-0.1717,-0.6391,0.4674,1,94.0,setup_rsi2=1.65; next_open_entry; avg_value_10=970.0896M; adr20=5.6733; close_gt_ma50=True
rsi2,ALAB,2025-09-29,208.215,193.25,14.965,2025-09-30,193.25,stop_loss,48,9994.32,-718.32,-0.071873,-1.0,-1.2653,0.0885,1,94.0,setup_rsi2=1.23; next_open_entry; avg_value_10=1796.2582M; adr20=6.4985; close_gt_ma50=True
rsi2,PRCH,2025-09-30,17.03,16.78,0.25,2025-09-30,16.78,same_day_stop_loss,588,10013.64,-147.0,-0.01468,-1.0,-2.24,0.6,0,95.0,setup_rsi2=2.02; next_open_entry; avg_value_10=43.4696M; adr20=4.4115; close_gt_ma50=True
rsi2,RZLV,2025-09-30,5.42,5.01,0.41,2025-09-30,5.01,same_day_stop_loss,1848,10016.16,-757.68,-0.075646,-1.0,-1.7561,0.0854,0,94.0,setup_rsi2=4.20; next_open_entry; avg_value_10=149.3441M; adr20=13.4920; close_gt_ma50=True
rsi2,IONQ,2025-10-01,61.385,60.59,0.795,2025-10-01,60.59,same_day_stop_loss,163,10005.75,-129.58,-0.012951,-1.0,-1.566,4.3585,0,95.0,setup_rsi2=3.05; next_open_entry; avg_value_10=2524.6813M; adr20=8.0915; close_gt_ma50=True
rsi2,RZLV,2025-10-01,6.05,4.7,1.35,2025-10-02,5.4,ma10_break,1656,10018.8,-1076.4,-0.107438,-0.4815,-0.8222,0.3185,1,95.0,setup_rsi2=2.94; next_open_entry; avg_value_10=173.1149M; adr20=14.1644; close_gt_ma50=True
rsi2,PRCH,2025-10-01,16.76,16.47,0.29,2025-10-02,17.09,ma10_break,597,10005.72,197.01,0.01969,1.1379,-0.5862,1.4483,1,94.0,setup_rsi2=0.89; next_open_entry; avg_value_10=42.0800M; adr20=4.4754; close_gt_ma50=True
rsi2,PSIX,2025-10-02,93.9,90.56,3.34,2025-10-02,90.56,same_day_stop_loss,106,9953.4,-354.04,-0.03557,-1.0,-1.0329,1.0659,0,94.0,setup_rsi2=0.83; next_open_entry; avg_value_10=76.2003M; adr20=7.5711; close_gt_ma50=True
rsi2,APP,2025-10-07,595.215,545.0,50.215,2025-10-08,631.39,ma10_break,16,9523.44,578.8,0.060776,0.7204,-0.0588,1.1902,1,92.0,setup_rsi2=2.10; next_open_entry; avg_value_10=5271.9606M; adr20=5.3873; close_gt_ma50=True
rsi2,WBD,2025-10-09,17.84,17.68,0.16,2025-10-09,17.68,same_day_stop_loss,562,10026.08,-89.92,-0.008969,-1.0,-3.6875,2.5625,0,92.0,setup_rsi2=3.24; next_open_entry; avg_value_10=616.9858M; adr20=5.1571; close_gt_ma50=True
rsi2,AMPX,2025-10-01,10.48,10.05,0.43,2025-10-10,12.173,ma10_break,955,10008.4,1616.82,0.161546,3.9372,-0.2791,8.3489,7,99.0,setup_rsi2=3.81; next_open_entry; avg_value_10=112.0482M; adr20=9.8740; close_gt_ma50=True
rsi2,DK,2025-10-08,31.0246,29.6403,1.3843,2025-10-10,32.0516,ma10_break,322,9989.93,330.68,0.033101,0.7418,-0.2766,3.0922,2,91.0,setup_rsi2=2.70; next_open_entry; avg_value_10=54.6354M; adr20=5.2106; close_gt_ma50=True
rsi2,NKTR,2025-10-10,55.7,53.75,1.95,2025-10-10,53.75,same_day_stop_loss,179,9970.3,-349.05,-0.035009,-1.0,-1.4308,0.4051,0,98.0,setup_rsi2=4.05; next_open_entry; avg_value_10=46.4214M; adr20=6.3165; close_gt_ma50=True
rsi2,STX,2025-10-10,219.4405,217.6782,1.7623,2025-10-10,217.6782,same_day_stop_loss,45,9874.82,-79.3,-0.008031,-1.0,-4.3899,2.1808,0,92.0,setup_rsi2=4.63; next_open_entry; avg_value_10=1362.7821M; adr20=4.7587; close_gt_ma50=True
rsi2,WBD,2025-10-10,17.72,17.25,0.47,2025-10-10,17.25,same_day_stop_loss,565,10011.8,-265.55,-0.026524,-1.0,-1.3617,1.6809,0,90.0,setup_rsi2=2.27; next_open_entry; avg_value_10=610.3729M; adr20=4.9630; close_gt_ma50=True
rsi2,NKTR,2025-10-13,55.3,52.91,2.39,2025-10-14,56.21,ma10_break,181,10009.3,164.71,0.016456,0.3808,-0.4937,1.251,1,98.0,setup_rsi2=1.91; next_open_entry; avg_value_10=42.4650M; adr20=6.4371; close_gt_ma50=True
rsi2,UMAC,2025-10-13,13.78,13.26,0.52,2025-10-14,13.26,stop_loss,726,10004.28,-377.52,-0.037736,-1.0,-1.2115,3.4039,1,93.0,setup_rsi2=2.34; next_open_entry; avg_value_10=67.7619M; adr20=11.3554; close_gt_ma50=True
rsi2,RZLV,2025-10-13,5.38,5.07,0.31,2025-10-14,5.24,ma10_break,1862,10017.56,-260.68,-0.026022,-0.4516,-0.8387,1.129,1,92.0,setup_rsi2=3.67; next_open_entry; avg_value_10=210.2421M; adr20=13.3381; close_gt_ma50=True
rsi2,STX,2025-10-13,224.578,211.7043,12.8737,2025-10-14,211.7043,stop_loss,44,9881.43,-566.44,-0.057324,-1.0,-1.1593,0.007,1,92.0,setup_rsi2=1.80; next_open_entry; avg_value_10=1319.7935M; adr20=4.6053; close_gt_ma50=True
rsi2,AEHR,2025-10-13,24.61,23.44,1.17,2025-10-14,24.66,ma10_break,407,10016.27,20.35,0.002032,0.0427,-0.9573,2.8803,1,91.0,setup_rsi2=2.24; next_open_entry; avg_value_10=72.4905M; adr20=8.1269; close_gt_ma50=True
rsi2,TTMI,2025-10-13,55.81,53.5,2.31,2025-10-14,53.5,stop_loss,179,9989.99,-413.49,-0.04139,-1.0,-1.0606,0.29,1,91.0,setup_rsi2=4.74; next_open_entry; avg_value_10=160.2711M; adr20=5.2680; close_gt_ma50=True
rsi2,BETR,2025-10-15,52.5,47.275,5.225,2025-10-16,57.5365,ma10_break,190,9975.0,956.94,0.095933,0.9639,-0.3349,2.3923,1,99.0,setup_rsi2=4.32; next_open_entry; avg_value_10=59.2870M; adr20=23.6684; close_gt_ma50=True
rsi2,INOD,2025-10-15,80.76,73.28,7.48,2025-10-16,84.85,ma10_break,123,9933.48,503.07,0.050644,0.5468,-0.5321,1.2032,1,94.0,setup_rsi2=4.75; next_open_entry; avg_value_10=160.2399M; adr20=8.0200; close_gt_ma50=True
rsi2,DGNX,2025-10-17,126.4,125.28,1.12,2025-10-17,125.28,same_day_stop_loss,79,9985.6,-88.48,-0.008861,-1.0,-13.8571,3.5,0,96.0,setup_rsi2=4.10; next_open_entry; avg_value_10=36.6254M; adr20=20.4750; close_gt_ma50=True
rsi2,NBIS,2025-10-20,116.79,110.88,5.91,2025-10-20,110.88,same_day_stop_loss,85,9927.15,-502.35,-0.050604,-1.0,-1.5702,0.1151,0,96.0,setup_rsi2=4.36; next_open_entry; avg_value_10=2156.5319M; adr20=7.5425; close_gt_ma50=True
rsi2,DGNX,2025-10-20,141.36,110.88,30.48,2025-10-20,110.88,same_day_stop_loss,70,9895.2,-2133.6,-0.21562,-1.0,-1.0157,0.0079,0,95.0,setup_rsi2=2.60; next_open_entry; avg_value_10=36.8583M; adr20=20.6642; close_gt_ma50=True
rsi2,JMIA,2025-10-20,10.89,10.615,0.275,2025-10-21,10.615,stop_loss,919,10007.91,-252.73,-0.025253,-1.0,-1.7455,0.9454,1,96.0,setup_rsi2=4.89; next_open_entry; avg_value_10=36.8526M; adr20=6.4580; close_gt_ma50=True
rsi2,KTOS,2025-10-20,87.28,81.71,5.57,2025-10-21,87.11,ma10_break,114,9949.92,-19.38,-0.001948,-0.0305,-0.3734,0.632,1,93.0,setup_rsi2=1.75; next_open_entry; avg_value_10=497.2144M; adr20=6.0920; close_gt_ma50=True
rsi2,AVAV,2025-10-20,361.11,349.09,12.02,2025-10-21,367.14,ma10_break,27,9749.97,162.81,0.016699,0.5017,-0.5083,1.5441,1,93.0,setup_rsi2=3.56; next_open_entry; avg_value_10=498.3162M; adr20=5.2290; close_gt_ma50=True
rsi2,HOOD,2025-10-20,133.425,125.6,7.825,2025-10-21,135.29,ma10_break,74,9873.45,138.01,0.013978,0.2383,-0.2652,0.8656,1,93.0,setup_rsi2=4.27; next_open_entry; avg_value_10=3725.0914M; adr20=5.3517; close_gt_ma50=True
rsi2,SKYT,2025-10-20,15.89,14.92,0.97,2025-10-21,15.9,ma10_break,628,9978.92,6.28,0.000629,0.0103,-0.4742,0.5773,1,90.0,setup_rsi2=3.33; next_open_entry; avg_value_10=36.6383M; adr20=10.4115; close_gt_ma50=True
rsi2,NBIS,2025-10-21,107.88,107.51,0.37,2025-10-21,107.51,same_day_stop_loss,92,9924.96,-34.04,-0.00343,-1.0,-17.5137,0.8108,0,96.0,setup_rsi2=2.61; next_open_entry; avg_value_10=2118.6041M; adr20=7.6020; close_gt_ma50=True
rsi2,DPRO,2025-10-21,8.81,8.52,0.29,2025-10-22,8.52,stop_loss,1133,9981.73,-328.57,-0.032917,-1.0,-4.3448,1.8586,1,97.0,setup_rsi2=4.41; next_open_entry; avg_value_10=69.1691M; adr20=17.0927; close_gt_ma50=True
rsi2,DGNX,2025-10-21,120.24,110.4,9.84,2025-10-22,110.4,stop_loss,83,9979.92,-816.72,-0.081836,-1.0,-1.8293,0.1699,1,95.0,setup_rsi2=2.48; next_open_entry; avg_value_10=34.7557M; adr20=20.4061; close_gt_ma50=True
rsi2,IREN,2025-10-22,53.65,52.645,1.005,2025-10-22,52.645,same_day_stop_loss,185,9925.25,-185.93,-0.018733,-1.0,-5.4229,4.202,0,99.0,setup_rsi2=4.19; next_open_entry; avg_value_10=3027.4737M; adr20=11.4200; close_gt_ma50=True
rsi2,NBIS,2025-10-22,106.675,101.4,5.275,2025-10-22,101.4,same_day_stop_loss,93,9920.78,-490.58,-0.049449,-1.0,-2.2834,0.2133,0,96.0,setup_rsi2=1.41; next_open_entry; avg_value_10=2161.5720M; adr20=7.8210; close_gt_ma50=True
rsi2,IREN,2025-10-23,52.73,48.2,4.53,2025-10-24,59.07,ma10_break,189,9965.97,1198.26,0.120235,1.3996,-0.1457,2.2914,1,99.0,setup_rsi2=2.01; next_open_entry; avg_value_10=2832.2375M; adr20=11.3004; close_gt_ma50=True
rsi2,BE,2025-10-23,94.24,88.23,6.01,2025-10-24,106.0,ma10_break,105,9895.2,1234.8,0.124788,1.9567,-0.1681,2.8503,1,99.0,setup_rsi2=2.36; next_open_entry; avg_value_10=1487.6426M; adr20=10.1869; close_gt_ma50=True
rsi2,KEEL,2025-10-23,4.01,3.701,0.309,2025-10-24,4.665,ma10_break,2489,9980.89,1630.29,0.163342,2.1197,-0.2265,2.4595,1,99.0,setup_rsi2=3.84; next_open_entry; avg_value_10=829.9740M; adr20=13.4998; close_gt_ma50=True
rsi2,RGTI,2025-10-23,40.38,34.14,6.24,2025-10-24,41.25,ma10_break,247,9973.86,214.89,0.021545,0.1394,-0.4359,0.4936,1,98.0,setup_rsi2=1.68; next_open_entry; avg_value_10=6161.9988M; adr20=13.4498; close_gt_ma50=True
rsi2,QBTS,2025-10-23,32.6,26.37,6.23,2025-10-24,33.195,ma10_break,306,9975.6,182.07,0.018252,0.0955,-0.4719,0.4157,1,98.0,setup_rsi2=2.01; next_open_entry; avg_value_10=2473.9153M; adr20=13.7535; close_gt_ma50=True
rsi2,WWR,2025-10-23,1.53,1.37,0.16,2025-10-24,1.58,ma10_break,6522,9978.66,326.1,0.03268,0.3125,0.0,1.3125,1,98.0,setup_rsi2=4.18; next_open_entry; avg_value_10=53.3270M; adr20=21.9563; close_gt_ma50=True
rsi2,NAK,2025-10-23,1.83,1.74,0.09,2025-10-24,1.92,ma10_break,5454,9980.82,490.86,0.04918,1.0,-0.2222,2.3333,1,97.0,setup_rsi2=3.64; next_open_entry; avg_value_10=89.5526M; adr20=14.8922; close_gt_ma50=True
rsi2,BKKT,2025-10-23,28.03,27.05,0.98,2025-10-24,30.4,ma10_break,356,9978.68,843.72,0.084552,2.4184,-0.7857,2.7551,1,97.0,setup_rsi2=2.32; next_open_entry; avg_value_10=83.8104M; adr20=20.6655; close_gt_ma50=True
rsi2,OKLO,2025-10-23,119.99,114.0,5.99,2025-10-24,133.53,ma10_break,83,9959.17,1123.82,0.112843,2.2604,-0.5993,3.1169,1,97.0,setup_rsi2=1.40; next_open_entry; avg_value_10=4046.7389M; adr20=11.1453; close_gt_ma50=True
rsi2,WULF,2025-10-23,12.77,11.78,0.99,2025-10-24,13.892,ma10_break,782,9986.14,877.4,0.087862,1.1333,-0.3737,1.4141,1,97.0,setup_rsi2=3.73; next_open_entry; avg_value_10=578.7328M; adr20=9.3000; close_gt_ma50=True
rsi2,NBIS,2025-10-23,100.33,94.63,5.7,2025-10-24,111.16,ma10_break,99,9932.67,1072.17,0.107944,1.9,-0.1526,3.0035,1,96.0,setup_rsi2=0.67; next_open_entry; avg_value_10=2088.9404M; adr20=7.7937; close_gt_ma50=True
rsi2,HIVE,2025-10-23,4.97,4.74,0.23,2025-10-24,5.44,ma10_break,2011,9994.67,945.17,0.094567,2.0435,-0.2609,4.7391,1,96.0,setup_rsi2=0.75; next_open_entry; avg_value_10=199.0861M; adr20=11.1425; close_gt_ma50=True
rsi2,ASTS,2025-10-23,71.875,66.671,5.204,2025-10-24,74.0,ma10_break,139,9990.62,295.38,0.029565,0.4083,-0.2056,0.4583,1,95.0,setup_rsi2=1.71; next_open_entry; avg_value_10=1296.0112M; adr20=10.2140; close_gt_ma50=True
rsi2,PLUG,2025-10-23,3.04,2.77,0.27,2025-10-24,3.02,ma10_break,3289,9998.56,-65.78,-0.006579,-0.0741,-0.6667,0.0741,1,95.0,setup_rsi2=1.69; next_open_entry; avg_value_10=507.4935M; adr20=13.4768; close_gt_ma50=True
rsi2,SEI,2025-10-23,46.9436,43.7085,3.2351,2025-10-24,48.4068,ma10_break,212,9952.04,310.21,0.031171,0.4523,-0.4354,1.3262,1,94.0,setup_rsi2=3.24; next_open_entry; avg_value_10=180.3261M; adr20=7.8626; close_gt_ma50=True
rsi2,UI,2025-10-23,693.2335,664.0678,29.1657,2025-10-24,727.4314,ma10_break,14,9705.27,478.77,0.049331,1.1725,0.0,1.5486,1,93.0,setup_rsi2=3.72; next_open_entry; avg_value_10=142.7017M; adr20=4.8213; close_gt_ma50=True
rsi2,COGT,2025-10-23,14.86,14.2,0.66,2025-10-24,15.21,ma10_break,672,9985.92,235.2,0.023553,0.5303,-0.4015,0.5833,1,93.0,setup_rsi2=3.17; next_open_entry; avg_value_10=40.2930M; adr20=5.7030; close_gt_ma50=True
rsi2,HBM,2025-10-23,15.4452,14.8054,0.6398,2025-10-24,15.3652,ma10_break,647,9993.04,-51.74,-0.005178,-0.125,-0.3281,0.7188,1,90.0,setup_rsi2=2.62; next_open_entry; avg_value_10=120.8047M; adr20=3.9711; close_gt_ma50=True
rsi2,METC,2025-10-24,36.95,35.56,1.39,2025-10-24,35.56,same_day_stop_loss,273,10087.35,-379.47,-0.037618,-1.0,-2.0504,0.6547,0,96.0,setup_rsi2=4.80; next_open_entry; avg_value_10=190.4145M; adr20=9.6835; close_gt_ma50=True
rsi2,TMC,2025-10-24,7.35,7.125,0.225,2025-10-24,7.125,same_day_stop_loss,1373,10091.55,-308.92,-0.030612,-1.0,-1.0667,0.8444,0,94.0,setup_rsi2=4.95; next_open_entry; avg_value_10=116.6080M; adr20=9.9045; close_gt_ma50=True
rsi2,PLUG,2025-10-24,3.02,2.86,0.16,2025-10-27,3.11,ma10_break,3344,10098.88,300.96,0.029801,0.5625,-0.9375,0.75,1,95.0,setup_rsi2=1.40; next_open_entry; avg_value_10=474.9318M; adr20=13.3948; close_gt_ma50=True
rsi2,COGT,2025-10-24,15.21,14.595,0.615,2025-10-27,15.635,ma10_break,663,10084.23,281.78,0.027942,0.6911,-0.5528,2.187,1,93.0,setup_rsi2=3.12; next_open_entry; avg_value_10=40.3277M; adr20=5.4983; close_gt_ma50=True
rsi2,MLYS,2025-10-27,40.26,39.33,0.93,2025-10-28,40.34,ma10_break,251,10105.26,20.08,0.001987,0.086,-0.4914,1.4409,1,97.0,setup_rsi2=3.23; next_open_entry; avg_value_10=42.8018M; adr20=5.7007; close_gt_ma50=True
rsi2,ALM,2025-10-28,7.27,6.174,1.096,2025-10-29,7.757,ma10_break,1393,10127.11,678.39,0.066988,0.4443,-0.2418,0.5292,1,96.0,setup_rsi2=3.54; next_open_entry; avg_value_10=34.1203M; adr20=10.1243; close_gt_ma50=True
rsi2,TMC,2025-10-28,6.85,6.64,0.21,2025-10-29,7.2,ma10_break,1478,10124.3,517.3,0.051095,1.6667,-0.6667,1.7619,1,94.0,setup_rsi2=1.88; next_open_entry; avg_value_10=73.1618M; adr20=9.8829; close_gt_ma50=True
rsi2,NG,2025-10-29,8.44,7.67,0.77,2025-10-30,8.03,ma10_break,1203,10153.32,-493.23,-0.048578,-0.5325,-0.6623,0.013,1,91.0,setup_rsi2=3.57; next_open_entry; avg_value_10=29.8367M; adr20=6.2413; close_gt_ma50=True
rsi2,UAMY,2025-10-30,9.25,8.15,1.1,2025-10-30,8.15,same_day_stop_loss,1098,10156.5,-1207.8,-0.118919,-1.0,-1.2364,0.0727,0,98.0,setup_rsi2=4.37; next_open_entry; avg_value_10=240.7969M; adr20=16.4339; close_gt_ma50=True
rsi2,IE,2025-10-30,14.0,13.882,0.118,2025-10-30,13.882,same_day_stop_loss,725,10150.0,-85.55,-0.008429,-1.0,-3.4746,4.5763,0,94.0,setup_rsi2=4.56; next_open_entry; avg_value_10=36.6143M; adr20=7.8674; close_gt_ma50=True
rsi2,IDR,2025-10-30,30.99,28.63,2.36,2025-10-31,34.058,ma10_break,327,10133.73,1003.24,0.099,1.3,-0.6737,1.8068,1,95.0,setup_rsi2=0.78; next_open_entry; avg_value_10=26.3296M; adr20=11.2291; close_gt_ma50=True
rsi2,NG,2025-10-30,8.03,7.93,0.1,2025-10-31,7.93,stop_loss,1264,10149.92,-126.4,-0.012453,-1.0,-2.0,3.0,1,91.0,setup_rsi2=2.95; next_open_entry; avg_value_10=27.7843M; adr20=5.8729; close_gt_ma50=True
rsi2,UAMY,2025-10-31,8.14,7.89,0.25,2025-10-31,7.89,same_day_stop_loss,1248,10158.72,-312.0,-0.030713,-1.0,-1.72,0.68,0,98.0,setup_rsi2=4.09; next_open_entry; avg_value_10=229.7960M; adr20=16.1930; close_gt_ma50=True
rsi2,PLUG,2025-10-31,2.66,2.64,0.02,2025-10-31,2.64,same_day_stop_loss,3824,10171.84,-76.48,-0.007519,-1.0,-5.0,3.0,0,93.0,setup_rsi2=3.17; next_open_entry; avg_value_10=285.1859M; adr20=11.7058; close_gt_ma50=True
rsi2,LAC,2025-10-31,5.6,5.524,0.076,2025-10-31,5.524,same_day_stop_loss,1816,10169.6,-138.02,-0.013571,-1.0,-2.7632,0.2632,0,92.0,setup_rsi2=4.98; next_open_entry; avg_value_10=158.5916M; adr20=11.3366; close_gt_ma50=True
rsi2,BKKT,2025-10-31,24.0,22.95,1.05,2025-11-03,27.2,ma10_break,423,10152.0,1353.6,0.133333,3.0476,-0.5524,4.2857,1,95.0,setup_rsi2=1.47; next_open_entry; avg_value_10=49.2421M; adr20=16.3398; close_gt_ma50=True
rsi2,CAN,2025-10-31,1.41,1.23,0.18,2025-11-03,1.385,ma10_break,7213,10170.33,-180.32,-0.01773,-0.1389,-0.7778,0.3889,1,92.0,setup_rsi2=4.24; next_open_entry; avg_value_10=120.1388M; adr20=17.7224; close_gt_ma50=True
rsi2,BTU,2025-10-31,26.8731,24.4794,2.3937,2025-11-03,27.8833,ma10_break,378,10158.04,381.87,0.037593,0.422,-0.395,1.3846,1,90.0,setup_rsi2=1.53; next_open_entry; avg_value_10=122.0638M; adr20=5.9773; close_gt_ma50=True
rsi2,P,2025-10-23,89.6,86.522,3.078,2025-11-04,93.365,ma10_break,111,9945.6,417.91,0.04202,1.2232,0.0,3.5705,8,91.0,setup_rsi2=1.46; next_open_entry; avg_value_10=230.2496M; adr20=3.9933; close_gt_ma50=True
rsi2,BETR,2025-11-05,66.05,63.51,2.54,2025-11-05,63.51,same_day_stop_loss,153,10105.65,-388.62,-0.038456,-1.0,-2.1811,0.8937,0,99.0,setup_rsi2=4.73; next_open_entry; avg_value_10=54.3652M; adr20=15.9723; close_gt_ma50=True
rsi2,DVLT,2025-11-05,1.92,1.68,0.24,2025-11-05,1.68,same_day_stop_loss,5292,10160.64,-1270.08,-0.125,-1.0,-1.4583,0.0833,0,97.0,setup_rsi2=2.89; next_open_entry; avg_value_10=214.2707M; adr20=23.1501; close_gt_ma50=True
rsi2,REZI,2025-11-05,41.53,41.42,0.11,2025-11-05,41.42,same_day_stop_loss,244,10133.32,-26.84,-0.002649,-1.0,-6.1818,8.7273,0,92.0,setup_rsi2=1.09; next_open_entry; avg_value_10=64.4893M; adr20=3.3733; close_gt_ma50=True
rsi2,COGT,2025-11-05,14.29,13.98,0.31,2025-11-05,13.98,same_day_stop_loss,710,10145.9,-220.1,-0.021694,-1.0,-1.6452,1.4516,0,90.0,setup_rsi2=3.67; next_open_entry; avg_value_10=43.3249M; adr20=6.0266; close_gt_ma50=True
rsi2,INBX,2025-10-24,49.13,28.16,20.97,2025-11-06,74.24,ma10_break,205,10071.65,5147.55,0.511093,1.1974,-0.1488,1.7887,9,99.0,setup_rsi2=3.25; next_open_entry; avg_value_10=43.3025M; adr20=9.9185; close_gt_ma50=True
rsi2,MVST,2025-11-05,5.05,4.96,0.09,2025-11-06,4.96,stop_loss,2009,10145.45,-180.81,-0.017822,-1.0,-3.1111,3.0,1,97.0,setup_rsi2=4.15; next_open_entry; avg_value_10=36.6807M; adr20=9.9436; close_gt_ma50=True
rsi2,OKLO,2025-11-05,116.37,111.79,4.58,2025-11-06,111.79,stop_loss,87,10124.19,-398.46,-0.039357,-1.0,-2.2664,1.5437,1,97.0,setup_rsi2=4.04; next_open_entry; avg_value_10=1899.5600M; adr20=11.6834; close_gt_ma50=True
rsi2,TMQ,2025-11-05,4.0,3.79,0.21,2025-11-06,4.13,ma10_break,2539,10156.0,330.07,0.0325,0.619,-0.5714,0.8571,1,97.0,setup_rsi2=2.86; next_open_entry; avg_value_10=42.0927M; adr20=15.5263; close_gt_ma50=True
rsi2,REAL,2025-11-05,11.87,11.16,0.71,2025-11-06,11.16,stop_loss,855,10148.85,-607.05,-0.059815,-1.0,-1.6338,0.493,1,94.0,setup_rsi2=2.45; next_open_entry; avg_value_10=37.3679M; adr20=5.9670; close_gt_ma50=True
rsi2,INTC,2025-11-05,37.42,36.63,0.79,2025-11-06,38.34,ma10_break,271,10140.82,249.32,0.024586,1.1646,-0.7848,3.0633,1,93.0,setup_rsi2=2.94; next_open_entry; avg_value_10=4805.8690M; adr20=4.7883; close_gt_ma50=True
rsi2,MUX,2025-11-05,17.69,16.72,0.97,2025-11-06,16.5,stop_loss,574,10154.06,-683.06,-0.06727,-1.2268,-2.134,0.0619,1,93.0,setup_rsi2=4.40; next_open_entry; avg_value_10=25.1634M; adr20=6.2897; close_gt_ma50=True
rsi2,TAC,2025-11-05,16.8079,16.489,0.3188,2025-11-06,13.7591,stop_loss,604,10151.94,-1841.43,-0.181387,-9.5625,-10.4687,0.5937,1,92.0,setup_rsi2=4.94; next_open_entry; avg_value_10=29.3500M; adr20=3.7967; close_gt_ma50=True
rsi2,CLSK,2025-11-05,16.31,16.03,0.28,2025-11-06,16.03,stop_loss,622,10144.82,-174.16,-0.017167,-1.0,-3.4286,2.275,1,91.0,setup_rsi2=3.48; next_open_entry; avg_value_10=448.4282M; adr20=10.4293; close_gt_ma50=True
rsi2,HBM,2025-11-05,15.1553,14.8454,0.3099,2025-11-06,15.7451,ma10_break,670,10154.04,395.18,0.038918,1.9032,-0.3548,2.871,1,91.0,setup_rsi2=4.87; next_open_entry; avg_value_10=100.1104M; adr20=4.0554; close_gt_ma50=True
rsi2,BETR,2025-11-06,61.92,60.51,1.41,2025-11-06,60.51,same_day_stop_loss,163,10092.96,-229.83,-0.022771,-1.0,-2.156,1.5106,0,99.0,setup_rsi2=2.67; next_open_entry; avg_value_10=45.9046M; adr20=15.6905; close_gt_ma50=True
