strategy,ticker,entry_date,entry_price,initial_stop,risk_per_share,exit_date,exit_price,exit_reason,shares,position_size,pnl,pnl_pct,r_multiple,mae,mfe,holding_days,rs_rank_at_entry,signal_details
rs90_100_rsi2_next_open_hold_1d_close,DJT,2024-05-21,48.1848,,,2024-05-22,44.5855,hold_1d_close,2075,99983.5,-7468.5,-0.074697,,,,1,97.0,entry=rsi2_next_open; setup_rsi2=4.98; raw_entry=open:48.1800; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-05-20 00:00:00; filter_close=48.3800; filter_ma50=43.3610; filter_avg_value_10=218.38; filter_adr20=10.76; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_close,IAG,2024-05-24,3.9504,,,2024-05-28,4.0896,hold_1d_close,25974,102607.56,3615.48,0.035236,,,,2,91.0,entry=rsi2_next_open; setup_rsi2=3.00; raw_entry=open:3.9500; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-05-23 00:00:00; filter_close=3.8700; filter_ma50=3.6672; filter_avg_value_10=51.47; filter_adr20=4.03; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_close,CVNA,2024-05-28,22.1522,,,2024-05-29,21.0079,hold_1d_close,4652,103052.1,-5323.36,-0.051657,,,,1,98.0,entry=rsi2_next_open; setup_rsi2=4.56; raw_entry=open:22.1500; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-05-24 00:00:00; filter_close=21.8300; filter_ma50=18.6353; filter_avg_value_10=368.62; filter_adr20=5.66; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_close,CVNA,2024-05-29,20.6021,,,2024-05-30,20.476,hold_1d_close,4976,102515.85,-627.51,-0.006121,,,,1,97.0,entry=rsi2_next_open; setup_rsi2=1.44; raw_entry=open:20.6000; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-05-28 00:00:00; filter_close=20.9180; filter_ma50=18.7353; filter_avg_value_10=351.08; filter_adr20=5.72; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_close,PRCT,2024-05-29,63.7164,,,2024-05-30,64.2136,hold_1d_close,1612,102710.79,801.5,0.007803,,,,1,94.0,entry=rsi2_next_open; setup_rsi2=4.37; raw_entry=open:63.7100; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-05-28 00:00:00; filter_close=64.4800; filter_ma50=55.6316; filter_avg_value_10=41.40; filter_adr20=5.47; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_close,PRCT,2024-05-30,64.6365,,,2024-05-31,66.3934,hold_1d_close,1586,102513.43,2786.45,0.027181,,,,1,94.0,entry=rsi2_next_open; setup_rsi2=3.45; raw_entry=open:64.6300; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-05-29 00:00:00; filter_close=64.1000; filter_ma50=55.9396; filter_avg_value_10=42.56; filter_adr20=5.43; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_close,KD,2024-05-30,26.5827,,,2024-05-31,26.6073,hold_1d_close,3854,102449.56,95.12,0.000928,,,,1,94.0,entry=rsi2_next_open; setup_rsi2=1.90; raw_entry=open:26.5800; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-05-29 00:00:00; filter_close=26.7100; filter_ma50=22.8092; filter_avg_value_10=47.62; filter_adr20=3.78; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_close,EMBJ,2024-05-30,28.3703,,,2024-05-31,27.7554,hold_1d_close,3612,102473.57,-2221.07,-0.021675,,,,1,92.0,entry=rsi2_next_open; setup_rsi2=2.24; raw_entry=open:28.3675; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-05-29 00:00:00; filter_close=28.0878; filter_ma50=26.5070; filter_avg_value_10=49.43; filter_adr20=3.42; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_close,SE,2024-05-30,67.2367,,,2024-05-31,67.5132,hold_1d_close,1522,102334.3,420.86,0.004113,,,,1,91.0,entry=rsi2_next_open; setup_rsi2=4.11; raw_entry=open:67.2300; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-05-29 00:00:00; filter_close=68.0700; filter_ma50=61.3886; filter_avg_value_10=402.44; filter_adr20=3.62; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_close,OSCR,2024-05-31,19.882,,,2024-06-03,19.2081,hold_1d_close,5162,102630.82,-3478.72,-0.033895,,,,1,97.0,entry=rsi2_next_open; setup_rsi2=3.28; raw_entry=open:19.8800; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-05-30 00:00:00; filter_close=19.8500; filter_ma50=17.6132; filter_avg_value_10=61.11; filter_adr20=5.78; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_close,KD,2024-05-31,26.6427,,,2024-06-03,26.5073,hold_1d_close,3854,102680.82,-521.5,-0.005079,,,,1,93.0,entry=rsi2_next_open; setup_rsi2=1.58; raw_entry=open:26.6400; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-05-30 00:00:00; filter_close=26.6400; filter_ma50=22.9040; filter_avg_value_10=46.22; filter_adr20=3.72; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_close,EMBJ,2024-05-31,28.0506,,,2024-06-03,28.0151,hold_1d_close,3660,102665.37,-130.19,-0.001268,,,,1,92.0,entry=rsi2_next_open; setup_rsi2=2.15; raw_entry=open:28.0478; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-05-30 00:00:00; filter_close=28.0678; filter_ma50=26.5675; filter_avg_value_10=40.41; filter_adr20=3.25; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_close,SE,2024-05-31,66.8767,,,2024-06-03,69.3431,hold_1d_close,1533,102521.97,3780.95,0.036879,,,,1,90.0,entry=rsi2_next_open; setup_rsi2=2.58; raw_entry=open:66.8700; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-05-30 00:00:00; filter_close=67.1500; filter_ma50=61.6118; filter_avg_value_10=380.41; filter_adr20=3.55; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_close,CVNA,2024-06-03,20.6581,,,2024-06-04,20.218,hold_1d_close,4967,102608.61,-2185.92,-0.021303,,,,1,97.0,entry=rsi2_next_open; setup_rsi2=2.71; raw_entry=open:20.6560; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-05-31 00:00:00; filter_close=19.9960; filter_ma50=18.9806; filter_avg_value_10=312.42; filter_adr20=5.30; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_close,KD,2024-06-03,26.8427,,,2024-06-04,26.0474,hold_1d_close,3806,102163.26,-3026.87,-0.029628,,,,1,93.0,entry=rsi2_next_open; setup_rsi2=1.37; raw_entry=open:26.8400; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-05-31 00:00:00; filter_close=26.6100; filter_ma50=22.9894; filter_avg_value_10=44.85; filter_adr20=3.70; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_close,EMBJ,2024-06-03,28.1605,,,2024-06-04,28.5744,hold_1d_close,3624,102053.78,1499.77,0.014696,,,,1,91.0,entry=rsi2_next_open; setup_rsi2=1.00; raw_entry=open:28.1577; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-05-31 00:00:00; filter_close=27.7582; filter_ma50=26.6137; filter_avg_value_10=36.52; filter_adr20=3.25; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_close,ONTO,2024-06-03,220.4821,,,2024-06-04,208.9591,hold_1d_close,462,101862.71,-5323.61,-0.052263,,,,1,91.0,entry=rsi2_next_open; setup_rsi2=4.11; raw_entry=open:220.4600; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-05-31 00:00:00; filter_close=216.7000; filter_ma50=199.0390; filter_avg_value_10=96.24; filter_adr20=3.88; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_close,ZETA,2024-06-04,15.9616,,,2024-06-05,16.5383,hold_1d_close,6372,101707.29,3675.06,0.036134,,,,1,96.0,entry=rsi2_next_open; setup_rsi2=3.47; raw_entry=open:15.9600; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-06-03 00:00:00; filter_close=15.9600; filter_ma50=13.6866; filter_avg_value_10=46.14; filter_adr20=3.69; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_close,VRT,2024-06-04,93.7227,,,2024-06-05,96.8258,hold_1d_close,1083,101501.71,3360.62,0.033109,,,,1,96.0,entry=rsi2_next_open; setup_rsi2=3.88; raw_entry=open:93.7134; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-06-03 00:00:00; filter_close=95.8679; filter_ma50=90.0849; filter_avg_value_10=872.77; filter_adr20=4.61; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_close,CVNA,2024-06-04,19.762,,,2024-06-05,20.6059,hold_1d_close,5126,101299.89,4326.15,0.042706,,,,1,96.0,entry=rsi2_next_open; setup_rsi2=1.89; raw_entry=open:19.7600; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-06-03 00:00:00; filter_close=19.7920; filter_ma50=19.0256; filter_avg_value_10=303.99; filter_adr20=5.27; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_close,SMTC,2024-06-04,37.9438,,,2024-06-05,38.6761,hold_1d_close,2676,101537.59,1959.74,0.019301,,,,1,94.0,entry=rsi2_next_open; setup_rsi2=4.47; raw_entry=open:37.9400; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-06-03 00:00:00; filter_close=38.1800; filter_ma50=35.2882; filter_avg_value_10=50.50; filter_adr20=4.25; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_close,KD,2024-06-04,26.3726,,,2024-06-05,26.6773,hold_1d_close,3844,101376.42,1171.25,0.011553,,,,1,93.0,entry=rsi2_next_open; setup_rsi2=0.74; raw_entry=open:26.3700; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-06-03 00:00:00; filter_close=26.5100; filter_ma50=23.0728; filter_avg_value_10=45.13; filter_adr20=3.74; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_close,EME,2024-06-04,369.6205,,,2024-06-05,376.4861,hold_1d_close,273,100906.39,1874.31,0.018575,,,,1,90.0,entry=rsi2_next_open; setup_rsi2=3.87; raw_entry=open:369.5835; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-06-03 00:00:00; filter_close=371.5052; filter_ma50=362.1613; filter_avg_value_10=343.29; filter_adr20=2.51; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_close,ONTO,2024-06-04,212.8013,,,2024-06-05,221.9578,hold_1d_close,475,101080.61,4349.35,0.043029,,,,1,90.0,entry=rsi2_next_open; setup_rsi2=3.29; raw_entry=open:212.7800; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-06-03 00:00:00; filter_close=215.5000; filter_ma50=199.6888; filter_avg_value_10=97.12; filter_adr20=3.98; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_close,OSCR,2024-06-05,19.0319,,,2024-06-06,19.498,hold_1d_close,5453,103780.97,2541.9,0.024493,,,,1,97.0,entry=rsi2_next_open; setup_rsi2=4.05; raw_entry=open:19.0300; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-06-04 00:00:00; filter_close=18.9500; filter_ma50=17.9468; filter_avg_value_10=65.11; filter_adr20=5.59; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_close,ZETA,2024-06-05,15.9816,,,2024-06-06,16.3784,hold_1d_close,6516,104136.09,2585.31,0.024826,,,,1,96.0,entry=rsi2_next_open; setup_rsi2=1.78; raw_entry=open:15.9800; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-06-04 00:00:00; filter_close=15.6500; filter_ma50=13.7786; filter_avg_value_10=46.33; filter_adr20=3.75; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_close,CLS,2024-06-05,53.8654,,,2024-06-06,52.4848,hold_1d_close,1940,104498.85,-2678.43,-0.025631,,,,1,96.0,entry=rsi2_next_open; setup_rsi2=2.43; raw_entry=open:53.8600; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-06-04 00:00:00; filter_close=52.7100; filter_ma50=48.3554; filter_avg_value_10=138.25; filter_adr20=4.00; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_close,VRT,2024-06-05,93.3437,,,2024-06-06,87.7696,hold_1d_close,1124,104918.26,-6265.26,-0.059716,,,,1,95.0,entry=rsi2_next_open; setup_rsi2=1.45; raw_entry=open:93.3343; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-06-04 00:00:00; filter_close=91.8580; filter_ma50=90.2762; filter_avg_value_10=941.25; filter_adr20=4.76; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_close,HBM,2024-06-05,9.111,,,2024-06-06,9.3386,hold_1d_close,11567,105386.82,2633.26,0.024987,,,,1,94.0,entry=rsi2_next_open; setup_rsi2=2.48; raw_entry=open:9.1101; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-06-04 00:00:00; filter_close=8.9804; filter_ma50=8.4134; filter_avg_value_10=56.03; filter_adr20=3.94; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_close,TLN,2024-06-05,109.0109,,,2024-06-06,110.359,hold_1d_close,967,105413.54,1303.58,0.012366,,,,1,94.0,entry=rsi2_next_open; setup_rsi2=4.55; raw_entry=open:109.0000; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-06-04 00:00:00; filter_close=108.7600; filter_ma50=101.0839; filter_avg_value_10=107.54; filter_adr20=4.29; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_close,CRS,2024-06-05,103.5256,,,2024-06-06,105.7179,hold_1d_close,1022,105803.17,2240.51,0.021176,,,,1,93.0,entry=rsi2_next_open; setup_rsi2=1.93; raw_entry=open:103.5153; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-06-04 00:00:00; filter_close=103.6542; filter_ma50=90.7343; filter_avg_value_10=49.92; filter_adr20=3.01; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_close,SMTC,2024-06-05,37.9238,,,2024-06-06,37.9762,hold_1d_close,2797,106072.84,146.59,0.001382,,,,1,93.0,entry=rsi2_next_open; setup_rsi2=1.92; raw_entry=open:37.9200; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-06-04 00:00:00; filter_close=37.3800; filter_ma50=35.5774; filter_avg_value_10=55.56; filter_adr20=4.28; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_close,KD,2024-06-05,26.1926,,,2024-06-06,26.5073,hold_1d_close,4057,106263.46,1276.86,0.012016,,,,1,93.0,entry=rsi2_next_open; setup_rsi2=0.14; raw_entry=open:26.1900; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-06-04 00:00:00; filter_close=26.0500; filter_ma50=23.1628; filter_avg_value_10=46.63; filter_adr20=3.77; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_close,JXN,2024-06-05,68.6452,,,2024-06-06,68.2592,hold_1d_close,1551,106468.65,-598.63,-0.005623,,,,1,93.0,entry=rsi2_next_open; setup_rsi2=4.30; raw_entry=open:68.6383; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-06-04 00:00:00; filter_close=68.0225; filter_ma50=65.8381; filter_avg_value_10=35.12; filter_adr20=2.89; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_close,POWL,2024-06-05,52.4177,,,2024-06-06,52.2849,hold_1d_close,2032,106512.81,-269.97,-0.002535,,,,1,91.0,entry=rsi2_next_open; setup_rsi2=2.54; raw_entry=open:52.4125; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-06-04 00:00:00; filter_close=51.9725; filter_ma50=51.0156; filter_avg_value_10=90.32; filter_adr20=7.35; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_close,EME,2024-06-05,368.8836,,,2024-06-06,372.6131,hold_1d_close,289,106607.35,1077.83,0.01011,,,,1,91.0,entry=rsi2_next_open; setup_rsi2=2.73; raw_entry=open:368.8467; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-06-04 00:00:00; filter_close=367.3133; filter_ma50=362.5826; filter_avg_value_10=362.28; filter_adr20=2.56; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_close,PAAS,2024-06-05,19.8949,,,2024-06-06,21.1641,hold_1d_close,5375,106935.3,6821.97,0.063795,,,,1,90.0,entry=rsi2_next_open; setup_rsi2=3.58; raw_entry=open:19.8930; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-06-04 00:00:00; filter_close=19.7950; filter_ma50=18.6591; filter_avg_value_10=97.25; filter_adr20=3.83; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_close,BZFD,2024-06-06,2.5303,,,2024-06-07,2.4098,hold_1d_close,41443,104861.27,-4993.63,-0.047621,,,,1,98.0,entry=rsi2_next_open; setup_rsi2=2.84; raw_entry=open:2.5300; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-06-05 00:00:00; filter_close=2.5600; filter_ma50=1.9733; filter_avg_value_10=26.01; filter_adr20=15.88; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_close,FSM,2024-06-06,5.1105,,,2024-06-07,4.9695,hold_1d_close,20510,104816.58,-2892.08,-0.027592,,,,1,91.0,entry=rsi2_next_open; setup_rsi2=0.92; raw_entry=open:5.1100; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-06-05 00:00:00; filter_close=5.0700; filter_ma50=4.9766; filter_avg_value_10=51.32; filter_adr20=4.31; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_close,BMA,2024-06-07,50.2863,,,2024-06-10,52.5105,hold_1d_close,2069,104042.29,4601.97,0.044232,,,,1,95.0,entry=rsi2_next_open; setup_rsi2=4.41; raw_entry=open:50.2812; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-06-06 00:00:00; filter_close=50.7140; filter_ma50=49.8472; filter_avg_value_10=25.88; filter_adr20=5.56; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_close,PI,2024-06-11,147.8948,,,2024-06-12,152.0748,hold_1d_close,706,104413.72,2951.08,0.028263,,,,1,93.0,entry=rsi2_next_open; setup_rsi2=4.67; raw_entry=open:147.8800; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-06-10 00:00:00; filter_close=148.4800; filter_ma50=148.0360; filter_avg_value_10=84.24; filter_adr20=3.99; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_close,EAT,2024-06-12,67.2367,,,2024-06-13,67.9432,hold_1d_close,1559,104822.06,1101.4,0.010507,,,,1,96.0,entry=rsi2_next_open; setup_rsi2=4.65; raw_entry=open:67.2300; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-06-11 00:00:00; filter_close=66.8600; filter_ma50=57.0448; filter_avg_value_10=108.30; filter_adr20=2.94; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_close,TNDM,2024-06-13,47.0047,,,2024-06-14,45.3255,hold_1d_close,2232,104914.49,-3748.04,-0.035725,,,,1,97.0,entry=rsi2_next_open; setup_rsi2=2.49; raw_entry=open:47.0000; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-06-12 00:00:00; filter_close=47.3500; filter_ma50=41.9486; filter_avg_value_10=62.01; filter_adr20=4.82; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_close,TNDM,2024-06-14,44.7445,,,2024-06-17,42.9957,hold_1d_close,2336,104523.1,-4085.14,-0.039084,,,,1,96.0,entry=rsi2_next_open; setup_rsi2=0.70; raw_entry=open:44.7400; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-06-13 00:00:00; filter_close=45.4500; filter_ma50=42.1724; filter_avg_value_10=59.99; filter_adr20=4.69; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_close,MRNA,2024-06-14,142.6843,,,2024-06-17,137.8862,hold_1d_close,733,104587.57,-3516.98,-0.033627,,,,1,93.0,entry=rsi2_next_open; setup_rsi2=4.78; raw_entry=open:142.6700; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-06-13 00:00:00; filter_close=145.2300; filter_ma50=126.9224; filter_avg_value_10=567.70; filter_adr20=6.42; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_close,TNDM,2024-06-17,44.8645,,,2024-06-18,42.8257,hold_1d_close,2313,103771.56,-4715.67,-0.045443,,,,1,96.0,entry=rsi2_next_open; setup_rsi2=0.64; raw_entry=open:44.8600; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-06-14 00:00:00; filter_close=45.3300; filter_ma50=42.4156; filter_avg_value_10=57.70; filter_adr20=4.63; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_close,WIX,2024-06-17,163.5163,,,2024-06-18,159.964,hold_1d_close,632,103342.33,-2245.09,-0.021725,,,,1,95.0,entry=rsi2_next_open; setup_rsi2=4.76; raw_entry=open:163.5000; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-06-14 00:00:00; filter_close=163.6100; filter_ma50=141.5180; filter_avg_value_10=135.25; filter_adr20=3.86; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_close,MRNA,2024-06-17,138.1738,,,2024-06-18,133.2567,hold_1d_close,747,103215.84,-3673.11,-0.035587,,,,1,93.0,entry=rsi2_next_open; setup_rsi2=1.24; raw_entry=open:138.1600; slippage_bps=1.0; initial_stop=disabled; decision_date=2024-06-14 00:00:00; filter_close=140.0300; filter_ma50=127.6776; filter_avg_value_10=515.77; filter_adr20=6.49; rs_bucket=rs90_100
